EpochTime,feelings_symptoms,smell_description,smell_value,zipcode
1510196923,,Rotten eggs,4,15217
1510200215,,Rotten eggs,4,15217
1510233150,,Usual industrial.,3,15217
1510238147,Headache,Industrial,4,15218
1510238760,,,4,15213
1510239032,,Industrial ,3,15217
1510239045,,Sewage,3,15213
1510239560,,,3,15232
1510239619,,"Industrial, rotten egg",4,15208
1510240163,,,3,15213
1510240480,,Industrial,3,15217
1510242263,Throat irritation,Sewage,3,15213
1510242347,,Industrial Plumage passing through. Wind out of south.,4,15218
1510285507,,metallic burning smell from McConway & Torley,4,15201
1510335439,,,1,15260
1510338451,,,1,15217
1510459083,"Burning nose, asthma ",Sulfur ,3,15104
1510489299,,Industrial ,3,15217
1510495127,,Industrial burning smell,4,15217
1510498250,Difficulty breathing ,Asphalt,5,15207
1510499208,,Industrial,4,15207
1510500543,,,2,15217
1510510035,,Rotten eggs,4,15218
1510523740,,,2,15217
1510598374,,"Industrial, cars maybe",3,15260
1510604565,,Chemical,5,15232
1510686217,,,1,15219
1510703844,,,1,15213
1510721534,,Rotten eggs,4,15218
1510724219,Hurts airways chest tightness and stings eyes,Industrial horrible chemical like rotten egg ,4,15217
1510725368,,Sulfur,5,15221
1510750756,,Industrial sulfur,4,15213
1510757476,Trouble breathing ,Sulfur,3,15218
1510759305,,Burning tires ,5,15207
1510759544,Na,"Poopy, sulphury",3,15221
1510761118,,Acrid burnt odor,3,15222
1510765578,,,4,15224
1510771459,I wasn't too see how the fields populate,It's me Karen test driving an idea,2,15201
1510836471,,natural gas leak,5,15213
1510838378,Cough and burning eyes,FedEx Freight trucks Diesel  exhaust fumes,5,15201
1510839226,My sinuses are raw!,Industrial smell like electrolysis and metallic; from McConway and Torley,4,15201
1510869967,Hard to breathe,"Industrial, burning metal",4,15201
1510872300,No symptoms,Breif smell of sulfur,3,15213
1510943919,,Coal burning,4,15206
1510949765,,Rotten-eggs,3,15218
1510952990,,Manure/burning,3,15213
1510953465,Headache ,"Industrial, tar, sulfuric ",4,15206
1510953818,,Sulfur,3,15206
1510954408,,Sulfur,4,15224
1510954495,,Industrial ,4,15217
1510954617,Cough,"Sewage, industrial ",4,15213
1510954781,No,Industrial combustion ,4,15213
1510955215,,,4,15213
1510977151,,Industrial burning smell,4,15217
1510981101,,Sulfur,3,15217
1510982073,Headache,Rotten egg!,5,15217
1510988844,,Industrial,4,15218
1510998380,Burn nose ,Chemicals ,5,15221
1511004150,Nose and throat irritation ,Industrial,4,15218
1511006687,No, Industrial,3,15208
1511018473,,,4,15224
1511019347,,Coal fired plant or steel mill,3,15224
1511019492,,,4,15221
1511023919,,,3,15232
1511030498,,Industrial,2,15224
1511040064,,,4,15218
1511044315,,,5,15208
1511045777,,,1,15217
1511050052,,,3,15217
1511087832,No,Eggs,3,15221
1511087893,No,Eggs,3,15221
1511099253,Headache ,Indistrial,2,15207
1511128143,Nausea,Brewery odor fro 3701 charlotte street,4,15201
1511136074,,Acrid pollution ,4,15232
1511194845,,Vehicle exhaust,3,15213
1511221564,Wheezing. Nose and throat irritation,Sulfur. Burning. ,4,15221
1511229707,"Scratchy throat, headache","Sulfur, industrial",4,15221
1511229867,Burning eyes,Smells like a fire,5,15232
1511231315,Eyes burning,Wood smoke,4,15232
1511237131,Eye irritation,Sulphuric smoke,5,15218
1511240945,Instant headache!  I had to run back into the house it was difficult to breathe ,Woodsmoke and sulfur idir,5,15221
1511263218,Headache,Industrial,3,15206
1511263625,,Rotten eggs,3,15208
1511264006,,Industrial,3,15217
1511266540,,Industrial,4,15217
1511266715,,Acrid industrial ,3,15217
1511269174,,Industrial,2,15206
1511269208,,The usual industrial smell.,4,15217
1511270327,,Industrial,4,15221
1511272983,Breathing trouble.,Industrial,4,15217
1511275029,"Wheezing, nose and throat irritation. ","Sulfur, burning oil ",4,15221
1511275524,,Asphalt,5,15207
1511282676,,Solvents from Liberty Bridge ,4,15219
1511300775,,woldsmoke/pellet stove stench,4,15219
1511316597,,"Industrial, rotten eggs",4,15217
1511316598,,Rotten eggs,3,15217
1511318241,"Eye irritation , nauseous , airway irritation ",Like a sewer!!!! It's so awful! Rotten eggs? How can air now say we are in the Green!??,5,15217
1511318550,"Scratchy throat, headache",Sulfur,4,15221
1511321995,,Industrial ,5,15218
1511354496,,"Acrid, chemical",3,15208
1511388051,Difficult to breathe,"Metallic, sweet, from foundry",4,15201
1511439217,,Propane ,3,15207
1511442135,,Damn poison,4,15218
1511445253,,Sulfur,3,15206
1511445516,,,3,15208
1511446136,,Industrial,4,15217
1511446468,,industrial,5,15221
1511447774,,Coke plant,5,15208
1511503978,Headache,Sulfur,4,15221
1511529035,,Sulfur,3,15206
1511530176,Nausea,"Acrid, sulfur",3,15208
1511531239,,Industrial,3,15217
1511531363,Nose irritation ,Rotten eggs,4,15221
1511534103,,Gross smoke,3,15218
1511535825,,Sulfur odor. Winds out of south.,4,15218
1511535859,,,5,15221
1511548680,Headache,Laying cement ,4,15213
1511571602,Headache,Sulfur,5,15221
1511572369,My nose is burning. ,Industrial sulfur rotten eggs ,4,15221
1511574228,,,5,15217
1511576297,,Burning pollution! Disgusting is an understatement ,5,15218
1511576363,Headache and making me cough,Rancid,5,15218
1511578588,Scrunched nose,Pure sulfurous ,4,15218
1511578890,,Rotten eggs ,4,15217
1511579964,"Coughing, sneezing ",Sulfur ,4,15217
1511580561,,"Industrial,  coke works",3,15217
1511582451,,"industrial, sulphur",4,15218
1511585254,,,3,15217
1511586027,,Industrial smell,4,15217
1511586766,Cant take deep breaths outside.  ,Industrial rotten eggs,5,15218
1511590919,Eye irritation ,Industrial,4,15206
1511591121,Headache immediately!  Feel like Im chocking ,Sulfur rotten eggs ,4,15221
1511760740,Instant headache cant breathe it in!  ,Industrial sulfur ,5,15221
1511786031,,Industrial ,3,15217
1511801809,,,3,15213
1511830582,,Industrial,5,15217
1511831813,,Sulphur,4,15206
1511832470,"Sore throat, stinging eyes","Acrid, sulphur smell Burning rotten egs",5,15218
1511832683,,Death smoke,5,15218
1511834025,"headache, sore throat",burning plastic or sulphur,4,15218
1511834356,Headache,"Sulfur, sewage, rotten eggs",4,15218
1511834811,"Headache, eye irritation ","Rotten eggs, sewage, sulphuric ",4,15218
1511835159,Not yet,Rotten eggs,3,15218
1511836747,,Sulphur-like,4,15206
1511836787,,Rotten eggs,3,15217
1511837789,Scratchy throat,Industrial sulfur-like smell,4,15217
1511838259,,,3,15217
1511838670,,Rotten eggs,4,15218
1511840588,,Industrial ,3,15217
1511840875,,Rotten eggs. Awful!,4,15217
1511841767,,Industrial ,4,15206
1511841771,,"Oily, industrial",3,15217
1511843869,Eye irritation,Industrial sulphur,5,15217
1511844005,,rotten eggs?,4,15218
1511844650,,Rotten eggs,4,15206
1511845585,Nausea,Coal fire plant,4,15224
1511846371,,Rotten eggs/sulphur,3,15218
1511847219,Nausea. Cant sleep,Sulfur,4,15217
1511848409,,sulfer,5,15221
1511851210,,Coke works,5,15208
1511860434,,Industrial,3,15217
1511863605,Headache and irritated sinuses,Coke,5,15201
1511867158,,Industrial,4,15217
1511869159,,"We started receiving industrial plumage as early as 10:00 pm last night. Sulfur smell strong inside house. CO2, VOCs & PM all high. Winds S to SSE all night. Inversion.",4,15218
1511869682,,Sulfur,3,15224
1511870424,Sore throat,Industrial,4,15221
1511870482,,,4,15213
1511870741,"Burning eyes, stuffy nose, headache, sore throat",Industrial,5,15221
1511870773,,Industrial,3,15217
1511871102,,Industrial,5,15217
1511871190,No,Eggs ,4,15201
1511872305,,,5,15217
1511872339,,,4,15217
1511872490,,Sooty. ,4,15217
1511874174,Smell coming through completely closed windows and doors,"Sulfur, sewage",5,15217
1511874584,,Industrial ,5,15217
1511874654,,,3,15208
1511874746,,,3,15217
1511874838,Headache,Rotten eggs,5,15217
1511875114,,Industrial,5,15221
1511875237,,,5,15217
1511875588,,Burning industrial ,5,15217
1511875632,Nothing,Industrial,3,15217
1511875813,"Irritated nasal passage, coughing",Industrial,4,15224
1511875813,,"Thick dust, sulfur",5,15217
1511875969,,industry,4,15206
1511876142,,Sulfur,3,15206
1511876708,,Industrial and toxic!!!! ,5,15217
1511876713,,Industrial,4,15208
1511876910,Coughing,Rotten eggs,4,15213
1511877116,,Rotten industrial,4,15206
1511877512,,,3,15217
1511877931,Sore throat,Industrial foggy stench,5,15217
1511878331,,,3,15232
1511878385,,Industrial ,5,15217
1511878424,,"Toxic, sulphuric ",3,15208
1511878586,Nose irritation,"Industrial, probably clairton ",4,15218
1511879153,,,5,15206
1511879207,,Sulphuric ,4,15219
1511879470,,,4,15224
1511880709,,Industrial,4,15217
1511881053,,Industrial.,4,15206
1511881470,,,3,15218
1511881515,"Burning nose, tight chest ","Sulfur, diesel exhaust ",3,15213
1511881641,,Still pretty darn smelly sulfur odor. Winds SSE. Duration of this incident is excessively long. ,4,15218
1511883532,,"Acrid, not fresh ",2,15222
1511883665,Eye irritation and mild nauseadont go outside!,Industrial sulphur,5,15217
1511883926,,Industrial,4,15208
1511884416,Scratchy throat ,"Hazy, not fresh",3,15222
1511884435,Nose and throat irritation ,Industrial,4,15218
1511888272,slight sore throat,Sulfur and methane smell,3,15213
1511901177,,,1,15217
1511908820,Headache immediately ,Sulfur rotten eggs !!!,5,15221
1511918972,,Rotten eggs ,4,15221
1511923750,"Eyes burning, scratchy throat","Sulfur, bitter smoke",3,15221
1511928038,,,3,15218
1511930533,Irritated throat hard to breathe ,Industrial sulfur rotten eggs ,4,15221
1511962605,,,1,15206
1511971387,,,1,15217
1511979121,Yes,Chemical - perhaps from bridge construction?,4,15222
1512008223,,Beechwood Blvd near Lilac st. Extremely bad truck fumes are frequent. ,4,15217
1512041185,None,Industrial,3,15217
1512042432,,Industrial,2,15217
1512043945,,Industrial,4,15217
1512044032,,"Oily, industrial",3,15217
1512045188,,industrial,4,15221
1512046395,,,4,15217
1512046508,,Industrial,4,15217
1512046925,,Industrial ,3,15218
1512048019,,Industrial ,4,15217
1512048387,,"Industrial, wood burning",4,15217
1512048617,,Burnt paper,5,15217
1512048669,burning nasal passages,sulfur,3,15217
1512048839,,Industrial ,4,15217
1512048979,Caulk and burning sinuses and labored breathing.,Diesel exhaust from FedEx trucks at distribution facility are rising up to the footbridge every day.,2,15201
1512049318,Headache,Industrial,3,15217
1512049637,,,3,15217
1512051279,,,5,15217
1512051500,,Sulphur and burnt plastic.,5,15206
1512051927,Headache ,Rotten eggs ,3,15217
1512052433,,Sulphur ,3,15217
1512052846,,"Acrid, burnt rubber.",4,15217
1512052872,,"sulfur, methane",3,15206
1512053224,,thick smell of exhaust ,4,15219
1512053245,,"Sulfur coal smell. Co. Airport reports wind from South. CO2, PM & VOCs have ramped up fairly sharply.",3,15218
1512053324,,"Toxic, sulphuric ",3,15208
1512053390,,Sulfur like,4,15213
1512053877,,Industrial,3,15217
1512054348,,"Rotten eggs, must be bad if you can still smell it this late in the morning ",3,15217
1512054509,,Industrial ,5,15206
1512054585,,Rotten eggs,4,15208
1512054621,,Industrial (coke plant),4,15221
1512056516,,,4,15217
1512056662,Eye irritation ,Industrial,3,15206
1512056943,,Industrial,3,15217
1512059687,Irritated eyes,Industrial,5,15206
1512072477,,Industrial,4,15217
1512133696,"Sore, scratchy throat, headache",Sulfur,5,15221
1512134585,,,1,15213
1512136272,,Gas,4,15206
1512136562,,,1,15206
1512148386,,,4,15217
1512148915,,Industrial chemical smell,4,15206
1512150074,,Receiving acrid sulfur plumage.,3,15218
1512150495,,Industrial,4,15217
1512150533,,Industrial ,3,15217
1512151066,Coughing ,Industrial ,4,15217
1512176287,Cannot breathe outside at all I start to coughing and I have to be inside. ,Woodsmoke very strong! ,5,15221
1512177670,,Sulfur,3,15222
1512180484,,Rotten eggs,3,15218
1512189660,Headache difficulty breathing,Sulphuric Rotten Egg odor ,5,15217
1512190533,None ,Like chemicals and broccoli,3,15218
1512192281,"headache, sore throat, coughing, vomiting",Industrial,5,15218
1512227226,,Burnt tires.,3,15206
1512233044,Sore throat ,Mcconway Torley,4,15201
1512240187,Eyes burning,I dustrial,5,15104
1512249335,,Sewer,3,15217
1512255263,House is full of smoke,Wood smoke,5,15232
1512255671,,Artificially/chemical perfumey. Sweet in an unpleasant way. ,3,15218
1512272679,,Cokeworks,5,15217
1512273957,"Burning throat, headache ",Coke works ,4,15217
1512274480,Headache burning eyes and throat nausea ,Have no idea smells like gun powder ,5,15232
1512274915,,,5,15217
1512277729,"Difficulty breathing, nausea, headache. Wind from the SE means Clairton Coke works. ",Industrial Sulphuric Rotten Egg,5,15217
1512278134,,Mild sulfur,3,15221
1512278698,,Sulfur,3,15217
1512281300,,Rotten egg,5,15217
1512281477,Headache Fatigue since yesterday burning throat and eyes,Industrial sulfur ,5,15217
1512297700,"Sore throat, headache",Rotten eggs,5,15221
1512300474,,,3,15221
1512302780,,Industrial ,4,15206
1512304572,,,5,15232
1512304922,Sore throat,Industrial,4,15221
1512305358,"Sore throat, burning eyes while indoors. ",The cancer sulphur,5,15218
1512305948,,,4,15208
1512306838,,,3,15217
1512307063,,,3,15213
1512307409,,,5,15217
1512307718,,Industrial - yuck,4,15217
1512307990,,"Musky, industrial",5,15217
1512308083,Trouble sleeping. The smell leaked into the house even with windows closed.,Thick acrid coal stench.,5,15206
1512308746,Headache,Industrial,5,15224
1512309168,,Industrial ,3,15232
1512309519,,Industrial. ,4,15217
1512309728,,Industrial ,4,15217
1512309970,,Industrial burning,5,15217
1512310160,Sore throat,Industrial ,5,15206
1512310345,,,5,15232
1512310752,,Sulphate ,5,15221
1512310975,,"Industrial, not rotten egg though",3,15213
1512311166,Asthma,Woodsmoke ,3,15217
1512311432,,Industrial,4,15217
1512311579,,,4,15201
1512311818,"Of course. Headache, wheezing, mental distress",The same old same old third day in a row ,5,15206
1512311844,Sinus headache,Strong sulfur. High PM counts indoors with HEPA on high. Outside AQ levels bad.,5,15218
1512311882,Sore throat,Industrial coke smell,5,15208
1512312182,Nose and throat ,Industrial ,3,15206
1512312228,,Sulfur smell!!,4,15217
1512312581,,Industrial ,5,15221
1512312598,"Headache, nose burns",Acrid sulphuric ,4,15217
1512312797,Wheezing and chest tightness,Industrial,3,15219
1512312991,"Irritated eyes, sinuses",Industrial ,5,15206
1512313047,"Headache, sore throat",Sulphur,5,15217
1512313096,,,3,15218
1512313266,Eye irritation ,Sulfur chemical,3,15217
1512313291,"Headache, cough",Industrial,4,15206
1512313321,,Tar,3,15217
1512313337,,Industrial with acidic kick,4,15217
1512313378,,Burnt industrial ,4,15221
1512313432,,nasty industrial ,5,15208
1512313520,,Industrial,5,15218
1512314206,,Industrial - rubbery smell awful,5,15217
1512314287,Headache and difficulty breathing ,Foul industrial stink!,5,15206
1512314291,,Car exhaust fumes from parkway,3,15221
1512314312,,Industrial ,5,15217
1512314626,Mild cough,Smells like coal burning. ,3,15217
1512314974,do SOMETHING ,INDUSTRY! COKE! US STEEL!,5,15206
1512315055,,Industrial ,5,15206
1512315075,,Industrial,3,15217
1512315086,Sore throat. ,Industrial. Gas. ,5,15206
1512315182,eyes stingy,industrial,5,15208
1512315219,,"industrial, sulfuric",5,15221
1512315307,,Industrial ,5,15217
1512315341,Sore throat cannot go outside ,Rotten eggs,5,15206
1512315523,,Smells like burning tires. Either from Clairton or Braddock. ,4,15224
1512315827,,Potent exhaust and industrial stench,5,15218
1512315844,"Headache, sore throat, eye irritation",Industrial,4,15219
1512316269,,Horrible disgusting smog,4,15232
1512316690,Eye irritation,Industrial,3,15206
1512317292,,Industrial,5,15206
1512317689,,Chemical ,5,15217
1512317830,,Burning tar,4,15206
1512328756,,,2,15217
1512353045,Sore throat ,Industrial and Woodsmoke ,3,15217
1512354152,,That cancer smoke ,3,15218
1512354565,,Industrial stench,4,15217
1512355400,,,5,15217
1512356411,,Rotten eggs,3,15217
1512357050,,Horrific sulfur smell,5,15217
1512357801,,"Rotten eggs, industrial",4,15217
1512360369,,Sulfur,3,15217
1512360667,Had to take the dog out. Only out a few minutes utes. Sort of burning my nose,Industrial pollution ,4,15217
1512362198,,sulfur,4,15217
1512363703,"Difficulty breathing, nausea, headache",Industrial Sulphuric Rotten Egg Acrid just like Clairton Coke Works,5,15217
1512364070,Cant sleep. Nausea. Mental distress ,Coke works ,5,15217
1512365240,,I can smell it in my house with windows closed! Acrid coal smoke.,5,15206
1512372281,"eye irritation, sneezing","industrial, foul",5,15217
1512379893,Sore throat,Rotten eggs,4,15206
1512387470,,Burns my nose toxic ,4,15217
1512387684,,Industrial,4,15217
1512389949,,Sulphur,5,15217
1512390488,,,1,15219
1512391394,,The usual.,3,15217
1512391947,,Industrial ,3,15217
1512393378,Stomach wretch ,Disgusting rotten egg industrial smell,4,15219
1512394172,,Industrial burning,4,15206
1512397271,,sulfur,3,15217
1512398525,,"Not good. Odor of a sewage pipe, so acrid and so sulfur. CO2 high, PM increasing outside.",3,15218
1512400380,,Industrial,5,15218
1512400617,"Headache, nasuea",By product from burnt natural gas (boiler exhaust?),4,15219
1512401073,,Industrial,3,15219
1512402103,,Burnt coal & wood. Bad air from Clairton carrying through now.,3,15218
1512403187,,,3,15217
1512405534,,,3,15219
1512408744,,"Chemical, acid",3,15213
1512417859,,,1,15221
1512427017,,Sulfur ,3,15206
1512427087,,,5,15206
1512427256,,Sewer,2,15222
1512428191,Definite eye and throat irritation,Disgusting sulfur ,3,15218
1512429292,Burning nose,"Acrid, sulfur, industrial",4,15218
1512429635,,Rotten eggs,3,15232
1512434479,Sore throat ,Rotten eggs,3,15206
1512442455,,,3,15201
1512444426,,,4,15213
1512448846,,Smells pretty ok at 11:40 pm in Squirrel Hill,2,15217
1512449958,Shortness of breath tryin to avoid unlawful pollution,Industrial ,4,15207
1512456317,,Burnt hair,3,15213
1512477570,,,1,15218
1512499046,,Natural gas,5,15219
1512520502,,,1,15217
1512603498,,,1,15217
1512608165,,,1,15206
1512650572,Couldn't breathe,Steel,4,15217
1512651323,,Coal,4,15218
1512655433,,,2,15217
1512656925,Throat irritation,"Metallic, Mcconway Torley",3,15201
1512657947,"Runny/itchy eyes, respiratory difficulty. ",Heavy industrial - smells like chemicals and is likely from McConway Torley or Sunoco. ,5,15201
1512682711,,industrial,3,15201
1512683071,,metallic industrial smell,4,15201
1512683139,,Industrial,4,15217
1512775627,,,1,15217
1512794397,,,2,15218
1512826691,Nasal irritation,Sewer smell,3,15206
1512826752,,,4,15208
1512829313,,Burning smell ,4,15221
1512829563,,Sulfur,2,15206
1512830539,,Industrial,3,15218
1512840059,Can't breathe,Industrial,5,15217
1512851332,,Strong wood smoke.,4,15218
1512855519,,industrial,3,15201
1512865792,Headache,,4,15217
1512871247,,,1,15217
1512912756,Short of breath,Industrial,4,15217
1512919637,Can't breathe.,Industrial,5,15217
1512926948,,,1,15219
1513002951,,Burning,5,15206
1513028054,,Solvent from auto body shop ,3,15206
1513036218,,Gasoline,5,15219
1513036947,,"Stale, musty",3,15222
1513044871,,Industrial ,3,15206
1513048057,Headache ,Rotten eggs,4,15201
1513048194,Headache,Rotten eggs ,4,15201
1513059158,"Very swollen, can't breathe.",Industrial,5,15217
1513069088,"At 113 AQI, I Can't breathe!!!!",Industrial,5,15217
1513088628,,Industrial sooty ,2,15217
1513091577,,Industrial from McConway Torley ,3,15201
1513145791,Swelling,Industrial,4,15217
1513164847,Swelling,Industrial,3,15217
1513205893,,Burnt hair,3,15213
1513207286,Annoyance and anger,Sulfur and soot,4,15206
1513214624,,Sulfur ,4,15213
1513223614,,Sulfur,4,15206
1513229225,"Headache, sore throat, smell has gotten into the house and woke me up, outside is awful",Sulfur,5,15221
1513246340,,Sulfuric,4,15217
1513269957,,Smells like diesel fumes ,5,15213
1513338123,,Acrid industrial. Its leaking into my house with the windows closed.,5,15206
1513338721,,Smoky,3,15217
1513338844,,"Industrial stench has work its way into our home. CO2 high, no wind, PM is rising.",4,15218
1513341113,,Industrial,4,15207
1513342719,,Diesel fumes From FedEx trucks idling blue pedestrian foot bridge.,4,15221
1513343833,,Smoke,3,15206
1513343979,,"Oily, industrial",3,15217
1513344905,,"industrial, sulfur",4,15217
1513345341,"Bad taste in mouth, headache, nose irritation","Metallic, acid smell for last 2 hours outside",3,15217
1513345521,,Industrial emissions ,3,15217
1513345769,,,5,15232
1513345806,,Industrial,4,15208
1513346006,,Exhaust ,4,15206
1513346166,,Industrial,4,15217
1513347633,,really acrid outside.,4,15218
1513347823,,Industrial,3,15217
1513348799,Headache ,"TERRIBLE BURNING PLASTIC, I thought something in my kitchen was on fire and all the windows and doors are closed ",5,15221
1513349066,,,3,15207
1513349143,"Cough, burning eyes and nose. Asthma ",Smokey sulfur,5,15221
1513479059,,,3,15218
1513479614,,"Sulphur, like a match",4,15221
1513480938,,"Pungent, sulfur",2,15208
1513482895,"Headache, scratchy sore throat","Sulfur, toxic metal scorching ",5,15221
1513485046,Headache,Industrial ,4,15218
1513485422,,Industrial; like diesel with a hint of coke,4,15221
1513486102,,Industrial ,3,15217
1513493528,,Industrial,5,15206
1513493964,Insomnia Difficulty Breathing ,Sulphuric Rotten Egg Industrial Clairton Coke Works,4,15217
1513504904,Respiratory irritation,Industrial,5,15218
1513506425,,"Sulfurous, like natural gas",5,15206
1513511796,Nose irritation,"Industrial, acrid",3,15208
1513513239,Feels bad on lungs ,Burning metal smell,3,15206
1513513713,,,4,15224
1513514448,,,5,15217
1513515350,Eye irritation. ,Industrial,4,15208
1513515586,no,sulfur,4,15221
1513515706,,Super acrid and stinky. Gross.,5,15206
1513516104,,,4,15208
1513516361,Burning nose and throat,Industrial ,4,15217
1513516551,Stinging eyes and nose,industrial,5,15208
1513516736,Sore throat ,Sulfur like industrial ,5,15208
1513517480,,The scandalous murderous usual,5,15218
1513517549,,,4,15213
1513517741,,Industrial ,5,15218
1513517766,,Industrial sulfur,4,15213
1513518050,,Industrial ,3,15206
1513518292,"Sore throat, headache","Steel mill, coke",4,15221
1513518929,,,5,15217
1513519106,,Industrial ,4,15217
1513519806,,Industrial burning ,5,15206
1513520319,,"Toxic, sulphuric ",5,15208
1513520479,,,4,15224
1513520769,,,5,15217
1513521273,Sinus iritant,Industrial ,5,15206
1513521479,,Awful stench!! Horrific! Sooty sulfur smell. Unacceptable! ,5,15217
1513521706,,,4,15208
1513522078,,Industrial coke works,5,15208
1513522114,,Industrial,4,15217
1513522260,,Rotten eggs,3,15224
1513522454,"Headache, nausea",Industrial ,5,15206
1513522466,I can taste it. Upper respiratory symptoms,Rotten egg stinky,4,15208
1513523280,Headache,"Burning brake pads, metal",4,15218
1513523691,"Headache. Sore throat, asthma",Sulfurous and sooty,5,15206
1513524042,,Industrial sulfury,4,15217
1513524783,,"Oily, industrial",3,15217
1513524911,,,4,15218
1513525265,,Acrid industrial smell,4,15217
1513526056,,Sulfur,3,15206
1513526842,Eye irritation,"Industrial, rotten eggs",3,15206
1513528382,,Rotten,4,15206
1513529312,"Headache, sore throat","Sulfur, scorched metal",4,15221
1513536416,Burning eyes and throat. Asthma. ,Rotting and burning sulfur ,4,15221
1513536573,,Sulfur like a match just lit,3,15221
1513539345,Headache ,Industrial ,4,15232
1513541550,,Arived here to some pretty acrid air.,3,15218
1513548644,Nausea,Sulfur,5,15104
1513551022,,,2,15104
1513556771,,,4,15217
1513561448,Nose burn,"Acrid, sulfurish",4,15218
1513561588,Shortness of breath,Rotten egg,5,15208
1513563064,,,4,15208
1513564243,,"Burning, chemical, smoky ",5,15206
1513573586,"Sore throat, headache, frustration, no sleep",Sulfur from Clairton,5,15221
1513589360,"At air quality index 75, I'm very swollen.",Industrial,4,15217
1513602995,,,1,15219
1513627928,Asthma,Industrial,5,15201
1513640608,Nsusea,Brewery stench,4,15201
1513643462,,,1,15104
1513666232,Swollen... can't breathe.,Industrial,4,15217
1513686913,,Burnt bread.,2,15222
1513688513,,Woodsmoke,4,15218
1513708741,Nausea,Brewing stink,4,15201
1513726198,,Rotten eggs ,2,15104
1513767523,Swelling... can't breathe.,Industrial,4,15217
1513779162,Irritated eyes and labored breathing when near contaminated air,Theres a nasty chemical and metallic smell in the air coming from the emissions at McConway & Torley,3,15201
1513779627,,,1,15208
1513780043,,Exhaust ,5,15206
1513804636,Headache,Magnesium,5,15201
1513806351,,Exhaust ,5,15219
1513810084,Trouble breathing.,Industrial,3,15217
1513814437,Headache,Metallic smell,4,15201
1513860420,Swelling,,3,15217
1513901149,,,1,15221
1513936698,,,5,15221
1513939980,None I can determine ,Industrial        Possibility mill ,3,15104
1513943997,,,5,15221
1513947319,,Industrial,3,15217
1513948896,Burning nose,Rotten eggs,4,15221
1513975313,,Sewage,3,15218
1513975899,,Chemical ,5,15206
1514040667,Slightly nauseating ,Petroleum/industrial ,2,15218
1514118567,,Chemical s,3,15201
1514119037,,Chauffeur,4,15222
1514164543,,Rotten eggs,3,15221
1514231977,Sore muscles,Industrial,3,15217
1514321073,Cough,Rotten eggs,5,15217
1514380183,,"Smells like diesel fumes outside. Could be coal, hard to tell with it being so cold outside.",3,15218
1514381705,,,1,15201
1514592329,,,2,15232
1514648255,Headache ,"Burning smell, visible black smoke from the Allegheny Cemetery Crematory",5,15224
1514657863,Can't breathe,,4,15217
1514665494,,,4,15217
1514764841,,Woodsmoke,2,15218
1514976252,"Awake, restless & unsettled",Can smell sulfur in house. Very strong outside. Winds out of south.. PM counts elevated inside. PM & VOCs increasing sharply outside. Source US Steel.,4,15218
1514976536,,Rotten eggs,4,15218
1514977441,Sore throat,Industrial,4,15206
1514984642,,Industrial ,4,15217
1514984927,,Industrial,4,15217
1514985141,,Industrial ,4,15217
1514985264,,"Industrial, very high particulate matter count",5,15217
1514986663,,Industrial,3,15206
1514986749,,Industrial,4,15218
1514987208,,,4,15208
1514987349,,coke,4,15206
1514987882,Nose hairs burn ,Rotten eggs ,4,15221
1514988610,Coughing,,4,15221
1514990466,Throat and lung irritation ,Sulfur and burning,4,15221
1515023060,Can't breathe.,Industrial,4,15217
1515026427,,Rotten eggs,3,15206
1515180864,"Sore throat, possible headache ",Burning title ,3,15206
1515320555,,,5,15221
1515321292,,"Can smell sulfur in house. Indoor PM counts high. Outside PM, VOCs CO2 have spiked over last few hours. Wind picking up from S. US Steel.",4,15218
1515325727,the smell is so bad in my house that it woke me up and now I have headache!,nasty industrial smell,5,15208
1515328411,,Rotten eggs,5,15221
1515330309,Raw throat,Sulphur smoke,5,15218
1515336979,,Industrial - coke works,5,15208
1515337258,,"Acrid, industrial",4,15217
1515338152,,Burning industrial ,5,15217
1515347167,,Sulfur,3,15221
1515347329,,Coal,3,15232
1515355401,,Sulfur smell still in air outside.,3,15218
1515363645,,,4,15208
1515366475,Cough. Difficulty breathing. ,Sulphur. ,5,15221
1515372240,,Rotten eggs,5,15221
1515401066,,,3,15217
1515436664,,,1,15213
1515437016,,,1,15213
1515437253,,,1,15213
1515437469,,,1,15213
1515438969,,,1,15213
1515441575,,,1,15213
1515448089,,,1,15213
1515503715,,,1,15201
1515505161,"Burning nose, eyes, and lungs. Sudden cough and irritation to lungs. ","McConway & Torley - Smell of electrolysis, slag, and can definitely feel pain along with metallic taste. ",4,15201
1515584447,,,3,15217
1515588697,,Industrial ,3,15217
1515592014,,industrial,4,15217
1515592234,,Industrial/diesel ,3,15217
1515596831,,,4,15217
1515597313,,,1,15206
1515599925,,Inside smells of sulfur while outside smells strongly of fragrent dryer sheets of all things.  Suspect ETC laundromat given active inversion.  PM and CO2 very high outside.  Also some VOC increases.,3,15218
1515601586,,,5,15217
1515602303,,Sulfur,3,15213
1515602331,,Industrial sulfur,4,15213
1515602853,,Acrid industrial ,3,15217
1515602865,,"Smokey, sulfurous ",3,15213
1515603432,,,3,15219
1515603750,,Clairton coke works ,3,15213
1515604940,Headache,Metallic industrial,4,15219
1515605520,,,3,15218
1515605728,,,3,15213
