EpochTime,feelings_symptoms,smell_description,smell_value,zipcode
1498726812,Burning nose and throat,Industrial,4,15224
1498728281,Bad headache ,Industrial pollution ,5,15206
1498728562,"Sinus pressure, bloody nose, irritated throat","Chemical, coke plant",5,15217
1498728586,,,2,15208
1498732365,,Sulfur ,3,15201
1498733352,,Industrial,3,15218
1498735611,,Sulphuric/Rotten Eggs ,3,15217
1498735744,Headache,Sulphur ,4,15217
1498741811,,Asphalt plant,3,15213
1498746852,set off asthma,industrial,3,15201
1498752933,sore throat,industrial,3,15104
1498752933,sore throat,industrial,3,15104
1498752934,sore throat,industrial,3,15104
1498773880,Shortness of breath,Industrial,4,15219
1498814552,none yet,rotten eggs,3,15104
1498822039,,"Unidentifiable, but not great. Thick.",3,15222
1498822071,,,2,15208
1498822576,,,1,15208
1498827030,,,4,15218
1498828829,,,1,15206
1498829892,,,1,15213
1498839265,Irritation,"Diesel, vehicle exhaust ",4,15221
1498851094,,Sewage ,3,15213
1498884028,,Industrial,3,15207
1498884090,Stuffy nose,Acrid industrial stench. Horrible. Literally woke me up.,5,15217
1498884483,,Sulfur,4,15217
1498885620,No,Sulfur,3,15219
1498893191,"At 59 AQI, it's like a great weight on my neck and chest.",Industrial,5,15217
1498907613,,rotten eggs,4,15104
1498907694,"Sinus pressure, stingy eyes",Dry industrial ,4,15208
1498909000,,Industrial nasty smell,4,15217
1498910613,,,2,15213
1498927515,,,1,15213
1498974655,,Skunk or is it???,5,15218
1499010421,,Gasoline,2,15208
1499016965,,,1,15207
1499018444,,,1,15208
1499019704,,,1,15213
1499063452,"Stuffy nose, Had to close windows",Fireworks (at 2:30 AM)? Industrial?,3,15221
1499075752,,,1,15208
1499077291,,,4,15218
1499078859,,,1,15217
1499080454,,,1,15213
1499080857,,Rotten eggs,4,15218
1499082009,,Acric and sulfur,2,15218
1499084635,,,1,15217
1499085257,,,2,15221
1499085759,,,3,15217
1499086428,,,1,15201
1499086816,,,1,15207
1499086898,,,1,15213
1499091656,none yet today,rotten eggs,4,15104
1499096189,Eye irritation and cough,McConway & Torley Emissions,3,15201
1499105300,"Not yet, but usually headaches. ",They paved a driveway. ,3,15232
1499107853,,,1,15206
1499130156,,,1,15217
1499145014,,Woodsmoke,4,15207
1499154187,Not yet,I don't know.,3,15218
1499159011,Stings my nose,"Acrid, sharp",3,15221
1499159697,"At 68 AQI, very swollen, gasping for breath.",Industrial,5,15217
1499166430,,Swampy (Humid) and acrid. No air movement. PM & CO2 elevated. Plumage heavyest during over night hours. Industrial or Fireworks activity or Both?,3,15218
1499167024,none yet,rotten eggs,3,15104
1499167024,none yet,rotten eggs,3,15104
1499170382,,,1,15208
1499170387,,,1,15232
1499190493,,,1,15206
1499190656,,,1,15217
1499203714,"At 74 AQI, can't breathe.",Industrial,5,15217
1499214553,,,1,15221
1499219031,"Headache, nauseous",Skunk,4,15218
1499221751,Headache,Gas pipes leaking under the road,3,15206
1499222016,Keeping the windows closed,Fireworks,5,15218
1499227441,,,1,15217
1499239335,"At 160 AQI, we are swollen and can't breathe.",Industrial,5,15217
1499250329,none yet today,rotten eggs,4,15104
1499250329,none yet today,rotten eggs,4,15104
1499255717,,,1,15222
1499256041,"No, brief exposure.","Industrial, coal tar?",3,15219
1499256076,,,2,15208
1499259089,,,1,15218
1499259276,,"sewage, rotten eggs",3,15222
1499259388,,,1,15224
1499273278,,,1,15213
1499277306,Headache,Heavy petrochemical smell - tarlike,4,15219
1499290175,,,2,15224
1499295710,,,1,15221
1499307390,Eye irritation....slight cough,Sewage /.pollution ,3,15206
1499330810,none yet,rotten eggs,3,15104
1499330810,none yet,rotten eggs,3,15104
1499333283,"Mild sore throat, dry nose & mouth, mild eye irrratation ","Not sure,,,,smells like pollution cars, chemicals ,""heavy""",4,15206
1499339471,"Dizziness, nose itchy, sinuses are painful",Industrial,4,15213
1499339515,,Rotten eggs/ industrial,4,15218
1499339522,,,1,15206
1499340088,,Industrial,3,15217
1499340688,,"Industrial, acrid.",3,15206
1499341559,,,1,15224
1499342155,,,3,15208
1499342188,,Smoky smell,3,15217
1499342312,,Rotten eggs,3,15217
1499342589,,Sulphur,3,15217
1499342682,,,4,15208
1499342811,,,4,15206
1499342845,,,3,15217
1499342927,,industrial,3,15208
1499342999,None,"Industrial, sewage",4,15217
1499343269,I woke with a sore throat and dry eyes. Dont know if it's related.,"Sulfur-y, drifting industrial",4,15206
1499343626,"Burning nose, headache",Industrial chemical poison,5,15208
1499343644,,sulfur ,4,15217
1499343969,,"Industrial, metallic",2,15218
1499345484,,,3,15218
1499345650,Throat and eye irritation,"Industrial, heavy, exhaust",4,15222
1499346594,,,5,15208
1499349274,,Nonspecific slightly like car exhaust ,2,15218
1499364244,"Coughing, due to the powerful odor .","On the bike trail from the waterfront to McKeesport, near the stoplight indicating the City of Duquesne, there is always a foul chemical smell in that area.",3,15217
1499365020,,Rotten eggs,5,15219
1499375807,Bad headache,Sulfur,4,15221
1499375813,,,5,15217
1499376159,Headache ,Strong sulfur smell,4,15221
1499376765,Swelling throat. Stopped my jog. Had to turn around and go gome.,Industrial acrid stench. ,4,15217
1499377132,,,4,15218
1499377188,,,4,15206
1499379320,,Industrial ,3,15218
1499379534,,Acrid industrial.,4,15206
1499379643,,Industrial,5,15217
1499380789,,,3,15208
1499380962,,Industrial and sulfur,4,15221
1499381597,,Industrial,4,15217
1499381877,,Horrible acrid stench!! I had to stop my indoor workout to close all the windows!!,5,15217
1499382035,,,1,15224
1499382236,Dry throat,Industrial smokey,3,15206
1499384069,,Sufur-ish,3,15206
1499384487,Can't breathe. Heart pounding.,Industrial,5,15217
1499384606,Headache,"Industrial, silfurous",5,15206
1499385202,,,4,15217
1499385639,Eye irritation ,Industrial to me... my neighbor said sewer ,4,15206
1499393737,,,1,15217
1499398264,Eye irritation.  Sinuses clogged,Industrial,3,15206
1499417336,none yet today,industrial,3,15104
1499417336,none yet today,industrial,3,15104
1499417336,none yet today,industrial,3,15104
1499426220,,,1,15208
1499428542,,,1,15224
1499428863,,,1,15218
1499431252,,,2,15208
1499431268,,,1,15206
1499431287,,,1,15224
1499431371,,,1,15213
1499431635,,Industrial,3,15222
1499431814,,Lessened,2,15221
1499432522,,Sulfar,3,15217
1499434471,,"Old water, mildew",4,15201
1499436145,,,1,15206
1499441474,,,1,15206
1499445087,,,4,15201
1499450733,Headache,Mulch smell,3,15222
1499455370,,,2,15208
1499458930,Headache,"Sewage, garbage",3,15232
1499468821,,,1,15222
1499472357,Bad headache,Sulfur,4,15221
1499475680,"Sore throat, stuffy nose, allergic symptoms ",Rotten-eggs ,3,15221
1499484637,Na,Weird floral scent,2,15217
1499513661,,,1,15208
1499516554,,,1,15206
1499517337,,,1,15222
1499517342,,,2,15208
1499517457,none,rotten eggs,2,15104
1499519630,,,1,15206
1499520464,,,1,15218
1499525128,,,1,15232
1499538533,,industrial,3,15201
1499540489,,,1,15221
1499542312,,,1,15224
1499542634,,,1,15213
1499544407,,,1,15217
1499551482,,,1,15224
1499554148,Trouble breathing,"Acrid, industrial",3,15219
1499556103,,,1,15221
1499556348,,,1,15206
1499562977,,Somewhat fishy odor,2,15206
1499572612,,,1,15217
1499576367,,Shunk,3,15218
1499579722,Nothing,Burning trash,3,15217
1499586766,"Both my husband & I have coughs, sore throat & eye irritation ",Not sure ... industrial...general pollution?,4,15206
1499598627,,Fog that smells of sulfur this morning. No wind. CO2 high. PM is rising.,4,15218
1499598857,,"Smog, traffic, mild industrial ",2,15217
1499599085,,Industrial ,3,15218
1499599185,,Sulfuric ,5,15221
1499599523,,Sulfuric ,4,15221
1499600984,"Headache, sinus pressure, burn in my nose","Acrid industrial, chemical burn",5,15217
1499601165,,Rotten eggs,4,15218
1499602041,,Coke pollution,5,15206
1499602637,,Industrial,5,15217
1499604084,sore throat,rotten eggs,4,15104
1499606294,,Acrid industrial stench.,4,15217
1499606464,Asthmatic,A bit like sulfur.,3,15221
1499607338,Had to close all the windows. ,Rotten-eggs,4,15218
1499607345,Nausea,Industrial ,4,15218
1499607646,,,1,15221
1499607914,,,3,15217
1499608400,,,3,15218
1499608441,,,3,15218
1499608953,,,4,15218
1499609505,,"While industrial fog moved thru quickly, strong coal tar odor still persists. Winds S to SSE. PM & VOC levels very high.",4,15218
1499609602,,,1,15224
1499609852,"coughing, sore throat.",heavy sulphur,5,15104
1499609852,"coughing, sore throat.",heavy sulphur,5,15104
1499610068,,,2,15206
1499622721,,,1,15217
1499634869,,,1,15221
1499634928,,,1,15221
1499635262,,,1,15221
1499641390,,,1,15217
1499643926,,sulfur,4,15201
1499645698,,,1,15217
1499657628,Not yet,Skunklike,3,15218
1499672462,,Industrial ,3,15217
1499677182,coughing,industrial,3,15104
1499677182,coughing,industrial,3,15104
1499677182,coughing,industrial,3,15104
1499678235,Insomnia,,5,15208
1499678884,"Can't sleep, irritated throat ",Indistrial,4,15206
1499678935,,,3,15218
1499679101,,Metal,4,15206
1499681574,,Chemical,5,15221
1499681948,,Industrial,3,15206
1499682240,,Vaguely sulfurish,2,15206
1499682512,,,5,15208
1499682660,,Acrid coal smoke.,3,15206
1499683796,,,2,15208
1499684243,,,4,15217
1499684430,,Industrial,3,15208
1499684459,,,3,15208
1499684497,Asthmatic,Sulfuric,4,15221
1499684525,,Coke pollution. Dylos at 5000+. was stronger earlier this morning. could smell it thru closed windows,4,15206
1499684792,,"Coal Tar smell. Winds S. PM, CO2 & VOCs all elivated.",3,15218
1499684939,Headache and congested,Rotten egg smell,4,15201
1499685208,,The usual industrial smell.,4,15217
1499685250,,Sewer gas industrial ,3,15232
1499685344,,Sulfur stink,4,15218
1499685645,,Rotten eggs,5,15206
1499685693,,Rotten eggs,5,15206
1499685956,,"Rotten eggs, industrial",4,15217
1499686009,,,3,15208
1499686244,Irritated throat,,4,15217
1499686609,,Chemical,4,15221
1499688405,Sore throat. ,Industrial,4,15219
1499689586,,,3,15208
1499689606,"Burning eyes, throat",Industrial,3,15208
1499689830,,,4,15221
1499690424,,Industrial,3,15217
1499690907,,Strong coal tar odor.,4,15218
1499692356,"Sore throat, respiratory distress and headache",,5,15206
1499692419,No,Industrial. Foul eggs. ,4,15207
1499693286,Throat irritation,Industrial,4,15224
1499697164,Headache,"Industrial, paint",3,15213
1499703659,,Industrial,2,15217
1499722131,None ,"Mildew, water",2,15222
1499724879,Cough. Headache.,Burnt rubber. Awful!,4,15217
1499725028,Making my nose run,Horrible smoky smell outside!!,5,15217
1499725800,,,1,15217
1499732283,,,1,15208
1499762758,"throat has burned for days, coughing",industrial,3,15104
1499762758,"throat has burned for days, coughing",industrial,3,15104
1499770112,Mo,Urine ,3,15219
1499777633,No,Awful smell from building ventilation ,4,15222
1499777658,,,1,15213
1499777669,,,2,15208
1499777884,,,1,15222
1499778292,,,1,15218
1499779721,,Industrial,4,15217
1499789994,,Industrial,3,15217
1499791723,,,4,15217
1499816587,,,1,15206
1499827173,"Sore throat, headache, anger",Sulfur,5,15221
1499831694,Nausea,Skunk,4,15218
1499832758,,Rotten eggs,4,15218
1499849301,throat scratchy,rotten eggs,4,15104
1499849301,throat scratchy,rotten eggs,4,15104
1499855904,,,1,15208
1499857239,Nausea,Rotten smell,5,15222
1499857276,,,1,15221
1499857297,,,2,15217
1499857310,,,2,15217
1499864628,,,4,15221
1499865413,Neusea ,Fumey gas and exhaust,3,15221
1499866996,,Foul gym shorts,5,15221
1499869394,,Not sure. ,3,15206
1499878114,Loss of appetite,"Rotten donuts, overused fryer oil",3,15222
1499886652,,,1,15222
1499897064,,Industrial. Asphalt. ,4,15219
1499914554,,"Chemical or solvent, could be local?",3,15207
1499915089,,Musty plant smell,3,15217
1499924405,,"Industrial, metallic",3,15206
1499937568,"coughing, throat burns",rotten eggs,4,15104
1499937568,"coughing, throat burns",rotten eggs,4,15104
1499937741,,,1,15208
1499948472,Burning throat,Asphalt,4,15213
1499948582,,,1,15217
1499950485,,,1,15224
1499967619,,,1,15232
1499980809,,,1,15217
1499981078,Choking ,Woodsmoke,5,15217
1500023931,"At 64 AQI, I am very swollen.",Industrial,4,15217
1500030091,,,1,15208
1500032186,,Like melted plastic,3,15221
1500032217,,,1,15224
1500032233,,,2,15208
1500037579,,Car exhaust,4,15217
1500044392,,Sulphuric scent,3,15217
1500073782,,,1,15213
1500085948,,Woodsmoke,3,15218
1500116489,,,1,15218
1500116976,,,1,15217
1500120303,,,1,15208
1500121559,,"Sulfur, industrial ",3,15224
1500123649,,Industrial ,2,15218
1500124963,,,1,15208
1500134443,,,1,15208
1500134463,,,1,15224
1500136553,,,1,15104
1500144597,,,1,15218
1500146749,,Vehicle exhaust hi,4,15217
1500147130,,,3,15213
1500159633,,,1,15224
1500171574,,,1,15206
1500177391,,Industrial burning plastic,3,15213
1500190019,none yet,rotten eggs,3,15104
1500198861,Slight difficulty breathing,Industrial ,4,15218
1500202613,,"Humid, Acrid & some Sulfur. No wind, only SSE a few hours ago. PM, CO2 & VOCs all high.",3,15218
1500206000,,,2,15218
1500206091,,,2,15218
1500206094,,,2,15208
1500206123,,,1,15206
1500206657,,,3,15221
1500207437,,Industrial burning,2,15219
1500208059,,,3,15217
1500208289,,Absolutely awful,5,15217
1500210149,"At 79 AQI, I am swollen and can't breathe well.",Industrial,5,15217
1500212645,Exasperation,Have the factories downgraded filters?,3,15221
1500214425,,,1,15222
1500215885,,Sulfur,3,15221
1500223532,None,Rotten eggs,2,15217
1500224553,,Rotten,3,15222
1500244105,,Woodsmoke ,5,15219
1500249646,,,1,15224
1500257330,Headache,Industrial,5,15224
1500261209,,Sulfur,3,15221
1500271739,Headache sore throat ,Industrial ,4,15221
1500274957,Woken up by smell,Coke smell ,5,15201
1500275838,,,4,15208
1500281531,,Industrial,4,15217
1500282078,"throat burns, coughing",industrial,4,15104
1500283159,,Industrial - sulfur,4,15217
1500284622,,Industrial ,5,15208
1500284638,,Industrial ,3,15218
1500285152,PM counts inside also elevated.,"Industrial burn coal smell. Winds S-SSE all night. PM, CO2 & VOCs all high overnight. Like South Allegheny High School PM, 2 hours later.",3,15218
1500285217,,"Industrial, a bit like rotten eggs.",5,15217
1500285894,"Burning nostrils, headache",Industrial,5,15224
1500286486,,Industrial,3,15217
1500287628,,Rotten eggs,4,15217
1500287694,,Industrial! Chemical.... not sure,3,15206
1500288152,Stuffed up and mild headache. ,Coke/industrial smell,5,15201
1500288416,,Industrial,4,15206
1500288640,,"Sulfur, industrial",4,15224
1500288946,,,1,15213
1500289287,Headache,,4,15217
1500289365,,,4,15206
1500289621,Asthmatic,Sulfuric,4,15221
1500289969,,Industrial,3,15206
1500290007,Sore throat,Heavy industry burning,4,15207
1500290211,,,4,15208
1500290307,Sore throat ,Sulfur ,4,15217
1500291376,"Nausea, burning nose","Acrid, industrial ",4,15206
1500291690,Sore throat,,5,15206
1500291963,Headache ,Industrial,4,15206
1500292002,,Industrial ,3,15218
1500292022,,"Industrial, ",3,15217
1500292033,,,4,15217
1500292161,,Industrial ,3,15217
1500292946,"Scratchy throat, fatigue - it started at 2 am, woke me up, kept me from sleeping well, permeated a closed house","Sulfur, scorching",5,15221
1500293287,,,3,15221
1500293758,,Smells like a dead animal. The smell is very strong at the Main and Penn bus stop. Possibly coming from the trash. ,4,15213
1500293973,,Acrid industrial stench,3,15217
1500294651,Burning eyes,Industrial ,4,15224
1500294958,,Smells like an industrial wasteLand!!!,5,15218
1500295464,,"Industrial, smells a bit like burning metal",3,15201
1500296730,,,2,15208
1500318861,,,1,15224
1500329186,"At 112 AQI,. My family is having breathing distress!",Industrial,5,15217
1500348198,,Rotten eggs,4,15218
1500354474,"At 74 AQI.. swollen, and muscle cramping.",Industrial,5,15217
1500366154,"coughing, throat burns",industrial,4,15104
1500366154,"coughing, throat burns",industrial,4,15104
1500375286,,,3,15221
1500377168,,,1,15218
1500379245,,,1,15208
1500379475,,,1,15218
1500379485,,,2,15208
1500379789,,Morning rush hour traffic ,2,15201
1500380441,,Rotten eggs,3,15217
1500380891,,,1,15218
1500403135,Difficult to take a full breath,Heavy,3,15206
1500404639,,Woodsmoke,4,15201
1500456637,Woke me up to a stuffy nose. Raced to close all windows.,"Horrible, acrid, industrial stench. ",5,15217
1500457238,sore throat,industrial,4,15104
1500457238,sore throat,industrial,4,15104
1500460652,,Industrial ,3,15217
1500461148,,,4,15206
1500462018,Irritated nasal passages,Industrial,4,15224
1500462034,,,3,15217
1500462054,,,2,15208
1500462069,,,2,15221
1500462072,,,1,15208
1500462135,Asthmatic,Sulfuric,3,15221
1500462251,,Industrial ,3,15217
1500462279,At 71 AQI my heart is racing and I am having breathing problems.,Industrial,5,15217
1500462448,,,1,15224
1500462936,Lungs,Coke plant,4,15232
1500463312,,,3,15217
1500463411,,,3,15208
1500463490,,,4,15206
1500463620,"Stuffy, irritated nose, mild headache.",Coke plant,4,15201
1500464254,,Humid but strong sulfur. High PM &CO2. Winds generally out of south.,4,15218
1500464621,,,3,15218
1500464752,,Exhaust ,3,15224
1500465385,"Headache, sore throat","Sulfur, cordite, scorched",5,15221
1500465694,,Sulfur smell,4,15206
1500465826,Eye irritation sneezing mild sore throat,Not sure,3,15206
1500466959,Eye irritation,Industrial,4,15213
1500469221,,,3,15217
1500469664,"Asthma, difficulty breathing ",Car exhaust,4,15206
1500470527,,,4,15221
1500474276,Burning nostrils ,"Sweet smell, like gunpowder or exhaust.",4,15222
1500485002,Difficulty breathing and itchy eyes ,McConway Torley,3,15201
1500486752,,industrial,3,15201
1500489200,Burning nostrils ,"Diesel, industrial fumes",4,15222
1500491901,"Headache, clogged throats and nose",,3,15217
1500505232,,,1,15217
1500534219,,Woodsmoke,4,15206
1500539349,"coughing, lungs burn",rotten eggs,4,15104
1500540362,"Headache dry mouth, sinus pressure, dry scratchy eyes","Industrial, waste burning",5,15208
1500541891,"With yesterday over 100AQI, and today already in the 80's, I am not able to breathe!",Industrial,5,15217
1500541902,,,1,15208
1500545698,,Industrial ,3,15217
1500547145,,"Humid, Acrid and some Sulfur. High PM & CO2. Some fog. Elevated PM indoors. ",3,15218
1500548385,,,3,15206
1500548634,,,5,15208
1500548665,,,2,15221
1500548693,Asthmatic,Industrial,4,15221
1500550004,Headache,Thick,5,15232
1500551225,,,3,15208
1500551633,"Sore throat, headache","Sulfur, scorching",4,15221
1500551917,,Acrid industrial smell. Intolerable. Third time this week.,4,15217
1500556323,,Industrial,4,15224
1500571692,hard to breathe even in the house,rotten eggs,5,15104
1500580616,Headache,Urine on the street,5,15222
1500583494,,Caustic,4,15232
1500584119,,,1,15217
1500594477,,Natural gas,3,15213
1500600229,None,"A lite industrial, traffic. Trash. ",2,15222
1500604301,"Headache, wheezing, burning eyes, sore throat, rage","Strong, strong sulfur",5,15221
1500605060,,Cigarette smoke,3,15201
1500607091,"Dry eyes, sneezing, headache", rotten and chemical burning,5,15208
1500624085,,Exhaust,4,15224
1500626815,none yet today,rotten eggs,3,15104
1500634735,,,2,15217
1500635109,,,1,15224
1500635353,,,1,15221
1500651926,,Industrial,2,15221
1500681123,,,3,15206
1500694637,Want to die. ,Srewage? Death?,5,15222
1500714584,"At 70 AQI, I'm very swollen and can't breathe.",Industrial,5,15217
1500725800,,,1,15217
1500729184,throat starting to burn,industrial,3,15104
1500729184,throat starting to burn,industrial,3,15104
1500729184,throat starting to burn,industrial,3,15104
1500729237,,"Industrial, sulfur",3,15218
1500729878,,,2,15224
1500732877,None,"Mostly clear, less congested than the past few days. Still pollen and pollution particles ",2,15201
1500733266,,,1,15206
1500733294,"coughing, throat burns.",acrid industrial burning chemical odor,4,15104
1500737081,,Industrial ,3,15221
1500738420,,Acrid,3,15218
1500747700,"nausea, headache",11th hour brewery 3701 charlotte 15201,4,15201
1500758223,,industrial,3,15201
1500777406,,Air quality noticeably improved after rains and humidity cleared out. ,2,15201
1500806880,none yet,industrial,3,15104
1500818658,,,1,15206
1500827397,,,2,15206
1500847352,,Sulfur!,3,15221
1500852696,,,1,15208
1500884798,none yet,rotten eggs,2,15104
1500902828,,,1,15221
1500906096,Headache,Industrial,4,15213
1500906142,,,1,15221
1500912106,,,1,15213
1500926472,None,"Traffic, construction. ",2,15222
1500927733,,Fishy ,4,15224
1500937264,,,1,15206
1500937300,,,1,15218
1500944513,Sore throats ,"McConway and Torley - metalic, burning smell",4,15201
1500946633,,burning metal,4,15201
1500947026,,McConway & Torley. Very strong metallic burning odor.,4,15201
1500952436,,industrial,3,15201
1500982552,none yet,industrial,2,15104
1500982552,none yet,industrial,2,15104
1500987197,,Sewer,3,15219
1500987305,None ,"Construction, traffic. Mostly fine",2,15201
1500997436,,,1,15232
1501006994,,,1,15213
1501016834,,,1,15213
1501021687,Vomit,Raw sweage,5,15222
1501029437,,burning,3,15217
1501030949,,,3,15232
1501034901,Allergy and asthma symptoms ,Rotten eggs ,4,15221
1501037392,Eye irritation ,Sulfur,4,15221
1501058445,none yet,rotten eggs,2,15104
1501058446,none yet,rotten eggs,2,15104
1501066327,,,1,15206
1501067376,,,1,15218
1501068050,,industrial,2,15221
1501070835,,,1,15213
1501074067,None. ,"Morning traffic, construction. ",2,15201
1501079761,,,3,15206
1501083252,"Headache, stuffy nose.","Acrid, industrial smell.",4,15217
1501083277,,,3,15213
1501084504,,Awful acrid industrial smell!!,4,15217
1501085969,,,1,15213
1501088200,,,1,15213
1501088278,,,4,15217
1501088444,,,1,15222
1501088991,,,1,15213
1501090927,,industrial,3,15201
1501096101,,Rotten eggs,3,15217
1501097111,"Nausea, discomfort, loss of appetite ",Rotten eggs ,5,15222
1501106270,,,1,15217
1501108422,Throat irritation,Industrial,4,15217
1501110028,,,1,15213
1501127021,,Rotten eggs smoke,5,15218
1501128035,,Woodsmoke,4,15217
1501133861,,Rotten eggs,3,15218
1501134361,,Industrial,4,15217
1501146153,coughing,rotten eggs,4,15104
1501152051,,Industrial ,3,15217
1501152438,,,3,15217
1501152541,"Congested, headache","Humid sewar smell. Some sulfur smell inside. Plumage is moving through with wind from SSW. VOCs spiked last night and remain elevated. PM counts high and may contain water particles, possibly from industrial sources.",3,15218
1501152850,,,4,15208
1501153914,Throat/chest congestion,"Industrial-- quite strong coming in my third floor window, less strong of an odor when I walked out the front door, but still noticeable",3,15206
1501153952,,"Industrial, metallic",3,15206
1501153956,No,"Industrial, oily,  smoky",4,15207
1501154611,Asthmatic,Industrial,3,15221
1501154675,,Coke works  or asphalt plant,3,15232
1501155077,Headache ,Sulfur,4,15206
1501155336,Stuffy nose.,Awful acrid industrial smell right now. High VOC levels.,4,15217
1501155599,,,5,15208
1501155669,,,3,15219
1501155815,,,2,15217
1501156055,,,5,15213
1501156609,,"Acrid, industrial, coal smoke.",4,15206
1501156612,,industrial,4,15217
1501156636,,,4,15213
1501156688,,Industrial stink,4,15206
1501157100,Irritated sinuses,Cike,4,15201
1501157135,,Industrial ,4,15206
1501157368,,,3,15206
1501157512,,Coke pollution. where is ACHD on this constant health hazard?,5,15206
1501157921,,Burning rot,3,15217
1501158089,,Industrial,3,15217
1501158093,,Industrial ,3,15208
1501158301,,,5,15206
1501158530,,Chemical ,2,15207
1501158980,,Industrial ,4,15206
1501158992,,,5,15206
1501159320,,,2,15222
1501159563,,Industrial,4,15217
1501160135,"Eye irritation, headache",Sulfur!,4,15221
1501160921,,Sulphur,3,15218
1501162453,Headache,,4,15213
1501162560,,Awful industrial stench here. Acrid.,4,15218
1501163885,,Sulfuric smell,3,15206
1501164861,,Industrial ,3,15217
1501164904,,Industrial,3,15217
1501165015,,"Acrid sulfurous stench, again",4,15206
1501165059,,Industrial ,3,15218
1501165731,Headache and difficulty breathing ,Industrial stink,5,15222
1501166145,,,5,15208
1501168478,Burning eyes and throat,Industrial/steel mill ,3,15221
1501169559,,Woodsmoke,3,15201
1501176215,,Chemical smell ,4,15213
1501180860,"At 101 AQI, I am very swollen and can't breathe.",Industrial,5,15217
1501189097,,,1,15232
1501192161,,Fishy ,4,15224
1501201712,,Sewage,3,15206
1501202275,"At 136 AQI, I can't breathe at all.",Industrial,5,15217
1501231110,none yet,rotten eggs,3,15104
1501236878,,Industrial ,3,15221
1501242512,,"Chemical, like a dark room",3,15207
1501243967,,Diesel,3,15208
1501246320,Breathing ,Rotten eggs industrial,5,15207
1501250170,,,1,15217
1501275489,Sneezing,Industrial ,4,15217
1501275513,Headache burning nose and throat,Sulfur acid ,4,15221
1501335306,none,rotten eggs,2,15104
1501341069,,,1,15206
1501350987,,,1,15224
1501351043,,,1,15221
1501363183,nausea,brewery at 3701 Charlotte St,4,15201
1501372480,,Industrial,4,15207
1501412851,none yet,rotten eggs,3,15104
1501412851,none yet,rotten eggs,3,15104
1501424444,,Industrial? Chemical?,3,15207
1501426542,,,1,15208
1501427019,,,1,15217
1501427638,,,1,15224
1501430445,,Acrid...Industrial? Chemical? Burning rubber?,4,15207
1501455742,Ruined outdoor dinner,"Industrial, asphalt",4,15206
1501469774,,Industrial,2,15221
1501489722,none yet,rotten eggs,3,15104
1501497272,,,1,15208
1501497950,,,4,15217
1501499984,Sore throat,"Industrial, melting",5,15208
1501500330,,,4,15217
1501502093,,Industrial,4,15217
1501502580,,Industrial ,2,15218
1501503077,,"Burning rubber smell, industrial",3,15206
1501503782,Sinus pressure and headache,Industrial,4,15213
1501577569,coughing starting,rotten eggs,3,15104
1501583715,,Industrial,4,15221
1501587411,Burning nose and throat,Diesel fuel and sulfur; industrial ,3,15221
1501587790,,"Industrial, CO2, VOCs & PM levels have ramped up but smell is not yet strong. Yet air does not feel fresh either.",2,15218
1501587835,,Industrial rotten eggs smoke,5,15218
1501588726,,Industrial ,3,15218
1501589131,"Scratchy throat, headache ","Sulfur, industrial",5,15221
1501589448,Headache and hard to breathe.,Sulfuric acid,5,15217
1501589487,,Industrial,4,15208
1501589590,,,4,15221
1501589804,Throat irritation,Rotten eggs acrid,3,15232
1501589827,,Sulfur. Dog farts.,3,15206
1501589976,,Industrial. Smog sulfer,4,15217
1501591073,"Eye irritation, congestion",Burning industrial malevolence,4,15208
1501591435,,Acrid odor,2,15222
1501591906,Sore throat,Asphalt,3,15207
1501592230,,,2,15222
1501592529,,"Rotten eggs, human waste",3,15217
1501592717,,Rotten eggs,3,15217
1501595016,"Asthma attack; Severe burning of eyes, nose, and threat. Cough and sneezing and general offense from the terrible smell ",Sulfur and diesel and burning scent ,5,15221
1501596761,Stuffy nose.,"All morning we've had extremely acrid, industrial, foul air. Woke me up.",4,15217
1501607692,,"Industrial, acrid?",4,15207
1501609038,Had to go back inside. ,Chemicals from Liberty Bridge work?,4,15219
1501615203,,industrial,3,15201
1501617227,,,1,15217
1501633938,,Smells like mothballs outside.,3,15208
1501634519,"At 74 AQI, I am swollen and my heart is racing.",Industrial,5,15217
1501635872,,Wood & industrial smoke,3,15221
1501665723,,Rotten egg,3,15206
1501665868,"coughing, throat and chest burning",rotten eggs,4,15104
1501666642,,Don't know the source - smells like tar & soot,3,15217
1501667328,"Headache, extreme fatigue the past 2 days",Industrial burning,5,15217
1501667676,Stomach sick,Sulfur ,5,15206
1501668586,,Industrial,4,15217
1501669206,,"Industrial, sulfur-like, nasty",5,15206
1501669321,,,4,15217
1501669793,,Industrial,3,15206
1501670023,,Eggs (and not breakfast),4,15217
1501670082,,,5,15208
1501670383,Sinuses and throat eritated.,"A popory of sulfur and chemical. Winds generaly SSE. PM, VOCs &CO2 high. Sulfur smell has entered home.",4,15218
1501670479,,Rotten eggs,3,15217
1501670760,Sore throat,Industrial ,5,15217
1501671024,,,4,15217
1501671033,"Headache ... dry nose, mild sore throat & earache ",Chemical ,5,15206
1501671047,,Sulfur,3,15224
1501671984,Headache ,Industrial ,3,15218
1501672015,,,3,15217
1501672097,Sore throat and headache.,Industrial type smell. ,3,15206
1501672359,,Thick industrial smell,5,15206
