EpochTime,3.feed_26.OZONE_PPM,3.feed_26.PM25B_UG_M3,3.feed_26.PM10B_UG_M3,3.feed_26.SONICWS_MPH,3.feed_26.SONICWD_DEG,3.feed_26.SIGTHETA_DEG
1477891800,0.026000000000000002,8.0,13.0,4.5,332.0,19.4
1477895400,0.025,8.0,7.0,5.4,333.0,19.4
1477899000,0.023,8.0,2.0,4.8,359.0,29.4
1477902600,0.024,7.0,4.0,3.2,343.0,30.3
1477906200,0.026000000000000002,6.0,5.0,3.0,25.0,30.0
1477909800,0.013000000000000001,4.0,6.0,1.9,350.0,33.5
1477913400,0.009000000000000001,2.0,10.0,1.6,8.0,28.9
1477917000,0.006,7.0,12.0,2.0,343.0,27.9
1477920600,0.013999999999999999,7.0,9.0,2.5,27.0,44.5
1477924200,,4.0,7.0,3.2,32.0,42.3
1477927800,0.027000000000000003,1.0,5.0,3.5,44.0,52.5
1477931400,0.032,0.0,5.0,4.2,33.0,43.1
1477935000,0.031,2.0,4.0,3.7,45.0,46.1
1477938600,0.032,2.0,2.0,4.0,70.0,47.0
1477942200,0.036000000000000004,1.0,2.0,2.9,70.0,54.9
1477945800,0.035,2.0,5.0,2.1,100.0,65.3
1477949400,0.034,1.0,2.0,3.3,38.0,21.8
1477953000,0.027000000000000003,1.0,0.0,2.7,51.0,19.4
1477956600,0.012,11.0,8.0,2.1,16.0,33.5
1477960200,0.005,14.0,17.0,1.9,8.0,18.1
1477963800,0.002,11.0,18.0,2.0,20.0,19.7
1477967400,0.001,12.0,15.0,2.2,19.0,23.1
1477971000,0.0,11.0,13.0,2.5,17.0,26.7
1477974600,0.0,16.0,19.0,2.0,356.0,50.3
1477978200,0.0,11.0,18.0,2.2,1.0,19.4
1477981800,0.001,10.0,14.0,2.3,2.0,17.7
1477985400,0.0,10.0,17.0,2.2,15.0,21.1
1477989000,0.0,8.0,14.0,2.2,11.0,21.6
1477992600,0.0,9.0,17.0,1.9,4.0,24.5
1477996200,0.001,6.0,17.0,2.0,3.0,24.3
1477999800,0.001,7.0,16.0,1.9,8.0,25.7
1478003400,0.001,8.0,17.0,1.8,355.0,23.7
1478007000,0.002,8.0,21.0,2.3,4.0,24.0
1478010600,0.004,13.0,22.0,2.7,358.0,22.5
1478014200,0.006,10.0,32.0,2.8,336.0,16.6
1478017800,0.006,17.0,63.0,2.1,330.0,24.5
1478021400,0.009000000000000001,19.0,54.0,2.1,320.0,35.8
1478025000,0.031,18.0,37.0,3.6,184.0,33.8
1478028600,0.042,17.0,23.0,5.1,141.0,16.4
1478032200,0.048,13.0,29.0,6.3,204.0,22.1
1478035800,0.05,16.0,28.0,6.3,186.0,17.7
1478039400,0.040999999999999995,14.0,28.0,5.6,167.0,14.1
1478043000,0.040999999999999995,15.0,30.0,4.5,176.0,16.4
1478046600,0.033,18.0,26.0,2.5,163.0,25.5
1478050200,0.013000000000000001,14.0,28.0,1.5,55.0,66.3
1478053800,0.004,17.0,29.0,1.0,43.0,64.6
1478057400,0.001,16.0,18.0,1.4,21.0,39.7
1478061000,0.001,17.0,26.0,0.9,24.0,72.1
1478064600,0.001,22.0,20.0,1.5,28.0,28.9
1478068200,0.001,17.0,26.0,0.5,55.0,80.2
1478071800,0.001,17.0,28.0,0.6,168.0,51.8
1478075400,0.0,19.0,27.0,0.5,14.0,50.4
1478079000,0.001,19.0,23.0,0.6,68.0,60.0
1478082600,0.001,16.0,28.0,0.5,198.0,42.7
1478086200,0.001,25.0,42.0,1.0,175.0,39.9
1478089800,0.001,28.0,37.0,0.9,89.0,63.2
1478093400,0.001,31.0,74.0,0.7,40.0,67.7
1478097000,0.004,36.0,71.0,2.6,243.0,43.7
1478100600,0.027000000000000003,23.0,42.0,5.0,232.0,20.2
1478104200,0.042,20.0,26.0,5.4,223.0,19.3
1478107800,0.055999999999999994,15.0,29.0,7.9,232.0,22.3
1478111400,0.06,17.0,27.0,9.7,228.0,17.9
1478115000,0.059000000000000004,6.0,25.0,8.5,238.0,20.8
1478118600,0.06,15.0,23.0,7.1,233.0,19.4
1478122200,0.052000000000000005,14.0,22.0,6.2,232.0,17.6
1478125800,0.04,12.0,36.0,3.6,220.0,16.8
1478129400,0.026000000000000002,19.0,29.0,2.6,213.0,14.4
1478133000,0.026000000000000002,17.0,28.0,1.7,190.0,27.2
1478136600,0.015,20.0,32.0,2.3,143.0,31.4
1478140200,0.015,16.0,27.0,1.8,63.0,55.5
1478143800,0.004,19.0,29.0,0.9,43.0,60.8
1478147400,0.001,20.0,28.0,0.9,182.0,64.4
1478151000,0.004,19.0,28.0,1.5,62.0,54.1
1478154600,0.018000000000000002,18.0,26.0,2.3,222.0,22.0
1478158200,0.031,16.0,30.0,4.3,217.0,19.2
1478161800,0.038,15.0,15.0,5.8,229.0,20.9
1478165400,0.040999999999999995,9.0,19.0,7.5,239.0,20.9
1478169000,0.036000000000000004,12.0,12.0,8.4,241.0,18.1
1478172600,0.034,10.0,8.0,7.0,250.0,21.9
1478176200,0.028999999999999998,7.0,10.0,7.2,227.0,20.1
1478179800,0.03,8.0,11.0,7.4,239.0,22.3
1478183400,0.027999999999999997,7.0,12.0,7.6,232.0,19.0
1478187000,0.024,10.0,11.0,6.8,249.0,19.7
1478190600,0.027000000000000003,8.0,9.0,9.0,264.0,20.9
1478194200,0.024,6.0,3.0,11.4,297.0,18.7
1478197800,0.023,1.0,2.0,9.3,308.0,16.5
1478201400,,1.0,3.0,9.8,317.0,16.8
1478205000,0.027999999999999997,2.0,2.0,8.7,329.0,18.3
1478208600,0.032,1.0,1.0,7.4,318.0,16.3
1478212200,0.03,2.0,1.0,5.0,328.0,16.1
1478215800,0.025,3.0,5.0,3.9,325.0,17.7
1478219400,0.024,4.0,5.0,3.2,329.0,22.9
1478223000,0.027999999999999997,6.0,13.0,4.0,321.0,16.1
1478226600,0.026000000000000002,7.0,7.0,3.1,314.0,19.1
1478230200,0.025,5.0,6.0,4.4,315.0,17.7
1478233800,0.022000000000000002,6.0,7.0,4.2,321.0,16.4
1478237400,0.021,4.0,5.0,3.2,304.0,17.5
1478241000,0.018000000000000002,0.0,8.0,2.9,317.0,14.8
1478244600,0.016,2.0,6.0,3.0,310.0,18.5
1478248200,0.013999999999999999,2.0,8.0,1.6,287.0,33.3
1478251800,0.006,3.0,9.0,1.2,312.0,35.7
1478255400,0.003,3.0,10.0,1.2,307.0,56.5
1478259000,0.001,5.0,15.0,1.3,304.0,43.7
1478262600,0.003,7.0,15.0,0.9,310.0,52.3
1478266200,0.01,10.0,13.0,5.2,324.0,17.7
1478269800,0.019,6.0,10.0,5.1,338.0,25.0
1478273400,0.023,2.0,6.0,5.1,335.0,34.3
1478277000,0.026000000000000002,0.0,8.0,6.4,321.0,29.9
1478280600,0.027999999999999997,4.0,7.0,6.8,326.0,24.5
1478284200,0.027999999999999997,5.0,5.0,8.4,324.0,18.2
1478287800,0.031,1.0,10.0,6.8,313.0,22.7
1478291400,0.032,2.0,8.0,7.0,317.0,19.4
1478295000,0.033,3.0,7.0,5.3,315.0,16.5
1478298600,0.027000000000000003,2.0,7.0,4.4,298.0,10.8
1478302200,0.023,6.0,12.0,3.8,291.0,13.0
1478305800,0.006999999999999999,10.0,17.0,1.2,328.0,52.2
1478309400,0.003,16.0,23.0,1.5,5.0,23.3
1478313000,0.002,13.0,18.0,1.7,2.0,28.3
1478316600,0.001,17.0,25.0,0.9,323.0,11.4
1478320200,0.001,22.0,25.0,0.9,285.0,30.9
1478323800,0.001,17.0,21.0,1.0,358.0,57.1
1478327400,0.001,18.0,20.0,1.8,6.0,31.0
1478331000,0.001,13.0,22.0,0.8,289.0,62.9
1478334600,0.001,17.0,17.0,0.7,336.0,40.1
1478338200,0.001,14.0,16.0,1.2,4.0,20.3
1478341800,0.001,16.0,17.0,0.9,342.0,17.9
1478345400,0.001,13.0,18.0,0.7,345.0,27.0
1478349000,0.001,14.0,,0.5,276.0,55.9
1478352600,0.001,17.0,,1.5,212.0,40.4
1478356200,0.006999999999999999,16.0,,5.2,220.0,14.1
1478359800,0.015,7.0,,5.3,218.0,22.5
1478363400,0.028999999999999998,5.0,,6.3,230.0,25.4
1478367000,0.036000000000000004,4.0,,7.5,236.0,23.6
1478370600,0.040999999999999995,4.0,,7.9,252.0,22.9
1478374200,0.040999999999999995,2.0,,7.2,245.0,23.0
1478377800,0.04,3.0,,7.3,237.0,22.4
1478381400,0.040999999999999995,6.0,,5.8,259.0,23.2
1478385000,0.032,5.0,,4.9,238.0,15.9
1478388600,0.022000000000000002,8.0,,4.1,245.0,14.9
1478392200,0.023,12.0,,3.3,249.0,19.4
1478395800,0.013999999999999999,13.0,,2.3,227.0,19.8
1478399400,0.008,14.0,,2.4,240.0,12.2
1478403000,0.005,13.0,,2.7,216.0,12.5
1478406600,0.006,12.0,,2.9,202.0,13.1
1478410200,0.002,13.0,,2.5,200.0,13.2
1478413800,0.005,15.0,,2.9,199.0,15.4
1478417400,0.002,15.0,,1.6,185.0,23.7
1478421000,0.001,14.0,,0.8,194.0,73.5
1478424600,0.001,13.0,,0.7,14.0,45.1
1478428200,0.001,13.0,,1.3,12.0,36.4
1478431800,0.001,17.0,,1.4,356.0,22.0
1478435400,0.001,16.0,,1.0,335.0,33.7
1478439000,0.003,18.0,,1.0,325.0,30.8
1478442600,0.006,17.0,,1.3,298.0,35.1
1478446200,0.016,23.0,,1.8,314.0,42.7
1478449800,0.019,18.0,,2.1,328.0,58.9
1478453400,0.024,19.0,,3.3,283.0,29.5
1478457000,0.031,12.0,,2.3,276.0,58.8
1478460600,0.038,8.0,,2.5,266.0,60.1
1478464200,0.038,7.0,,2.7,255.0,33.9
1478467800,0.034,6.0,,2.3,218.0,31.5
1478471400,0.018000000000000002,11.0,,1.4,30.0,51.0
1478475000,0.003,16.0,,1.2,357.0,17.8
1478478600,0.001,20.0,,0.9,344.0,45.9
1478482200,0.0,21.0,,1.2,357.0,21.5
1478485800,0.0,24.0,,1.9,3.0,17.0
1478489400,0.0,17.0,,1.7,3.0,23.1
1478493000,0.0,14.0,,2.0,10.0,33.4
1478496600,0.001,16.0,,1.8,8.0,33.8
1478500200,0.001,11.0,,2.3,17.0,20.8
1478503800,0.0,13.0,,2.8,19.0,17.5
1478507400,0.001,14.0,,2.5,12.0,17.2
1478511000,0.001,12.0,,1.9,11.0,23.2
1478514600,0.001,13.0,,2.1,12.0,19.2
1478518200,0.001,13.0,,1.7,10.0,25.3
1478521800,0.001,15.0,,1.8,359.0,18.9
1478525400,0.001,17.0,,1.8,351.0,15.0
1478529000,0.004,18.0,,2.1,346.0,20.8
1478532600,0.006,12.0,,2.0,346.0,30.0
1478536200,0.008,15.0,,2.1,305.0,54.4
1478539800,0.025,5.0,10.0,3.8,132.0,34.9
1478543400,0.035,8.0,10.0,3.2,145.0,44.4
1478547000,0.033,5.0,10.0,2.9,131.0,50.4
1478550600,0.035,2.0,8.0,2.1,147.0,52.8
1478554200,0.027000000000000003,6.0,14.0,1.4,185.0,48.2
1478557800,0.01,7.0,13.0,1.5,24.0,22.9
1478561400,0.001,5.0,24.0,2.0,18.0,15.8
1478565000,0.001,10.0,17.0,1.9,11.0,18.1
1478568600,0.001,11.0,,1.8,8.0,18.4
1478572200,0.0,9.0,17.0,2.1,16.0,16.6
1478575800,0.001,8.0,17.0,2.8,17.0,14.5
1478579400,0.0,13.0,12.0,2.6,16.0,16.7
1478583000,0.0,10.0,11.0,2.6,12.0,18.3
1478586600,0.0,6.0,18.0,1.6,11.0,24.5
1478590200,0.0,14.0,16.0,2.2,18.0,20.9
1478593800,0.0,11.0,13.0,2.2,20.0,26.6
1478597400,0.0,8.0,11.0,1.9,13.0,24.4
1478601000,0.0,7.0,13.0,2.5,10.0,14.7
1478604600,0.0,13.0,18.0,2.0,17.0,18.1
1478608200,0.001,10.0,22.0,1.9,10.0,21.5
1478611800,0.001,15.0,41.0,1.5,344.0,19.5
1478615400,0.001,21.0,53.0,1.1,325.0,22.8
1478619000,0.001,29.0,81.0,1.0,308.0,40.1
1478622600,0.008,18.0,67.0,2.1,238.0,46.4
1478626200,0.019,23.0,38.0,3.1,249.0,40.8
1478629800,0.045,25.0,37.0,7.7,287.0,19.3
1478633400,0.05,23.0,36.0,7.4,251.0,22.1
1478637000,0.054000000000000006,22.0,34.0,5.7,255.0,22.1
1478640600,0.049,26.0,35.0,5.5,238.0,19.3
1478644200,0.043,26.0,48.0,4.2,219.0,17.1
1478647800,0.042,22.0,32.0,4.3,243.0,17.8
1478651400,0.046,24.0,37.0,5.5,262.0,19.5
1478655000,0.049,31.0,35.0,8.0,254.0,20.1
1478658600,0.044000000000000004,27.0,35.0,6.9,240.0,19.2
1478662200,0.036000000000000004,37.0,34.0,6.0,238.0,15.5
1478665800,0.032,40.0,41.0,5.7,239.0,18.2
1478669400,0.028999999999999998,32.0,27.0,5.5,237.0,16.5
1478673000,0.025,28.0,18.0,4.7,250.0,25.0
1478676600,0.021,24.0,17.0,4.7,265.0,20.0
1478680200,0.021,18.0,14.0,5.4,285.0,14.6
1478683800,0.021,14.0,7.0,5.3,296.0,15.5
1478687400,0.019,10.0,4.0,4.7,290.0,16.9
1478691000,0.015,9.0,3.0,5.4,286.0,15.3
1478694600,0.02,12.0,5.0,7.5,277.0,19.5
1478698200,0.017,8.0,7.0,5.1,279.0,20.7
1478701800,0.013000000000000001,6.0,7.0,4.7,290.0,19.2
1478705400,0.013000000000000001,7.0,14.0,8.8,312.0,15.8
1478709000,0.013999999999999999,4.0,10.0,11.1,317.0,16.3
1478712600,0.013000000000000001,5.0,14.0,12.0,314.0,16.3
1478716200,0.012,5.0,9.0,9.8,315.0,16.4
1478719800,0.015,3.0,11.0,10.2,309.0,16.2
1478723400,0.02,5.0,6.0,9.0,316.0,16.6
1478727000,0.024,5.0,3.0,8.9,316.0,16.4
1478730600,0.03,4.0,3.0,9.7,305.0,14.6
1478734200,0.03,5.0,4.0,6.3,306.0,15.5
1478737800,0.03,5.0,7.0,5.0,303.0,19.4
1478741400,0.028999999999999998,5.0,6.0,4.9,295.0,14.8
1478745000,0.027000000000000003,7.0,7.0,4.7,297.0,13.3
1478748600,0.02,5.0,10.0,3.8,264.0,16.9
1478752200,0.021,7.0,7.0,5.3,258.0,17.2
1478755800,0.019,8.0,5.0,5.0,258.0,15.4
1478759400,0.015,4.0,4.0,4.8,254.0,18.1
1478763000,0.016,5.0,7.0,5.1,254.0,17.5
1478766600,0.009000000000000001,7.0,8.0,3.9,240.0,14.0
1478770200,0.005,11.0,9.0,3.5,226.0,14.3
1478773800,0.006,7.0,14.0,3.7,226.0,19.1
1478777400,0.004,11.0,14.0,3.5,230.0,19.6
1478781000,0.001,14.0,20.0,2.3,213.0,17.6
1478784600,0.006,12.0,29.0,3.9,220.0,20.1
1478788200,0.013000000000000001,8.0,19.0,5.8,237.0,17.8
1478791800,0.022000000000000002,7.0,16.0,7.4,235.0,20.4
1478795400,0.03,6.0,31.0,8.2,245.0,24.8
1478799000,0.032,7.0,17.0,9.8,239.0,21.3
1478802600,0.033,7.0,9.0,9.4,234.0,21.5
1478806200,0.036000000000000004,8.0,15.0,10.3,234.0,19.4
1478809800,0.035,8.0,12.0,9.9,232.0,20.2
1478813400,0.034,6.0,9.0,10.4,232.0,17.6
1478817000,0.03,4.0,9.0,8.5,220.0,17.9
1478820600,0.03,4.0,11.0,8.1,200.0,19.2
1478824200,0.03,6.0,8.0,9.8,205.0,17.2
1478827800,0.03,9.0,3.0,8.3,208.0,15.1
1478831400,0.028999999999999998,5.0,0.0,6.9,213.0,18.8
1478835000,0.028999999999999998,8.0,2.0,8.8,229.0,18.8
1478838600,0.028999999999999998,7.0,3.0,9.7,239.0,18.0
1478842200,0.027000000000000003,,7.0,10.0,237.0,16.2
1478845800,0.026000000000000002,3.0,8.0,9.9,236.0,15.4
1478849400,0.027000000000000003,3.0,18.0,9.1,249.0,18.7
1478853000,0.027000000000000003,7.0,6.0,9.3,251.0,19.5
1478856600,0.025,8.0,4.0,8.4,255.0,17.9
1478860200,0.02,6.0,4.0,7.2,257.0,19.0
1478863800,0.019,7.0,10.0,7.8,259.0,18.7
1478867400,0.019,10.0,13.0,8.4,252.0,15.7
1478871000,0.02,8.0,20.0,7.1,258.0,20.2
1478874600,0.023,9.0,16.0,7.4,280.0,20.0
1478878200,0.027000000000000003,7.0,27.0,11.4,308.0,17.6
1478881800,0.03,5.0,16.0,11.3,309.0,17.8
1478885400,0.03,3.0,15.0,10.6,323.0,17.7
1478889000,0.028999999999999998,3.0,29.0,13.6,326.0,17.1
1478892600,0.025,5.0,16.0,11.3,324.0,18.8
1478896200,0.027000000000000003,3.0,0.0,12.9,314.0,16.7
1478899800,0.028999999999999998,4.0,0.0,10.2,314.0,16.2
1478903400,0.027999999999999997,6.0,6.0,7.2,319.0,14.5
1478907000,0.028999999999999998,9.0,11.0,7.4,321.0,15.8
1478910600,0.027999999999999997,8.0,7.0,5.3,324.0,15.0
1478914200,0.027999999999999997,9.0,9.0,5.6,328.0,17.0
1478917800,0.027999999999999997,8.0,12.0,4.4,345.0,22.7
1478921400,0.031,8.0,15.0,4.2,340.0,20.7
1478925000,0.027999999999999997,7.0,13.0,3.0,344.0,23.3
1478928600,0.026000000000000002,,10.0,3.6,323.0,16.1
1478932200,0.024,10.0,10.0,1.8,330.0,28.3
1478935800,0.02,11.0,12.0,1.4,343.0,57.9
1478939400,0.022000000000000002,8.0,10.0,1.8,19.0,33.6
1478943000,0.015,9.0,8.0,1.5,16.0,24.8
1478946600,0.005,7.0,12.0,1.3,349.0,33.9
1478950200,0.001,7.0,14.0,1.6,349.0,16.7
1478953800,0.001,10.0,17.0,0.8,316.0,42.4
1478957400,0.004,12.0,31.0,1.8,240.0,27.9
1478961000,0.012,12.0,20.0,2.4,220.0,34.4
1478964600,0.028999999999999998,7.0,2.0,3.0,195.0,49.1
1478968200,0.03,4.0,8.0,3.7,198.0,43.1
1478971800,0.032,2.0,6.0,4.0,203.0,44.8
1478975400,0.036000000000000004,2.0,5.0,4.9,243.0,39.0
1478979000,0.037000000000000005,4.0,4.0,4.6,236.0,33.3
1478982600,0.039,5.0,5.0,4.4,283.0,28.2
1478986200,0.035,6.0,7.0,3.5,291.0,21.8
1478989800,0.019,9.0,10.0,1.8,243.0,42.7
1478993400,0.006999999999999999,12.0,18.0,1.4,214.0,27.0
1478997000,0.002,13.0,19.0,1.1,16.0,47.9
1479000600,0.001,15.0,25.0,1.9,18.0,13.2
1479004200,0.001,19.0,26.0,1.5,11.0,23.3
1479007800,0.001,23.0,30.0,1.3,358.0,23.9
1479011400,0.0,23.0,26.0,0.9,0.0,38.6
1479015000,0.001,,25.0,0.8,11.0,42.2
1479018600,0.001,19.0,26.0,1.2,5.0,42.3
1479022200,0.001,25.0,26.0,1.0,11.0,54.8
1479025800,0.001,23.0,27.0,0.9,17.0,39.1
1479029400,0.0,21.0,29.0,0.8,334.0,53.2
1479033000,0.0,24.0,26.0,0.9,26.0,65.1
1479036600,0.001,23.0,29.0,1.2,19.0,45.1
1479040200,0.001,18.0,28.0,1.2,14.0,24.1
1479043800,0.001,20.0,32.0,0.7,284.0,43.1
1479047400,0.005,18.0,29.0,2.1,231.0,42.7
1479051000,0.022000000000000002,7.0,13.0,4.7,239.0,26.1
1479054600,0.028999999999999998,8.0,8.0,4.9,216.0,30.8
1479058200,0.035,7.0,24.0,4.5,218.0,28.7
1479061800,0.04,8.0,14.0,5.7,223.0,21.4
1479065400,0.043,6.0,1.0,4.9,235.0,22.8
1479069000,0.044000000000000004,7.0,3.0,4.9,231.0,28.3
1479072600,0.039,6.0,5.0,4.0,238.0,21.7
1479076200,0.022000000000000002,18.0,20.0,2.1,201.0,13.5
1479079800,0.006,13.0,,0.9,52.0,51.8
1479083400,0.001,18.0,19.0,0.7,357.0,52.3
1479087000,0.001,20.0,21.0,1.0,16.0,50.5
1479090600,0.001,19.0,28.0,0.9,22.0,44.1
1479094200,0.001,20.0,32.0,1.8,29.0,20.3
1479097800,0.001,19.0,27.0,1.9,19.0,25.9
1479101400,0.001,19.0,28.0,1.8,22.0,21.9
1479105000,0.001,23.0,31.0,1.9,18.0,24.1
1479108600,0.001,19.0,28.0,2.1,24.0,27.0
1479112200,0.001,19.0,26.0,1.8,15.0,40.1
1479115800,0.0,23.0,29.0,1.6,23.0,28.0
1479119400,0.001,21.0,35.0,1.4,14.0,45.0
1479123000,0.001,25.0,36.0,1.9,17.0,24.6
1479126600,0.001,25.0,34.0,1.9,24.0,21.1
1479130200,0.001,32.0,59.0,1.4,350.0,28.8
1479133800,0.001,36.0,61.0,1.0,263.0,63.4
1479137400,0.008,18.0,28.0,3.5,203.0,20.9
1479141000,0.02,12.0,43.0,3.7,202.0,27.3
1479144600,0.025,9.0,12.0,3.1,224.0,38.9
1479148200,0.032,7.0,18.0,5.1,156.0,28.7
1479151800,0.032,7.0,16.0,5.8,159.0,22.3
1479155400,0.035,10.0,14.0,5.5,153.0,21.8
1479159000,0.026000000000000002,10.0,21.0,3.6,159.0,15.7
1479162600,0.013000000000000001,8.0,16.0,1.5,186.0,52.8
1479166200,0.001,36.0,41.0,1.1,0.0,45.1
1479169800,0.001,24.0,29.0,1.0,22.0,45.6
1479173400,0.001,19.0,21.0,1.7,27.0,22.3
1479177000,0.001,15.0,22.0,1.9,21.0,19.8
1479180600,0.001,12.0,23.0,1.8,17.0,23.6
1479184200,0.0,13.0,18.0,1.5,7.0,31.1
1479187800,0.0,17.0,24.0,1.5,13.0,49.0
1479191400,0.0,19.0,19.0,1.4,13.0,35.0
1479195000,0.0,18.0,22.0,1.5,357.0,23.3
1479198600,0.0,15.0,18.0,1.3,357.0,43.6
1479202200,0.0,13.0,20.0,1.9,12.0,25.5
1479205800,0.0,17.0,21.0,1.8,10.0,19.3
1479209400,0.001,16.0,21.0,2.1,17.0,19.3
1479213000,0.001,23.0,33.0,1.9,12.0,22.5
1479216600,0.001,21.0,30.0,1.8,5.0,21.5
1479220200,0.001,30.0,55.0,1.8,347.0,26.9
1479223800,,36.0,74.0,1.2,337.0,36.5
1479227400,0.005,33.0,89.0,1.2,318.0,43.2
1479231000,0.018000000000000002,20.0,40.0,2.5,276.0,48.6
1479234600,0.032,16.0,23.0,3.7,258.0,39.9
1479238200,0.040999999999999995,15.0,19.0,4.7,289.0,26.1
1479241800,0.045,12.0,20.0,3.6,241.0,27.4
1479245400,0.042,12.0,27.0,3.2,287.0,19.4
1479249000,0.018000000000000002,17.0,32.0,1.7,247.0,39.5
1479252600,0.001,18.0,31.0,1.5,21.0,32.5
1479256200,0.001,22.0,32.0,1.1,9.0,30.0
1479259800,0.001,24.0,32.0,1.0,4.0,41.5
1479263400,0.001,20.0,32.0,1.0,10.0,36.0
1479267000,0.001,18.0,30.0,1.5,11.0,19.0
1479270600,0.0,22.0,29.0,1.2,20.0,32.0
1479274200,0.001,21.0,30.0,1.5,20.0,24.1
1479277800,0.0,18.0,23.0,0.7,302.0,44.9
1479281400,0.0,19.0,33.0,0.8,34.0,49.1
1479285000,0.0,24.0,41.0,0.8,323.0,52.6
1479288600,0.0,27.0,51.0,0.8,9.0,40.8
1479292200,0.0,23.0,43.0,0.4,334.0,70.0
1479295800,0.0,23.0,38.0,0.9,166.0,49.4
1479299400,0.0,26.0,51.0,1.1,204.0,55.3
1479303000,0.001,38.0,89.0,2.9,240.0,36.6
1479306600,0.004,22.0,43.0,4.0,237.0,18.1
1479310200,0.015,22.0,45.0,4.6,276.0,26.4
1479313800,0.024,22.0,35.0,7.3,283.0,23.7
1479317400,0.026000000000000002,20.0,35.0,7.5,269.0,22.9
1479321000,0.026000000000000002,23.0,37.0,9.9,314.0,16.5
1479324600,0.026000000000000002,14.0,28.0,7.8,305.0,19.4
1479328200,0.027000000000000003,19.0,29.0,7.4,301.0,15.8
1479331800,0.03,14.0,23.0,6.9,297.0,15.5
1479335400,0.024,20.0,26.0,6.4,288.0,13.7
1479339000,0.019,18.0,15.0,4.1,282.0,15.8
1479342600,0.018000000000000002,18.0,27.0,5.8,289.0,13.2
1479346200,0.017,22.0,17.0,3.3,263.0,34.8
1479349800,0.004,25.0,34.0,2.2,197.0,25.3
1479353400,0.0,20.0,40.0,1.1,357.0,34.9
1479357000,0.0,24.0,36.0,1.3,5.0,48.6
1479360600,0.0,27.0,34.0,1.0,355.0,32.2
1479364200,0.0,27.0,31.0,1.0,16.0,31.4
1479367800,0.0,25.0,31.0,1.2,9.0,29.3
1479371400,0.0,25.0,28.0,1.5,7.0,17.3
1479375000,0.0,14.0,22.0,1.5,4.0,26.3
1479378600,0.0,21.0,21.0,1.6,15.0,25.5
1479382200,0.0,24.0,31.0,1.0,340.0,55.5
1479385800,0.0,24.0,26.0,1.6,354.0,
1479389400,0.0,33.0,40.0,1.7,333.0,20.4
1479393000,0.0,31.0,41.0,1.9,335.0,22.6
1479396600,0.001,35.0,46.0,2.9,348.0,21.1
1479400200,0.003,39.0,50.0,3.5,341.0,19.0
1479403800,0.008,37.0,74.0,2.7,325.0,65.6
1479407400,0.022000000000000002,23.0,29.0,2.9,137.0,56.5
1479411000,0.027999999999999997,14.0,22.0,3.1,135.0,30.6
1479414600,0.026000000000000002,19.0,27.0,3.9,135.0,22.6
1479418200,0.018000000000000002,18.0,32.0,3.3,136.0,15.3
1479421800,0.004,24.0,31.0,3.0,123.0,16.5
1479425400,0.001,23.0,37.0,2.3,27.0,18.3
1479429000,0.001,21.0,23.0,2.7,19.0,16.2
1479432600,0.001,24.0,24.0,2.4,19.0,19.5
1479436200,0.001,22.0,30.0,2.2,9.0,15.9
1479439800,0.001,16.0,33.0,2.2,9.0,14.4
1479443400,0.0,21.0,31.0,2.0,14.0,14.7
1479447000,0.0,18.0,30.0,2.1,17.0,20.6
1479450600,0.0,19.0,23.0,2.1,10.0,16.8
1479454200,0.0,18.0,27.0,1.9,21.0,19.7
1479457800,0.0,20.0,29.0,2.4,12.0,17.7
1479461400,0.0,18.0,25.0,2.4,11.0,14.6
1479465000,0.001,20.0,26.0,2.2,15.0,14.0
1479468600,0.001,17.0,24.0,2.1,17.0,15.2
1479472200,0.0,22.0,30.0,2.3,14.0,16.3
1479475800,0.0,36.0,47.0,1.9,357.0,17.2
1479479400,0.001,36.0,54.0,1.6,338.0,17.1
1479483000,0.002,35.0,64.0,1.7,334.0,21.2
1479486600,0.005,32.0,73.0,1.6,317.0,22.0
1479490200,0.017,,,3.1,243.0,29.2
1479493800,0.053,,27.0,5.4,196.0,24.4
1479497400,0.057999999999999996,11.0,25.0,5.8,182.0,23.9
1479501000,0.057999999999999996,12.0,14.0,5.7,183.0,19.4
1479504600,0.052000000000000005,10.0,20.0,5.7,152.0,12.9
1479508200,0.038,13.0,25.0,4.9,140.0,8.8
1479511800,0.013000000000000001,19.0,34.0,2.4,79.0,60.6
1479515400,0.006999999999999999,19.0,34.0,2.4,140.0,44.5
1479519000,0.006999999999999999,32.0,45.0,2.9,135.0,36.0
1479522600,0.003,25.0,37.0,1.9,30.0,27.0
1479526200,0.0,22.0,40.0,1.8,16.0,19.0
1479529800,0.0,22.0,27.0,2.6,23.0,18.9
1479533400,0.0,28.0,33.0,2.3,24.0,51.9
1479537000,0.0,25.0,27.0,1.5,22.0,38.2
1479540600,0.0,22.0,26.0,2.0,23.0,43.4
1479544200,0.001,20.0,32.0,1.3,357.0,68.5
1479547800,0.009000000000000001,16.0,29.0,1.9,181.0,58.7
1479551400,0.022000000000000002,17.0,22.0,2.6,169.0,34.3
1479555000,0.022000000000000002,15.0,20.0,5.1,153.0,17.6
1479558600,0.027000000000000003,10.0,24.0,5.3,143.0,13.7
1479562200,0.015,18.0,29.0,4.4,175.0,56.2
1479565800,0.018000000000000002,12.0,42.0,12.4,270.0,19.9
