EpochTime,3.feed_26.OZONE_PPM,3.feed_26.PM25B_UG_M3,3.feed_26.PM10B_UG_M3,3.feed_26.SONICWS_MPH,3.feed_26.SONICWD_DEG,3.feed_26.SIGTHETA_DEG
1510371000,0.031,11.0,9.0,4.1,32.0,29.1
1510374600,0.031,7.0,9.0,3.4,38.0,30.4
1510378200,0.028999999999999998,,9.0,3.4,32.0,30.5
1510381800,0.028999999999999998,8.0,8.0,3.4,49.0,35.3
1510385400,0.024,9.0,16.0,3.0,58.0,43.6
1510389000,0.027999999999999997,1.0,3.0,4.4,70.0,33.0
1510392600,0.026000000000000002,,5.0,3.2,69.0,27.5
1510396200,0.023,2.0,9.0,4.6,81.0,22.1
1510399800,0.021,7.0,13.0,2.9,59.0,38.1
1510403400,0.022000000000000002,4.0,9.0,2.9,32.0,35.5
1510407000,0.025,3.0,11.0,3.5,58.0,42.6
1510410600,0.027999999999999997,4.0,8.0,3.9,42.0,36.7
1510414200,0.03,5.0,10.0,4.5,84.0,37.3
1510417800,0.031,5.0,5.0,5.0,93.0,33.0
1510421400,0.032,,6.0,5.3,91.0,38.1
1510425000,0.033,2.0,8.0,3.4,101.0,54.2
1510428600,0.035,2.0,10.0,3.5,98.0,42.6
1510432200,0.033,1.0,13.0,3.3,103.0,37.6
1510435800,0.03,-1.0,11.0,3.3,70.0,28.9
1510439400,0.024,3.0,9.0,1.9,66.0,39.5
1510443000,0.009000000000000001,22.0,18.0,2.1,20.0,27.0
1510446600,0.006,23.0,22.0,2.8,27.0,16.1
1510450200,0.004,14.0,18.0,2.1,15.0,15.6
1510453800,0.001,24.0,29.0,2.4,18.0,17.3
1510457400,0.001,31.0,29.0,1.9,16.0,18.9
1510461000,0.001,18.0,30.0,2.0,13.0,17.7
1510464600,0.001,,24.0,1.9,13.0,22.5
1510468200,0.0,21.0,27.0,2.1,359.0,23.8
1510471800,0.001,26.0,23.0,1.6,12.0,26.1
1510475400,0.001,13.0,24.0,1.6,0.0,19.0
1510479000,0.001,27.0,20.0,1.3,12.0,22.0
1510482600,0.001,23.0,19.0,1.6,359.0,19.6
1510486200,0.001,23.0,22.0,1.9,6.0,22.1
1510489800,0.001,19.0,23.0,1.7,357.0,27.8
1510493400,0.003,27.0,22.0,1.7,1.0,38.3
1510497000,0.005,24.0,23.0,2.0,350.0,26.6
1510500600,0.008,-2.0,25.0,1.5,352.0,50.6
1510504200,0.013999999999999999,,18.0,2.0,117.0,59.1
1510507800,0.017,,14.0,3.2,0.0,43.9
1510511400,0.015,,20.0,2.8,1.0,35.2
1510515000,0.017,,18.0,3.6,359.0,31.6
1510518600,0.018000000000000002,,21.0,2.7,30.0,33.7
1510522200,0.016,17.0,20.0,2.6,31.0,25.1
1510525800,0.01,,21.0,2.0,33.0,21.4
1510529400,0.008,13.0,16.0,2.0,24.0,23.5
1510533000,0.009000000000000001,4.0,26.0,1.7,28.0,29.3
1510536600,0.004,35.0,27.0,1.9,19.0,31.9
1510540200,0.002,20.0,25.0,1.4,20.0,35.5
1510543800,0.001,18.0,30.0,1.7,23.0,26.6
1510547400,0.001,4.0,29.0,1.3,351.0,38.3
1510551000,0.001,15.0,29.0,1.6,14.0,53.9
1510554600,0.001,16.0,26.0,1.3,353.0,28.8
1510558200,0.002,11.0,24.0,1.9,17.0,20.1
1510561800,0.004,21.0,20.0,1.7,8.0,28.3
1510565400,0.006,12.0,18.0,1.5,342.0,27.7
1510569000,0.005,10.0,17.0,2.3,352.0,25.7
1510572600,0.005,16.0,18.0,2.3,8.0,30.4
1510576200,0.004,15.0,18.0,2.4,355.0,28.1
1510579800,0.006999999999999999,12.0,20.0,3.0,330.0,17.9
1510583400,0.008,26.0,22.0,2.0,322.0,34.3
1510587000,0.011000000000000001,,22.0,2.8,317.0,23.4
1510590600,0.013000000000000001,16.0,27.0,2.8,299.0,27.9
1510594200,0.013999999999999999,6.0,28.0,3.4,285.0,24.2
1510597800,0.013999999999999999,1.0,33.0,4.1,273.0,27.0
1510601400,0.03,23.0,15.0,8.1,307.0,13.9
1510605000,0.026000000000000002,,16.0,6.8,317.0,16.9
1510608600,0.025,9.0,16.0,6.0,318.0,15.1
1510612200,0.023,12.0,18.0,4.7,308.0,13.1
1510615800,0.022000000000000002,6.0,23.0,4.0,304.0,13.6
1510619400,0.02,6.0,23.0,4.8,316.0,16.0
1510623000,0.024,8.0,15.0,5.7,311.0,15.7
1510626600,0.023,16.0,15.0,2.0,305.0,35.4
1510630200,0.023,,16.0,2.4,301.0,21.3
1510633800,0.024,,13.0,2.6,292.0,17.1
1510637400,0.019,,16.0,2.2,293.0,17.1
1510641000,0.015,,18.0,3.0,281.0,22.8
1510644600,0.02,,22.0,2.2,284.0,31.6
1510648200,0.02,,17.0,3.4,320.0,17.6
1510651800,0.021,,18.0,3.8,312.0,15.2
1510655400,0.017,,23.0,3.0,312.0,15.0
1510659000,0.015,,25.0,2.3,295.0,28.8
1510662600,0.012,,29.0,1.6,300.0,23.3
1510666200,0.01,,30.0,1.2,251.0,41.8
1510669800,0.017,,27.0,2.1,245.0,59.3
1510673400,0.023,,27.0,2.0,170.0,55.9
1510677000,0.027999999999999997,13.0,21.0,3.1,327.0,46.8
1510680600,0.03,10.0,21.0,2.2,33.0,53.1
1510684200,0.027999999999999997,12.0,26.0,2.3,352.0,51.0
1510687800,0.032,,18.0,2.4,72.0,61.6
1510691400,0.033,,20.0,2.2,326.0,55.3
1510695000,0.031,,22.0,1.7,340.0,39.5
1510698600,0.03,2.0,21.0,2.5,41.0,25.3
1510702200,0.027999999999999997,16.0,21.0,2.7,70.0,27.5
1510705800,0.02,22.0,26.0,3.0,83.0,19.8
1510709400,0.012,16.0,25.0,2.3,88.0,21.9
1510713000,0.002,20.0,30.0,1.6,11.0,33.8
1510716600,0.001,10.0,30.0,2.0,19.0,30.1
1510720200,0.002,15.0,31.0,2.0,11.0,21.9
1510723800,0.002,15.0,25.0,1.7,5.0,22.2
1510727400,0.002,27.0,25.0,2.0,14.0,26.0
1510731000,0.002,24.0,22.0,2.0,16.0,23.5
1510734600,0.001,11.0,23.0,1.9,16.0,18.5
1510738200,0.002,11.0,22.0,1.7,16.0,33.3
1510741800,0.002,9.0,24.0,2.1,18.0,19.3
1510745400,0.003,7.0,23.0,1.9,16.0,19.7
1510749000,0.003,16.0,34.0,1.8,11.0,17.5
1510752600,0.004,22.0,40.0,2.2,356.0,17.9
1510756200,,13.0,29.0,4.2,122.0,47.3
1510759800,,17.0,22.0,5.5,132.0,23.1
1510763400,,12.0,22.0,5.5,138.0,22.5
1510767000,,26.0,21.0,5.9,163.0,23.3
1510770600,,21.0,23.0,6.3,151.0,21.6
1510774200,,7.0,20.0,4.9,144.0,20.0
1510777800,,,23.0,3.7,153.0,19.6
1510781400,0.015,,23.0,4.8,142.0,15.8
1510785000,0.008,,24.0,4.0,142.0,25.4
1510788600,0.01,14.0,23.0,5.8,153.0,15.5
1510792200,0.013999999999999999,11.0,17.0,5.9,156.0,15.8
1510795800,0.016,11.0,17.0,7.2,154.0,15.2
1510799400,0.022000000000000002,13.0,13.0,5.3,165.0,20.8
1510803000,0.025,8.0,10.0,6.9,186.0,21.4
1510806600,0.027999999999999997,4.0,8.0,8.8,206.0,19.4
1510810200,0.025,0.0,8.0,8.1,206.0,20.2
1510813800,0.023,0.0,6.0,7.6,215.0,15.7
1510817400,0.022000000000000002,0.0,5.0,7.0,223.0,16.6
1510821000,0.021,11.0,7.0,7.4,226.0,16.7
1510824600,0.021,9.0,6.0,8.3,240.0,17.1
1510828200,0.019,7.0,13.0,8.6,230.0,17.4
1510831800,0.02,0.0,11.0,9.7,228.0,16.1
1510835400,0.02,0.0,15.0,11.3,248.0,20.3
1510839000,0.024,2.0,14.0,10.9,265.0,22.1
1510842600,0.024,5.0,23.0,12.0,272.0,22.6
1510846200,,11.0,20.0,12.0,267.0,20.7
1510849800,0.02,10.0,35.0,11.8,277.0,23.1
1510853400,0.022000000000000002,8.0,20.0,10.6,268.0,22.9
1510857000,0.021,1.0,20.0,10.1,273.0,23.7
1510860600,0.017,0.0,19.0,9.6,261.0,20.5
1510864200,0.015,6.0,13.0,8.3,263.0,21.1
1510867800,0.015,4.0,8.0,8.4,261.0,21.3
1510871400,0.015,2.0,7.0,7.1,283.0,17.8
1510875000,0.017,3.0,10.0,9.4,284.0,18.2
1510878600,0.017,8.0,14.0,7.4,259.0,20.7
1510882200,0.016,6.0,10.0,6.9,258.0,20.0
1510885800,0.019,3.0,8.0,8.0,255.0,17.9
1510889400,0.019,2.0,6.0,7.4,255.0,17.2
1510893000,0.019,3.0,6.0,6.8,258.0,17.1
1510896600,0.018000000000000002,2.0,7.0,5.1,274.0,19.2
1510900200,0.02,1.0,8.0,5.5,280.0,17.3
1510903800,0.018000000000000002,3.0,6.0,4.4,287.0,19.3
1510907400,0.022000000000000002,3.0,11.0,6.2,316.0,16.4
1510911000,0.023,0.0,7.0,6.5,324.0,17.4
1510914600,0.023,-2.0,6.0,5.3,320.0,16.8
1510918200,0.024,0.0,8.0,5.3,323.0,17.4
1510921800,0.024,4.0,9.0,4.8,322.0,16.7
1510925400,0.021,2.0,12.0,4.8,322.0,17.0
1510929000,0.024,2.0,10.0,4.8,295.0,21.4
1510932600,0.023,3.0,8.0,4.3,292.0,39.2
1510936200,0.024,2.0,5.0,4.2,258.0,39.6
1510939800,0.025,,14.0,2.5,282.0,54.9
1510943400,0.023,,13.0,3.3,277.0,30.8
1510947000,0.021,8.0,15.0,3.3,224.0,44.3
1510950600,0.02,,18.0,3.8,132.0,42.3
1510954200,0.012,17.0,25.0,4.4,148.0,19.8
1510957800,0.006999999999999999,0.0,21.0,3.3,140.0,18.0
1510961400,0.004,6.0,16.0,1.9,110.0,41.6
1510965000,0.001,8.0,25.0,2.0,19.0,31.2
1510968600,0.001,17.0,24.0,1.9,8.0,21.6
1510972200,0.001,15.0,23.0,2.0,10.0,16.7
1510975800,0.001,17.0,19.0,2.3,10.0,20.1
1510979400,0.001,13.0,27.0,1.8,6.0,14.2
1510983000,0.001,9.0,22.0,2.4,10.0,24.8
1510986600,0.001,6.0,26.0,2.1,24.0,22.0
1510990200,0.001,8.0,20.0,1.9,11.0,20.3
1510993800,0.001,11.0,22.0,2.2,9.0,23.2
1510997400,0.001,19.0,23.0,1.6,39.0,41.4
1511001000,0.001,19.0,20.0,2.9,23.0,55.9
1511004600,0.002,12.0,20.0,3.1,71.0,42.2
1511008200,0.002,13.0,20.0,2.0,46.0,52.1
1511011800,0.002,20.0,20.0,1.7,66.0,54.0
1511015400,0.005,11.0,16.0,2.8,130.0,49.6
1511019000,0.006999999999999999,9.0,18.0,2.9,120.0,44.7
1511022600,0.012,10.0,20.0,5.0,134.0,21.0
1511026200,0.015,15.0,12.0,3.5,141.0,40.2
1511029800,0.008,16.0,15.0,2.2,44.0,27.5
1511033400,0.011000000000000001,8.0,13.0,3.5,118.0,25.5
1511037000,0.013000000000000001,9.0,12.0,4.1,124.0,38.8
1511040600,0.011000000000000001,5.0,12.0,4.6,134.0,39.6
1511044200,0.011000000000000001,9.0,10.0,2.7,78.0,44.4
1511047800,0.002,13.0,16.0,2.6,104.0,52.5
1511051400,0.004,11.0,26.0,2.8,134.0,48.2
1511055000,0.019,8.0,11.0,6.1,242.0,37.2
1511058600,0.013999999999999999,11.0,9.0,3.8,119.0,22.2
1511062200,0.02,7.0,10.0,7.1,151.0,16.4
1511065800,0.03,4.0,6.0,12.9,194.0,30.6
1511069400,0.018000000000000002,10.0,3.0,19.4,284.0,17.4
1511073000,0.02,6.0,,17.3,280.0,17.4
1511076600,0.02,3.0,,12.9,269.0,19.1
1511080200,0.018000000000000002,2.0,,12.8,257.0,18.2
1511083800,0.018000000000000002,0.0,4.0,11.2,266.0,18.6
1511087400,0.021,1.0,4.0,11.2,273.0,18.8
1511091000,0.024,4.0,13.0,11.5,281.0,19.1
1511094600,0.024,3.0,8.0,10.5,278.0,19.6
1511098200,0.025,4.0,3.0,7.5,264.0,21.6
1511101800,0.026000000000000002,3.0,4.0,9.9,272.0,19.9
1511105400,0.027000000000000003,1.0,7.0,8.2,265.0,22.5
1511109000,0.027999999999999997,0.0,7.0,10.4,267.0,21.0
1511112600,0.033,0.0,6.0,12.3,284.0,19.0
1511116200,0.034,-1.0,5.0,10.9,272.0,19.9
1511119800,0.033,4.0,7.0,10.2,268.0,21.6
1511123400,,5.0,4.0,9.9,253.0,19.5
1511127000,,5.0,6.0,11.1,271.0,18.5
1511130600,,5.0,10.0,9.4,269.0,20.0
1511134200,,3.0,7.0,10.3,281.0,21.1
1511137800,,6.0,12.0,9.5,279.0,19.3
1511141400,,10.0,9.0,9.9,267.0,21.1
1511145000,,7.0,10.0,9.9,273.0,21.2
1511148600,,6.0,9.0,9.0,264.0,20.1
1511152200,,6.0,9.0,9.0,261.0,20.4
1511155800,,7.0,9.0,9.9,267.0,20.5
1511159400,,4.0,8.0,11.4,270.0,19.3
1511163000,,1.0,16.0,8.9,281.0,19.5
1511166600,,11.0,11.0,7.2,250.0,19.6
1511170200,,14.0,14.0,9.8,236.0,18.4
1511173800,,8.0,16.0,10.6,236.0,15.3
1511177400,,12.0,20.0,9.8,238.0,17.6
1511181000,,13.0,16.0,8.3,217.0,20.4
1511184600,,13.0,17.0,8.7,207.0,18.3
1511188200,,14.0,18.0,8.3,221.0,19.8
1511191800,,15.0,17.0,9.6,229.0,19.9
1511195400,,8.0,16.0,8.7,233.0,23.5
1511199000,,4.0,16.0,8.1,234.0,21.2
1511202600,,6.0,14.0,9.6,216.0,21.7
1511206200,,11.0,16.0,9.1,210.0,20.1
1511209800,,11.0,16.0,8.7,211.0,19.0
1511213400,,8.0,13.0,7.8,198.0,19.0
1511217000,,7.0,13.0,4.8,193.0,18.7
1511220600,,6.0,10.0,5.5,189.0,17.5
1511224200,,7.0,10.0,5.7,184.0,16.4
1511227800,,7.0,13.0,4.8,181.0,20.5
1511231400,,8.0,15.0,3.8,158.0,17.8
1511235000,,7.0,12.0,5.1,148.0,13.9
1511238600,,8.0,8.0,3.0,147.0,18.6
1511242200,,6.0,9.0,4.4,162.0,16.6
1511245800,,15.0,13.0,3.5,149.0,19.5
1511249400,,9.0,13.0,3.5,145.0,46.2
1511253000,,4.0,12.0,5.0,151.0,15.5
1511256600,,6.0,8.0,2.3,164.0,32.4
1511260200,,6.0,8.0,2.1,153.0,41.9
1511263800,,9.0,11.0,2.9,131.0,25.9
1511267400,,7.0,13.0,4.3,135.0,14.9
1511271000,,9.0,24.0,7.1,205.0,27.1
1511274600,,7.0,21.0,12.2,211.0,18.3
1511278200,,9.0,17.0,12.9,211.0,20.1
1511281800,,11.0,17.0,12.4,212.0,20.4
1511285400,,5.0,19.0,12.9,219.0,19.4
1511289000,,,28.0,14.1,215.0,15.6
1511292600,,,14.0,10.3,210.0,19.0
1511296200,,,12.0,9.8,215.0,19.9
1511299800,,,9.0,8.7,213.0,16.2
1511303400,,,4.0,6.0,205.0,16.4
1511307000,,1.0,11.0,2.6,197.0,26.3
1511310600,,6.0,16.0,1.8,137.0,31.5
1511314200,,3.0,33.0,1.0,86.0,75.2
1511317800,,17.0,44.0,1.0,214.0,68.3
1511321400,,42.0,44.0,1.0,177.0,47.4
1511325000,,,34.0,0.9,199.0,49.6
1511328600,,6.0,24.0,2.1,228.0,20.3
1511332200,,12.0,22.0,3.3,239.0,14.5
1511335800,,7.0,20.0,6.6,282.0,17.8
1511339400,,1.0,2.0,11.2,304.0,16.2
1511343000,,1.0,2.0,6.8,292.0,19.1
1511346600,,,3.0,5.7,290.0,18.3
1511350200,,-1.0,11.0,7.5,298.0,15.9
1511353800,,9.0,11.0,6.6,316.0,17.1
1511357400,,6.0,13.0,9.3,322.0,15.1
1511361000,,2.0,10.0,9.7,316.0,15.2
1511364600,,1.0,11.0,9.9,316.0,15.2
1511368200,,2.0,11.0,9.7,307.0,18.1
1511371800,,2.0,16.0,10.0,298.0,17.2
1511375400,,5.0,12.0,9.6,300.0,16.1
1511379000,,2.0,11.0,8.2,291.0,17.9
1511382600,,1.0,7.0,8.5,304.0,16.5
1511386200,,3.0,12.0,8.5,307.0,15.1
1511389800,,6.0,14.0,6.7,314.0,14.5
1511393400,,4.0,12.0,8.6,321.0,14.3
1511397000,,5.0,10.0,6.7,318.0,19.3
1511400600,,0.0,10.0,4.1,297.0,18.8
1511404200,,2.0,8.0,2.9,270.0,21.1
1511407800,,9.0,8.0,2.5,263.0,18.1
1511411400,,8.0,12.0,1.3,260.0,27.7
1511415000,,11.0,9.0,1.0,200.0,62.8
1511418600,,7.0,13.0,1.5,206.0,23.9
1511422200,,6.0,18.0,1.2,342.0,24.1
1511425800,,5.0,18.0,0.7,296.0,35.6
1511429400,,6.0,16.0,1.2,5.0,39.5
1511433000,,15.0,17.0,1.3,13.0,20.8
1511436600,,9.0,15.0,1.3,357.0,17.6
1511440200,,9.0,18.0,1.1,357.0,19.7
1511443800,,9.0,16.0,0.7,322.0,41.1
1511447400,,3.0,19.0,1.2,276.0,36.7
1511451000,,2.0,15.0,2.4,247.0,58.1
1511454600,,,10.0,5.2,267.0,26.2
1511458200,,0.0,12.0,3.7,256.0,46.5
1511461800,,4.0,10.0,4.1,234.0,37.1
1511465400,,5.0,9.0,4.1,220.0,46.2
1511469000,,5.0,11.0,4.2,218.0,30.9
1511472600,,,11.0,4.7,201.0,20.4
1511476200,,2.0,11.0,3.8,191.0,17.6
1511479800,,1.0,13.0,1.8,208.0,34.1
1511483400,,0.0,21.0,1.5,248.0,38.7
1511487000,,10.0,15.0,3.9,249.0,21.7
1511490600,,7.0,13.0,4.3,233.0,16.0
1511494200,,4.0,14.0,3.0,225.0,27.2
1511497800,,19.0,17.0,1.1,60.0,46.2
1511501400,,,19.0,0.9,270.0,54.8
1511505000,,10.0,19.0,0.8,89.0,41.6
1511508600,,10.0,18.0,1.2,27.0,42.3
1511512200,,4.0,16.0,1.0,8.0,54.0
1511515800,,3.0,17.0,1.4,351.0,63.1
1511519400,,13.0,20.0,1.9,27.0,24.6
1511523000,,10.0,25.0,1.7,26.0,22.5
1511526600,,11.0,29.0,1.4,16.0,18.4
1511530200,,20.0,32.0,1.0,344.0,33.7
1511533800,,19.0,44.0,1.3,280.0,60.1
1511537400,,13.0,23.0,4.5,192.0,25.6
1511541000,,7.0,17.0,6.0,188.0,22.8
1511544600,,4.0,25.0,6.7,199.0,24.7
1511548200,,7.0,22.0,7.6,188.0,21.5
1511551800,,4.0,15.0,6.9,196.0,21.2
1511555400,,,8.0,5.6,186.0,23.3
1511559000,,,6.0,5.8,161.0,16.2
1511562600,,,-1.0,5.0,160.0,13.3
1511566200,,5.0,7.0,5.7,156.0,10.3
1511569800,,12.0,17.0,3.3,167.0,21.2
1511573400,,44.0,20.0,1.7,163.0,69.5
1511577000,,10.0,32.0,1.7,206.0,63.6
1511580600,,24.0,36.0,1.4,359.0,58.1
1511584200,,43.0,35.0,2.0,189.0,56.8
1511587800,,13.0,18.0,2.5,177.0,50.7
1511591400,,5.0,17.0,4.1,157.0,42.1
1511595000,,4.0,7.0,3.2,161.0,33.6
1511598600,,5.0,10.0,2.7,173.0,28.7
1511602200,,-2.0,16.0,3.6,153.0,30.9
1511605800,,,13.0,4.1,150.0,22.3
1511609400,,,11.0,4.8,202.0,16.0
1511613000,,7.0,24.0,7.9,215.0,15.2
1511616600,,5.0,7.0,8.3,222.0,16.4
1511620200,,9.0,26.0,10.7,233.0,16.8
1511623800,,7.0,17.0,11.2,238.0,16.8
1511627400,,9.0,22.0,9.7,234.0,18.7
1511631000,,6.0,15.0,8.9,248.0,18.5
1511634600,,,12.0,10.2,249.0,18.1
1511638200,,,13.0,11.8,265.0,20.0
1511641800,,,8.0,9.3,263.0,21.3
1511645400,,,3.0,10.2,275.0,18.3
1511649000,,2.0,,10.6,281.0,15.8
1511652600,,2.0,3.0,8.7,290.0,13.5
1511656200,,2.0,8.0,6.4,293.0,14.7
1511659800,,3.0,7.0,6.5,309.0,14.8
1511663400,,6.0,6.0,5.3,299.0,13.3
1511667000,,3.0,10.0,10.1,301.0,15.4
1511670600,,3.0,7.0,9.7,297.0,14.4
1511674200,,8.0,9.0,9.1,291.0,16.5
1511677800,,8.0,11.0,9.9,300.0,15.5
1511681400,,7.0,7.0,8.9,296.0,16.6
1511685000,,3.0,6.0,8.9,304.0,13.1
1511688600,,1.0,13.0,7.1,304.0,13.3
1511692200,,0.0,7.0,6.0,305.0,16.3
1511695800,,2.0,4.0,7.5,307.0,15.9
1511699400,,3.0,6.0,6.4,307.0,15.8
1511703000,,1.0,5.0,6.4,301.0,16.1
1511706600,,2.0,10.0,5.3,287.0,23.0
1511710200,,1.0,7.0,7.0,262.0,25.1
1511713800,,,8.0,6.8,294.0,28.5
1511717400,,,7.0,5.6,294.0,28.7
1511721000,,0.0,8.0,6.2,253.0,32.1
1511724600,,9.0,6.0,7.6,242.0,26.9
1511728200,,14.0,6.0,7.8,259.0,22.7
1511731800,,,11.0,8.2,240.0,18.9
1511735400,,,8.0,6.5,245.0,18.6
1511739000,,18.0,8.0,5.6,238.0,19.2
1511742600,,4.0,11.0,6.7,239.0,17.5
1511746200,,20.0,31.0,7.4,235.0,15.6
1511749800,,15.0,11.0,7.2,234.0,17.1
1511753400,,14.0,25.0,5.6,234.0,16.6
1511757000,,6.0,11.0,7.0,224.0,14.0
1511760600,,4.0,11.0,6.7,230.0,19.6
1511764200,,7.0,15.0,5.5,242.0,17.4
1511767800,,2.0,9.0,6.2,242.0,18.6
1511771400,,0.0,16.0,5.9,243.0,16.0
1511775000,,7.0,14.0,6.1,240.0,15.5
1511778600,,6.0,15.0,5.5,242.0,16.9
1511782200,,3.0,17.0,3.0,222.0,20.3
1511785800,,0.0,20.0,2.4,200.0,23.0
1511789400,,,22.0,3.4,210.0,20.2
1511793000,,12.0,22.0,5.0,228.0,19.0
1511796600,,8.0,,5.0,221.0,25.9
1511800200,,,,4.5,224.0,32.9
1511803800,0.027999999999999997,,22.0,4.9,239.0,29.0
1511807400,0.028999999999999998,16.0,22.0,6.1,229.0,22.4
1511811000,0.031,17.0,22.0,6.9,235.0,20.9
1511814600,0.031,,13.0,5.7,235.0,19.4
1511818200,0.024,3.0,6.0,2.6,266.0,21.2
1511821800,0.004,12.0,24.0,0.8,205.0,59.9
1511825400,0.001,19.0,32.0,1.7,22.0,9.1
1511829000,0.0,,30.0,2.4,26.0,12.0
1511832600,0.0,13.0,28.0,2.1,19.0,15.2
1511836200,0.001,17.0,29.0,1.7,21.0,20.8
1511839800,0.0,15.0,29.0,2.2,13.0,14.9
1511843400,0.001,29.0,28.0,1.3,21.0,41.4
1511847000,0.0,3.0,30.0,1.8,14.0,20.3
1511850600,0.001,18.0,32.0,1.2,13.0,36.6
1511854200,0.0,6.0,33.0,1.3,18.0,26.0
1511857800,0.0,17.0,31.0,1.5,18.0,29.5
1511861400,0.0,,29.0,1.3,23.0,34.4
1511865000,0.0,9.0,29.0,1.7,20.0,17.0
1511868600,0.001,16.0,28.0,2.1,21.0,19.7
1511872200,0.001,21.0,35.0,1.8,18.0,17.2
1511875800,0.005,15.0,46.0,1.7,16.0,17.6
1511879400,0.005,33.0,50.0,1.3,345.0,19.3
1511883000,0.005,29.0,61.0,1.4,336.0,59.3
1511886600,0.025,6.0,23.0,3.8,195.0,37.6
1511890200,0.034,6.0,33.0,6.6,192.0,22.6
1511893800,0.039,3.0,15.0,7.7,194.0,23.9
1511897400,0.039,5.0,14.0,7.1,186.0,23.1
1511901000,0.037000000000000005,3.0,12.0,6.4,197.0,18.8
1511904600,0.034,2.0,16.0,6.5,202.0,15.9
1511908200,0.027999999999999997,2.0,15.0,4.5,183.0,13.4
1511911800,0.027000000000000003,7.0,13.0,4.6,181.0,12.3
1511915400,0.027999999999999997,,10.0,5.3,179.0,15.0
1511919000,0.03,,5.0,4.2,172.0,52.7
1511922600,0.018000000000000002,3.0,7.0,2.6,190.0,38.5
1511926200,0.015,4.0,16.0,2.0,214.0,30.8
1511929800,0.012,7.0,23.0,2.4,211.0,36.3
1511933400,0.013000000000000001,6.0,13.0,3.5,201.0,21.4
1511937000,0.023,-2.0,17.0,4.8,239.0,16.9
1511940600,0.036000000000000004,,16.0,6.8,246.0,18.8
1511944200,0.037000000000000005,,12.0,7.4,243.0,18.3
1511947800,0.035,6.0,15.0,6.7,244.0,14.8
1511951400,0.03,,13.0,6.0,246.0,16.0
1511955000,0.023,,24.0,5.9,251.0,16.4
1511958600,0.024,7.0,31.0,5.2,267.0,18.5
1511962200,0.024,5.0,29.0,6.5,273.0,20.5
1511965800,0.03,6.0,27.0,9.9,307.0,17.9
1511969400,0.032,4.0,16.0,8.6,301.0,17.0
1511973000,0.032,10.0,20.0,8.5,268.0,21.0
1511976600,0.032,15.0,22.0,7.1,265.0,22.7
1511980200,0.034,7.0,38.0,7.2,294.0,19.6
1511983800,0.034,5.0,18.0,7.5,316.0,16.6
1511987400,0.033,11.0,9.0,5.6,324.0,18.6
1511991000,0.028999999999999998,,5.0,3.8,324.0,13.8
1511994600,0.01,,22.0,1.9,351.0,18.0
1511998200,0.008,10.0,18.0,1.7,20.0,23.4
1512001800,0.002,18.0,27.0,1.5,19.0,14.1
1512005400,0.001,25.0,33.0,1.9,25.0,14.3
1512009000,0.0,12.0,27.0,2.4,14.0,16.9
1512012600,0.0,8.0,22.0,2.5,20.0,14.6
1512016200,0.0,14.0,21.0,2.2,20.0,19.1
1512019800,0.0,10.0,24.0,2.0,3.0,17.5
1512023400,0.001,23.0,25.0,1.4,8.0,30.5
1512027000,0.0,7.0,23.0,2.0,8.0,25.0
1512030600,0.0,12.0,26.0,1.5,5.0,20.6
1512034200,0.0,7.0,18.0,1.6,12.0,27.5
1512037800,0.0,11.0,22.0,2.0,10.0,19.1
1512041400,0.0,7.0,26.0,2.1,9.0,19.6
1512045000,0.001,14.0,26.0,2.2,18.0,23.0
1512048600,0.001,16.0,41.0,1.7,5.0,29.5
1512052200,0.002,18.0,68.0,2.0,354.0,22.0
1512055800,0.009000000000000001,20.0,61.0,3.9,152.0,54.6
1512059400,0.027999999999999997,16.0,37.0,5.4,179.0,25.5
1512063000,0.044000000000000004,12.0,55.0,8.8,204.0,21.2
1512066600,0.049,12.0,34.0,11.1,215.0,19.5
1512070200,0.045,12.0,28.0,11.1,221.0,17.2
1512073800,0.043,9.0,27.0,9.8,210.0,20.1
1512077400,0.043,15.0,27.0,9.9,242.0,24.3
1512081000,0.037000000000000005,7.0,4.0,7.6,273.0,18.0
1512084600,0.031,12.0,6.0,6.2,235.0,20.7
1512088200,0.031,15.0,7.0,6.7,275.0,17.2
1512091800,0.031,15.0,19.0,6.3,286.0,14.7
1512095400,0.024,18.0,25.0,4.0,263.0,16.4
1512099000,0.02,21.0,23.0,5.3,248.0,13.1
1512102600,0.018000000000000002,17.0,22.0,5.0,257.0,14.3
1512106200,0.013999999999999999,23.0,27.0,4.3,268.0,12.2
1512109800,0.006,19.0,25.0,1.3,237.0,31.0
1512113400,0.004,22.0,33.0,1.8,215.0,14.0
1512117000,0.003,24.0,29.0,1.1,239.0,55.9
1512120600,0.003,22.0,25.0,0.8,346.0,56.6
1512124200,0.003,21.0,33.0,1.2,14.0,33.7
1512127800,0.003,21.0,27.0,0.8,3.0,56.6
1512131400,0.003,18.0,28.0,2.2,231.0,22.1
1512135000,0.004,26.0,30.0,1.8,255.0,26.9
1512138600,0.008,24.0,34.0,3.7,211.0,15.9
1512142200,0.011000000000000001,20.0,34.0,3.7,224.0,18.6
1512145800,0.013999999999999999,34.0,37.0,2.9,241.0,34.2
1512149400,0.027000000000000003,1.0,18.0,3.2,253.0,42.2
1512153000,0.031,,17.0,3.0,252.0,52.6
