EpochTime,3.feed_23.CO_PPM,3.feed_23.PM10_UG_M3
1486636200,0.2,6.0
1486639800,0.2,16.0
1486643400,0.2,4.0
1486647000,0.2,6.0
1486650600,0.2,7.0
1486654200,0.2,
1486657800,0.2,5.0
1486661400,0.2,9.0
1486665000,0.2,12.0
1486668600,0.2,10.0
1486672200,0.2,12.0
1486675800,0.2,14.0
1486679400,0.2,7.0
1486683000,0.2,7.0
1486686600,0.2,8.0
1486690200,0.2,9.0
1486693800,0.2,10.0
1486697400,0.2,10.0
1486701000,0.2,10.0
1486704600,0.2,8.0
1486708200,0.2,8.0
1486711800,0.2,8.0
1486715400,0.2,10.0
1486719000,0.2,12.0
1486722600,0.2,18.0
1486726200,0.3,17.0
1486729800,0.3,18.0
1486733400,0.3,21.0
1486737000,0.3,20.0
1486740600,0.3,14.0
1486744200,0.3,15.0
1486747800,0.2,15.0
1486751400,0.2,17.0
1486755000,0.2,17.0
1486758600,0.3,19.0
1486762200,0.3,31.0
1486765800,0.3,30.0
1486769400,0.3,34.0
1486773000,0.3,27.0
1486776600,0.4,25.0
1486780200,0.4,33.0
1486783800,0.4,28.0
1486787400,0.3,18.0
1486791000,0.2,11.0
1486794600,0.2,10.0
1486798200,0.2,9.0
1486801800,0.2,10.0
1486805400,0.2,7.0
1486809000,0.2,7.0
1486812600,0.2,7.0
1486816200,0.2,10.0
1486819800,0.2,10.0
1486823400,0.2,13.0
1486827000,0.3,19.0
1486830600,0.2,23.0
1486834200,0.2,22.0
1486837800,0.2,21.0
1486841400,0.2,21.0
1486845000,0.3,30.0
1486848600,0.3,30.0
1486852200,0.3,28.0
1486855800,0.4,38.0
1486859400,0.4,35.0
1486863000,0.9,56.0
1486866600,1.1,41.0
1486870200,0.9,33.0
1486873800,0.9,28.0
1486877400,0.8,25.0
1486881000,0.6,20.0
1486884600,0.6,18.0
1486888200,0.5,17.0
1486891800,0.5,17.0
1486895400,0.7,17.0
1486899000,0.6,17.0
1486902600,0.6,15.0
1486906200,0.4,18.0
1486909800,0.3,11.0
1486913400,0.3,8.0
1486917000,0.3,8.0
1486920600,0.3,6.0
1486924200,0.3,8.0
1486927800,0.3,6.0
1486931400,0.2,4.0
1486935000,0.2,7.0
1486938600,0.2,9.0
1486942200,0.2,8.0
1486945800,0.2,7.0
1486949400,0.2,2.0
1486953000,0.2,5.0
1486956600,0.2,6.0
1486960200,0.2,7.0
1486963800,0.2,11.0
1486967400,0.2,5.0
1486971000,0.2,9.0
1486974600,0.2,9.0
1486978200,0.2,5.0
1486981800,0.2,5.0
1486985400,0.2,11.0
1486989000,0.2,19.0
1486992600,0.2,28.0
1486996200,0.2,24.0
1486999800,0.2,17.0
1487003400,0.2,14.0
1487007000,0.2,11.0
1487010600,0.2,12.0
1487014200,0.2,13.0
1487017800,0.2,14.0
1487021400,0.3,16.0
1487025000,0.3,19.0
1487028600,0.3,20.0
1487032200,0.3,17.0
1487035800,0.4,23.0
1487039400,0.4,27.0
1487043000,0.5,24.0
1487046600,0.6,24.0
1487050200,0.6,21.0
1487053800,0.6,17.0
1487057400,0.6,18.0
1487061000,0.5,14.0
1487064600,0.5,13.0
1487068200,0.5,18.0
1487071800,0.4,27.0
1487075400,0.4,43.0
1487079000,0.4,50.0
1487082600,0.3,26.0
1487086200,0.3,34.0
1487089800,0.2,36.0
1487093400,0.3,34.0
1487097000,0.3,110.0
1487100600,0.3,60.0
1487104200,0.3,62.0
1487107800,0.3,43.0
1487111400,0.3,39.0
1487115000,0.3,34.0
1487118600,0.2,26.0
1487122200,0.2,21.0
1487125800,0.3,22.0
1487129400,0.3,17.0
1487133000,0.2,12.0
1487136600,0.2,14.0
1487140200,0.2,23.0
1487143800,0.2,25.0
1487147400,0.2,12.0
1487151000,0.2,11.0
1487154600,0.2,11.0
1487158200,0.2,12.0
1487161800,0.2,9.0
1487165400,0.2,13.0
1487169000,0.2,18.0
1487172600,0.2,16.0
1487179800,0.2,
1487183400,0.2,13.0
1487187000,0.2,8.0
1487190600,0.3,14.0
1487194200,0.3,14.0
1487197800,0.3,13.0
1487201400,0.2,12.0
1487205000,0.2,7.0
1487208600,0.2,8.0
1487212200,0.2,5.0
1487215800,0.2,4.0
1487219400,0.2,5.0
1487223000,0.2,5.0
1487226600,0.2,4.0
1487230200,0.2,4.0
1487233800,0.2,5.0
1487237400,0.2,5.0
1487241000,0.2,4.0
1487244600,0.2,6.0
1487248200,0.2,9.0
1487251800,0.2,6.0
1487255400,0.2,16.0
1487259000,0.2,17.0
1487262600,,18.0
1487266200,0.2,20.0
1487269800,0.2,16.0
1487273400,0.2,15.0
1487277000,0.2,19.0
1487280600,0.2,20.0
1487284200,0.2,20.0
1487287800,0.2,18.0
1487291400,0.2,23.0
1487295000,0.3,19.0
1487298600,0.3,17.0
1487302200,0.4,20.0
1487305800,0.5,21.0
1487309400,0.5,20.0
1487313000,0.6,19.0
1487316600,0.5,17.0
1487320200,0.3,13.0
1487323800,0.3,14.0
1487327400,0.4,27.0
1487331000,0.3,34.0
1487334600,0.3,49.0
1487338200,0.4,62.0
1487341800,0.3,54.0
1487345400,0.4,55.0
1487349000,0.4,60.0
1487352600,0.3,47.0
1487356200,0.4,50.0
1487359800,0.3,39.0
1487363400,0.3,42.0
1487367000,0.3,49.0
1487370600,0.4,55.0
1487374200,0.5,67.0
1487377800,0.8,87.0
1487381400,1.0,93.0
1487385000,0.9,75.0
1487388600,1.0,68.0
1487392200,1.1,65.0
1487395800,1.0,50.0
1487399400,1.0,41.0
1487403000,1.2,40.0
1487406600,1.4,50.0
1487410200,1.2,39.0
1487413800,1.0,31.0
1487417400,0.9,26.0
1487421000,0.6,17.0
1487424600,0.4,19.0
1487428200,0.3,34.0
1487431800,0.2,44.0
1487435400,0.2,44.0
1487439000,0.3,39.0
1487442600,0.3,65.0
1487446200,0.3,34.0
1487449800,0.3,40.0
1487453400,0.3,33.0
1487457000,0.3,37.0
1487460600,0.3,32.0
1487464200,0.3,32.0
1487467800,0.3,33.0
1487471400,0.3,35.0
1487475000,0.3,35.0
1487478600,0.3,25.0
1487482200,0.3,17.0
1487485800,0.2,14.0
1487489400,0.2,11.0
1487493000,0.2,11.0
1487496600,0.2,11.0
1487500200,0.2,11.0
1487503800,0.2,13.0
1487507400,0.2,15.0
1487511000,0.3,19.0
1487514600,0.3,23.0
1487518200,0.3,31.0
1487521800,0.3,40.0
1487525400,0.3,37.0
1487529000,0.3,30.0
1487532600,0.3,20.0
1487536200,0.2,16.0
1487539800,0.2,16.0
1487543400,0.2,21.0
1487547000,0.3,29.0
1487550600,0.3,33.0
1487554200,0.4,41.0
1487557800,0.3,33.0
1487561400,0.3,29.0
1487565000,0.3,25.0
1487568600,0.2,22.0
1487572200,0.3,22.0
1487575800,0.5,27.0
1487579400,0.5,30.0
1487583000,0.5,27.0
1487586600,0.6,36.0
1487590200,0.7,53.0
1487593800,0.8,55.0
1487597400,0.8,68.0
1487601000,0.7,67.0
1487604600,0.6,53.0
1487608200,0.4,36.0
1487611800,0.3,28.0
1487615400,0.3,25.0
1487619000,0.3,25.0
1487622600,0.3,32.0
1487626200,0.4,35.0
1487629800,0.4,41.0
1487633400,0.4,40.0
1487637000,0.6,52.0
1487640600,0.7,51.0
1487644200,0.6,45.0
1487647800,0.6,43.0
1487651400,0.4,27.0
1487655000,0.5,26.0
1487658600,0.4,20.0
1487662200,0.4,17.0
1487665800,0.4,17.0
1487669400,0.6,20.0
1487673000,0.8,34.0
1487676600,1.1,68.0
1487680200,0.9,90.0
1487683800,0.6,70.0
1487687400,0.3,45.0
1487691000,0.3,37.0
1487694600,0.3,42.0
1487698200,0.3,67.0
1487701800,0.3,47.0
1487705400,0.3,84.0
1487709000,0.3,62.0
1487712600,0.4,70.0
1487716200,0.4,52.0
1487719800,0.7,67.0
1487723400,0.8,79.0
1487727000,0.4,34.0
1487730600,0.4,58.0
1487734200,0.4,45.0
1487737800,0.3,36.0
1487741400,0.4,57.0
1487745000,0.5,50.0
1487748600,0.5,38.0
1487752200,0.6,40.0
1487755800,0.7,45.0
1487759400,0.6,49.0
1487763000,0.6,73.0
1487766600,0.7,121.0
1487770200,1.0,141.0
1487773800,0.5,66.0
1487777400,0.4,49.0
1487781000,0.3,55.0
1487784600,0.3,49.0
1487788200,0.3,37.0
1487791800,0.3,54.0
1487795400,0.3,53.0
1487799000,0.3,49.0
1487802600,0.3,39.0
1487806200,0.4,35.0
1487809800,0.3,44.0
1487813400,0.3,40.0
1487817000,0.3,32.0
1487820600,0.3,21.0
1487824200,0.3,18.0
1487827800,0.2,15.0
1487831400,0.2,12.0
1487835000,0.2,9.0
1487838600,0.2,10.0
1487842200,0.2,10.0
1487845800,0.2,9.0
1487849400,0.2,11.0
1487853000,0.3,14.0
1487856600,0.3,14.0
1487860200,0.3,18.0
1487863800,0.3,34.0
1487867400,0.3,26.0
1487871000,0.3,33.0
1487874600,0.3,28.0
1487878200,0.3,34.0
1487881800,0.3,43.0
1487885400,0.3,41.0
1487889000,0.3,37.0
1487892600,0.3,28.0
1487896200,0.3,28.0
1487899800,0.3,20.0
1487903400,0.4,30.0
1487907000,0.3,19.0
1487910600,0.3,19.0
1487914200,0.3,15.0
1487917800,0.3,16.0
1487921400,0.3,14.0
1487925000,0.3,13.0
1487928600,0.4,17.0
1487932200,0.3,15.0
1487935800,0.3,12.0
1487939400,0.3,19.0
1487943000,0.3,31.0
1487946600,0.3,60.0
1487950200,0.3,56.0
1487953800,0.2,65.0
1487957400,0.3,71.0
1487961000,0.2,73.0
1487964600,0.2,98.0
1487968200,0.2,67.0
1487971800,0.2,24.0
1487975400,0.2,25.0
1487979000,0.3,30.0
1487982600,0.4,28.0
1487986200,0.9,76.0
1487989800,0.6,47.0
1487993400,0.3,23.0
1487997000,0.2,32.0
1488000600,0.2,25.0
1488004200,0.2,19.0
1488007800,0.2,12.0
1488011400,0.2,20.0
1488015000,0.2,7.0
1488018600,0.2,5.0
1488022200,0.2,4.0
1488025800,0.2,5.0
1488029400,0.2,-2.0
1488033000,0.2,-3.0
1488036600,0.2,6.0
1488040200,0.2,9.0
1488043800,0.2,11.0
1488047400,0.2,4.0
1488051000,0.2,15.0
1488054600,0.2,6.0
1488058200,0.2,8.0
1488061800,0.2,10.0
1488065400,0.2,7.0
1488069000,0.2,6.0
1488072600,0.2,6.0
1488076200,0.2,4.0
1488079800,0.2,7.0
1488083400,0.2,7.0
1488087000,0.2,6.0
1488090600,0.2,7.0
1488094200,0.2,5.0
1488097800,0.2,6.0
1488101400,0.2,10.0
1488105000,0.2,7.0
1488108600,0.2,7.0
1488112200,0.2,7.0
1488115800,0.2,11.0
1488119400,0.2,10.0
1488123000,0.2,9.0
1488126600,0.2,8.0
1488130200,0.2,8.0
1488133800,0.2,6.0
1488137400,0.2,7.0
1488141000,0.2,6.0
1488144600,0.2,7.0
1488148200,0.2,7.0
1488151800,0.2,9.0
1488155400,0.2,10.0
1488159000,0.2,9.0
1488162600,0.2,9.0
1488166200,0.2,7.0
1488169800,0.2,6.0
1488173400,0.2,5.0
1488177000,0.2,7.0
1488180600,0.2,6.0
1488184200,0.2,6.0
1488187800,0.2,8.0
1488191400,0.2,8.0
1488195000,0.2,12.0
1488198600,0.3,23.0
1488202200,0.3,30.0
1488205800,0.2,43.0
1488209400,0.2,37.0
1488213000,0.2,26.0
1488216600,0.2,29.0
1488220200,,33.0
1488223800,0.1,23.0
1488227400,0.1,13.0
1488231000,0.1,5.0
1488234600,0.2,5.0
1488238200,0.1,7.0
1488241800,0.1,8.0
1488245400,0.2,9.0
1488249000,0.2,10.0
1488252600,0.3,13.0
1488256200,0.3,14.0
1488259800,0.3,15.0
1488263400,0.5,15.0
1488267000,0.4,15.0
1488270600,0.4,12.0
1488274200,0.4,15.0
1488277800,0.5,16.0
1488281400,0.7,22.0
1488285000,0.9,34.0
1488288600,0.9,35.0
1488292200,1.1,44.0
1488295800,0.7,45.0
1488299400,0.2,29.0
1488303000,0.2,29.0
1488306600,0.2,22.0
1488310200,0.1,21.0
1488313800,0.1,20.0
1488317400,0.1,20.0
1488321000,0.1,14.0
1488324600,0.1,7.0
1488328200,0.1,9.0
1488331800,0.1,7.0
1488335400,0.1,9.0
1488339000,0.1,1.0
1488342600,0.1,2.0
1488346200,0.1,2.0
1488349800,0.1,6.0
1488353400,0.1,6.0
1488357000,0.1,6.0
1488360600,0.1,11.0
1488364200,0.1,10.0
1488367800,0.1,-2.0
1488371400,0.0,0.0
1488375000,0.1,4.0
1488378600,0.1,2.0
1488382200,0.1,8.0
1488385800,0.1,7.0
1488389400,0.0,
1488393000,0.0,0.0
1488396600,0.0,10.0
1488400200,0.1,29.0
1488403800,0.1,28.0
1488407400,0.1,23.0
1488411000,0.1,16.0
1488414600,0.1,1.0
1488418200,0.1,4.0
1488421800,0.1,7.0
1488425400,0.1,2.0
1488429000,0.1,9.0
1488432600,0.1,7.0
1488436200,0.1,0.0
1488439800,0.1,5.0
1488443400,0.1,-2.0
1488447000,0.1,3.0
1488450600,0.1,4.0
1488454200,0.1,6.0
1488457800,0.1,7.0
1488461400,0.1,27.0
1488465000,0.1,
1488468600,0.1,
1488472200,0.1,19.0
1488475800,0.1,6.0
1488479400,0.1,9.0
1488483000,0.1,10.0
1488486600,0.1,11.0
1488490200,0.2,14.0
1488493800,0.2,10.0
1488497400,0.2,9.0
1488501000,0.1,24.0
1488504600,0.1,4.0
1488508200,0.1,10.0
1488511800,0.1,5.0
1488515400,0.1,5.0
1488519000,0.1,6.0
1488522600,0.1,5.0
1488526200,0.1,1.0
1488529800,0.1,11.0
1488533400,0.1,4.0
1488537000,0.1,9.0
1488540600,0.1,13.0
1488544200,0.1,14.0
1488547800,0.1,13.0
1488551400,0.1,10.0
1488555000,0.1,11.0
1488558600,0.1,10.0
1488562200,0.1,25.0
1488565800,0.1,12.0
1488569400,0.1,12.0
1488573000,0.1,16.0
1488576600,0.1,10.0
1488580200,0.1,11.0
1488583800,0.1,10.0
1488587400,0.1,10.0
1488591000,0.1,11.0
1488594600,0.1,9.0
1488598200,0.1,12.0
1488601800,0.2,13.0
1488605400,0.1,11.0
1488609000,0.1,9.0
1488612600,0.1,8.0
1488616200,0.1,8.0
1488619800,0.1,8.0
1488623400,0.1,8.0
1488627000,0.1,7.0
1488630600,0.1,10.0
1488634200,0.1,10.0
1488637800,0.1,9.0
1488641400,0.1,7.0
1488645000,0.1,7.0
1488648600,0.1,5.0
1488652200,0.1,5.0
1488655800,0.1,6.0
1488659400,0.1,8.0
1488663000,0.1,8.0
1488666600,0.1,10.0
1488670200,0.1,10.0
1488673800,0.1,8.0
1488677400,0.1,9.0
1488681000,0.1,8.0
1488684600,0.1,9.0
1488688200,0.1,8.0
1488691800,0.1,8.0
1488695400,0.1,6.0
1488699000,0.1,5.0
1488702600,0.1,6.0
1488706200,0.1,5.0
1488709800,0.1,4.0
1488713400,0.1,6.0
1488717000,0.1,7.0
1488720600,0.1,6.0
1488724200,0.3,8.0
1488727800,0.3,7.0
1488731400,0.2,4.0
1488735000,0.3,6.0
1488738600,0.3,5.0
1488742200,0.3,8.0
1488745800,0.2,10.0
1488749400,0.2,11.0
1488753000,0.1,11.0
1488756600,0.1,11.0
1488760200,0.2,13.0
1488763800,0.3,26.0
1488767400,0.3,25.0
1488771000,0.6,21.0
1488774600,0.8,22.0
1488778200,0.4,18.0
1488781800,0.4,17.0
1488785400,0.3,15.0
1488789000,0.4,19.0
1488792600,0.5,24.0
1488796200,0.5,24.0
1488799800,0.6,36.0
1488803400,0.8,65.0
1488807000,0.4,54.0
1488810600,0.1,19.0
1488814200,0.1,7.0
1488817800,0.1,9.0
1488821400,0.1,22.0
1488825000,0.1,23.0
1488828600,0.1,30.0
1488832200,0.1,29.0
1488835800,0.1,21.0
1488839400,0.1,18.0
1488843000,0.1,15.0
1488846600,0.1,12.0
1488850200,0.1,12.0
1488853800,0.1,12.0
1488857400,0.1,10.0
1488861000,0.1,9.0
1488864600,0.1,9.0
1488868200,0.1,8.0
1488871800,0.1,7.0
1488875400,0.1,7.0
1488879000,0.1,9.0
1488882600,0.1,8.0
1488886200,0.1,11.0
1488889800,0.1,13.0
1488893400,0.1,17.0
1488897000,0.1,18.0
1488900600,0.1,18.0
1488904200,0.1,24.0
1488907800,0.1,15.0
1488911400,0.1,14.0
1488915000,0.1,11.0
1488918600,0.1,11.0
1488922200,0.1,10.0
1488925800,0.1,8.0
1488929400,0.1,7.0
1488933000,0.1,9.0
1488936600,0.1,10.0
1488940200,0.1,5.0
1488943800,0.1,0.0
1488947400,0.1,4.0
1488951000,0.1,4.0
1488954600,0.1,4.0
1488958200,0.1,3.0
1488961800,0.1,3.0
1488965400,0.1,2.0
1488969000,0.1,3.0
1488972600,0.1,4.0
1488976200,0.1,7.0
1488979800,0.2,11.0
1488983400,0.2,11.0
1488987000,0.2,16.0
1488990600,0.2,11.0
1488994200,0.1,7.0
1488997800,0.1,16.0
1489001400,0.1,47.0
1489005000,0.2,29.0
1489008600,0.1,24.0
1489012200,0.2,23.0
1489015800,0.1,17.0
1489019400,0.1,15.0
1489023000,0.1,12.0
1489026600,0.1,10.0
1489030200,0.1,12.0
1489033800,0.1,10.0
1489037400,0.1,8.0
1489041000,0.1,13.0
1489044600,0.1,7.0
1489048200,0.1,7.0
1489051800,0.1,8.0
1489055400,0.1,11.0
1489059000,0.2,15.0
1489062600,0.2,15.0
1489066200,0.1,8.0
1489069800,0.1,3.0
1489073400,0.1,6.0
1489077000,0.1,7.0
1489080600,0.1,8.0
1489084200,0.1,11.0
1489087800,0.1,14.0
1489091400,0.1,15.0
1489095000,0.2,15.0
1489098600,0.2,21.0
1489102200,0.2,16.0
1489105800,0.1,11.0
1489109400,0.1,12.0
1489113000,0.1,22.0
1489116600,0.1,12.0
1489120200,0.1,6.0
1489123800,0.1,2.0
1489127400,0.2,3.0
1489131000,0.2,2.0
1489134600,0.2,4.0
1489138200,0.1,3.0
1489141800,0.1,6.0
1489145400,0.1,9.0
1489149000,0.1,8.0
1489152600,0.1,8.0
1489156200,0.1,4.0
1489159800,0.1,4.0
1489163400,0.1,4.0
1489167000,0.1,9.0
1489170600,0.1,6.0
1489174200,0.1,17.0
1489177800,0.1,7.0
1489181400,0.1,9.0
1489185000,0.1,10.0
1489188600,0.1,12.0
1489192200,0.1,10.0
1489195800,0.1,8.0
1489199400,0.1,7.0
1489203000,0.1,8.0
1489206600,0.1,7.0
1489210200,0.1,8.0
1489213800,0.1,8.0
1489217400,0.1,7.0
1489221000,0.1,5.0
1489224600,0.1,5.0
1489228200,0.1,4.0
1489231800,0.1,8.0
1489235400,0.1,8.0
1489239000,0.1,5.0
1489242600,0.1,5.0
1489246200,0.1,5.0
1489249800,0.1,6.0
1489253400,0.1,8.0
1489257000,0.1,6.0
1489260600,0.1,7.0
1489264200,0.1,7.0
1489267800,0.1,7.0
1489271400,0.1,9.0
1489275000,0.1,11.0
1489278600,0.1,13.0
1489282200,0.1,14.0
1489285800,0.1,13.0
1489289400,0.2,12.0
1489293000,0.1,10.0
1489296600,0.1,9.0
1489300200,0.1,8.0
1489303800,0.2,14.0
1489307400,0.2,13.0
1489311000,0.2,10.0
1489314600,0.2,11.0
1489318200,0.2,12.0
1489321800,0.1,13.0
1489325400,0.1,14.0
1489329000,0.1,6.0
1489332600,0.1,7.0
1489336200,0.1,9.0
1489339800,0.1,8.0
1489343400,0.1,7.0
1489347000,0.1,7.0
1489350600,0.1,8.0
1489354200,0.1,10.0
1489357800,0.1,11.0
1489361400,0.1,9.0
1489365000,0.1,10.0
1489368600,0.1,11.0
1489372200,0.1,12.0
1489375800,0.2,16.0
1489379400,0.3,16.0
1489383000,0.1,8.0
1489386600,0.1,6.0
1489390200,0.1,3.0
1489393800,0.1,3.0
1489397400,0.1,7.0
1489401000,0.1,18.0
1489404600,0.1,56.0
1489408200,0.2,35.0
1489411800,0.2,27.0
1489415400,0.2,31.0
1489419000,0.2,43.0
1489422600,0.2,41.0
1489426200,,48.0
1489429800,0.2,52.0
1489433400,0.2,72.0
1489437000,0.3,89.0
1489440600,0.3,66.0
1489444200,0.2,41.0
1489447800,0.2,23.0
1489451400,0.3,18.0
1489455000,0.2,16.0
1489458600,0.2,15.0
1489462200,0.3,17.0
1489465800,0.3,15.0
1489469400,0.3,15.0
1489473000,0.2,13.0
1489476600,0.3,14.0
1489480200,0.2,16.0
1489483800,0.2,14.0
1489487400,0.3,21.0
1489491000,0.3,19.0
1489494600,0.3,14.0
1489498200,0.2,8.0
1489501800,0.2,7.0
1489505400,,6.0
1489509000,0.3,8.0
1489512600,0.3,25.0
1489516200,0.4,9.0
1489519800,0.3,18.0
1489523400,0.3,25.0
1489527000,0.3,16.0
1489530600,0.3,13.0
1489534200,0.3,11.0
1489537800,0.3,15.0
1489541400,0.2,12.0
1489545000,0.2,26.0
1489548600,0.2,25.0
1489552200,0.2,6.0
1489555800,0.2,3.0
1489559400,0.2,5.0
1489563000,0.2,5.0
1489566600,0.2,6.0
1489570200,0.2,6.0
1489573800,0.2,10.0
1489577400,0.2,8.0
1489581000,0.3,8.0
1489584600,0.2,12.0
1489588200,0.2,8.0
1489591800,0.2,8.0
1489595400,0.2,8.0
1489599000,0.2,6.0
1489602600,0.2,8.0
1489606200,0.2,18.0
1489609800,0.3,21.0
1489613400,0.2,20.0
1489617000,0.2,18.0
1489620600,0.2,17.0
1489624200,0.2,16.0
1489627800,0.2,14.0
1489631400,0.2,12.0
1489635000,0.2,12.0
1489638600,0.2,11.0
1489642200,0.2,11.0
1489645800,0.2,12.0
1489649400,0.2,12.0
1489653000,0.2,9.0
1489656600,0.2,9.0
1489660200,0.2,10.0
1489663800,0.2,12.0
1489667400,0.2,15.0
1489671000,0.2,16.0
1489674600,0.2,18.0
1489678200,0.2,21.0
1489681800,0.2,20.0
1489685400,0.2,19.0
1489689000,0.2,17.0
1489692600,0.2,19.0
1489696200,0.2,18.0
1489699800,0.2,19.0
1489703400,0.2,18.0
1489707000,0.2,18.0
1489710600,0.2,18.0
1489714200,0.3,23.0
1489717800,0.3,24.0
1489721400,0.5,35.0
1489725000,0.5,37.0
1489728600,0.6,38.0
1489732200,0.6,35.0
1489735800,0.6,26.0
1489739400,0.5,21.0
1489743000,0.6,24.0
1489746600,0.7,34.0
1489750200,0.9,41.0
1489753800,0.9,59.0
1489757400,0.7,94.0
1489761000,0.6,94.0
1489764600,0.2,22.0
1489768200,0.2,22.0
1489771800,0.2,22.0
1489775400,0.2,20.0
1489779000,0.2,26.0
1489782600,0.2,24.0
1489786200,0.3,14.0
1489789800,0.3,10.0
1489793400,0.3,9.0
1489797000,0.3,10.0
1489800600,0.4,13.0
1489804200,0.5,13.0
1489807800,0.4,13.0
1489811400,0.3,11.0
1489815000,0.3,11.0
1489818600,0.4,12.0
1489822200,0.4,12.0
1489825800,0.4,13.0
1489829400,0.3,12.0
1489833000,0.3,8.0
1489836600,0.3,10.0
1489840200,0.3,11.0
1489843800,0.3,12.0
1489847400,0.3,12.0
1489851000,0.3,10.0
1489854600,0.3,9.0
1489858200,0.2,11.0
1489861800,0.2,11.0
1489865400,0.2,10.0
1489869000,0.2,7.0
1489872600,0.2,8.0
1489876200,0.2,10.0
1489879800,0.2,8.0
1489883400,0.3,8.0
1489887000,0.3,7.0
1489890600,0.3,6.0
1489894200,0.3,6.0
1489897800,0.2,6.0
1489901400,0.2,5.0
1489905000,0.2,5.0
1489908600,0.2,4.0
1489912200,0.2,6.0
1489915800,0.2,9.0
1489919400,0.2,5.0
1489923000,0.2,8.0
1489926600,0.2,7.0
1489930200,0.2,9.0
1489933800,0.2,13.0
1489937400,0.2,16.0
1489941000,0.2,13.0
1489944600,0.2,15.0
1489948200,0.3,14.0
1489951800,0.2,16.0
1489955400,0.2,18.0
1489959000,0.2,14.0
1489962600,0.2,14.0
1489966200,0.2,14.0
1489969800,0.2,12.0
1489973400,0.2,12.0
1489977000,0.2,11.0
1489980600,0.2,10.0
1489984200,0.2,11.0
1489987800,0.2,10.0
1489991400,0.3,12.0
1489995000,0.3,13.0
1489998600,0.2,12.0
1490002200,0.2,13.0
1490005800,0.3,17.0
1490009400,0.3,24.0
1490013000,0.4,28.0
1490016600,0.3,25.0
1490020200,0.3,20.0
1490023800,0.3,16.0
1490027400,0.3,18.0
1490031000,0.2,22.0
1490034600,0.2,20.0
1490038200,0.2,24.0
1490041800,0.3,22.0
1490045400,0.3,26.0
1490049000,0.3,24.0
1490052600,0.3,21.0
1490056200,0.3,18.0
1490059800,0.3,19.0
1490063400,0.3,19.0
1490067000,0.4,23.0
1490070600,0.4,23.0
1490074200,0.3,15.0
1490077800,0.4,20.0
1490081400,0.4,22.0
1490085000,0.4,23.0
1490088600,0.3,21.0
1490092200,0.4,28.0
1490095800,0.4,37.0
1490099400,0.4,43.0
1490103000,0.3,52.0
1490106600,0.3,26.0
1490110200,0.3,18.0
1490113800,0.2,17.0
1490117400,0.2,16.0
1490121000,0.2,15.0
1490124600,0.2,14.0
1490128200,0.2,20.0
1490131800,0.2,12.0
1490135400,0.2,19.0
1490139000,0.2,12.0
1490142600,0.2,10.0
1490146200,0.2,8.0
1490149800,0.2,8.0
1490153400,0.2,17.0
1490157000,0.1,9.0
1490160600,0.1,8.0
1490164200,0.1,4.0
1490167800,0.1,2.0
1490171400,0.1,3.0
1490175000,0.1,7.0
1490178600,0.2,9.0
1490182200,0.2,11.0
1490185800,0.2,13.0
1490189400,0.2,10.0
1490193000,0.2,3.0
1490196600,0.2,8.0
1490200200,0.2,19.0
1490203800,0.2,13.0
1490207400,0.2,13.0
1490211000,0.2,
1490214600,0.2,5.0
1490218200,0.2,9.0
1490221800,0.2,11.0
1490225400,0.2,12.0
1490229000,0.2,12.0
1490232600,0.2,12.0
1490236200,0.2,11.0
1490239800,0.2,9.0
1490243400,0.2,9.0
1490247000,0.2,8.0
1490250600,0.2,9.0
1490254200,0.2,8.0
1490257800,0.2,10.0
1490261400,0.2,11.0
1490265000,0.4,16.0
1490268600,0.4,18.0
1490272200,0.3,19.0
1490275800,0.2,13.0
1490279400,0.3,17.0
1490283000,0.2,11.0
1490286600,0.2,13.0
1490290200,0.3,25.0
1490293800,0.3,18.0
1490297400,0.2,20.0
1490301000,0.2,23.0
1490304600,0.2,19.0
1490308200,0.2,17.0
1490311800,0.2,20.0
1490315400,0.3,23.0
1490319000,0.5,
1490322600,0.5,
1490326200,0.7,
1490329800,0.4,
1490333400,0.4,18.0
1490337000,0.3,20.0
1490340600,0.3,20.0
1490344200,0.3,25.0
1490347800,0.3,31.0
1490351400,0.2,18.0
1490355000,0.2,8.0
1490358600,0.2,8.0
1490362200,0.2,10.0
1490365800,0.2,
1490369400,0.2,
1490373000,0.2,
1490376600,0.2,
1490380200,0.2,
1490383800,0.2,
1490387400,0.2,
1490391000,0.2,
1490394600,0.2,
1490398200,0.2,
1490401800,0.2,
1490405400,0.3,
1490409000,0.3,
1490412600,0.2,
1490416200,0.2,
1490419800,0.2,
1490423400,0.3,
1490427000,0.3,
1490430600,0.2,
1490434200,0.2,
1490437800,0.2,
1490441400,0.2,
1490445000,0.2,
1490448600,0.2,
1490452200,0.2,
1490455800,0.2,
1490459400,0.2,11.0
1490463000,0.2,14.0
1490466600,0.2,13.0
1490470200,0.2,12.0
1490473800,0.2,15.0
1490477400,0.3,17.0
1490481000,0.3,24.0
1490484600,0.3,21.0
1490488200,0.3,21.0
1490491800,0.5,21.0
1490495400,0.5,24.0
1490499000,0.4,25.0
1490502600,0.3,18.0
1490506200,0.4,22.0
1490509800,0.3,19.0
1490513400,0.3,10.0
1490517000,0.3,12.0
1490520600,0.3,17.0
1490524200,0.4,13.0
1490527800,0.3,13.0
1490531400,0.3,16.0
1490535000,0.3,15.0
