EpochTime,3.feed_29.PM10_UG_M3,3.feed_29.PM25_UG_M3
1504125000,16.0,10.0
1504128600,24.0,14.0
1504132200,36.0,17.0
1504135800,20.0,14.0
1504139400,24.0,17.0
1504143000,43.0,26.0
1504146600,53.0,32.0
1504150200,27.0,18.0
1504153800,49.0,29.0
1504157400,46.0,25.0
1504161000,37.0,23.0
1504164600,18.0,12.0
1504168200,26.0,19.0
1504171800,30.0,21.0
1504175400,49.0,29.0
1504179000,51.0,30.0
1504182600,67.0,44.0
1504186200,43.0,21.0
1504189800,29.0,18.0
1504193400,13.0,11.0
1504197000,17.0,10.0
1504200600,16.0,11.0
1504204200,18.0,12.0
1504207800,18.0,13.0
1504211400,-1.0,0.0
1504215000,12.0,8.0
1504218600,4.0,3.0
1504222200,4.0,4.0
1504225800,5.0,5.0
1504229400,11.0,11.0
1504233000,10.0,10.0
1504236600,15.0,12.0
1504240200,11.0,10.0
1504243800,11.0,10.0
1504247400,9.0,8.0
1504251000,9.0,8.0
1504254600,8.0,6.0
1504258200,8.0,7.0
1504261800,9.0,7.0
1504265400,7.0,5.0
1504269000,6.0,5.0
1504272600,3.0,2.0
1504276200,4.0,3.0
1504287000,5.0,-1.0
1504290600,5.0,-2.0
1504294200,8.0,0.0
1504297800,9.0,-2.0
1504301400,8.0,-2.0
1504305000,8.0,-1.0
1504308600,8.0,1.0
1504312200,10.0,3.0
1504315800,9.0,1.0
1504319400,10.0,1.0
1504323000,7.0,0.0
1504326600,7.0,0.0
1504330200,5.0,0.0
1504333800,5.0,0.0
1504337400,5.0,0.0
1504341000,5.0,0.0
1504344600,6.0,0.0
1504348200,7.0,0.0
1504351800,7.0,0.0
1504355400,7.0,-1.0
1504359000,7.0,0.0
1504362600,6.0,-1.0
1504366200,7.0,-1.0
1504369800,6.0,0.0
1504373400,6.0,0.0
1504377000,5.0,-1.0
1504380600,5.0,0.0
1504384200,5.0,0.0
1504387800,6.0,1.0
1504391400,5.0,1.0
1504395000,5.0,1.0
1504398600,4.0,1.0
1504402200,3.0,0.0
1504405800,4.0,0.0
1504409400,4.0,0.0
1504413000,4.0,0.0
1504416600,15.0,6.0
1504420200,16.0,5.0
1504423800,12.0,5.0
1504427400,8.0,2.0
1504431000,6.0,2.0
1504434600,5.0,3.0
1504438200,5.0,2.0
1504441800,9.0,6.0
1504445400,9.0,6.0
1504449000,11.0,7.0
1504452600,11.0,7.0
1504456200,13.0,6.0
1504459800,14.0,7.0
1504463400,13.0,7.0
1504467000,14.0,8.0
1504470600,15.0,8.0
1504474200,14.0,9.0
1504477800,15.0,9.0
1504481400,17.0,10.0
1504485000,22.0,15.0
1504488600,24.0,16.0
1504492200,42.0,25.0
1504495800,70.0,44.0
1504499400,78.0,47.0
1504503000,65.0,37.0
1504506600,53.0,30.0
1504510200,52.0,32.0
1504513800,60.0,32.0
1504517400,44.0,23.0
1504521000,48.0,26.0
1504524600,44.0,25.0
1504528200,31.0,20.0
1504531800,37.0,22.0
1504535400,27.0,16.0
1504539000,23.0,14.0
1504542600,26.0,15.0
1504546200,30.0,19.0
1504549800,32.0,20.0
1504553400,31.0,17.0
1504557000,29.0,17.0
1504560600,27.0,17.0
1504564200,28.0,19.0
1504567800,39.0,25.0
1504571400,46.0,34.0
1504575000,46.0,36.0
1504578600,41.0,30.0
1504582200,37.0,24.0
1504585800,42.0,25.0
1504589400,30.0,19.0
1504593000,21.0,15.0
1504596600,33.0,26.0
1504600200,43.0,29.0
1504603800,32.0,20.0
1504607400,33.0,24.0
1504611000,34.0,28.0
1504614600,43.0,36.0
1504618200,47.0,38.0
1504621800,41.0,33.0
1504625400,24.0,19.0
1504629000,19.0,15.0
1504632600,18.0,14.0
1504636200,17.0,14.0
1504639800,20.0,17.0
1504643400,19.0,16.0
1504647000,27.0,22.0
1504650600,27.0,20.0
1504654200,28.0,21.0
1504657800,29.0,20.0
1504661400,27.0,19.0
1504665000,24.0,17.0
1504668600,28.0,17.0
1504672200,27.0,16.0
1504675800,27.0,17.0
1504679400,27.0,17.0
1504683000,29.0,19.0
1504686600,29.0,19.0
1504690200,30.0,19.0
1504693800,27.0,18.0
1504697400,27.0,17.0
1504701000,23.0,14.0
1504704600,26.0,17.0
1504708200,35.0,21.0
1504711800,26.0,15.0
1504715400,15.0,10.0
1504719000,14.0,10.0
1504722600,15.0,9.0
1504726200,13.0,7.0
1504729800,13.0,8.0
1504733400,12.0,7.0
1504737000,9.0,10.0
1504740600,13.0,7.0
1504744200,17.0,4.0
1504747800,9.0,6.0
1504751400,7.0,5.0
1504755000,8.0,5.0
1504758600,9.0,4.0
1504762200,13.0,6.0
1504765800,16.0,7.0
1504769400,24.0,12.0
1504773000,15.0,7.0
1504776600,14.0,8.0
1504780200,16.0,9.0
1504783800,21.0,11.0
1504787400,17.0,9.0
1504791000,10.0,5.0
1504794600,7.0,2.0
1504798200,7.0,3.0
1504801800,5.0,3.0
1504805400,6.0,3.0
1504809000,5.0,4.0
1504812600,4.0,2.0
1504816200,6.0,2.0
1504819800,7.0,3.0
1504823400,8.0,2.0
1504827000,7.0,3.0
1504830600,8.0,3.0
1504834200,9.0,4.0
1504837800,10.0,6.0
1504841400,7.0,4.0
1504845000,6.0,3.0
1504848600,7.0,4.0
1504852200,9.0,5.0
1504855800,8.0,5.0
1504859400,8.0,4.0
1504863000,14.0,7.0
1504866600,11.0,6.0
1504870200,12.0,6.0
1504873800,12.0,6.0
1504877400,10.0,5.0
1504881000,8.0,5.0
1504884600,10.0,5.0
1504888200,9.0,5.0
1504891800,7.0,4.0
1504895400,4.0,3.0
1504899000,13.0,
1504902600,6.0,2.0
1504906200,9.0,3.0
1504909800,9.0,1.0
1504913400,11.0,0.0
1504917000,9.0,2.0
1504920600,10.0,3.0
1504924200,8.0,3.0
1504927800,9.0,3.0
1504931400,10.0,3.0
1504935000,18.0,10.0
1504938600,49.0,26.0
1504942200,35.0,20.0
1504945800,20.0,10.0
1504949400,13.0,7.0
1504953000,10.0,5.0
1504956600,10.0,5.0
1504960200,11.0,2.0
1504963800,10.0,5.0
1504967400,7.0,3.0
1504971000,5.0,2.0
1504974600,2.0,2.0
1504978200,6.0,4.0
1504981800,5.0,2.0
1504985400,4.0,3.0
1504989000,7.0,4.0
1504992600,7.0,2.0
1504996200,6.0,3.0
1504999800,7.0,3.0
1505003400,10.0,5.0
1505007000,11.0,7.0
1505010600,17.0,13.0
1505014200,15.0,11.0
1505017800,16.0,10.0
1505021400,13.0,8.0
1505025000,9.0,6.0
1505028600,8.0,5.0
1505032200,9.0,6.0
1505035800,9.0,6.0
1505039400,8.0,6.0
1505043000,9.0,5.0
1505046600,5.0,2.0
1505050200,6.0,4.0
1505053800,5.0,0.0
1505057400,4.0,1.0
1505061000,3.0,2.0
1505064600,5.0,2.0
1505068200,4.0,2.0
1505071800,4.0,2.0
1505075400,4.0,2.0
1505079000,5.0,2.0
1505082600,5.0,2.0
1505086200,7.0,4.0
1505089800,7.0,4.0
1505093400,7.0,4.0
1505097000,7.0,5.0
1505100600,8.0,5.0
1505104200,8.0,4.0
1505107800,7.0,4.0
1505111400,8.0,5.0
1505115000,7.0,5.0
1505118600,7.0,4.0
1505122200,6.0,3.0
1505125800,7.0,5.0
1505129400,10.0,4.0
1505133000,5.0,3.0
1505136600,5.0,3.0
1505140200,6.0,2.0
1505143800,6.0,3.0
1505147400,5.0,2.0
1505151000,6.0,3.0
1505154600,6.0,3.0
1505158200,8.0,3.0
1505161800,8.0,3.0
1505165400,10.0,4.0
1505169000,9.0,3.0
1505172600,13.0,6.0
1505176200,11.0,6.0
1505179800,13.0,7.0
1505183400,11.0,5.0
1505187000,10.0,5.0
1505190600,10.0,5.0
1505194200,8.0,4.0
1505197800,7.0,4.0
1505201400,8.0,4.0
1505205000,7.0,4.0
1505208600,8.0,4.0
1505212200,8.0,5.0
1505215800,9.0,5.0
1505219400,7.0,3.0
1505223000,11.0,5.0
1505226600,10.0,4.0
1505230200,10.0,5.0
1505233800,9.0,5.0
1505237400,13.0,6.0
1505241000,14.0,6.0
1505244600,16.0,8.0
1505248200,10.0,3.0
1505251800,12.0,5.0
1505255400,12.0,5.0
1505259000,11.0,5.0
1505262600,12.0,7.0
1505266200,12.0,7.0
1505269800,11.0,6.0
1505273400,11.0,7.0
1505277000,10.0,6.0
1505280600,10.0,6.0
1505284200,10.0,6.0
1505287800,9.0,5.0
1505291400,10.0,6.0
1505295000,11.0,7.0
1505298600,10.0,8.0
1505302200,13.0,9.0
1505305800,12.0,7.0
1505309400,16.0,11.0
1505313000,33.0,19.0
1505316600,8.0,6.0
1505320200,8.0,4.0
1505323800,9.0,4.0
1505327400,8.0,4.0
1505331000,8.0,4.0
1505334600,7.0,4.0
1505338200,12.0,6.0
1505341800,13.0,6.0
1505345400,10.0,5.0
1505349000,19.0,10.0
1505352600,14.0,9.0
1505356200,12.0,9.0
1505359800,11.0,7.0
1505363400,6.0,4.0
1505367000,8.0,6.0
1505370600,11.0,8.0
1505374200,6.0,4.0
1505377800,6.0,3.0
1505381400,11.0,7.0
1505385000,15.0,8.0
1505388600,15.0,8.0
1505392200,16.0,10.0
1505395800,17.0,11.0
1505399400,8.0,6.0
1505403000,8.0,6.0
1505406600,6.0,5.0
1505410200,7.0,5.0
1505413800,8.0,4.0
1505417400,5.0,3.0
1505421000,5.0,3.0
1505424600,9.0,6.0
1505428200,10.0,5.0
1505431800,11.0,6.0
1505435400,12.0,7.0
1505439000,12.0,6.0
1505442600,12.0,6.0
1505446200,17.0,8.0
1505449800,27.0,14.0
1505453400,37.0,17.0
1505457000,18.0,9.0
1505460600,26.0,12.0
1505464200,35.0,17.0
1505467800,13.0,8.0
1505471400,14.0,9.0
1505475000,11.0,8.0
1505478600,34.0,16.0
1505482200,119.0,68.0
1505485800,94.0,72.0
1505489400,38.0,29.0
1505493000,13.0,8.0
1505496600,20.0,15.0
1505500200,17.0,11.0
1505503800,20.0,13.0
1505507400,22.0,16.0
1505511000,16.0,12.0
1505514600,19.0,14.0
1505518200,19.0,14.0
1505521800,23.0,17.0
1505525400,59.0,39.0
1505529000,56.0,39.0
1505532600,31.0,24.0
1505536200,23.0,18.0
1505539800,24.0,18.0
1505543400,21.0,16.0
1505547000,27.0,19.0
1505550600,46.0,30.0
1505554200,46.0,30.0
1505557800,38.0,26.0
1505561400,28.0,20.0
1505565000,29.0,21.0
1505568600,35.0,23.0
1505572200,32.0,22.0
1505575800,23.0,17.0
1505579400,17.0,12.0
1505583000,15.0,12.0
1505586600,13.0,10.0
1505590200,15.0,10.0
1505593800,15.0,11.0
1505597400,19.0,13.0
1505601000,18.0,13.0
1505604600,19.0,14.0
1505608200,22.0,18.0
1505611800,50.0,33.0
1505615400,38.0,30.0
1505619000,42.0,33.0
1505622600,48.0,37.0
1505626200,36.0,31.0
1505629800,30.0,26.0
1505633400,18.0,16.0
1505637000,17.0,15.0
1505640600,24.0,18.0
1505644200,25.0,18.0
1505647800,20.0,16.0
1505651400,24.0,17.0
1505655000,11.0,11.0
1505658600,16.0,12.0
1505662200,25.0,20.0
1505665800,14.0,11.0
1505669400,15.0,10.0
1505673000,14.0,11.0
1505676600,15.0,11.0
1505680200,16.0,10.0
1505683800,16.0,10.0
1505687400,18.0,12.0
1505691000,17.0,12.0
1505694600,17.0,13.0
1505698200,23.0,16.0
1505701800,86.0,51.0
1505705400,56.0,31.0
1505709000,37.0,24.0
1505712600,34.0,24.0
1505716200,38.0,27.0
1505719800,52.0,36.0
1505723400,23.0,18.0
1505727000,22.0,17.0
1505730600,20.0,15.0
1505734200,16.0,13.0
1505737800,36.0,20.0
1505741400,23.0,15.0
1505745000,36.0,26.0
1505748600,30.0,23.0
1505752200,24.0,18.0
1505755800,12.0,11.0
1505759400,8.0,6.0
1505763000,15.0,9.0
1505766600,14.0,11.0
1505770200,14.0,9.0
1505773800,15.0,12.0
1505777400,19.0,13.0
1505781000,18.0,12.0
1505784600,16.0,11.0
1505788200,17.0,11.0
1505791800,16.0,10.0
1505795400,14.0,9.0
1505799000,28.0,15.0
1505802600,13.0,8.0
1505806200,12.0,7.0
1505809800,12.0,8.0
1505813400,12.0,8.0
1505817000,12.0,8.0
1505820600,16.0,10.0
1505824200,15.0,9.0
1505827800,13.0,9.0
1505831400,13.0,9.0
1505835000,11.0,7.0
1505838600,11.0,7.0
1505842200,8.0,5.0
1505845800,8.0,6.0
1505849400,8.0,6.0
1505853000,14.0,8.0
1505856600,15.0,8.0
1505860200,15.0,8.0
1505863800,15.0,10.0
1505867400,20.0,15.0
1505871000,63.0,39.0
1505874600,97.0,67.0
1505878200,72.0,49.0
1505881800,54.0,32.0
1505885400,27.0,16.0
1505889000,61.0,30.0
1505892600,18.0,10.0
1505896200,15.0,9.0
1505899800,13.0,8.0
1505903400,12.0,8.0
1505907000,17.0,10.0
1505910600,19.0,11.0
1505914200,11.0,5.0
1505917800,18.0,11.0
1505921400,21.0,13.0
1505925000,20.0,13.0
1505928600,20.0,12.0
1505932200,23.0,13.0
1505935800,25.0,15.0
1505939400,27.0,17.0
1505943000,29.0,18.0
1505946600,27.0,17.0
1505950200,23.0,16.0
1505953800,27.0,20.0
1505957400,32.0,22.0
1505961000,50.0,34.0
1505964600,82.0,53.0
1505968200,69.0,44.0
1505971800,68.0,45.0
1505975400,54.0,34.0
1505979000,86.0,47.0
1505982600,66.0,36.0
1505986200,31.0,24.0
1505989800,25.0,21.0
1505993400,21.0,16.0
1505997000,49.0,30.0
1506000600,117.0,51.0
1506004200,84.0,62.0
1506007800,81.0,54.0
1506011400,42.0,31.0
1506015000,21.0,14.0
1506018600,25.0,18.0
1506022200,29.0,19.0
1506025800,24.0,17.0
1506029400,24.0,17.0
1506033000,24.0,15.0
1506036600,17.0,12.0
1506040200,17.0,11.0
1506043800,54.0,34.0
1506047400,98.0,64.0
1506051000,88.0,60.0
1506054600,43.0,28.0
1506058200,29.0,18.0
1506061800,37.0,23.0
1506065400,61.0,38.0
1506069000,34.0,21.0
1506072600,21.0,13.0
1506076200,19.0,12.0
1506079800,21.0,13.0
1506083400,26.0,13.0
1506087000,24.0,12.0
1506090600,50.0,26.0
1506094200,41.0,27.0
1506097800,22.0,11.0
1506101400,25.0,12.0
1506105000,9.0,7.0
1506108600,16.0,9.0
1506112200,17.0,8.0
1506115800,25.0,12.0
1506119400,22.0,12.0
1506123000,18.0,12.0
1506126600,19.0,12.0
1506130200,23.0,14.0
1506133800,29.0,18.0
1506137400,30.0,20.0
1506141000,27.0,17.0
1506144600,26.0,16.0
1506148200,24.0,15.0
1506151800,28.0,17.0
1506155400,30.0,19.0
1506159000,29.0,18.0
1506162600,25.0,16.0
1506166200,25.0,16.0
1506169800,33.0,16.0
1506173400,12.0,7.0
1506177000,15.0,9.0
1506180600,5.0,5.0
1506184200,11.0,9.0
1506187800,5.0,6.0
1506191400,5.0,8.0
1506195000,9.0,7.0
1506198600,12.0,10.0
1506202200,15.0,6.0
1506205800,16.0,6.0
1506209400,11.0,5.0
1506213000,47.0,25.0
1506216600,134.0,81.0
1506220200,60.0,39.0
1506223800,108.0,74.0
1506227400,115.0,77.0
1506231000,64.0,44.0
1506234600,45.0,30.0
1506238200,80.0,54.0
1506241800,53.0,38.0
1506245400,45.0,33.0
1506249000,32.0,25.0
1506252600,27.0,20.0
1506256200,27.0,19.0
1506259800,14.0,10.0
1506263400,18.0,14.0
1506267000,20.0,13.0
1506270600,14.0,11.0
1506274200,11.0,8.0
1506277800,14.0,10.0
1506281400,14.0,8.0
1506285000,14.0,9.0
1506288600,14.0,9.0
1506292200,18.0,12.0
1506295800,18.0,12.0
1506299400,18.0,13.0
1506303000,21.0,15.0
1506306600,22.0,17.0
1506310200,19.0,14.0
1506313800,18.0,14.0
1506317400,19.0,14.0
1506321000,18.0,13.0
1506324600,19.0,14.0
1506328200,19.0,14.0
1506331800,18.0,13.0
1506335400,18.0,13.0
1506339000,22.0,15.0
1506342600,18.0,13.0
1506346200,18.0,11.0
1506349800,20.0,14.0
1506353400,30.0,19.0
1506357000,71.0,29.0
1506360600,21.0,12.0
1506364200,18.0,11.0
1506367800,21.0,13.0
1506371400,13.0,9.0
1506375000,10.0,7.0
1506378600,19.0,12.0
1506382200,14.0,9.0
1506385800,37.0,22.0
1506389400,80.0,50.0
1506393000,67.0,43.0
1506396600,115.0,71.0
1506400200,115.0,68.0
1506403800,117.0,72.0
1506407400,116.0,68.0
1506411000,45.0,27.0
1506414600,29.0,19.0
1506418200,24.0,16.0
1506421800,20.0,14.0
1506425400,38.0,23.0
1506429000,109.0,58.0
1506432600,39.0,24.0
1506436200,16.0,12.0
1506439800,17.0,12.0
1506443400,16.0,10.0
1506447000,16.0,10.0
1506450600,15.0,9.0
1506454200,16.0,9.0
1506457800,19.0,10.0
1506461400,15.0,8.0
1506465000,17.0,10.0
1506468600,17.0,10.0
1506472200,20.0,11.0
1506475800,19.0,12.0
1506479400,38.0,24.0
1506483000,63.0,43.0
1506486600,97.0,63.0
1506490200,74.0,49.0
1506493800,93.0,61.0
1506497400,117.0,69.0
1506501000,101.0,61.0
1506504600,68.0,42.0
1506508200,84.0,47.0
1506511800,109.0,63.0
1506515400,81.0,45.0
1506519000,70.0,45.0
1506522600,52.0,33.0
1506526200,42.0,25.0
1506529800,23.0,13.0
1506533400,14.0,7.0
1506537000,23.0,11.0
1506540600,14.0,7.0
1506544200,19.0,9.0
1506547800,21.0,10.0
1506551400,33.0,13.0
1506555000,32.0,14.0
1506558600,33.0,17.0
1506562200,40.0,19.0
1506565800,29.0,14.0
1506569400,20.0,11.0
1506573000,9.0,6.0
1506576600,5.0,2.0
1506580200,3.0,1.0
1506583800,5.0,2.0
1506587400,5.0,3.0
1506591000,5.0,3.0
1506594600,8.0,5.0
1506598200,8.0,4.0
1506601800,5.0,2.0
1506605400,0.0,2.0
1506609000,2.0,2.0
1506612600,4.0,2.0
1506616200,4.0,3.0
1506619800,7.0,3.0
1506623400,31.0,6.0
1506627000,8.0,2.0
1506630600,7.0,2.0
1506634200,9.0,1.0
1506637800,10.0,3.0
1506641400,10.0,1.0
1506645000,7.0,1.0
1506648600,7.0,1.0
1506652200,7.0,1.0
1506655800,5.0,1.0
1506659400,6.0,1.0
1506663000,6.0,0.0
1506666600,49.0,22.0
1506670200,42.0,19.0
1506673800,24.0,9.0
1506677400,38.0,15.0
1506681000,58.0,30.0
1506684600,67.0,24.0
1506688200,105.0,27.0
1506691800,74.0,26.0
1506695400,16.0,7.0
1506699000,5.0,1.0
1506702600,6.0,2.0
1506706200,5.0,1.0
1506709800,6.0,1.0
1506713400,12.0,3.0
1506717000,15.0,3.0
1506720600,12.0,3.0
1506724200,36.0,13.0
1506727800,14.0,5.0
1506731400,10.0,5.0
1506735000,6.0,4.0
1506738600,5.0,4.0
1506742200,3.0,2.0
1506745800,4.0,3.0
1506749400,3.0,2.0
1506753000,1.0,1.0
1506756600,2.0,2.0
1506760200,2.0,2.0
1506763800,2.0,2.0
1506767400,2.0,2.0
1506771000,1.0,1.0
1506774600,3.0,2.0
1506778200,1.0,1.0
1506781800,2.0,1.0
1506785400,1.0,1.0
1506789000,3.0,2.0
1506792600,0.0,1.0
1506796200,3.0,3.0
1506799800,2.0,2.0
1506803400,2.0,3.0
1506807000,3.0,3.0
1506810600,6.0,5.0
1506814200,6.0,4.0
1506817800,13.0,7.0
1506821400,12.0,7.0
1506825000,12.0,7.0
1506828600,13.0,10.0
1506832200,14.0,10.0
1506835800,13.0,10.0
1506839400,12.0,10.0
1506843000,11.0,9.0
1506846600,11.0,9.0
1506850200,7.0,6.0
1506853800,6.0,5.0
1506857400,6.0,6.0
1506861000,11.0,4.0
1506864600,-3.0,1.0
1506868200,1.0,2.0
1506871800,2.0,0.0
1506875400,0.0,0.0
1506879000,2.0,0.0
1506882600,0.0,0.0
1506886200,0.0,0.0
1506889800,5.0,3.0
1506893400,7.0,3.0
1506897000,11.0,6.0
1506900600,7.0,5.0
1506904200,11.0,7.0
1506907800,9.0,6.0
1506911400,8.0,5.0
1506915000,6.0,5.0
1506918600,7.0,5.0
1506922200,10.0,7.0
1506925800,11.0,7.0
1506929400,10.0,6.0
1506933000,9.0,6.0
1506936600,7.0,5.0
1506940200,6.0,5.0
1506943800,9.0,7.0
1506947400,20.0,10.0
1506951000,2.0,4.0
1506954600,5.0,3.0
1506958200,19.0,13.0
1506961800,20.0,13.0
1506965400,16.0,6.0
1506969000,3.0,1.0
1506972600,6.0,3.0
1506976200,8.0,4.0
1506979800,5.0,3.0
1506983400,14.0,9.0
1506987000,12.0,7.0
1506990600,11.0,7.0
1506994200,13.0,7.0
1506997800,8.0,5.0
1507001400,10.0,6.0
1507005000,8.0,5.0
1507008600,10.0,7.0
1507012200,9.0,5.0
1507015800,21.0,13.0
1507019400,53.0,35.0
1507023000,83.0,51.0
1507026600,81.0,50.0
1507030200,50.0,30.0
1507033800,22.0,12.0
1507037400,39.0,19.0
1507041000,30.0,13.0
1507044600,7.0,1.0
1507048200,12.0,3.0
1507051800,17.0,3.0
1507055400,15.0,5.0
1507059000,19.0,5.0
1507062600,18.0,6.0
1507066200,21.0,11.0
1507069800,27.0,12.0
1507073400,24.0,13.0
1507077000,65.0,36.0
1507080600,50.0,30.0
1507084200,24.0,14.0
1507087800,32.0,20.0
1507091400,90.0,60.0
1507095000,120.0,79.0
1507098600,88.0,56.0
1507102200,109.0,67.0
1507105800,134.0,71.0
1507109400,152.0,61.0
1507113000,94.0,47.0
1507116600,108.0,48.0
1507120200,103.0,51.0
1507123800,47.0,31.0
1507127400,34.0,16.0
1507131000,38.0,9.0
1507134600,18.0,4.0
1507138200,18.0,3.0
1507141800,17.0,5.0
1507145400,25.0,6.0
1507149000,31.0,6.0
1507152600,16.0,5.0
1507156200,14.0,6.0
1507159800,32.0,14.0
1507163400,36.0,15.0
1507167000,45.0,22.0
1507170600,27.0,15.0
1507174200,34.0,17.0
1507177800,57.0,28.0
1507181400,59.0,29.0
1507185000,57.0,33.0
1507188600,41.0,24.0
1507192200,47.0,26.0
1507195800,36.0,21.0
1507199400,34.0,20.0
1507203000,41.0,20.0
1507206600,51.0,26.0
1507210200,42.0,19.0
1507213800,29.0,13.0
1507217400,32.0,16.0
1507221000,21.0,12.0
1507224600,18.0,12.0
1507228200,9.0,8.0
1507231800,7.0,6.0
1507235400,16.0,11.0
1507239000,19.0,11.0
1507242600,13.0,9.0
1507246200,10.0,8.0
1507249800,16.0,10.0
1507253400,18.0,12.0
1507257000,18.0,11.0
1507260600,19.0,12.0
1507264200,13.0,9.0
1507267800,31.0,21.0
1507271400,32.0,22.0
1507275000,16.0,12.0
1507278600,10.0,6.0
1507282200,15.0,10.0
1507285800,15.0,10.0
1507289400,13.0,10.0
1507293000,12.0,9.0
1507296600,23.0,14.0
1507300200,24.0,18.0
1507303800,24.0,17.0
1507307400,31.0,21.0
1507311000,22.0,13.0
1507314600,18.0,12.0
1507318200,21.0,13.0
1507321800,17.0,10.0
1507325400,22.0,14.0
1507329000,21.0,14.0
1507332600,22.0,15.0
1507336200,18.0,14.0
1507339800,20.0,16.0
1507343400,19.0,14.0
1507347000,15.0,11.0
1507350600,14.0,11.0
1507354200,17.0,13.0
1507357800,17.0,13.0
1507361400,16.0,12.0
1507365000,18.0,14.0
1507368600,53.0,35.0
1507372200,38.0,24.0
1507375800,39.0,23.0
1507379400,25.0,17.0
1507383000,25.0,15.0
1507386600,27.0,15.0
1507390200,23.0,10.0
1507393800,15.0,6.0
1507397400,15.0,6.0
1507401000,14.0,4.0
1507404600,8.0,4.0
1507408200,8.0,2.0
1507411800,14.0,4.0
1507415400,7.0,5.0
1507419000,5.0,3.0
1507422600,10.0,6.0
1507426200,7.0,4.0
1507429800,10.0,5.0
1507433400,42.0,25.0
1507437000,26.0,16.0
1507440600,27.0,16.0
1507444200,24.0,17.0
1507447800,18.0,11.0
1507451400,11.0,7.0
1507455000,20.0,13.0
1507458600,22.0,15.0
1507462200,19.0,12.0
1507465800,-6.0,-1.0
1507469400,1.0,0.0
1507473000,3.0,2.0
1507476600,6.0,4.0
1507480200,7.0,4.0
1507483800,1.0,1.0
1507487400,6.0,4.0
1507491000,8.0,6.0
1507494600,15.0,10.0
1507498200,11.0,8.0
1507501800,6.0,6.0
1507505400,3.0,3.0
1507509000,4.0,4.0
1507512600,7.0,6.0
1507516200,6.0,5.0
1507519800,7.0,4.0
1507523400,4.0,1.0
1507527000,5.0,2.0
1507530600,9.0,5.0
1507534200,4.0,2.0
1507537800,4.0,3.0
1507541400,5.0,3.0
1507545000,6.0,4.0
1507548600,16.0,11.0
1507552200,5.0,4.0
1507555800,3.0,3.0
1507559400,2.0,3.0
1507563000,3.0,3.0
1507566600,-3.0,0.0
1507570200,0.0,0.0
1507573800,-2.0,0.0
1507577400,3.0,2.0
1507581000,1.0,1.0
1507584600,1.0,0.0
1507588200,6.0,3.0
1507591800,5.0,3.0
1507595400,7.0,5.0
1507599000,7.0,4.0
1507602600,9.0,5.0
1507606200,5.0,2.0
1507609800,2.0,2.0
1507613400,6.0,2.0
1507617000,6.0,3.0
1507620600,11.0,5.0
1507624200,11.0,4.0
1507627800,9.0,3.0
1507631400,14.0,5.0
1507635000,5.0,2.0
1507638600,10.0,6.0
1507642200,13.0,6.0
1507645800,7.0,4.0
1507649400,10.0,6.0
1507653000,,2.0
1507656600,,13.0
1507660200,6.0,7.0
1507663800,12.0,10.0
1507667400,16.0,9.0
1507671000,13.0,9.0
1507674600,14.0,7.0
1507678200,14.0,7.0
1507681800,17.0,7.0
1507685400,19.0,9.0
1507689000,10.0,6.0
1507692600,10.0,7.0
1507696200,14.0,6.0
1507699800,7.0,5.0
1507703400,5.0,4.0
1507707000,8.0,5.0
1507710600,7.0,4.0
1507714200,8.0,5.0
1507717800,10.0,5.0
1507721400,15.0,7.0
1507725000,25.0,10.0
1507728600,14.0,7.0
1507732200,20.0,11.0
1507735800,18.0,12.0
1507739400,19.0,13.0
1507743000,21.0,14.0
1507746600,20.0,14.0
1507750200,5.0,7.0
1507753800,12.0,9.0
1507757400,17.0,12.0
1507761000,15.0,12.0
1507764600,0.0,3.0
1507768200,13.0,8.0
1507771800,29.0,15.0
1507775400,19.0,10.0
1507779000,18.0,10.0
1507782600,16.0,10.0
1507786200,7.0,5.0
1507789800,13.0,8.0
1507793400,10.0,7.0
1507797000,14.0,9.0
1507800600,13.0,9.0
1507804200,12.0,8.0
1507807800,11.0,7.0
1507811400,15.0,8.0
1507815000,14.0,7.0
1507818600,12.0,7.0
1507822200,14.0,8.0
1507825800,8.0,5.0
1507836600,3.0,
1507840200,3.0,-2.0
1507843800,4.0,-2.0
1507847400,4.0,-1.0
1507851000,4.0,-1.0
1507854600,4.0,-1.0
1507858200,3.0,-1.0
1507861800,2.0,-2.0
1507865400,2.0,-2.0
1507869000,2.0,-2.0
1507872600,3.0,-1.0
1507876200,2.0,-2.0
1507879800,2.0,-2.0
1507883400,3.0,-1.0
1507887000,4.0,0.0
1507890600,4.0,0.0
1507894200,5.0,0.0
1507897800,6.0,0.0
1507901400,6.0,-1.0
1507905000,5.0,-1.0
1507908600,5.0,0.0
1507912200,6.0,-1.0
1507915800,6.0,-2.0
1507919400,9.0,0.0
1507923000,8.0,1.0
1507926600,9.0,0.0
1507930200,10.0,2.0
1507933800,11.0,3.0
1507937400,10.0,3.0
1507941000,11.0,4.0
1507944600,12.0,5.0
1507948200,11.0,4.0
1507951800,11.0,5.0
1507955400,10.0,4.0
1507959000,10.0,4.0
1507962600,10.0,5.0
1507966200,11.0,5.0
1507969800,11.0,6.0
1507973400,11.0,5.0
1507977000,19.0,11.0
1507980600,47.0,26.0
1507984200,44.0,25.0
1507987800,36.0,12.0
1507991400,25.0,15.0
1507995000,23.0,11.0
