EpochTime,3.feed_29.PM10_UG_M3,3.feed_29.PM25_UG_M3
1493692200,11.0,11.0
1493695800,12.0,8.0
1493699400,13.0,9.0
1493703000,12.0,6.0
1493706600,13.0,4.0
1493710200,11.0,5.0
1493713800,17.0,2.0
1493717400,8.0,0.0
1493721000,8.0,1.0
1493724600,2.0,0.0
1493728200,10.0,1.0
1493731800,10.0,0.0
1493735400,8.0,1.0
1493739000,5.0,0.0
1493742600,9.0,0.0
1493753400,21.0,2.0
1493757000,16.0,4.0
1493760600,18.0,6.0
1493764200,15.0,4.0
1493767800,13.0,3.0
1493771400,13.0,5.0
1493775000,12.0,6.0
1493778600,8.0,4.0
1493782200,8.0,3.0
1493785800,4.0,2.0
1493789400,6.0,5.0
1493793000,5.0,3.0
1493796600,4.0,3.0
1493800200,5.0,2.0
1493803800,5.0,3.0
1493807400,6.0,4.0
1493811000,6.0,3.0
1493814600,6.0,3.0
1493818200,10.0,5.0
1493821800,4.0,2.0
1493825400,4.0,3.0
1493829000,5.0,2.0
1493832600,1.0,3.0
1493836200,4.0,2.0
1493839800,4.0,2.0
1493843400,5.0,3.0
1493847000,7.0,4.0
1493850600,8.0,5.0
1493854200,12.0,7.0
1493857800,9.0,5.0
1493861400,8.0,3.0
1493865000,10.0,5.0
1493868600,10.0,6.0
1493872200,11.0,7.0
1493875800,8.0,5.0
1493879400,7.0,4.0
1493883000,7.0,4.0
1493886600,5.0,3.0
1493890200,6.0,4.0
1493893800,7.0,3.0
1493897400,9.0,5.0
1493901000,8.0,3.0
1493904600,6.0,2.0
1493908200,4.0,1.0
1493911800,10.0,3.0
1493915400,10.0,4.0
1493919000,12.0,6.0
1493922600,11.0,5.0
1493926200,11.0,3.0
1493929800,13.0,6.0
1493933400,15.0,7.0
1493937000,14.0,6.0
1493940600,15.0,8.0
1493944200,15.0,10.0
1493947800,13.0,8.0
1493951400,7.0,4.0
1493955000,3.0,2.0
1493958600,0.0,0.0
1493962200,1.0,0.0
1493965800,1.0,0.0
1493969400,1.0,2.0
1493973000,0.0,0.0
1493976600,0.0,0.0
1493980200,0.0,0.0
1493983800,0.0,0.0
1493987400,0.0,0.0
1493991000,4.0,2.0
1493994600,6.0,2.0
1493998200,3.0,3.0
1494001800,7.0,3.0
1494005400,5.0,4.0
1494009000,3.0,3.0
1494012600,6.0,5.0
1494016200,12.0,4.0
1494019800,11.0,4.0
1494023400,14.0,8.0
1494027000,12.0,9.0
1494030600,5.0,3.0
1494034200,3.0,2.0
1494037800,0.0,0.0
1494041400,0.0,0.0
1494045000,1.0,0.0
1494048600,1.0,1.0
1494052200,1.0,0.0
1494055800,2.0,1.0
1494059400,2.0,1.0
1494063000,1.0,0.0
1494066600,2.0,1.0
1494070200,3.0,1.0
1494073800,3.0,2.0
1494077400,3.0,2.0
1494081000,2.0,2.0
1494084600,2.0,1.0
1494088200,1.0,1.0
1494091800,4.0,3.0
1494095400,4.0,4.0
1494099000,3.0,3.0
1494102600,5.0,6.0
1494106200,4.0,7.0
1494109800,8.0,6.0
1494113400,3.0,5.0
1494117000,5.0,5.0
1494120600,5.0,4.0
1494124200,4.0,4.0
1494127800,4.0,2.0
1494131400,4.0,3.0
1494135000,4.0,4.0
1494138600,5.0,3.0
1494142200,5.0,4.0
1494145800,5.0,4.0
1494149400,5.0,4.0
1494153000,6.0,5.0
1494156600,6.0,4.0
1494160200,4.0,4.0
1494163800,1.0,1.0
1494167400,5.0,3.0
1494171000,4.0,4.0
1494174600,4.0,4.0
1494178200,11.0,4.0
1494181800,5.0,3.0
1494185400,5.0,4.0
1494189000,6.0,3.0
1494192600,6.0,4.0
1494196200,6.0,3.0
1494199800,8.0,5.0
1494203400,8.0,5.0
1494207000,7.0,4.0
1494210600,8.0,5.0
1494214200,9.0,5.0
1494217800,9.0,5.0
1494221400,6.0,4.0
1494225000,5.0,2.0
1494228600,5.0,3.0
1494232200,6.0,5.0
1494235800,8.0,5.0
1494239400,6.0,4.0
1494243000,4.0,2.0
1494246600,1.0,1.0
1494250200,3.0,5.0
1494253800,8.0,4.0
1494257400,5.0,2.0
1494261000,6.0,3.0
1494264600,9.0,8.0
1494268200,6.0,3.0
1494271800,7.0,4.0
1494275400,10.0,4.0
1494279000,8.0,5.0
1494282600,7.0,5.0
1494286200,11.0,6.0
1494289800,11.0,10.0
1494293400,9.0,9.0
1494297000,8.0,6.0
1494300600,8.0,6.0
1494304200,6.0,4.0
1494307800,8.0,4.0
1494311400,45.0,26.0
1494315000,89.0,53.0
1494318600,62.0,32.0
1494322200,45.0,24.0
1494325800,49.0,28.0
1494329400,54.0,32.0
1494333000,25.0,26.0
1494336600,20.0,23.0
1494340200,9.0,
1494343800,9.0,10.0
1494347400,9.0,10.0
1494351000,9.0,5.0
1494354600,9.0,4.0
1494358200,9.0,11.0
1494361800,9.0,5.0
1494365400,12.0,5.0
1494369000,13.0,7.0
1494372600,13.0,7.0
1494376200,14.0,11.0
1494379800,22.0,17.0
1494383400,31.0,21.0
1494387000,47.0,28.0
1494390600,74.0,43.0
1494394200,52.0,31.0
1494397800,43.0,25.0
1494401400,57.0,34.0
1494405000,60.0,37.0
1494408600,68.0,38.0
1494412200,33.0,20.0
1494415800,38.0,19.0
1494419400,42.0,23.0
1494423000,30.0,15.0
1494426600,31.0,16.0
1494430200,26.0,12.0
1494433800,20.0,7.0
1494437400,18.0,7.0
1494441000,12.0,5.0
1494444600,18.0,10.0
1494448200,20.0,10.0
1494451800,19.0,8.0
1494455400,19.0,9.0
1494459000,22.0,12.0
1494462600,13.0,6.0
1494466200,12.0,5.0
1494469800,12.0,6.0
1494473400,12.0,7.0
1494477000,11.0,6.0
1494480600,12.0,6.0
1494484200,12.0,6.0
1494487800,14.0,7.0
1494491400,12.0,7.0
1494495000,21.0,12.0
1494498600,24.0,18.0
1494502200,11.0,8.0
1494505800,11.0,9.0
1494509400,10.0,9.0
1494513000,8.0,8.0
1494516600,9.0,8.0
1494520200,8.0,7.0
1494523800,9.0,7.0
1494527400,9.0,8.0
1494531000,9.0,7.0
1494534600,9.0,6.0
1494538200,8.0,5.0
1494541800,3.0,1.0
1494545400,8.0,3.0
1494549000,5.0,4.0
1494552600,5.0,1.0
1494556200,6.0,2.0
1494559800,6.0,4.0
1494563400,5.0,2.0
1494567000,5.0,3.0
1494570600,5.0,2.0
1494574200,4.0,2.0
1494577800,4.0,2.0
1494581400,3.0,1.0
1494585000,5.0,3.0
1494588600,3.0,2.0
1494592200,4.0,2.0
1494595800,7.0,5.0
1494599400,6.0,4.0
1494603000,7.0,7.0
1494606600,7.0,4.0
1494610200,7.0,8.0
1494613800,7.0,4.0
1494617400,8.0,7.0
1494621000,8.0,6.0
1494624600,7.0,6.0
1494628200,6.0,5.0
1494631800,7.0,5.0
1494635400,5.0,4.0
1494639000,6.0,4.0
1494642600,4.0,3.0
1494646200,5.0,3.0
1494649800,7.0,4.0
1494653400,6.0,4.0
1494657000,6.0,3.0
1494660600,7.0,4.0
1494664200,4.0,4.0
1494667800,4.0,3.0
1494671400,5.0,4.0
1494675000,5.0,4.0
1494678600,4.0,3.0
1494682200,3.0,1.0
1494685800,5.0,5.0
1494689400,5.0,4.0
1494693000,5.0,5.0
1494696600,8.0,7.0
1494700200,9.0,7.0
1494703800,7.0,6.0
1494707400,8.0,7.0
1494711000,7.0,5.0
1494714600,11.0,7.0
1494718200,10.0,8.0
1494721800,12.0,8.0
1494725400,15.0,11.0
1494729000,33.0,21.0
1494732600,96.0,61.0
1494736200,61.0,38.0
1494739800,33.0,23.0
1494743400,26.0,18.0
1494747000,16.0,12.0
1494750600,39.0,25.0
1494754200,39.0,26.0
1494757800,24.0,15.0
1494761400,28.0,19.0
1494765000,25.0,19.0
1494768600,16.0,12.0
1494772200,20.0,15.0
1494775800,24.0,13.0
1494779400,19.0,9.0
1494783000,14.0,11.0
1494786600,17.0,11.0
1494790200,17.0,9.0
1494793800,20.0,9.0
1494797400,19.0,8.0
1494801000,22.0,12.0
1494804600,22.0,12.0
1494808200,10.0,5.0
1494811800,7.0,2.0
1494815400,5.0,3.0
1494819000,3.0,3.0
1494822600,5.0,2.0
1494826200,5.0,4.0
1494829800,8.0,3.0
1494833400,6.0,3.0
1494837000,6.0,5.0
1494840600,8.0,4.0
1494844200,8.0,3.0
1494847800,10.0,8.0
1494851400,9.0,5.0
1494855000,8.0,3.0
1494858600,6.0,1.0
1494862200,8.0,5.0
1494865800,6.0,1.0
1494869400,7.0,3.0
1494873000,6.0,2.0
1494876600,7.0,2.0
1494880200,9.0,3.0
1494883800,10.0,4.0
1494887400,8.0,3.0
1494891000,10.0,5.0
1494894600,12.0,4.0
1494898200,12.0,5.0
1494901800,13.0,7.0
1494905400,10.0,9.0
1494909000,22.0,13.0
1494912600,95.0,58.0
1494916200,112.0,74.0
1494919800,110.0,75.0
1494923400,107.0,71.0
1494927000,79.0,53.0
1494930600,56.0,36.0
1494934200,45.0,26.0
1494937800,22.0,18.0
1494941400,25.0,23.0
1494945000,33.0,22.0
1494948600,20.0,19.0
1494952200,16.0,11.0
1494955800,28.0,16.0
1494959400,26.0,14.0
1494963000,24.0,14.0
1494966600,24.0,14.0
1494970200,26.0,15.0
1494973800,26.0,14.0
1494977400,29.0,17.0
1494981000,32.0,20.0
1494984600,63.0,40.0
1494988200,70.0,44.0
1494991800,66.0,40.0
1494995400,62.0,41.0
1494999000,77.0,48.0
1495002600,76.0,50.0
1495006200,84.0,55.0
1495009800,74.0,44.0
1495013400,65.0,45.0
1495017000,91.0,57.0
1495020600,87.0,64.0
1495024200,67.0,42.0
1495027800,39.0,23.0
1495031400,31.0,19.0
1495035000,20.0,10.0
1495038600,18.0,5.0
1495042200,26.0,17.0
1495045800,22.0,12.0
1495049400,24.0,12.0
1495053000,20.0,10.0
1495056600,32.0,11.0
1495060200,19.0,10.0
1495063800,22.0,10.0
1495067400,29.0,14.0
1495071000,44.0,26.0
1495074600,58.0,32.0
1495078200,63.0,38.0
1495081800,36.0,22.0
1495085400,48.0,30.0
1495089000,53.0,31.0
1495092600,54.0,34.0
1495096200,67.0,40.0
1495099800,72.0,42.0
1495103400,63.0,40.0
1495107000,69.0,36.0
1495110600,50.0,30.0
1495114200,40.0,20.0
1495117800,29.0,15.0
1495121400,35.0,14.0
1495125000,28.0,7.0
1495128600,27.0,8.0
1495132200,28.0,9.0
1495135800,24.0,9.0
1495139400,23.0,10.0
1495143000,31.0,32.0
1495146600,19.0,22.0
1495150200,20.0,13.0
1495153800,14.0,9.0
1495157400,18.0,11.0
1495161000,42.0,25.0
1495164600,42.0,40.0
1495168200,32.0,23.0
1495171800,37.0,22.0
1495175400,24.0,16.0
1495179000,18.0,12.0
1495182600,23.0,14.0
1495186200,14.0,10.0
1495189800,12.0,9.0
1495193400,14.0,14.0
1495197000,17.0,16.0
1495200600,17.0,19.0
1495204200,18.0,27.0
1495207800,22.0,22.0
1495211400,17.0,14.0
1495215000,19.0,11.0
1495218600,21.0,12.0
1495222200,23.0,13.0
1495225800,24.0,19.0
1495229400,20.0,13.0
1495233000,20.0,12.0
1495236600,15.0,11.0
1495240200,19.0,11.0
1495243800,22.0,11.0
1495247400,16.0,8.0
1495251000,4.0,3.0
1495254600,1.0,2.0
1495258200,3.0,4.0
1495261800,7.0,6.0
1495265400,6.0,5.0
1495269000,9.0,5.0
1495272600,10.0,4.0
1495276200,9.0,5.0
1495279800,9.0,5.0
1495283400,10.0,5.0
1495287000,10.0,4.0
1495290600,11.0,4.0
1495294200,12.0,7.0
1495297800,15.0,10.0
1495301400,14.0,15.0
1495305000,15.0,15.0
1495308600,15.0,11.0
1495312200,16.0,11.0
1495315800,15.0,13.0
1495319400,15.0,11.0
1495323000,15.0,9.0
1495326600,13.0,7.0
1495330200,11.0,7.0
1495333800,14.0,9.0
1495337400,12.0,7.0
1495341000,8.0,5.0
1495344600,5.0,4.0
1495348200,3.0,2.0
1495351800,3.0,2.0
1495355400,2.0,2.0
1495359000,4.0,4.0
1495362600,5.0,3.0
1495366200,5.0,3.0
1495369800,7.0,5.0
1495373400,11.0,5.0
1495377000,11.0,7.0
1495380600,14.0,8.0
1495384200,16.0,10.0
1495387800,17.0,10.0
1495391400,23.0,15.0
1495395000,16.0,12.0
1495398600,9.0,7.0
1495402200,21.0,14.0
1495405800,15.0,9.0
1495409400,4.0,3.0
1495413000,4.0,3.0
1495416600,5.0,3.0
1495420200,6.0,3.0
1495423800,6.0,3.0
1495427400,6.0,2.0
1495431000,7.0,3.0
1495434600,11.0,5.0
1495438200,21.0,11.0
1495441800,18.0,11.0
1495445400,21.0,12.0
1495449000,25.0,15.0
1495452600,16.0,9.0
1495456200,6.0,3.0
1495459800,13.0,3.0
1495463400,11.0,5.0
1495467000,8.0,6.0
1495470600,3.0,3.0
1495474200,4.0,4.0
1495477800,7.0,6.0
1495481400,5.0,4.0
1495485000,8.0,5.0
1495488600,7.0,2.0
1495492200,7.0,2.0
1495495800,3.0,1.0
1495499400,10.0,4.0
1495503000,8.0,3.0
1495506600,10.0,4.0
1495510200,27.0,14.0
1495513800,61.0,33.0
1495517400,51.0,33.0
1495521000,39.0,25.0
1495524600,42.0,27.0
1495528200,33.0,20.0
1495531800,15.0,10.0
1495535400,12.0,7.0
1495539000,11.0,6.0
1495542600,8.0,2.0
1495546200,4.0,0.0
1495549800,6.0,2.0
1495553400,12.0,5.0
1495557000,9.0,3.0
1495560600,10.0,2.0
1495564200,13.0,4.0
1495567800,13.0,3.0
1495571400,10.0,3.0
1495575000,12.0,4.0
1495578600,14.0,5.0
1495582200,10.0,5.0
1495585800,9.0,5.0
1495589400,7.0,5.0
1495593000,9.0,6.0
1495596600,9.0,5.0
1495600200,6.0,4.0
1495603800,9.0,6.0
1495607400,6.0,4.0
1495611000,7.0,5.0
1495614600,7.0,5.0
1495618200,7.0,5.0
1495621800,8.0,5.0
1495625400,7.0,5.0
1495629000,5.0,4.0
1495632600,2.0,1.0
1495636200,6.0,3.0
1495639800,17.0,6.0
1495643400,13.0,6.0
1495647000,12.0,7.0
1495650600,4.0,0.0
1495654200,6.0,3.0
1495657800,7.0,3.0
1495661400,10.0,4.0
1495665000,15.0,8.0
1495668600,6.0,4.0
1495672200,4.0,2.0
1495675800,3.0,2.0
1495679400,0.0,0.0
1495683000,0.0,0.0
1495686600,1.0,0.0
1495690200,1.0,1.0
1495693800,2.0,1.0
1495697400,0.0,0.0
1495701000,0.0,0.0
1495704600,1.0,0.0
1495708200,0.0,0.0
1495711800,2.0,1.0
1495715400,4.0,3.0
1495719000,4.0,2.0
1495722600,8.0,5.0
1495726200,9.0,6.0
1495729800,12.0,8.0
1495733400,7.0,5.0
1495737000,4.0,2.0
1495740600,0.0,0.0
1495744200,15.0,9.0
1495747800,4.0,3.0
1495751400,10.0,8.0
1495755000,6.0,5.0
1495758600,5.0,5.0
1495762200,8.0,6.0
1495765800,9.0,7.0
1495769400,7.0,5.0
1495773000,6.0,4.0
1495776600,5.0,4.0
1495780200,5.0,4.0
1495783800,3.0,2.0
1495787400,7.0,5.0
1495791000,7.0,5.0
1495794600,9.0,6.0
1495798200,10.0,6.0
1495801800,8.0,5.0
1495805400,9.0,6.0
1495809000,6.0,5.0
1495812600,6.0,4.0
1495816200,7.0,5.0
1495819800,4.0,2.0
1495823400,8.0,3.0
1495827000,7.0,3.0
1495830600,6.0,2.0
1495834200,16.0,7.0
1495837800,7.0,4.0
1495841400,7.0,5.0
1495845000,8.0,5.0
1495848600,9.0,6.0
1495852200,12.0,9.0
1495855800,12.0,9.0
1495859400,15.0,12.0
1495863000,37.0,23.0
1495866600,33.0,21.0
1495870200,14.0,8.0
1495873800,15.0,9.0
1495877400,26.0,17.0
1495881000,12.0,8.0
1495884600,9.0,7.0
1495888200,8.0,6.0
1495891800,10.0,7.0
1495895400,10.0,8.0
1495899000,14.0,10.0
1495902600,13.0,10.0
1495906200,14.0,10.0
1495909800,17.0,14.0
1495913400,34.0,30.0
1495917000,11.0,10.0
1495920600,17.0,14.0
1495924200,17.0,14.0
1495927800,21.0,16.0
1495931400,17.0,14.0
1495935000,21.0,17.0
1495938600,23.0,18.0
1495942200,25.0,19.0
1495945800,50.0,34.0
1495949400,29.0,23.0
1495953000,12.0,12.0
1495956600,17.0,15.0
1495960200,15.0,13.0
1495963800,12.0,10.0
1495967400,14.0,11.0
1495971000,20.0,14.0
1495974600,11.0,13.0
1495978200,16.0,10.0
1495981800,31.0,23.0
1495985400,23.0,17.0
1495989000,17.0,15.0
1495992600,13.0,10.0
1495996200,12.0,10.0
1495999800,14.0,12.0
1496003400,13.0,10.0
1496007000,26.0,18.0
1496010600,29.0,20.0
1496014200,-6.0,-1.0
1496017800,3.0,3.0
1496021400,7.0,5.0
1496025000,21.0,13.0
1496028600,15.0,9.0
1496032200,11.0,6.0
1496035800,12.0,7.0
1496039400,10.0,6.0
1496043000,2.0,2.0
1496046600,10.0,6.0
1496050200,6.0,3.0
1496053800,8.0,5.0
1496057400,14.0,8.0
1496061000,9.0,5.0
1496064600,3.0,2.0
1496068200,3.0,3.0
1496071800,7.0,5.0
1496075400,2.0,4.0
1496079000,2.0,5.0
1496082600,9.0,9.0
1496086200,10.0,7.0
1496089800,8.0,4.0
1496093400,11.0,4.0
1496097000,13.0,5.0
1496100600,22.0,8.0
1496104200,36.0,14.0
1496107800,14.0,7.0
1496111400,34.0,21.0
1496115000,30.0,19.0
1496118600,34.0,23.0
1496122200,50.0,31.0
1496125800,56.0,33.0
1496129400,41.0,24.0
1496133000,12.0,7.0
1496136600,11.0,6.0
1496140200,15.0,9.0
1496143800,29.0,15.0
1496147400,17.0,12.0
1496151000,23.0,14.0
1496154600,22.0,12.0
1496158200,17.0,11.0
1496161800,8.0,5.0
1496165400,5.0,4.0
1496169000,1.0,0.0
1496172600,4.0,3.0
1496176200,15.0,8.0
1496179800,11.0,3.0
1496183400,13.0,4.0
1496187000,16.0,5.0
1496190600,19.0,5.0
1496194200,20.0,7.0
1496197800,53.0,28.0
1496201400,26.0,8.0
1496205000,26.0,13.0
1496208600,30.0,17.0
1496212200,27.0,18.0
1496215800,19.0,12.0
1496219400,12.0,8.0
1496223000,28.0,18.0
1496226600,37.0,22.0
1496230200,31.0,20.0
1496233800,26.0,16.0
1496237400,20.0,12.0
1496241000,8.0,3.0
1496244600,8.0,2.0
1496248200,21.0,5.0
1496251800,11.0,2.0
1496255400,15.0,5.0
1496259000,10.0,2.0
1496262600,35.0,15.0
1496266200,15.0,6.0
1496269800,10.0,4.0
1496273400,16.0,9.0
1496277000,9.0,6.0
1496280600,14.0,9.0
1496284200,14.0,10.0
1496287800,12.0,8.0
1496291400,20.0,12.0
1496295000,25.0,14.0
1496298600,34.0,19.0
1496302200,9.0,5.0
1496305800,25.0,14.0
1496309400,27.0,17.0
1496313000,56.0,29.0
1496316600,17.0,11.0
1496320200,12.0,6.0
1496323800,3.0,1.0
1496327400,6.0,0.0
1496331000,3.0,2.0
1496334600,9.0,5.0
1496338200,9.0,4.0
1496341800,11.0,5.0
1496345400,12.0,5.0
1496349000,10.0,5.0
1496352600,12.0,5.0
1496356200,12.0,4.0
1496359800,10.0,4.0
1496363400,13.0,6.0
1496367000,26.0,10.0
1496370600,54.0,27.0
1496374200,19.0,11.0
1496377800,17.0,10.0
1496381400,25.0,16.0
1496385000,23.0,14.0
1496388600,17.0,11.0
1496392200,17.0,11.0
1496395800,82.0,46.0
1496399400,77.0,41.0
1496403000,65.0,37.0
1496406600,71.0,41.0
1496410200,26.0,12.0
1496413800,7.0,1.0
1496417400,7.0,3.0
1496421000,13.0,4.0
1496424600,12.0,5.0
1496428200,11.0,3.0
1496431800,10.0,5.0
1496435400,8.0,4.0
1496439000,13.0,6.0
1496442600,12.0,5.0
1496446200,11.0,6.0
1496449800,17.0,9.0
1496453400,15.0,8.0
1496457000,62.0,33.0
1496460600,99.0,57.0
1496464200,83.0,48.0
1496467800,74.0,41.0
1496471400,75.0,40.0
1496475000,84.0,45.0
1496478600,57.0,31.0
1496482200,27.0,16.0
1496485800,28.0,15.0
1496489400,47.0,25.0
1496493000,15.0,10.0
1496496600,15.0,7.0
1496500200,15.0,8.0
1496503800,6.0,2.0
1496507400,9.0,4.0
1496511000,13.0,5.0
1496514600,11.0,3.0
1496518200,10.0,5.0
1496521800,12.0,5.0
1496525400,15.0,7.0
1496529000,11.0,5.0
1496532600,15.0,7.0
1496536200,16.0,7.0
1496539800,31.0,21.0
1496543400,88.0,49.0
1496547000,117.0,69.0
1496550600,119.0,74.0
1496554200,83.0,54.0
1496557800,40.0,28.0
1496561400,54.0,36.0
1496565000,62.0,40.0
1496568600,32.0,24.0
1496572200,47.0,32.0
1496575800,52.0,33.0
1496579400,42.0,27.0
1496583000,39.0,24.0
1496586600,48.0,25.0
1496590200,19.0,7.0
1496593800,23.0,5.0
1496597400,22.0,6.0
1496601000,19.0,6.0
1496604600,42.0,22.0
1496608200,20.0,12.0
1496611800,22.0,15.0
1496615400,13.0,11.0
1496619000,21.0,16.0
1496622600,17.0,13.0
1496626200,20.0,14.0
1496629800,14.0,10.0
1496633400,24.0,17.0
1496637000,24.0,18.0
1496640600,17.0,13.0
1496644200,31.0,21.0
1496647800,34.0,22.0
1496651400,29.0,20.0
1496655000,31.0,19.0
1496658600,16.0,12.0
1496662200,22.0,16.0
1496665800,18.0,13.0
1496669400,16.0,12.0
1496673000,20.0,14.0
1496676600,20.0,16.0
1496680200,16.0,14.0
1496683800,8.0,9.0
1496687400,8.0,8.0
1496691000,13.0,12.0
1496694600,17.0,11.0
1496698200,13.0,8.0
1496701800,-1.0,0.0
1496705400,6.0,4.0
1496709000,21.0,12.0
1496712600,-3.0,-1.0
1496716200,0.0,0.0
1496719800,-1.0,0.0
1496723400,2.0,2.0
1496727000,4.0,2.0
1496730600,3.0,2.0
1496734200,4.0,2.0
1496737800,5.0,3.0
1496741400,6.0,3.0
1496745000,6.0,4.0
1496748600,5.0,3.0
1496752200,0.0,0.0
1496755800,5.0,1.0
1496759400,0.0,0.0
1496763000,3.0,2.0
1496766600,4.0,3.0
1496770200,1.0,1.0
1496777400,4.0,0.0
1496781000,5.0,-2.0
1496784600,5.0,1.0
1496788200,8.0,1.0
1496791800,9.0,1.0
1496795400,7.0,0.0
1496799000,6.0,0.0
1496802600,7.0,0.0
1496806200,5.0,-2.0
1496809800,6.0,0.0
1496813400,6.0,-1.0
1496817000,5.0,-1.0
1496820600,5.0,0.0
1496824200,8.0,-1.0
1496827800,5.0,0.0
1496831400,4.0,0.0
1496835000,6.0,1.0
1496838600,6.0,0.0
1496842200,5.0,0.0
1496845800,4.0,0.0
1496849400,6.0,1.0
1496853000,7.0,0.0
1496856600,7.0,0.0
1496860200,8.0,0.0
1496863800,7.0,0.0
1496867400,10.0,1.0
1496871000,5.0,0.0
1496874600,6.0,1.0
1496878200,4.0,0.0
1496881800,4.0,0.0
1496885400,7.0,0.0
1496889000,6.0,1.0
1496892600,5.0,0.0
1496896200,6.0,3.0
1496899800,5.0,1.0
1496903400,5.0,1.0
1496907000,5.0,1.0
1496910600,5.0,0.0
1496914200,6.0,2.0
1496917800,7.0,0.0
1496921400,9.0,1.0
1496925000,3.0,1.0
1496928600,9.0,1.0
1496932200,9.0,2.0
1496935800,5.0,3.0
1496939400,4.0,2.0
1496943000,6.0,1.0
1496946600,4.0,1.0
1496950200,4.0,0.0
1496953800,5.0,1.0
1496957400,6.0,0.0
1496961000,5.0,0.0
1496964600,7.0,1.0
1496968200,9.0,4.0
1496971800,10.0,5.0
1496975400,11.0,5.0
1496979000,7.0,3.0
1496982600,7.0,3.0
1496986200,9.0,4.0
1496989800,17.0,9.0
1496993400,28.0,13.0
1496997000,37.0,18.0
1497000600,36.0,20.0
1497004200,37.0,20.0
1497007800,31.0,16.0
1497011400,26.0,14.0
1497015000,21.0,11.0
1497018600,13.0,7.0
1497022200,15.0,7.0
1497025800,15.0,7.0
1497029400,18.0,6.0
1497033000,19.0,8.0
1497036600,18.0,8.0
1497040200,18.0,7.0
1497043800,20.0,6.0
1497047400,17.0,7.0
1497051000,18.0,7.0
1497054600,32.0,7.0
1497058200,25.0,11.0
1497061800,36.0,18.0
1497065400,53.0,28.0
1497069000,45.0,25.0
1497072600,38.0,19.0
1497076200,26.0,14.0
1497079800,34.0,19.0
1497083400,39.0,22.0
1497087000,39.0,23.0
1497090600,35.0,23.0
1497094200,38.0,23.0
1497097800,25.0,14.0
1497101400,32.0,20.0
1497105000,31.0,19.0
1497108600,23.0,14.0
1497112200,22.0,11.0
1497115800,23.0,13.0
1497119400,24.0,13.0
1497123000,25.0,12.0
1497126600,23.0,11.0
1497130200,23.0,12.0
1497141000,26.0,9.0
1497144600,28.0,12.0
1497148200,40.0,23.0
1497151800,68.0,37.0
1497155400,69.0,34.0
1497159000,60.0,32.0
1497162600,43.0,28.0
1497166200,50.0,31.0
1497169800,63.0,37.0
1497173400,67.0,40.0
1497177000,87.0,50.0
1497180600,62.0,37.0
1497184200,29.0,18.0
1497187800,19.0,14.0
1497191400,17.0,10.0
1497195000,19.0,11.0
1497198600,17.0,11.0
1497202200,17.0,10.0
1497205800,16.0,10.0
1497209400,18.0,11.0
1497213000,23.0,10.0
1497216600,19.0,10.0
1497220200,17.0,8.0
1497223800,19.0,9.0
1497227400,24.0,8.0
1497231000,29.0,16.0
1497234600,61.0,36.0
1497238200,87.0,55.0
1497241800,82.0,49.0
1497245400,88.0,51.0
1497249000,81.0,51.0
1497252600,105.0,63.0
1497256200,71.0,45.0
1497259800,73.0,46.0
1497263400,81.0,49.0
1497267000,46.0,32.0
1497270600,45.0,28.0
1497274200,36.0,23.0
1497277800,31.0,17.0
1497281400,17.0,13.0
1497285000,14.0,9.0
1497288600,9.0,9.0
1497292200,18.0,11.0
1497295800,18.0,8.0
1497299400,19.0,10.0
1497303000,20.0,8.0
1497306600,18.0,9.0
1497310200,18.0,9.0
1497313800,22.0,9.0
1497317400,31.0,13.0
1497321000,44.0,24.0
1497324600,55.0,29.0
1497328200,64.0,36.0
1497331800,97.0,45.0
1497335400,93.0,51.0
1497339000,69.0,40.0
1497342600,77.0,43.0
1497346200,73.0,38.0
1497349800,77.0,47.0
1497353400,52.0,32.0
1497357000,42.0,26.0
1497360600,36.0,23.0
1497364200,27.0,20.0
1497367800,23.0,17.0
1497371400,24.0,19.0
1497375000,19.0,14.0
1497378600,,35.0
1497382200,24.0,13.0
1497411000,39.0,19.0
1497414600,33.0,16.0
1497418200,29.0,11.0
1497421800,37.0,19.0
1497425400,31.0,14.0
1497429000,25.0,10.0
1497432600,20.0,8.0
1497436200,21.0,9.0
1497439800,31.0,17.0
1497443400,19.0,11.0
1497447000,17.0,10.0
1497450600,22.0,12.0
1497490200,35.0,29.0
1497493800,33.0,21.0
1497497400,38.0,31.0
1497501000,39.0,20.0
1497504600,55.0,27.0
1497508200,24.0,12.0
1497511800,37.0,19.0
1497515400,37.0,20.0
1497519000,33.0,19.0
1497522600,35.0,21.0
1497526200,34.0,18.0
1497529800,30.0,17.0
1497533400,21.0,9.0
1497537000,14.0,9.0
1497540600,21.0,8.0
1497544200,11.0,5.0
1497547800,12.0,6.0
1497551400,14.0,5.0
1497555000,14.0,6.0
1497558600,27.0,10.0
1497562200,9.0,0.0
1497565800,8.0,-1.0
1497569400,14.0,6.0
1497573000,8.0,6.0
1497576600,5.0,3.0
1497580200,6.0,0.0
1497583800,11.0,4.0
1497587400,17.0,6.0
1497591000,15.0,4.0
1497594600,20.0,7.0
1497598200,34.0,17.0
1497601800,32.0,17.0
1497605400,36.0,20.0
1497609000,25.0,13.0
1497612600,23.0,9.0
1497616200,30.0,17.0
1497619800,23.0,14.0
1497623400,19.0,12.0
1497627000,26.0,16.0
1497630600,20.0,16.0
