EpochTime,3.feed_27.NO_PPB,3.feed_27.NOY_PPB,3.feed_27.CO_PPB,3.feed_27.SO2_PPB
1484994600,76.5,89.3,682.4,1.4
1484998200,78.3,91.4,763.3,1.5
1485001800,87.6,101.1,754.9,1.7
1485005400,89.8,103.6,796.0,1.7
1485009000,72.8,87.1,813.0,1.4
1485012600,61.1,78.8,830.3,1.2
1485016200,26.1,42.6,530.5,1.2
1485019800,2.7,8.8,176.6,1.3
1485023400,1.2,4.9,153.9,1.0
1485027000,0.8,3.8,146.3,0.8
1485030600,0.8,4.4,156.0,0.7
1485034200,0.8,6.1,177.2,0.6
1485037800,1.1,13.2,272.6,0.6
1485041400,7.0,31.8,507.1,0.5
1485045000,18.3,47.0,680.1,0.6
1485048600,17.2,43.4,650.7,0.5
1485052200,21.8,43.7,647.3,0.5
1485055800,18.7,39.2,614.9,0.4
1485059400,24.0,41.4,671.8,0.5
1485063000,29.0,45.4,,0.6
1485066600,,,654.7,0.6
1485070200,31.3,42.5,673.6,
1485073800,38.3,49.2,620.7,0.8
1485077400,25.1,34.5,529.8,0.6
1485081000,30.1,39.1,485.0,0.6
1485084600,23.5,33.8,407.4,0.5
1485088200,28.1,38.5,437.8,0.6
1485091800,35.4,45.2,470.0,0.7
1485095400,34.7,45.1,515.0,0.7
1485099000,21.7,33.0,431.0,0.5
1485102600,13.9,28.1,389.6,0.4
1485106200,13.8,30.5,404.3,0.4
1485109800,7.4,21.1,322.4,0.5
1485113400,4.3,14.3,228.4,0.9
1485117000,2.0,9.8,173.1,2.3
1485120600,0.4,6.4,167.1,2.8
1485124200,0.2,7.5,162.0,2.0
1485127800,0.1,9.5,190.0,2.1
1485131400,0.2,10.1,204.1,1.9
1485135000,0.2,5.7,163.2,1.1
1485138600,0.1,3.4,147.3,0.6
1485142200,0.2,3.6,156.6,0.4
1485145800,0.6,4.5,155.4,0.2
1485149400,0.2,4.6,,0.2
1485153000,,,160.5,0.2
1485156600,0.2,5.1,172.9,
1485160200,0.4,5.4,192.7,0.5
1485163800,0.3,5.2,199.5,0.4
1485167400,0.3,3.6,169.5,0.4
1485171000,0.4,4.3,155.5,0.4
1485174600,0.4,6.2,171.5,0.3
1485178200,0.8,6.6,179.3,0.4
1485181800,0.7,3.9,161.8,0.3
1485185400,0.9,3.9,170.4,0.2
1485189000,1.2,4.2,168.6,0.2
1485192600,0.9,4.4,160.8,0.2
1485196200,1.1,6.6,173.1,0.2
1485199800,0.9,6.1,176.3,0.2
1485203400,0.7,5.8,170.8,0.2
1485207000,0.8,5.9,167.3,0.1
1485210600,0.5,6.5,154.1,0.1
1485214200,0.6,8.8,161.0,0.1
1485217800,0.6,10.2,187.8,0.1
1485221400,0.2,6.7,166.5,0.1
1485225000,0.3,7.0,166.1,0.1
1485228600,0.3,7.9,167.2,0.1
1485232200,0.3,8.0,172.8,0.1
1485235800,0.2,7.8,,0.1
1485239400,,,161.7,0.1
1485243000,0.1,5.7,166.1,
1485246600,0.3,5.5,155.4,0.1
1485250200,0.2,6.0,157.0,0.0
1485253800,1.7,17.0,180.1,0.0
1485257400,2.8,18.0,205.0,0.1
1485261000,2.1,13.5,200.8,0.1
1485264600,1.8,11.9,192.4,0.1
1485268200,1.9,10.6,183.0,0.1
1485271800,2.4,9.8,190.4,0.1
1485275400,2.5,8.0,177.5,0.2
1485279000,2.3,7.7,178.1,0.2
1485282600,2.9,9.3,177.4,0.2
1485286200,3.0,10.0,180.8,
1485289800,2.0,8.5,202.8,
1485293400,1.2,9.0,234.5,
1485297000,1.6,12.4,236.7,
1485300600,1.4,10.1,216.2,
1485304200,1.2,9.6,223.2,
1485307800,1.5,10.1,228.6,
1485311400,1.5,10.2,236.4,
1485315000,1.6,10.5,233.4,
1485318600,1.3,9.4,222.0,
1485322200,1.0,7.6,,
1485325800,,,161.5,
1485329400,0.6,5.6,156.4,
1485333000,0.6,5.4,150.2,
1485336600,0.5,4.7,144.4,
1485340200,1.0,8.7,151.9,
1485343800,2.0,13.1,181.9,
1485347400,1.5,11.6,181.8,
1485351000,3.8,17.9,226.1,
1485354600,3.7,15.4,217.2,
1485358200,3.2,10.5,200.7,
1485361800,3.7,10.2,192.0,0.6
1485365400,3.1,8.0,186.3,1.5
1485369000,2.7,8.3,194.0,1.0
1485372600,1.8,8.4,191.1,0.8
1485376200,1.4,10.4,216.4,0.6
1485379800,1.8,15.6,255.1,0.6
1485383400,1.6,16.5,250.4,0.5
1485387000,1.0,12.2,219.7,0.4
1485390600,1.5,20.8,260.2,0.6
1485394200,1.3,22.8,286.4,0.5
1485397800,0.6,15.4,249.5,0.4
1485401400,0.5,11.5,213.2,0.4
1485405000,0.4,6.7,186.9,0.4
1485408600,0.3,5.7,,0.4
1485412200,,,157.0,0.2
1485415800,0.3,4.8,158.6,
1485419400,0.3,3.2,140.9,0.3
1485423000,0.4,3.1,127.0,0.2
1485426600,0.9,5.7,133.2,0.2
1485430200,1.1,6.8,140.6,0.1
1485433800,1.3,7.1,150.1,0.2
1485437400,1.6,8.5,157.7,0.2
1485441000,2.0,10.2,171.4,0.5
1485444600,2.9,9.8,185.3,0.4
1485448200,2.8,8.6,,0.7
1485451800,3.3,8.9,181.3,
1485455400,4.2,10.3,178.8,0.7
1485459000,3.9,9.8,183.6,0.4
1485462600,3.5,9.0,185.2,0.3
1485466200,1.9,7.1,174.2,0.2
1485469800,1.4,7.9,169.7,0.1
1485473400,1.5,7.8,163.2,0.1
1485477000,1.2,6.8,162.1,0.1
1485480600,1.0,5.9,157.2,0.1
1485484200,1.1,6.5,149.9,0.0
1485487800,0.8,4.5,136.3,0.0
1485491400,0.9,3.8,135.7,0.0
1485495000,1.0,5.3,,0.0
1485498600,,,134.8,0.0
1485502200,0.8,4.3,128.0,
1485505800,1.0,5.5,133.0,0.0
1485509400,1.4,7.4,140.6,0.0
1485513000,1.8,8.4,150.4,0.0
1485516600,2.2,10.8,163.5,0.1
1485520200,2.3,11.4,173.8,0.3
1485523800,3.8,14.2,193.0,0.6
1485527400,4.1,12.9,177.8,0.4
1485531000,3.1,10.7,175.3,0.3
1485534600,2.3,7.9,172.5,0.1
1485538200,3.0,7.6,163.5,0.2
1485541800,,,155.4,0.1
1485545400,,,167.3,0.1
1485549000,2.2,7.7,167.4,0.1
1485552600,2.6,11.3,182.6,0.1
1485556200,1.8,10.4,183.8,0.1
1485559800,1.2,7.1,159.3,0.1
1485563400,1.1,7.8,165.5,0.0
1485567000,1.0,6.4,158.4,0.2
1485570600,1.2,8.3,158.5,0.1
1485574200,1.2,7.3,156.4,0.2
1485577800,1.2,7.7,164.5,0.2
1485581400,1.0,6.4,,0.3
1485585000,,,159.9,0.2
1485588600,1.2,6.4,153.1,
1485592200,1.0,4.7,144.5,0.3
1485595800,0.8,4.1,141.6,0.1
1485599400,1.0,4.5,138.5,0.1
1485603000,1.4,6.0,146.6,0.1
1485606600,1.4,6.3,146.0,0.1
1485610200,1.7,8.6,151.8,0.1
1485613800,1.9,8.3,169.0,0.2
1485617400,1.8,6.6,164.0,0.2
1485621000,2.3,6.6,167.2,0.3
1485624600,2.1,6.3,163.3,0.2
1485628200,2.0,6.6,159.9,0.3
1485631800,1.6,6.3,167.8,0.3
1485635400,1.3,5.8,166.1,0.3
1485639000,1.0,7.1,168.7,0.5
1485642600,1.0,7.3,168.4,0.5
1485646200,1.1,9.5,182.7,0.4
1485649800,1.5,11.8,201.0,0.4
1485653400,0.9,8.7,181.0,0.5
1485657000,0.8,6.6,169.6,0.4
1485660600,0.9,5.5,168.7,0.2
1485664200,0.8,5.6,164.3,0.2
1485667800,1.0,6.6,,0.1
1485671400,,,164.5,0.1
1485675000,1.0,6.0,166.7,
1485678600,1.2,8.7,177.5,0.3
1485682200,1.2,7.4,175.5,0.2
1485685800,1.1,8.0,169.7,0.2
1485689400,0.9,7.3,165.1,0.2
1485693000,0.6,6.6,173.6,0.1
1485696600,2.2,13.2,188.6,0.1
1485700200,2.4,10.5,191.7,0.2
1485703800,2.0,7.1,178.2,0.4
1485707400,1.9,6.6,187.1,0.3
1485711000,1.4,5.1,178.7,0.1
1485714600,0.8,3.0,158.2,0.2
1485718200,0.7,2.9,155.7,0.1
1485721800,0.6,3.9,162.5,0.2
1485725400,0.8,5.8,163.3,0.3
1485729000,0.5,5.6,169.8,0.4
1485732600,0.1,3.4,170.6,0.2
1485736200,0.1,5.0,177.7,0.1
1485739800,0.1,5.5,183.5,0.3
1485743400,0.2,6.0,175.9,0.2
1485747000,0.4,5.7,178.3,0.2
1485750600,0.4,6.2,178.4,0.2
1485754200,0.3,5.8,,0.1
1485757800,,,186.4,0.2
1485761400,1.3,10.4,187.6,
1485765000,0.7,7.8,177.9,0.1
1485768600,1.4,13.2,188.1,0.0
1485772200,2.0,15.2,191.2,0.0
1485775800,1.5,13.8,197.1,0.1
1485779400,1.9,14.3,217.5,0.1
1485783000,2.6,13.7,207.4,0.3
1485786600,3.2,10.9,198.9,0.5
1485790200,2.9,10.8,190.0,0.8
1485793800,3.1,8.6,174.3,0.4
1485797400,2.0,5.1,157.8,0.5
1485801000,1.8,4.6,150.8,0.2
1485804600,2.1,7.6,154.3,0.1
1485808200,1.3,4.8,159.6,0.1
1485811800,1.1,5.4,162.5,0.1
1485815400,1.1,8.1,175.9,0.2
1485819000,0.9,9.5,182.7,0.3
1485822600,1.3,12.6,189.1,0.6
1485826200,2.7,19.8,226.1,0.4
1485829800,2.4,20.1,237.3,0.2
1485833400,1.6,15.0,203.5,0.2
1485837000,1.1,12.9,193.3,0.4
1485840600,1.3,12.1,,0.4
1485844200,,,207.5,0.3
1485847800,9.7,25.3,239.1,
1485851400,5.8,25.6,381.8,0.8
1485855000,3.9,22.5,352.3,0.8
1485858600,2.0,22.0,357.1,0.9
1485862200,4.1,35.7,472.8,1.0
1485865800,6.8,35.6,296.4,1.2
1485869400,4.4,25.5,274.9,0.9
1485873000,3.0,16.8,223.7,0.8
1485876600,2.3,9.9,193.9,0.8
1485880200,2.5,11.6,203.9,0.5
1485883800,2.0,9.2,180.6,0.5
1485887400,1.6,8.2,174.1,0.5
1485891000,2.0,10.4,187.7,0.4
1485894600,1.6,9.1,182.3,0.4
1485898200,1.5,9.3,193.2,0.3
1485901800,1.2,9.1,193.7,0.7
1485905400,0.8,7.5,183.0,0.8
1485909000,0.8,6.2,164.3,1.2
1485912600,0.8,5.6,158.7,0.4
1485916200,0.7,6.1,153.3,0.7
1485919800,0.6,5.4,151.1,0.3
1485923400,0.7,6.3,153.3,0.4
1485927000,0.9,7.0,,0.3
1485930600,,,148.1,0.2
1485934200,0.8,6.7,146.9,
1485937800,0.7,7.1,146.5,0.2
1485941400,0.7,6.4,147.5,0.1
1485945000,1.0,8.6,165.5,0.3
1485948600,1.2,10.3,175.0,0.2
1485952200,1.6,11.5,194.4,0.1
1485955800,2.0,13.4,221.6,0.1
1485959400,2.5,12.9,209.2,0.1
1485963000,2.2,10.1,187.8,0.2
1485966600,2.8,10.8,202.6,0.2
1485970200,1.6,9.0,187.6,0.1
1485973800,0.9,8.3,179.9,0.1
1485977400,2.4,12.2,194.7,0.1
1485981000,2.2,10.5,196.7,0.1
1485984600,2.2,13.5,254.8,0.1
1485988200,1.9,15.6,286.3,0.1
1485991800,1.2,12.4,242.3,0.0
1485995400,1.2,14.1,228.4,0.1
1485999000,1.1,11.8,235.9,0.2
1486002600,1.2,12.9,251.7,0.1
1486006200,0.8,8.0,199.4,0.2
1486009800,0.7,8.6,191.7,0.3
1486013400,0.7,9.1,,0.2
1486017000,,,209.3,0.1
1486020600,1.0,9.1,199.5,
1486024200,1.0,10.9,191.7,0.2
1486027800,1.3,11.7,188.5,0.1
1486031400,2.0,14.9,215.0,0.1
1486035000,2.0,14.2,221.2,0.2
1486038600,2.5,15.0,222.1,0.2
1486042200,3.3,15.2,220.1,0.1
1486045800,2.0,10.4,196.1,0.1
1486049400,3.5,12.2,213.7,0.1
1486053000,2.4,11.1,199.7,0.0
1486056600,3.0,8.7,197.8,0.1
1486060200,1.9,5.0,170.8,0.2
1486063800,1.9,4.7,198.6,0.1
1486067400,1.4,3.7,214.5,0.1
1486071000,1.0,3.7,212.0,0.1
1486074600,0.7,5.9,221.9,0.2
1486078200,0.6,8.0,247.5,0.1
1486081800,0.6,5.7,241.3,0.0
1486085400,0.5,7.9,253.2,0.2
1486089000,0.4,6.6,249.6,0.7
1486092600,0.4,8.0,260.3,0.4
1486096200,1.0,13.3,275.7,0.2
1486099800,0.8,18.7,,0.1
1486103400,,,241.7,0.3
1486107000,0.8,14.3,263.0,
1486110600,0.8,13.2,237.7,0.1
1486114200,1.1,14.4,218.7,0.1
1486117800,1.4,15.2,221.7,0.2
1486121400,2.0,18.9,252.6,0.2
1486125000,1.9,15.1,265.6,0.4
1486128600,4.6,19.2,277.7,0.4
1486132200,3.9,14.1,251.1,0.2
1486135800,4.0,12.5,239.7,0.4
1486139400,3.4,9.9,202.7,0.1
1486143000,2.2,7.8,201.0,0.0
1486146600,2.4,8.7,193.0,0.5
1486150200,2.3,9.1,195.9,0.3
1486153800,2.3,11.1,212.4,0.3
1486157400,1.7,9.6,209.6,0.1
1486161000,1.2,8.0,195.3,0.1
1486164600,0.8,8.1,196.4,0.1
1486168200,1.1,9.2,196.7,0.0
1486171800,0.9,8.6,199.6,0.0
1486175400,1.2,10.5,201.9,0.3
1486179000,0.8,8.8,193.4,0.3
1486182600,1.0,9.9,194.2,0.3
1486186200,1.1,11.2,,0.0
1486189800,,,228.5,0.0
1486193400,1.3,12.2,207.1,
1486197000,1.6,13.0,203.7,0.2
1486200600,1.8,14.1,198.0,0.2
1486204200,2.0,16.6,196.1,0.1
1486207800,2.5,18.8,215.7,0.1
1486211400,2.7,19.4,223.1,0.2
1486215000,4.7,18.9,241.8,
1486218600,4.9,14.4,224.2,0.2
1486222200,3.4,9.3,194.4,0.1
1486225800,3.4,9.0,199.9,0.6
1486229400,3.8,9.8,211.5,1.1
1486233000,3.6,9.6,201.9,1.5
1486236600,2.6,8.2,197.0,0.6
1486240200,2.0,8.8,203.4,0.2
1486243800,1.8,10.2,213.6,0.3
1486247400,1.5,11.8,217.8,0.2
1486251000,1.4,13.5,246.4,0.2
1486254600,2.5,18.5,247.4,0.2
1486258200,2.0,17.6,228.4,0.5
1486261800,1.8,20.9,238.1,1.8
1486265400,6.3,35.2,358.2,2.4
1486269000,2.6,31.9,364.1,2.2
1486272600,4.8,38.4,,1.4
1486276200,,,362.5,1.6
1486279800,2.3,24.4,317.1,
1486283400,1.5,24.0,255.1,0.7
1486287000,1.3,15.2,203.4,0.4
1486290600,1.3,15.6,205.8,0.6
1486294200,1.0,14.9,195.3,1.0
1486297800,1.3,11.7,192.2,1.7
1486301400,1.4,12.9,208.8,1.6
1486305000,1.2,7.8,189.1,1.0
1486308600,1.3,7.7,191.7,1.0
1486312200,1.5,7.9,195.4,0.9
1486315800,1.9,7.4,192.9,1.2
1486319400,1.3,6.3,185.4,0.8
1486323000,1.3,7.2,193.5,1.4
1486326600,0.9,6.7,195.0,1.1
1486330200,0.8,8.9,225.1,1.4
1486333800,0.5,7.7,231.2,0.8
1486337400,0.4,8.6,239.7,0.6
1486341000,0.4,8.4,262.6,0.7
1486344600,0.4,7.6,260.9,0.7
1486348200,0.3,6.9,257.1,0.5
1486351800,0.4,6.7,272.2,0.5
1486355400,0.3,6.2,263.9,0.3
1486359000,0.4,8.2,,0.2
1486362600,,,240.8,0.2
1486366200,3.3,25.2,293.4,
1486369800,5.1,34.0,315.4,0.2
1486373400,4.5,32.9,316.2,0.1
1486377000,32.1,65.0,345.8,0.5
1486380600,71.8,103.4,565.8,1.2
1486384200,112.7,152.2,676.1,2.0
1486387800,96.9,136.1,659.2,2.1
1486391400,50.8,84.4,446.7,1.3
1486395000,12.8,30.6,293.5,0.6
1486398600,5.6,16.8,,
1486402200,3.6,11.9,,
1486405800,2.4,9.9,,
1486409400,2.2,10.0,,2.8
1486413000,1.6,9.4,,3.4
1486416600,1.5,12.1,,2.6
1486420200,1.0,15.7,,1.9
1486423800,1.1,22.5,,1.4
1486427400,7.3,33.4,,1.1
1486431000,42.9,86.3,,1.4
1486434600,35.4,71.5,,1.1
1486438200,23.2,55.2,,0.7
1486441800,23.2,53.3,,0.6
1486445400,21.8,52.4,,0.5
1486449000,,,,0.5
1486452600,34.4,63.5,,
1486456200,44.2,73.8,,0.9
1486459800,36.7,66.0,,0.8
1486463400,14.3,37.9,,0.4
1486467000,4.4,21.6,,0.1
1486470600,3.0,17.7,,0.1
1486474200,2.7,16.3,,0.1
1486477800,3.7,17.6,,0.1
1486481400,3.0,12.3,,0.1
1486485000,1.3,5.8,,0.1
1486488600,1.3,5.3,,0.2
1486492200,0.8,3.5,,0.3
1486495800,1.2,5.3,,0.4
1486499400,0.6,4.4,,0.4
1486503000,0.5,6.2,,0.4
1486506600,0.7,8.4,,0.3
1486510200,0.3,4.2,,0.2
1486513800,0.4,3.8,,0.2
1486517400,0.3,3.0,,0.3
1486521000,0.3,2.6,,0.4
1486524600,0.2,2.5,,0.2
1486528200,0.2,3.3,,0.1
1486531800,0.2,2.6,,0.2
1486535400,,,,0.2
1486539000,0.1,1.9,,
1486542600,0.1,2.1,,0.2
1486546200,0.1,2.5,,0.1
1486549800,0.2,4.1,,0.1
1486553400,0.5,5.2,,0.3
1486557000,1.0,7.2,,0.5
1486560600,3.3,11.2,,0.2
1486564200,4.7,13.1,,0.2
1486567800,3.8,12.5,,0.1
1486571400,4.3,12.6,,
1486575000,2.9,10.3,238.4,
1486578600,2.8,10.5,224.6,0.2
1486582200,4.0,12.3,227.8,0.6
1486585800,1.4,8.1,221.9,0.2
1486589400,1.1,7.8,218.9,0.2
1486593000,0.8,7.8,226.7,0.1
1486596600,0.7,7.2,218.4,0.0
1486600200,0.8,8.0,213.1,0.0
1486603800,0.4,6.0,197.6,0.0
1486607400,0.4,4.1,180.5,0.0
1486611000,0.5,7.1,196.2,0.0
1486614600,0.4,5.9,186.1,0.0
1486618200,0.5,5.8,,0.0
1486621800,,,170.1,0.0
1486625400,0.3,2.9,157.6,
1486629000,0.3,2.9,153.9,0.0
1486632600,0.3,3.3,155.9,0.0
1486636200,0.3,2.0,151.4,0.0
1486639800,0.7,4.2,159.4,0.0
1486643400,1.0,6.7,168.3,0.0
1486647000,1.4,7.7,181.1,0.0
1486650600,1.7,6.0,181.1,0.0
1486654200,2.1,6.0,174.9,0.0
1486657800,,,176.9,0.1
1486661400,,,167.5,0.1
1486665000,2.1,5.9,161.8,0.1
1486668600,2.1,5.7,175.0,0.0
1486672200,1.7,5.5,167.7,0.0
1486675800,1.2,5.2,174.7,0.0
1486679400,1.1,5.7,168.1,0.3
1486683000,0.8,6.1,170.3,0.1
1486686600,1.0,7.1,172.0,0.1
1486690200,1.2,8.5,182.6,0.2
1486693800,0.9,8.0,184.2,0.1
1486697400,1.1,8.4,183.1,0.0
1486701000,1.0,6.6,173.4,0.0
1486704600,0.9,6.3,,0.0
1486708200,,,174.1,0.0
1486711800,1.2,6.5,171.6,
1486715400,0.9,6.1,171.1,0.1
1486719000,1.2,8.9,175.4,0.0
1486722600,1.7,13.0,187.4,0.0
1486726200,2.7,17.8,215.3,0.0
1486729800,4.2,22.6,266.3,0.1
1486733400,7.8,25.9,279.0,1.0
1486737000,10.6,26.7,279.4,1.6
1486740600,8.7,20.8,244.5,2.3
1486744200,5.0,12.4,206.6,0.4
1486747800,3.7,10.1,196.8,0.3
1486751400,4.7,13.0,232.9,0.3
1486755000,3.6,14.9,223.4,0.3
1486758600,5.7,19.1,224.8,1.0
1486762200,6.3,25.2,251.8,1.7
1486765800,5.4,30.9,284.1,1.9
1486769400,5.1,33.9,306.4,1.0
1486773000,7.8,41.7,312.9,1.3
1486776600,2.5,33.9,315.7,1.1
1486780200,5.0,44.1,363.5,0.9
1486783800,22.1,64.6,462.3,1.1
1486787400,7.1,38.3,330.5,1.0
1486791000,2.9,27.2,,0.9
1486794600,,,238.8,0.9
1486798200,2.0,20.8,233.0,
1486801800,2.6,18.7,211.9,1.0
1486805400,2.4,21.9,223.7,0.9
1486809000,1.8,20.4,222.3,0.8
1486812600,1.4,20.5,221.1,0.8
1486816200,1.9,21.8,227.3,1.0
1486819800,5.3,27.4,262.6,1.0
1486823400,7.4,27.9,279.4,1.1
1486827000,9.2,27.5,285.5,1.2
1486830600,4.6,14.4,215.4,1.6
1486834200,2.7,8.9,180.5,1.7
1486837800,1.9,7.3,178.8,1.9
1486841400,1.6,7.5,175.3,2.1
1486845000,1.6,8.5,186.0,1.5
1486848600,1.0,9.2,210.5,1.6
1486852200,1.2,16.5,247.3,0.8
1486855800,0.5,21.8,299.8,0.6
1486859400,17.8,54.4,566.8,0.7
1486863000,22.9,56.7,624.9,0.7
1486866600,16.5,45.5,503.9,0.4
1486870200,22.0,49.4,548.0,0.5
1486873800,19.4,44.9,529.7,0.4
1486877400,23.1,47.2,,0.5
1486881000,,,476.6,0.3
1486884600,14.6,37.9,424.4,
1486888200,7.5,33.1,363.7,0.2
1486891800,4.8,28.6,352.4,0.1
1486895400,8.4,32.6,347.9,0.1
1486899000,10.3,33.9,327.0,0.2
1486902600,14.1,38.3,377.2,0.3
1486906200,28.3,52.4,429.1,0.6
1486909800,6.4,23.8,266.7,0.2
1486913400,1.3,7.1,173.8,0.1
1486917000,3.0,10.3,224.9,0.1
1486920600,1.8,7.0,228.5,0.1
1486924200,1.0,5.4,220.6,0.1
1486927800,1.1,4.2,187.3,0.3
1486931400,0.5,2.5,147.5,0.4
1486935000,0.2,0.8,126.0,0.2
1486938600,0.2,2.7,137.9,0.2
1486942200,0.3,5.3,153.9,0.1
1486945800,0.4,5.4,156.1,0.1
1486949400,0.1,1.3,131.5,0.2
1486953000,0.2,1.2,133.1,0.1
1486956600,0.2,0.9,135.1,0.1
1486960200,0.3,1.1,136.3,0.4
1486963800,0.2,1.8,,0.3
1486967400,,,140.5,0.0
1486971000,0.1,0.8,137.1,
1486974600,0.3,2.3,142.2,0.0
1486978200,0.2,2.0,146.0,0.0
1486981800,0.2,2.2,145.4,0.0
1486985400,0.5,3.4,155.8,0.0
1486989000,0.9,6.8,177.1,0.0
1486992600,1.1,7.3,192.2,0.3
1486996200,1.1,6.1,178.7,0.2
1486999800,2.0,8.5,188.7,0.3
1487003400,1.6,5.4,172.7,0.3
1487007000,1.8,5.4,173.3,0.1
1487010600,1.5,3.9,170.4,0.2
1487014200,1.9,5.1,178.4,0.3
1487017800,1.6,4.9,170.6,0.3
1487021400,0.9,3.8,167.6,0.3
1487025000,0.7,5.7,178.1,0.4
1487028600,0.5,10.2,203.0,0.2
1487032200,0.7,13.1,217.3,0.2
1487035800,2.8,26.5,312.0,0.2
1487039400,18.0,53.2,448.4,0.4
1487043000,21.7,55.8,549.9,0.4
1487046600,29.4,62.2,528.3,0.5
1487050200,30.6,62.3,,0.5
1487053800,,,498.0,0.6
1487057400,42.0,72.0,533.6,
1487061000,48.7,79.4,588.0,1.0
1487064600,49.2,79.3,622.5,0.9
1487068200,63.6,94.4,673.9,1.2
1487071800,62.5,97.9,655.9,1.2
1487075400,21.2,54.3,394.8,0.6
1487079000,9.1,32.7,331.8,0.4
1487082600,6.9,24.5,284.9,0.9
1487086200,6.0,17.0,231.7,1.7
1487089800,3.4,9.3,193.1,1.3
1487093400,2.9,8.5,189.6,0.7
1487097000,2.2,6.5,172.3,0.7
1487100600,1.8,5.8,163.0,1.1
1487104200,1.7,6.5,178.3,1.3
1487107800,1.2,6.3,174.2,1.1
1487111400,0.7,8.2,187.9,0.7
1487115000,1.1,11.5,196.6,0.6
1487118600,0.6,8.6,187.5,0.8
1487122200,0.6,8.3,184.1,1.1
1487125800,1.1,10.2,186.6,2.0
1487129400,0.5,8.4,183.5,1.7
1487133000,0.5,9.2,182.6,1.3
1487136600,0.4,9.2,,1.1
1487140200,,,179.8,1.1
1487143800,0.4,8.5,166.8,
1487147400,0.6,7.8,167.8,1.6
1487151000,0.7,8.9,171.1,1.5
1487154600,0.9,10.9,170.1,1.0
1487158200,0.8,7.8,173.7,0.5
1487161800,1.1,6.6,163.0,0.2
1487165400,2.2,8.5,160.2,0.2
1487169000,1.5,5.7,153.8,0.2
1487172600,1.9,5.9,153.8,0.2
1487176200,1.5,4.5,150.3,0.2
1487179800,1.1,3.1,154.1,0.2
1487183400,1.5,5.6,164.4,0.1
1487187000,1.4,5.3,169.0,0.2
1487190600,0.9,5.4,176.8,0.2
1487194200,1.1,6.0,180.4,0.1
1487197800,0.6,4.5,172.8,0.1
1487201400,0.7,4.9,177.5,0.1
1487205000,0.6,5.0,175.7,0.0
1487208600,0.5,4.6,173.3,0.0
1487212200,0.5,4.8,180.3,0.0
1487215800,0.9,5.8,179.2,0.0
1487219400,0.6,5.3,178.6,0.0
1487223000,0.5,5.4,,0.0
1487226600,,,190.6,0.0
1487230200,0.7,6.5,189.7,
1487233800,0.8,7.0,194.2,0.1
1487237400,0.8,6.5,189.3,0.0
1487241000,0.9,6.6,186.4,0.1
1487244600,0.9,5.8,179.5,0.0
1487248200,0.9,5.4,177.8,0.1
1487251800,1.5,7.3,190.0,0.0
1487255400,1.6,6.2,185.3,0.0
1487259000,1.8,6.7,187.3,0.1
1487262600,2.2,7.6,187.5,0.0
1487266200,2.0,6.5,189.8,0.1
1487269800,2.0,7.7,185.8,0.1
1487273400,2.5,9.7,200.5,0.2
1487277000,2.0,8.1,204.1,0.1
1487280600,1.1,6.1,188.9,0.1
1487284200,1.0,7.4,199.4,0.1
1487287800,0.2,6.1,208.2,0.0
1487291400,0.4,12.5,266.9,0.0
1487295000,5.4,29.5,384.7,0.0
1487298600,18.8,55.2,542.1,0.3
1487302200,17.0,51.4,541.3,0.3
1487305800,18.8,52.0,531.4,0.3
1487309400,19.8,51.9,,0.3
1487313000,,,561.6,0.5
1487316600,30.3,61.7,544.4,
1487320200,32.8,64.8,574.5,0.6
1487323800,35.3,68.0,611.0,0.7
1487327400,27.6,63.4,544.8,1.7
1487331000,6.3,38.1,636.4,1.5
1487334600,18.8,55.4,1243.3,4.1
1487338200,24.8,55.3,575.3,3.7
1487341800,21.4,46.5,389.7,3.3
1487345400,28.1,55.8,521.1,3.7
1487349000,16.2,36.7,349.7,3.2
1487352600,11.4,28.0,295.4,2.9
1487356200,10.4,28.0,278.4,3.4
1487359800,9.1,27.2,271.7,3.4
1487363400,5.7,19.2,230.0,2.3
1487367000,1.4,11.0,214.3,1.6
1487370600,1.7,26.3,342.7,1.6
1487374200,15.8,58.1,565.2,1.8
1487377800,11.9,50.9,542.5,1.6
1487381400,16.1,52.3,604.9,1.5
1487385000,24.4,57.7,645.8,1.3
1487388600,32.2,62.3,722.5,1.1
1487392200,29.3,59.0,657.0,1.0
1487395800,43.6,72.3,,1.1
1487399400,,,1005.5,1.2
1487403000,49.7,74.7,994.9,
1487406600,55.6,81.6,960.3,1.2
1487410200,71.7,99.2,1105.9,1.5
1487413800,85.9,117.6,1264.7,1.8
1487417400,79.4,116.5,1343.4,1.8
1487421000,36.1,76.8,859.3,1.1
1487424600,20.8,52.5,577.1,1.6
1487428200,4.7,18.4,276.3,2.3
1487431800,2.1,8.9,210.4,2.3
1487435400,1.6,7.3,194.7,2.3
1487439000,1.0,5.4,188.9,2.1
1487442600,0.9,5.0,180.0,2.0
1487446200,0.7,4.8,179.3,1.9
1487449800,0.6,5.1,185.8,1.6
1487453400,0.3,4.9,180.0,0.9
1487457000,0.3,5.0,197.0,0.8
1487460600,0.2,6.8,215.6,0.9
1487464200,0.2,7.4,219.0,1.0
1487467800,0.1,8.6,228.2,1.0
1487471400,0.2,12.9,254.7,1.0
1487475000,0.1,9.5,227.3,1.6
1487478600,0.2,6.6,193.0,1.8
