EpochTime,3.feed_3506.PM2_5,3.feed_3506.OZONE
1507458600,2.0,23.0
1507462200,4.0,19.0
1507465800,5.0,20.0
1507469400,8.0,23.0
1507473000,6.0,25.0
1507476600,6.0,26.0
1507480200,6.0,29.0
1507483800,10.0,32.0
1507487400,7.0,37.0
1507491000,7.0,34.0
1507494600,10.0,29.0
1507498200,9.0,26.0
1507501800,8.0,21.0
1507505400,13.0,18.0
1507509000,9.0,15.0
1507512600,10.0,12.0
1507516200,7.0,10.0
1507519800,9.0,10.0
1507523400,9.0,5.0
1507527000,11.0,8.0
1507530600,8.0,5.0
1507534200,7.0,4.0
1507537800,14.0,5.0
1507541400,12.0,2.0
1507545000,9.0,3.0
1507548600,4.0,4.0
1507552200,4.0,6.0
1507555800,4.0,7.0
1507559400,3.0,8.0
1507563000,6.0,10.0
1507566600,6.0,15.0
1507570200,3.0,18.0
1507573800,5.0,20.0
1507577400,5.0,24.0
1507581000,4.0,24.0
1507584600,8.0,24.0
1507588200,8.0,22.0
1507591800,5.0,21.0
1507595400,3.0,15.0
1507599000,3.0,15.0
1507602600,7.0,18.0
1507606200,5.0,16.0
1507609800,10.0,16.0
1507613400,14.0,14.0
1507617000,7.0,15.0
1507620600,4.0,10.0
1507624200,16.0,5.0
1507627800,12.0,3.0
1507631400,10.0,6.0
1507635000,15.0,16.0
1507638600,10.0,20.0
1507642200,7.0,26.0
1507645800,12.0,24.0
1507649400,7.0,29.0
1507653000,6.0,37.0
1507656600,9.0,45.0
1507660200,10.0,48.0
1507663800,12.0,52.0
1507667400,8.0,53.0
1507671000,3.0,51.0
1507674600,,47.0
1507678200,,40.0
1507681800,7.0,37.0
1507685400,8.0,26.0
1507689000,10.0,15.0
1507692600,12.0,15.0
1507696200,16.0,14.0
1507699800,11.0,23.0
1507703400,12.0,19.0
1507707000,10.0,20.0
1507710600,11.0,16.0
1507714200,10.0,18.0
1507717800,11.0,18.0
1507721400,10.0,9.0
1507725000,18.0,10.0
1507728600,10.0,9.0
1507732200,11.0,9.0
1507735800,15.0,14.0
1507739400,15.0,17.0
1507743000,15.0,19.0
1507746600,10.0,23.0
1507750200,17.0,30.0
1507753800,11.0,34.0
1507757400,11.0,33.0
1507761000,10.0,31.0
1507764600,8.0,33.0
1507768200,11.0,27.0
1507771800,11.0,18.0
1507775400,8.0,21.0
1507779000,4.0,12.0
1507782600,8.0,11.0
1507786200,11.0,11.0
1507789800,9.0,11.0
1507793400,12.0,12.0
1507797000,15.0,12.0
1507800600,17.0,11.0
1507804200,15.0,9.0
1507807800,15.0,10.0
1507811400,18.0,9.0
1507815000,22.0,9.0
1507818600,13.0,11.0
1507822200,13.0,14.0
1507825800,12.0,13.0
1507829400,8.0,13.0
1507833000,18.0,14.0
1507836600,8.0,16.0
1507840200,5.0,20.0
1507843800,2.0,22.0
1507847400,6.0,21.0
1507851000,4.0,19.0
1507854600,2.0,19.0
1507858200,5.0,19.0
1507861800,3.0,20.0
1507865400,0.0,20.0
1507869000,5.0,20.0
1507872600,4.0,19.0
1507876200,1.0,18.0
1507879800,1.0,19.0
1507883400,3.0,19.0
1507887000,4.0,20.0
1507890600,3.0,19.0
1507894200,2.0,16.0
1507897800,6.0,14.0
1507901400,8.0,19.0
1507905000,9.0,23.0
1507908600,6.0,25.0
1507912200,5.0,27.0
1507915800,8.0,29.0
1507919400,8.0,33.0
1507923000,10.0,35.0
1507926600,9.0,35.0
1507930200,9.0,34.0
1507933800,7.0,29.0
1507937400,9.0,22.0
1507941000,9.0,19.0
1507944600,8.0,16.0
1507948200,7.0,15.0
1507951800,10.0,13.0
1507955400,8.0,12.0
1507959000,7.0,8.0
1507962600,25.0,3.0
1507966200,13.0,2.0
1507969800,11.0,2.0
1507973400,10.0,1.0
1507977000,8.0,1.0
1507980600,8.0,1.0
1507984200,7.0,1.0
1507987800,13.0,2.0
1507991400,13.0,5.0
1507995000,13.0,12.0
1507998600,18.0,31.0
1508002200,19.0,44.0
1508005800,16.0,50.0
1508009400,11.0,53.0
1508013000,10.0,57.0
1508016600,8.0,57.0
1508020200,5.0,51.0
1508023800,12.0,25.0
1508027400,16.0,24.0
1508031000,20.0,17.0
1508034600,20.0,10.0
1508038200,32.0,8.0
1508041800,27.0,14.0
1508045400,24.0,16.0
1508049000,15.0,21.0
1508052600,13.0,26.0
1508056200,14.0,28.0
1508059800,15.0,28.0
1508063400,9.0,27.0
1508067000,10.0,28.0
1508070600,6.0,29.0
1508074200,13.0,31.0
1508077800,18.0,33.0
1508081400,17.0,35.0
1508085000,13.0,37.0
1508088600,14.0,37.0
1508092200,17.0,36.0
1508095800,11.0,34.0
1508099400,12.0,34.0
1508103000,10.0,32.0
1508106600,8.0,29.0
1508110200,5.0,26.0
1508113800,2.0,29.0
1508117400,4.0,25.0
1508121000,2.0,25.0
1508124600,1.0,24.0
1508128200,3.0,21.0
1508131800,5.0,23.0
1508135400,4.0,29.0
1508139000,3.0,30.0
1508142600,6.0,33.0
1508146200,6.0,31.0
1508149800,4.0,28.0
1508153400,2.0,23.0
1508157000,3.0,22.0
1508160600,6.0,24.0
1508164200,5.0,25.0
1508167800,6.0,28.0
1508171400,10.0,29.0
1508175000,7.0,30.0
1508178600,7.0,30.0
1508182200,5.0,33.0
1508185800,6.0,34.0
1508189400,5.0,35.0
1508193000,5.0,34.0
1508196600,5.0,31.0
1508200200,5.0,28.0
1508203800,5.0,24.0
1508207400,5.0,18.0
1508211000,4.0,11.0
1508214600,4.0,10.0
1508218200,8.0,6.0
1508221800,5.0,4.0
1508225400,5.0,2.0
1508229000,7.0,2.0
1508232600,6.0,1.0
1508236200,2.0,0.0
1508239800,5.0,0.0
1508243400,11.0,1.0
1508247000,10.0,2.0
1508250600,10.0,10.0
1508254200,8.0,21.0
1508257800,8.0,28.0
1508261400,6.0,37.0
1508265000,8.0,40.0
1508268600,7.0,40.0
1508272200,5.0,39.0
1508275800,4.0,41.0
1508279400,5.0,38.0
1508283000,12.0,29.0
1508286600,36.0,27.0
1508290200,2.0,27.0
1508293800,,12.0
1508297400,0.0,7.0
1508301000,13.0,4.0
1508304600,7.0,1.0
1508308200,9.0,1.0
1508311800,6.0,1.0
1508315400,0.0,1.0
1508319000,6.0,1.0
1508322600,0.0,1.0
1508326200,-1.0,1.0
1508329800,17.0,1.0
1508333400,19.0,2.0
1508337000,26.0,5.0
1508340600,18.0,10.0
1508344200,14.0,29.0
1508347800,14.0,32.0
1508351400,10.0,33.0
1508355000,9.0,40.0
1508358600,6.0,43.0
1508362200,7.0,44.0
1508365800,9.0,34.0
1508369400,8.0,13.0
1508373000,10.0,9.0
1508376600,10.0,3.0
1508380200,10.0,3.0
1508383800,10.0,3.0
1508387400,20.0,1.0
1508391000,,1.0
1508394600,,1.0
1508398200,11.0,1.0
1508401800,19.0,1.0
1508405400,-2.0,0.0
1508409000,16.0,1.0
1508412600,24.0,0.0
1508416200,10.0,1.0
1508419800,5.0,4.0
1508423400,7.0,17.0
1508427000,7.0,36.0
1508430600,8.0,47.0
1508434200,9.0,53.0
1508437800,10.0,54.0
1508441400,10.0,54.0
1508445000,8.0,54.0
1508448600,9.0,55.0
1508452200,7.0,50.0
1508455800,10.0,47.0
1508459400,8.0,40.0
1508463000,8.0,41.0
1508466600,8.0,40.0
1508470200,8.0,39.0
1508473800,11.0,40.0
1508477400,18.0,37.0
1508481000,13.0,26.0
1508484600,29.0,25.0
1508488200,14.0,25.0
1508491800,0.0,7.0
1508495400,,0.0
1508499000,9.0,0.0
1508502600,9.0,1.0
1508506200,21.0,3.0
1508509800,21.0,
1508513400,10.0,32.0
1508517000,10.0,43.0
1508520600,9.0,46.0
1508524200,8.0,49.0
1508527800,5.0,49.0
1508531400,4.0,50.0
1508535000,4.0,48.0
1508538600,5.0,32.0
1508542200,11.0,11.0
1508545800,9.0,16.0
1508549400,13.0,10.0
1508553000,22.0,9.0
1508556600,19.0,6.0
1508560200,25.0,3.0
1508563800,19.0,2.0
1508567400,20.0,1.0
1508571000,14.0,0.0
1508574600,7.0,0.0
1508578200,10.0,0.0
1508581800,7.0,0.0
1508585400,22.0,1.0
1508589000,19.0,1.0
1508592600,19.0,5.0
1508596200,14.0,10.0
1508599800,18.0,14.0
1508603400,18.0,25.0
1508607000,20.0,48.0
1508610600,15.0,51.0
1508614200,16.0,55.0
1508617800,15.0,56.0
1508621400,12.0,47.0
1508625000,13.0,24.0
1508628600,23.0,22.0
1508632200,26.0,13.0
1508635800,21.0,11.0
1508639400,30.0,10.0
1508643000,26.0,7.0
1508646600,33.0,4.0
1508650200,29.0,3.0
1508653800,30.0,3.0
1508657400,30.0,3.0
1508661000,24.0,1.0
1508664600,29.0,1.0
1508668200,33.0,1.0
1508671800,25.0,2.0
1508675400,23.0,3.0
1508679000,21.0,5.0
1508682600,19.0,12.0
1508686200,22.0,28.0
1508689800,13.0,50.0
1508693400,18.0,56.0
1508697000,15.0,60.0
1508700600,15.0,61.0
1508704200,11.0,60.0
1508707800,9.0,51.0
1508711400,9.0,36.0
1508715000,15.0,28.0
1508718600,13.0,18.0
1508722200,11.0,16.0
1508725800,16.0,35.0
1508729400,8.0,44.0
1508733000,8.0,45.0
1508736600,10.0,45.0
1508740200,7.0,43.0
1508743800,8.0,42.0
1508747400,11.0,41.0
1508751000,13.0,34.0
1508754600,12.0,18.0
1508758200,16.0,17.0
1508761800,18.0,17.0
1508765400,17.0,16.0
1508769000,12.0,18.0
1508772600,11.0,23.0
1508776200,12.0,33.0
1508779800,10.0,37.0
1508783400,11.0,37.0
1508787000,8.0,32.0
1508790600,8.0,30.0
1508794200,8.0,32.0
1508797800,10.0,33.0
1508801400,6.0,38.0
1508805000,4.0,33.0
1508808600,11.0,32.0
1508812200,6.0,34.0
1508815800,5.0,31.0
1508819400,5.0,34.0
1508823000,3.0,35.0
1508826600,3.0,33.0
1508830200,3.0,28.0
1508833800,4.0,24.0
1508837400,4.0,20.0
1508841000,2.0,18.0
1508844600,0.0,19.0
1508848200,1.0,27.0
1508851800,3.0,28.0
1508855400,,31.0
1508859000,0.0,31.0
1508862600,6.0,36.0
1508866200,4.0,35.0
1508869800,8.0,35.0
1508873400,6.0,37.0
1508877000,3.0,37.0
1508880600,6.0,32.0
1508884200,9.0,35.0
1508887800,7.0,35.0
1508891400,7.0,31.0
1508895000,5.0,29.0
1508898600,6.0,29.0
1508902200,5.0,29.0
1508905800,6.0,27.0
1508909400,3.0,27.0
1508913000,7.0,25.0
1508916600,6.0,24.0
1508920200,9.0,24.0
1508923800,6.0,22.0
1508927400,5.0,20.0
1508931000,7.0,17.0
1508934600,7.0,15.0
1508938200,-2.0,14.0
1508941800,-1.0,14.0
1508945400,11.0,14.0
1508949000,5.0,14.0
1508952600,,14.0
1508956200,4.0,12.0
1508959800,11.0,12.0
1508963400,3.0,13.0
1508967000,,12.0
1508970600,2.0,14.0
1508974200,,14.0
1508977800,0.0,11.0
1508981400,5.0,12.0
1508985000,3.0,14.0
1508988600,1.0,9.0
1508992200,11.0,6.0
1508995800,6.0,5.0
1508999400,11.0,5.0
1509003000,7.0,2.0
1509006600,10.0,5.0
1509010200,10.0,8.0
1509013800,9.0,9.0
1509017400,15.0,6.0
1509021000,9.0,5.0
1509024600,12.0,10.0
1509028200,14.0,12.0
1509031800,15.0,14.0
1509035400,21.0,19.0
1509039000,20.0,24.0
1509042600,10.0,31.0
1509046200,15.0,33.0
1509049800,3.0,36.0
1509053400,,34.0
1509057000,0.0,28.0
1509060600,12.0,16.0
1509064200,24.0,3.0
1509067800,15.0,2.0
1509071400,3.0,1.0
1509075000,8.0,1.0
1509078600,9.0,1.0
1509082200,28.0,1.0
1509085800,14.0,1.0
1509089400,16.0,1.0
1509093000,13.0,1.0
1509096600,13.0,1.0
1509100200,16.0,1.0
1509103800,21.0,1.0
1509107400,10.0,1.0
1509111000,13.0,7.0
1509114600,,20.0
1509118200,,33.0
1509121800,10.0,39.0
1509125400,13.0,44.0
1509129000,10.0,49.0
1509132600,8.0,51.0
1509136200,5.0,49.0
1509139800,4.0,47.0
1509143400,9.0,41.0
1509147000,10.0,26.0
1509150600,13.0,22.0
1509154200,11.0,31.0
1509157800,6.0,31.0
1509161400,9.0,29.0
1509165000,7.0,28.0
1509168600,7.0,28.0
1509172200,19.0,22.0
1509175800,37.0,25.0
1509179400,11.0,17.0
1509183000,11.0,11.0
1509186600,39.0,6.0
1509190200,23.0,3.0
1509193800,38.0,3.0
1509197400,11.0,23.0
1509201000,6.0,33.0
1509204600,13.0,28.0
1509208200,10.0,25.0
1509211800,4.0,14.0
1509215400,5.0,14.0
1509219000,7.0,16.0
1509222600,5.0,15.0
1509226200,1.0,18.0
1509229800,2.0,21.0
1509233400,3.0,18.0
1509237000,4.0,20.0
1509240600,3.0,19.0
1509244200,1.0,18.0
1509247800,3.0,18.0
1509251400,4.0,17.0
1509255000,8.0,17.0
1509258600,7.0,15.0
1509262200,7.0,15.0
1509265800,7.0,14.0
1509269400,10.0,14.0
1509273000,7.0,14.0
1509276600,5.0,12.0
1509280200,6.0,12.0
1509283800,7.0,14.0
1509287400,8.0,15.0
1509291000,7.0,15.0
1509294600,10.0,15.0
1509298200,6.0,15.0
1509301800,4.0,14.0
1509305400,7.0,13.0
1509309000,8.0,13.0
1509312600,6.0,14.0
1509316200,7.0,13.0
1509319800,6.0,19.0
1509323400,6.0,21.0
1509327000,8.0,21.0
1509330600,6.0,21.0
1509334200,4.0,22.0
1509337800,6.0,20.0
1509341400,9.0,20.0
1509345000,5.0,19.0
1509348600,6.0,18.0
1509352200,6.0,18.0
1509355800,14.0,20.0
1509359400,8.0,21.0
1509363000,8.0,19.0
1509366600,8.0,22.0
1509370200,7.0,23.0
1509373800,,26.0
1509377400,,27.0
1509381000,-1.0,29.0
1509384600,7.0,29.0
1509388200,9.0,29.0
1509391800,7.0,28.0
1509395400,4.0,28.0
1509399000,6.0,26.0
1509402600,2.0,26.0
1509406200,7.0,27.0
1509409800,4.0,26.0
1509413400,1.0,25.0
1509417000,-2.0,24.0
1509420600,2.0,24.0
1509424200,4.0,23.0
1509427800,9.0,20.0
1509431400,5.0,20.0
1509435000,5.0,18.0
1509438600,5.0,17.0
1509442200,4.0,18.0
1509445800,9.0,17.0
1509449400,6.0,12.0
1509453000,6.0,13.0
1509456600,12.0,14.0
1509460200,7.0,15.0
1509463800,3.0,16.0
1509467400,3.0,17.0
1509471000,0.0,19.0
1509474600,-2.0,20.0
1509478200,,21.0
1509481800,,22.0
1509485400,3.0,21.0
1509489000,5.0,18.0
1509492600,10.0,13.0
1509496200,9.0,11.0
1509499800,19.0,10.0
1509503400,1.0,4.0
1509507000,12.0,1.0
1509510600,11.0,1.0
1509514200,11.0,1.0
1509517800,10.0,1.0
1509521400,10.0,1.0
1509525000,26.0,1.0
1509528600,,1.0
1509532200,3.0,2.0
1509535800,6.0,2.0
1509539400,13.0,1.0
1509543000,8.0,2.0
1509546600,9.0,3.0
1509550200,3.0,3.0
1509553800,,4.0
1509557400,20.0,3.0
1509561000,11.0,3.0
1509564600,13.0,4.0
1509568200,7.0,3.0
1509571800,0.0,2.0
1509575400,11.0,1.0
1509579000,8.0,0.0
1509582600,0.0,0.0
1509586200,3.0,0.0
1509589800,16.0,0.0
1509593400,13.0,0.0
1509597000,12.0,0.0
1509600600,11.0,0.0
1509604200,13.0,1.0
1509607800,8.0,1.0
1509611400,16.0,3.0
1509615000,9.0,5.0
1509618600,9.0,5.0
1509622200,0.0,4.0
1509625800,15.0,2.0
1509629400,26.0,9.0
1509633000,22.0,
1509636600,5.0,29.0
1509640200,29.0,26.0
1509643800,15.0,31.0
1509647400,9.0,36.0
1509651000,13.0,40.0
1509654600,14.0,38.0
1509658200,10.0,32.0
1509661800,9.0,26.0
1509665400,7.0,26.0
1509669000,8.0,22.0
1509672600,10.0,4.0
1509676200,10.0,2.0
1509679800,10.0,3.0
1509683400,13.0,6.0
1509687000,10.0,12.0
1509690600,6.0,26.0
1509694200,4.0,26.0
1509697800,8.0,26.0
1509701400,7.0,24.0
1509705000,9.0,20.0
1509708600,8.0,11.0
1509712200,11.0,5.0
1509715800,8.0,5.0
1509719400,6.0,15.0
1509723000,1.0,19.0
1509726600,1.0,19.0
1509730200,2.0,19.0
1509733800,0.0,22.0
1509737400,0.0,24.0
1509741000,4.0,27.0
1509744600,2.0,26.0
1509748200,1.0,18.0
1509751800,5.0,13.0
1509755400,6.0,19.0
1509759000,7.0,21.0
1509762600,4.0,18.0
1509766200,7.0,18.0
1509769800,0.0,21.0
1509773400,3.0,19.0
1509777000,8.0,14.0
1509780600,2.0,10.0
1509784200,5.0,5.0
1509787800,5.0,3.0
1509791400,6.0,4.0
1509795000,11.0,8.0
1509798600,9.0,9.0
1509802200,10.0,11.0
1509805800,6.0,13.0
1509809400,7.0,17.0
1509813000,12.0,23.0
1509816600,9.0,25.0
1509820200,7.0,29.0
1509823800,7.0,31.0
1509827400,5.0,31.0
1509831000,4.0,29.0
1509834600,4.0,26.0
1509838200,5.0,24.0
1509841800,17.0,22.0
1509845400,-2.0,18.0
1509849000,3.0,18.0
1509852600,6.0,19.0
1509856200,,17.0
1509859800,,15.0
1509863400,,13.0
1509867000,13.0,10.0
1509870600,8.0,11.0
1509874200,4.0,9.0
1509877800,4.0,8.0
1509881400,5.0,10.0
1509885000,7.0,11.0
1509888600,6.0,14.0
1509892200,11.0,11.0
1509895800,11.0,15.0
1509899400,12.0,19.0
1509903000,11.0,14.0
1509906600,15.0,15.0
1509910200,13.0,12.0
1509913800,14.0,11.0
1509917400,11.0,10.0
1509921000,13.0,6.0
1509924600,11.0,19.0
1509928200,10.0,21.0
1509931800,15.0,17.0
1509935400,3.0,23.0
1509939000,1.0,22.0
1509942600,1.0,22.0
1509946200,3.0,28.0
1509949800,2.0,28.0
1509953400,1.0,25.0
1509957000,2.0,25.0
1509960600,0.0,28.0
1509964200,0.0,28.0
1509967800,1.0,25.0
1509971400,4.0,22.0
1509975000,4.0,16.0
1509978600,1.0,16.0
1509982200,-1.0,13.0
1509985800,0.0,13.0
1509989400,0.0,16.0
1509993000,0.0,19.0
1509996600,4.0,21.0
1510000200,2.0,25.0
1510003800,-2.0,22.0
1510007400,0.0,20.0
1510011000,7.0,20.0
1510014600,0.0,21.0
1510018200,4.0,18.0
1510021800,8.0,18.0
1510025400,8.0,8.0
1510029000,22.0,7.0
1510032600,3.0,2.0
1510036200,6.0,4.0
1510039800,7.0,5.0
1510043400,7.0,6.0
1510047000,5.0,2.0
1510050600,4.0,3.0
1510054200,8.0,5.0
1510057800,8.0,6.0
1510061400,7.0,11.0
1510065000,8.0,12.0
1510068600,10.0,16.0
1510072200,6.0,19.0
1510075800,7.0,20.0
1510079400,7.0,19.0
1510083000,5.0,18.0
1510086600,10.0,18.0
1510090200,6.0,18.0
1510093800,5.0,17.0
1510097400,6.0,19.0
1510101000,7.0,17.0
1510104600,6.0,17.0
1510108200,9.0,14.0
1510111800,7.0,14.0
1510115400,4.0,17.0
1510119000,7.0,16.0
1510122600,6.0,16.0
1510126200,1.0,20.0
1510129800,0.0,24.0
1510133400,6.0,20.0
1510137000,5.0,15.0
1510140600,,11.0
1510144200,,8.0
1510147800,1.0,16.0
1510151400,5.0,20.0
1510155000,5.0,23.0
1510158600,5.0,26.0
1510162200,3.0,27.0
1510165800,1.0,30.0
1510169400,21.0,31.0
1510173000,,31.0
1510176600,2.0,29.0
1510180200,0.0,17.0
1510183800,6.0,2.0
1510187400,8.0,1.0
1510191000,14.0,1.0
1510194600,15.0,1.0
1510198200,12.0,1.0
1510201800,11.0,1.0
1510205400,11.0,1.0
1510209000,10.0,1.0
1510212600,11.0,1.0
1510216200,6.0,1.0
1510219800,3.0,1.0
1510223400,20.0,1.0
1510227000,,1.0
1510230600,27.0,1.0
1510234200,27.0,2.0
1510237800,11.0,2.0
1510241400,26.0,4.0
1510245000,5.0,11.0
1510248600,7.0,23.0
1510252200,9.0,30.0
1510255800,11.0,32.0
1510259400,8.0,30.0
1510263000,0.0,31.0
1510266600,,25.0
1510270200,,21.0
1510273800,,24.0
1510277400,14.0,28.0
1510281000,15.0,28.0
1510284600,7.0,29.0
1510288200,,27.0
1510291800,4.0,31.0
1510295400,8.0,34.0
1510299000,8.0,35.0
1510302600,7.0,33.0
1510306200,5.0,35.0
1510309800,4.0,36.0
1510313400,27.0,36.0
1510317000,1.0,35.0
1510320600,4.0,36.0
1510324200,3.0,35.0
1510327800,,35.0
1510331400,,36.0
1510335000,4.0,34.0
1510338600,4.0,33.0
1510342200,8.0,33.0
1510345800,4.0,35.0
1510349400,3.0,35.0
1510353000,5.0,35.0
1510356600,6.0,35.0
1510360200,8.0,33.0
1510363800,5.0,33.0
1510367400,5.0,29.0
1510371000,11.0,31.0
1510374600,7.0,31.0
1510378200,,29.0
1510381800,8.0,29.0
1510385400,9.0,24.0
1510389000,1.0,28.0
1510392600,,26.0
1510396200,2.0,23.0
1510399800,7.0,21.0
1510403400,4.0,22.0
1510407000,3.0,25.0
1510410600,4.0,28.0
1510414200,5.0,30.0
1510417800,5.0,31.0
1510421400,,32.0
1510425000,2.0,33.0
1510428600,2.0,35.0
1510432200,1.0,33.0
1510435800,-1.0,30.0
1510439400,3.0,24.0
1510443000,22.0,9.0
1510446600,23.0,6.0
1510450200,14.0,4.0
1510453800,24.0,1.0
1510457400,31.0,1.0
1510461000,18.0,1.0
1510464600,,1.0
1510468200,21.0,0.0
1510471800,26.0,1.0
1510475400,13.0,1.0
1510479000,27.0,1.0
1510482600,23.0,1.0
1510486200,23.0,1.0
1510489800,19.0,1.0
1510493400,27.0,3.0
1510497000,24.0,5.0
1510500600,-2.0,8.0
1510504200,,14.0
1510507800,,17.0
1510511400,,15.0
1510515000,,17.0
1510518600,,18.0
1510522200,17.0,16.0
1510525800,50.0,10.0
1510529400,13.0,8.0
1510533000,4.0,9.0
1510536600,35.0,4.0
1510540200,20.0,2.0
1510543800,18.0,1.0
1510547400,4.0,1.0
1510551000,15.0,1.0
1510554600,16.0,1.0
1510558200,11.0,2.0
1510561800,21.0,4.0
1510565400,12.0,6.0
1510569000,10.0,5.0
1510572600,16.0,5.0
1510576200,15.0,4.0
1510579800,12.0,7.0
1510583400,26.0,8.0
1510587000,,11.0
1510590600,16.0,13.0
1510594200,6.0,14.0
1510597800,1.0,14.0
1510601400,23.0,30.0
1510605000,,26.0
1510608600,9.0,25.0
1510612200,12.0,23.0
1510615800,6.0,22.0
1510619400,6.0,20.0
1510623000,8.0,24.0
1510626600,16.0,23.0
1510630200,,23.0
1510633800,,24.0
1510637400,,19.0
1510641000,,15.0
1510644600,,20.0
1510648200,,20.0
1510651800,,21.0
1510655400,,17.0
1510659000,,15.0
1510662600,,12.0
1510666200,,10.0
1510669800,,17.0
1510673400,,23.0
1510677000,13.0,28.0
1510680600,10.0,30.0
1510684200,12.0,28.0
1510687800,,32.0
1510691400,-2.0,33.0
1510695000,,31.0
1510698600,2.0,30.0
1510702200,16.0,28.0
1510705800,22.0,20.0
1510709400,16.0,12.0
1510713000,20.0,2.0
1510716600,10.0,1.0
1510720200,15.0,2.0
1510723800,15.0,2.0
1510727400,27.0,2.0
1510731000,24.0,2.0
1510734600,11.0,1.0
1510738200,11.0,2.0
1510741800,9.0,2.0
1510745400,7.0,3.0
1510749000,16.0,3.0
1510752600,22.0,4.0
1510756200,13.0,
1510759800,17.0,
1510763400,12.0,
1510767000,26.0,
1510770600,21.0,
1510774200,7.0,
1510777800,-1.0,24.0
1510781400,,15.0
1510785000,,8.0
1510788600,14.0,10.0
1510792200,11.0,14.0
1510795800,11.0,16.0
1510799400,13.0,22.0
1510803000,8.0,25.0
1510806600,4.0,28.0
1510810200,0.0,25.0
1510813800,0.0,23.0
1510817400,0.0,22.0
1510821000,11.0,21.0
1510824600,9.0,21.0
1510828200,7.0,19.0
1510831800,0.0,20.0
1510835400,0.0,20.0
1510839000,2.0,24.0
1510842600,5.0,24.0
1510846200,11.0,
1510849800,10.0,20.0
1510853400,8.0,22.0
1510857000,1.0,21.0
1510860600,0.0,17.0
1510864200,6.0,15.0
1510867800,4.0,15.0
1510871400,2.0,15.0
1510875000,3.0,17.0
1510878600,8.0,17.0
1510882200,6.0,16.0
1510885800,3.0,19.0
1510889400,2.0,19.0
1510893000,3.0,19.0
1510896600,2.0,18.0
1510900200,1.0,20.0
1510903800,3.0,18.0
1510907400,3.0,22.0
1510911000,0.0,23.0
1510914600,-2.0,23.0
1510918200,0.0,24.0
1510921800,4.0,24.0
1510925400,2.0,21.0
1510929000,2.0,24.0
1510932600,3.0,23.0
1510936200,2.0,24.0
1510939800,,25.0
1510943400,,23.0
1510947000,8.0,21.0
1510950600,,20.0
1510954200,17.0,12.0
1510957800,0.0,7.0
1510961400,6.0,4.0
1510965000,8.0,1.0
1510968600,17.0,1.0
1510972200,15.0,1.0
1510975800,17.0,1.0
1510979400,13.0,1.0
1510983000,9.0,1.0
1510986600,6.0,1.0
1510990200,8.0,1.0
1510993800,11.0,1.0
1510997400,19.0,1.0
1511001000,19.0,1.0
1511004600,12.0,2.0
1511008200,13.0,2.0
1511011800,20.0,2.0
1511015400,11.0,5.0
1511019000,9.0,7.0
1511022600,10.0,12.0
1511026200,15.0,15.0
1511029800,16.0,8.0
1511033400,8.0,11.0
1511037000,9.0,13.0
1511040600,5.0,11.0
1511044200,9.0,11.0
1511047800,13.0,2.0
1511051400,11.0,4.0
1511055000,8.0,19.0
1511058600,11.0,14.0
1511062200,7.0,20.0
1511065800,4.0,30.0
1511069400,10.0,18.0
1511073000,6.0,20.0
1511076600,3.0,20.0
1511080200,2.0,18.0
1511083800,0.0,18.0
1511087400,1.0,21.0
1511091000,4.0,24.0
1511094600,3.0,24.0
1511098200,4.0,25.0
1511101800,3.0,26.0
1511105400,1.0,27.0
1511109000,0.0,28.0
1511112600,0.0,33.0
1511116200,-1.0,34.0
1511119800,4.0,33.0
1511123400,5.0,
1511127000,5.0,
1511130600,5.0,
1511134200,3.0,
1511137800,6.0,
1511141400,10.0,
1511145000,7.0,
1511148600,6.0,
1511152200,6.0,
1511155800,7.0,
1511159400,4.0,
1511163000,1.0,
1511166600,11.0,
1511170200,14.0,
1511173800,8.0,
1511177400,12.0,
1511181000,13.0,
1511184600,13.0,
1511188200,14.0,
1511191800,15.0,
1511195400,8.0,
1511199000,4.0,
1511202600,6.0,
1511206200,11.0,
1511209800,11.0,
1511213400,8.0,
1511217000,7.0,
1511220600,6.0,
1511224200,7.0,
1511227800,7.0,
1511231400,8.0,
1511235000,7.0,
1511238600,8.0,
1511242200,6.0,
1511245800,15.0,
1511249400,9.0,
1511253000,4.0,
1511256600,6.0,
1511260200,6.0,
1511263800,9.0,
1511267400,7.0,
1511271000,9.0,
1511274600,7.0,
1511278200,9.0,
1511281800,11.0,
1511285400,5.0,
1511292600,-2.0,
1511307000,1.0,
1511310600,6.0,
1511314200,3.0,
1511317800,17.0,
1511321400,42.0,
1511328600,6.0,
1511332200,12.0,
1511335800,7.0,
1511339400,1.0,
1511343000,1.0,
1511350200,-1.0,
1511353800,9.0,
1511357400,6.0,
1511361000,2.0,
1511364600,1.0,
1511368200,2.0,
1511371800,2.0,
1511375400,5.0,
1511379000,2.0,
1511382600,1.0,
1511386200,3.0,28.0
1511389800,6.0,26.0
1511393400,4.0,27.0
1511397000,5.0,30.0
1511400600,0.0,29.0
1511404200,2.0,25.0
1511407800,9.0,17.0
1511411400,8.0,13.0
1511415000,11.0,9.0
1511418600,7.0,7.0
1511422200,6.0,1.0
1511425800,5.0,1.0
1511429400,6.0,1.0
1511433000,15.0,1.0
1511436600,9.0,1.0
1511440200,9.0,2.0
1511443800,9.0,4.0
1511447400,3.0,10.0
1511451000,2.0,18.0
1511454600,22.0,26.0
