EpochTime,3.feed_3506.PM2_5,3.feed_3506.OZONE
1489728600,19.0,0.0
1489732200,16.0,0.0
1489735800,17.0,0.0
1489739400,17.0,0.0
1489743000,15.0,0.0
1489746600,15.0,0.0
1489750200,22.0,0.0
1489753800,24.0,0.0
1489757400,32.0,1.0
1489761000,27.0,9.0
1489764600,8.0,33.0
1489768200,8.0,42.0
1489771800,12.0,40.0
1489775400,4.0,40.0
1489779000,6.0,38.0
1489782600,39.0,38.0
1489786200,7.0,29.0
1489789800,15.0,22.0
1489793400,10.0,23.0
1489797000,13.0,21.0
1489800600,4.0,18.0
1489804200,13.0,17.0
1489807800,28.0,15.0
1489811400,13.0,16.0
1489815000,12.0,14.0
1489818600,7.0,11.0
1489822200,18.0,9.0
1489825800,21.0,3.0
1489829400,15.0,0.0
1489833000,31.0,2.0
1489836600,19.0,1.0
1489840200,21.0,2.0
1489843800,12.0,5.0
1489847400,19.0,10.0
1489851000,17.0,16.0
1489854600,20.0,19.0
1489858200,20.0,20.0
1489861800,16.0,24.0
1489865400,18.0,27.0
1489869000,11.0,29.0
1489872600,12.0,29.0
1489876200,7.0,24.0
1489879800,13.0,21.0
1489883400,7.0,20.0
1489887000,4.0,19.0
1489890600,5.0,16.0
1489894200,5.0,19.0
1489897800,8.0,23.0
1489901400,9.0,25.0
1489905000,7.0,26.0
1489908600,7.0,31.0
1489912200,8.0,32.0
1489915800,12.0,29.0
1489919400,10.0,30.0
1489923000,9.0,32.0
1489926600,12.0,30.0
1489930200,12.0,32.0
1489933800,14.0,31.0
1489937400,17.0,33.0
1489941000,26.0,36.0
1489944600,14.0,36.0
1489948200,10.0,36.0
1489951800,15.0,38.0
1489955400,14.0,39.0
1489959000,9.0,40.0
1489962600,15.0,40.0
1489966200,16.0,35.0
1489969800,21.0,31.0
1489973400,12.0,31.0
1489977000,22.0,27.0
1489980600,11.0,25.0
1489984200,24.0,25.0
1489987800,18.0,20.0
1489991400,7.0,11.0
1489995000,24.0,7.0
1489998600,29.0,19.0
1490002200,14.0,18.0
1490005800,24.0,18.0
1490009400,24.0,9.0
1490013000,20.0,17.0
1490016600,20.0,23.0
1490020200,12.0,29.0
1490023800,8.0,32.0
1490027400,11.0,33.0
1490031000,20.0,33.0
1490034600,11.0,34.0
1490038200,15.0,36.0
1490041800,11.0,39.0
1490045400,4.0,37.0
1490049000,1.0,34.0
1490052600,5.0,32.0
1490056200,7.0,28.0
1490059800,6.0,21.0
1490063400,7.0,22.0
1490067000,-1.0,5.0
1490070600,16.0,8.0
1490074200,4.0,14.0
1490077800,18.0,3.0
1490081400,11.0,1.0
1490085000,15.0,1.0
1490088600,14.0,5.0
1490092200,10.0,11.0
1490095800,18.0,5.0
1490099400,13.0,6.0
1490103000,18.0,15.0
1490106600,22.0,
1490110200,23.0,31.0
1490113800,16.0,35.0
1490117400,15.0,42.0
1490121000,13.0,46.0
1490124600,12.0,49.0
1490128200,11.0,51.0
1490131800,10.0,51.0
1490135400,8.0,50.0
1490139000,10.0,48.0
1490142600,8.0,47.0
1490146200,8.0,45.0
1490149800,6.0,45.0
1490153400,10.0,45.0
1490157000,7.0,44.0
1490160600,2.0,41.0
1490164200,2.0,41.0
1490167800,2.0,41.0
1490171400,3.0,42.0
1490175000,2.0,41.0
1490178600,2.0,39.0
1490182200,4.0,36.0
1490185800,5.0,35.0
1490189400,8.0,35.0
1490193000,6.0,38.0
1490196600,3.0,40.0
1490200200,3.0,40.0
1490203800,3.0,43.0
1490207400,3.0,44.0
1490211000,2.0,45.0
1490214600,5.0,46.0
1490218200,5.0,46.0
1490221800,15.0,46.0
1490225400,8.0,45.0
1490229000,8.0,43.0
1490232600,6.0,42.0
1490236200,5.0,40.0
1490239800,4.0,38.0
1490243400,3.0,37.0
1490247000,6.0,35.0
1490250600,7.0,29.0
1490254200,5.0,17.0
1490257800,6.0,10.0
1490261400,8.0,8.0
1490265000,8.0,0.0
1490268600,8.0,0.0
1490272200,10.0,3.0
1490275800,8.0,26.0
1490279400,8.0,33.0
1490283000,6.0,36.0
1490286600,6.0,39.0
1490290200,2.0,40.0
1490293800,4.0,41.0
1490297400,6.0,44.0
1490301000,5.0,47.0
1490304600,5.0,49.0
1490308200,3.0,49.0
1490311800,0.0,42.0
1490315400,14.0,15.0
1490319000,9.0,10.0
1490322600,9.0,8.0
1490326200,13.0,2.0
1490329800,11.0,2.0
1490333400,10.0,1.0
1490337000,5.0,0.0
1490340600,10.0,1.0
1490344200,8.0,8.0
1490347800,12.0,14.0
1490351400,10.0,23.0
1490355000,11.0,26.0
1490358600,14.0,27.0
1490362200,12.0,32.0
1490365800,10.0,38.0
1490369400,6.0,41.0
1490373000,11.0,47.0
1490376600,15.0,52.0
1490380200,15.0,54.0
1490383800,16.0,56.0
1490387400,10.0,57.0
1490391000,12.0,58.0
1490394600,15.0,58.0
1490398200,16.0,56.0
1490401800,17.0,51.0
1490405400,18.0,51.0
1490409000,20.0,48.0
1490412600,16.0,44.0
1490416200,18.0,39.0
1490419800,21.0,35.0
1490423400,15.0,28.0
1490427000,18.0,24.0
1490430600,20.0,26.0
1490434200,14.0,28.0
1490437800,14.0,32.0
1490441400,12.0,31.0
1490445000,12.0,28.0
1490448600,15.0,39.0
1490452200,13.0,45.0
1490455800,12.0,49.0
1490459400,12.0,51.0
1490463000,12.0,50.0
1490466600,14.0,51.0
1490470200,13.0,52.0
1490473800,9.0,53.0
1490477400,14.0,54.0
1490481000,14.0,52.0
1490484600,13.0,49.0
1490488200,19.0,39.0
1490491800,26.0,20.0
1490495400,28.0,7.0
1490499000,27.0,12.0
1490502600,25.0,11.0
1490506200,21.0,23.0
1490509800,15.0,28.0
1490513400,15.0,29.0
1490517000,12.0,30.0
1490520600,14.0,29.0
1490524200,14.0,31.0
1490527800,17.0,31.0
1490531400,18.0,29.0
1490535000,25.0,30.0
1490538600,23.0,32.0
1490542200,16.0,38.0
1490545800,17.0,40.0
1490549400,16.0,42.0
1490553000,12.0,41.0
1490556600,17.0,38.0
1490560200,16.0,37.0
1490563800,14.0,40.0
1490567400,15.0,37.0
1490571000,16.0,30.0
1490574600,16.0,27.0
1490578200,18.0,30.0
1490581800,13.0,35.0
1490585400,9.0,32.0
1490589000,8.0,30.0
1490592600,5.0,23.0
1490596200,5.0,25.0
1490599800,8.0,23.0
1490603400,7.0,20.0
1490607000,7.0,22.0
1490610600,6.0,19.0
1490614200,6.0,8.0
1490617800,7.0,16.0
1490621400,6.0,30.0
1490625000,12.0,33.0
1490628600,11.0,38.0
1490632200,10.0,41.0
1490635800,7.0,45.0
1490639400,11.0,46.0
1490643000,10.0,49.0
1490646600,8.0,51.0
1490650200,11.0,50.0
1490653800,8.0,49.0
1490657400,7.0,44.0
1490661000,6.0,27.0
1490664600,13.0,12.0
1490668200,13.0,7.0
1490671800,9.0,7.0
1490675400,14.0,8.0
1490679000,12.0,5.0
1490682600,12.0,0.0
1490686200,9.0,0.0
1490689800,7.0,2.0
1490693400,9.0,1.0
1490697000,8.0,0.0
1490700600,17.0,0.0
1490704200,17.0,0.0
1490707800,20.0,0.0
1490711400,21.0,6.0
1490715000,15.0,14.0
1490718600,8.0,26.0
1490722200,7.0,29.0
1490725800,5.0,24.0
1490729400,7.0,30.0
1490733000,7.0,29.0
1490736600,7.0,31.0
1490740200,12.0,33.0
1490743800,10.0,30.0
1490747400,10.0,28.0
1490751000,6.0,26.0
1490754600,7.0,23.0
1490758200,7.0,22.0
1490761800,4.0,21.0
1490765400,5.0,19.0
1490769000,6.0,22.0
1490772600,6.0,21.0
1490776200,7.0,24.0
1490779800,8.0,29.0
1490783400,8.0,29.0
1490787000,7.0,27.0
1490790600,6.0,30.0
1490794200,4.0,35.0
1490797800,2.0,36.0
1490801400,4.0,39.0
1490805000,4.0,42.0
1490808600,1.0,44.0
1490812200,,48.0
1490815800,,50.0
1490819400,2.0,50.0
1490823000,3.0,50.0
1490826600,2.0,49.0
1490830200,6.0,46.0
1490833800,,40.0
1490837400,,36.0
1490841000,1.0,40.0
1490844600,2.0,39.0
1490848200,5.0,37.0
1490851800,8.0,34.0
1490855400,1.0,31.0
1490859000,,32.0
1490862600,6.0,34.0
1490866200,14.0,34.0
1490869800,9.0,32.0
1490873400,5.0,30.0
1490877000,6.0,29.0
1490880600,5.0,31.0
1490884200,8.0,35.0
1490887800,5.0,34.0
1490891400,1.0,31.0
1490895000,9.0,35.0
1490898600,7.0,35.0
1490902200,5.0,35.0
1490905800,1.0,33.0
1490909400,9.0,32.0
1490913000,7.0,31.0
1490916600,5.0,32.0
1490920200,4.0,30.0
1490923800,6.0,30.0
1490927400,8.0,29.0
1490931000,5.0,30.0
1490934600,2.0,29.0
1490938200,0.0,26.0
1490941800,5.0,25.0
1490945400,9.0,25.0
1490949000,10.0,20.0
1490952600,11.0,17.0
1490956200,9.0,11.0
1490959800,10.0,15.0
1490963400,9.0,11.0
1490967000,8.0,17.0
1490970600,9.0,23.0
1490974200,5.0,24.0
1490977800,2.0,25.0
1490981400,1.0,27.0
1490985000,,27.0
1490988600,0.0,26.0
1490992200,4.0,27.0
1490995800,4.0,19.0
1490999400,4.0,14.0
1491003000,11.0,11.0
1491006600,10.0,12.0
1491010200,9.0,7.0
1491013800,6.0,12.0
1491017400,5.0,13.0
1491021000,5.0,16.0
1491024600,2.0,22.0
1491028200,3.0,24.0
1491031800,3.0,22.0
1491035400,2.0,21.0
1491039000,1.0,20.0
1491042600,5.0,18.0
1491046200,4.0,18.0
1491049800,2.0,18.0
1491053400,4.0,21.0
1491057000,1.0,22.0
1491060600,1.0,25.0
1491064200,4.0,26.0
1491067800,1.0,30.0
1491071400,1.0,30.0
1491075000,3.0,30.0
1491078600,4.0,32.0
1491082200,6.0,34.0
1491085800,4.0,39.0
1491089400,2.0,39.0
1491093000,1.0,38.0
1491096600,6.0,38.0
1491100200,16.0,37.0
1491103800,6.0,38.0
1491107400,8.0,36.0
1491111000,6.0,34.0
1491114600,3.0,31.0
1491118200,7.0,30.0
1491121800,5.0,27.0
1491125400,3.0,23.0
1491129000,9.0,6.0
1491132600,15.0,1.0
1491136200,11.0,7.0
1491139800,9.0,24.0
1491143400,5.0,38.0
1491147000,7.0,43.0
1491150600,10.0,45.0
1491154200,12.0,46.0
1491157800,7.0,47.0
1491161400,8.0,50.0
1491165000,7.0,51.0
1491168600,5.0,51.0
1491172200,6.0,49.0
1491175800,8.0,42.0
1491179400,9.0,36.0
1491183000,13.0,23.0
1491186600,0.0,13.0
1491190200,14.0,12.0
1491193800,8.0,7.0
1491197400,2.0,2.0
1491201000,12.0,3.0
1491204600,9.0,4.0
1491208200,14.0,2.0
1491211800,7.0,1.0
1491215400,15.0,0.0
1491219000,8.0,0.0
1491222600,7.0,2.0
1491226200,7.0,9.0
1491229800,9.0,17.0
1491233400,12.0,23.0
1491237000,7.0,36.0
1491240600,6.0,39.0
1491244200,5.0,28.0
1491247800,7.0,43.0
1491251400,4.0,44.0
1491255000,6.0,45.0
1491258600,8.0,44.0
1491262200,5.0,41.0
1491265800,6.0,36.0
1491269400,7.0,27.0
1491273000,14.0,21.0
1491276600,11.0,21.0
1491280200,5.0,32.0
1491283800,4.0,36.0
1491287400,3.0,35.0
1491291000,2.0,35.0
1491294600,1.0,36.0
1491298200,4.0,33.0
1491301800,3.0,35.0
1491305400,4.0,32.0
1491309000,6.0,32.0
1491312600,7.0,33.0
1491316200,4.0,
1491319800,5.0,
1491323400,5.0,43.0
1491327000,3.0,43.0
1491330600,2.0,44.0
1491334200,2.0,47.0
1491337800,0.0,49.0
1491341400,3.0,49.0
1491345000,5.0,47.0
1491348600,5.0,45.0
1491352200,4.0,41.0
1491355800,3.0,44.0
1491359400,4.0,42.0
1491363000,3.0,44.0
1491366600,4.0,44.0
1491370200,4.0,46.0
1491373800,-1.0,45.0
1491377400,-2.0,44.0
1491381000,0.0,40.0
1491384600,7.0,39.0
1491388200,6.0,32.0
1491391800,7.0,25.0
1491395400,3.0,35.0
1491399000,-2.0,41.0
1491402600,6.0,
1491406200,18.0,41.0
1491409800,4.0,42.0
1491413400,6.0,49.0
1491417000,6.0,50.0
1491420600,5.0,53.0
1491424200,2.0,53.0
1491427800,3.0,53.0
1491431400,8.0,53.0
1491435000,6.0,50.0
1491438600,1.0,49.0
1491442200,3.0,48.0
1491445800,4.0,46.0
1491449400,3.0,46.0
1491453000,4.0,42.0
1491456600,1.0,47.0
1491460200,-1.0,38.0
1491463800,0.0,34.0
1491467400,5.0,34.0
1491471000,4.0,26.0
1491474600,,23.0
1491478200,,19.0
1491481800,6.0,26.0
1491485400,5.0,32.0
1491489000,2.0,30.0
1491492600,1.0,29.0
1491496200,1.0,27.0
1491499800,3.0,31.0
1491503400,2.0,35.0
1491507000,3.0,31.0
1491510600,3.0,32.0
1491514200,3.0,30.0
1491517800,2.0,32.0
1491521400,0.0,31.0
1491525000,0.0,33.0
1491528600,5.0,32.0
1491532200,6.0,31.0
1491535800,3.0,28.0
1491539400,2.0,28.0
1491543000,4.0,26.0
1491546600,3.0,28.0
1491550200,2.0,29.0
1491553800,2.0,34.0
1491557400,3.0,31.0
1491561000,5.0,33.0
1491564600,5.0,31.0
1491568200,4.0,26.0
1491571800,4.0,27.0
1491575400,3.0,29.0
1491579000,1.0,29.0
1491582600,2.0,30.0
1491586200,1.0,31.0
1491589800,0.0,33.0
1491593400,1.0,36.0
1491597000,2.0,38.0
1491600600,2.0,39.0
1491604200,9.0,41.0
1491607800,8.0,42.0
1491611400,4.0,43.0
1491615000,3.0,38.0
1491618600,4.0,31.0
1491622200,4.0,36.0
1491625800,0.0,32.0
1491629400,3.0,34.0
1491633000,4.0,37.0
1491636600,4.0,31.0
1491640200,5.0,32.0
1491643800,3.0,19.0
1491647400,3.0,12.0
1491651000,3.0,16.0
1491654600,2.0,20.0
1491658200,3.0,29.0
1491661800,5.0,35.0
1491665400,0.0,42.0
1491669000,0.0,45.0
1491672600,5.0,48.0
1491676200,3.0,50.0
1491679800,5.0,52.0
1491683400,4.0,53.0
1491687000,5.0,54.0
1491690600,6.0,54.0
1491694200,-2.0,52.0
1491697800,,48.0
1491701400,4.0,33.0
1491705000,6.0,7.0
1491708600,25.0,2.0
1491712200,33.0,4.0
1491715800,12.0,2.0
1491719400,22.0,4.0
1491723000,19.0,3.0
1491726600,17.0,1.0
1491730200,17.0,0.0
1491733800,0.0,0.0
1491737400,16.0,1.0
1491741000,21.0,4.0
1491744600,14.0,12.0
1491748200,12.0,26.0
1491751800,7.0,49.0
1491755400,4.0,57.0
1491759000,4.0,59.0
1491762600,2.0,61.0
1491766200,7.0,63.0
1491769800,6.0,63.0
1491773400,4.0,63.0
1491777000,4.0,63.0
1491780600,4.0,56.0
1491784200,7.0,37.0
1491787800,7.0,40.0
1491791400,8.0,21.0
1491795000,15.0,7.0
1491798600,10.0,5.0
1491802200,11.0,7.0
1491805800,9.0,6.0
1491809400,9.0,4.0
1491813000,14.0,1.0
1491816600,10.0,0.0
1491820200,10.0,12.0
1491823800,7.0,29.0
1491827400,5.0,44.0
1491831000,6.0,51.0
1491834600,7.0,54.0
1491838200,9.0,58.0
1491841800,15.0,60.0
1491845400,10.0,61.0
1491849000,11.0,63.0
1491852600,11.0,65.0
1491856200,11.0,65.0
1491859800,9.0,67.0
1491863400,10.0,68.0
1491867000,11.0,61.0
1491870600,11.0,53.0
1491874200,10.0,49.0
1491877800,7.0,37.0
1491881400,8.0,18.0
1491885000,10.0,14.0
1491888600,14.0,7.0
1491892200,16.0,1.0
1491895800,10.0,1.0
1491899400,11.0,1.0
1491903000,10.0,0.0
1491906600,16.0,5.0
1491910200,13.0,10.0
1491913800,29.0,3.0
1491917400,11.0,29.0
1491921000,9.0,43.0
1491924600,10.0,46.0
1491928200,7.0,43.0
1491931800,4.0,38.0
1491935400,11.0,43.0
1491939000,12.0,46.0
1491942600,10.0,45.0
1491946200,8.0,48.0
1491949800,9.0,46.0
1491953400,5.0,41.0
1491957000,1.0,45.0
1491960600,4.0,41.0
1491964200,5.0,40.0
1491967800,2.0,40.0
1491971400,3.0,37.0
1491975000,8.0,33.0
1491978600,5.0,32.0
1491982200,8.0,30.0
1491985800,9.0,27.0
1491989400,10.0,23.0
1491993000,11.0,19.0
1491996600,12.0,20.0
1492000200,12.0,22.0
1492003800,9.0,23.0
1492007400,10.0,26.0
1492011000,7.0,29.0
1492014600,6.0,35.0
1492018200,6.0,41.0
1492021800,6.0,45.0
1492025400,7.0,48.0
1492029000,8.0,51.0
1492032600,3.0,53.0
1492036200,4.0,52.0
1492039800,5.0,50.0
1492043400,6.0,47.0
1492047000,3.0,40.0
1492050600,6.0,43.0
1492054200,6.0,43.0
1492057800,5.0,40.0
1492061400,4.0,38.0
1492065000,6.0,38.0
1492068600,9.0,35.0
1492072200,6.0,27.0
1492075800,7.0,23.0
1492079400,0.0,15.0
1492083000,8.0,11.0
1492086600,19.0,23.0
1492090200,,33.0
1492093800,0.0,37.0
1492097400,2.0,44.0
1492101000,6.0,47.0
1492104600,5.0,47.0
1492108200,7.0,46.0
1492111800,7.0,48.0
1492115400,5.0,49.0
1492119000,2.0,47.0
1492122600,6.0,49.0
1492126200,7.0,48.0
1492129800,6.0,43.0
1492133400,17.0,37.0
1492137000,26.0,24.0
1492140600,31.0,25.0
1492144200,12.0,17.0
1492147800,8.0,13.0
1492151400,10.0,9.0
1492155000,13.0,7.0
1492158600,11.0,8.0
1492162200,14.0,7.0
1492165800,1.0,2.0
1492169400,,3.0
1492173000,5.0,9.0
1492176600,8.0,25.0
1492180200,,33.0
1492183800,9.0,38.0
1492187400,10.0,46.0
1492191000,10.0,52.0
1492194600,9.0,59.0
1492198200,9.0,63.0
1492201800,14.0,66.0
1492205400,8.0,69.0
1492209000,5.0,69.0
1492212600,6.0,67.0
1492216200,7.0,51.0
1492219800,11.0,31.0
1492223400,16.0,27.0
1492227000,19.0,25.0
1492230600,22.0,20.0
1492234200,22.0,17.0
1492237800,23.0,10.0
1492241400,20.0,10.0
1492245000,22.0,7.0
1492248600,23.0,7.0
1492252200,16.0,6.0
1492255800,23.0,6.0
1492259400,17.0,9.0
1492263000,20.0,14.0
1492266600,21.0,29.0
1492270200,15.0,51.0
1492273800,19.0,62.0
1492277400,14.0,64.0
1492281000,10.0,64.0
1492284600,7.0,65.0
1492288200,7.0,62.0
1492291800,11.0,60.0
1492295400,13.0,57.0
1492299000,13.0,54.0
1492302600,12.0,45.0
1492306200,10.0,41.0
1492309800,17.0,40.0
1492313400,12.0,48.0
1492317000,15.0,47.0
1492320600,11.0,48.0
1492324200,13.0,48.0
1492327800,11.0,48.0
1492331400,11.0,46.0
1492335000,10.0,46.0
1492338600,10.0,46.0
1492342200,12.0,43.0
1492345800,11.0,46.0
1492349400,8.0,47.0
1492353000,6.0,49.0
1492356600,10.0,49.0
1492360200,9.0,48.0
1492363800,11.0,48.0
1492367400,7.0,46.0
1492371000,6.0,45.0
1492374600,8.0,45.0
1492378200,7.0,42.0
1492381800,3.0,40.0
1492385400,6.0,41.0
1492389000,7.0,37.0
1492392600,5.0,35.0
1492396200,7.0,37.0
1492399800,4.0,42.0
1492403400,4.0,30.0
1492407000,7.0,29.0
1492410600,7.0,30.0
1492414200,8.0,34.0
1492417800,7.0,33.0
1492421400,3.0,38.0
1492425000,4.0,33.0
1492428600,8.0,27.0
1492432200,5.0,32.0
1492435800,1.0,36.0
1492439400,3.0,40.0
1492443000,5.0,42.0
1492446600,6.0,42.0
1492450200,4.0,47.0
1492453800,1.0,49.0
1492457400,1.0,48.0
1492461000,1.0,49.0
1492464600,2.0,49.0
1492468200,1.0,47.0
1492471800,-1.0,46.0
1492475400,0.0,43.0
1492479000,2.0,38.0
1492482600,3.0,38.0
1492486200,3.0,28.0
1492489800,9.0,17.0
1492493400,7.0,20.0
1492497000,3.0,30.0
1492500600,3.0,18.0
1492504200,5.0,14.0
1492507800,4.0,18.0
1492511400,7.0,10.0
1492515000,7.0,7.0
1492518600,8.0,8.0
1492522200,8.0,20.0
1492525800,6.0,37.0
1492529400,6.0,46.0
1492533000,6.0,54.0
1492536600,3.0,57.0
1492540200,2.0,58.0
1492543800,6.0,62.0
1492547400,9.0,64.0
1492551000,6.0,64.0
1492554600,2.0,64.0
1492558200,3.0,60.0
1492561800,3.0,55.0
1492565400,6.0,26.0
1492569000,7.0,24.0
1492572600,7.0,23.0
1492576200,10.0,26.0
1492579800,7.0,38.0
1492583400,7.0,37.0
1492587000,9.0,40.0
1492590600,10.0,39.0
1492594200,12.0,34.0
1492597800,8.0,36.0
1492601400,7.0,25.0
1492605000,8.0,22.0
1492608600,10.0,24.0
1492612200,9.0,34.0
1492615800,4.0,38.0
1492619400,8.0,42.0
1492623000,8.0,44.0
1492626600,7.0,45.0
1492630200,4.0,43.0
1492633800,11.0,43.0
1492637400,11.0,43.0
1492641000,12.0,44.0
1492644600,9.0,42.0
1492648200,8.0,41.0
1492651800,10.0,39.0
1492655400,8.0,40.0
1492659000,5.0,43.0
1492662600,2.0,38.0
1492666200,2.0,34.0
1492669800,2.0,36.0
1492673400,2.0,40.0
1492677000,0.0,39.0
1492680600,0.0,38.0
1492684200,1.0,30.0
1492687800,4.0,19.0
1492691400,7.0,23.0
1492695000,6.0,
1492698600,6.0,
1492702200,13.0,38.0
1492705800,13.0,43.0
1492709400,11.0,47.0
1492713000,5.0,46.0
1492716600,5.0,47.0
1492720200,9.0,44.0
1492723800,7.0,43.0
1492727400,7.0,42.0
1492731000,6.0,41.0
1492734600,10.0,41.0
1492738200,10.0,39.0
1492741800,7.0,36.0
1492745400,9.0,40.0
1492749000,13.0,42.0
1492752600,8.0,38.0
1492756200,7.0,36.0
1492759800,6.0,31.0
1492763400,11.0,26.0
1492767000,8.0,20.0
1492770600,8.0,17.0
1492774200,8.0,14.0
1492777800,9.0,22.0
1492781400,13.0,24.0
1492785000,16.0,24.0
1492788600,12.0,27.0
1492792200,9.0,37.0
1492795800,5.0,43.0
1492799400,5.0,48.0
1492803000,6.0,50.0
1492806600,6.0,50.0
1492810200,5.0,48.0
1492813800,2.0,47.0
1492817400,2.0,47.0
1492821000,2.0,44.0
1492824600,1.0,40.0
1492828200,4.0,37.0
1492831800,4.0,36.0
1492835400,3.0,35.0
1492839000,2.0,34.0
1492842600,5.0,30.0
1492846200,2.0,27.0
1492849800,0.0,27.0
1492853400,2.0,29.0
1492857000,3.0,29.0
1492860600,3.0,26.0
1492864200,2.0,26.0
1492867800,4.0,26.0
1492871400,4.0,29.0
1492875000,3.0,31.0
1492878600,2.0,32.0
1492882200,4.0,34.0
1492885800,3.0,34.0
1492889400,5.0,34.0
1492893000,4.0,35.0
1492896600,8.0,36.0
1492900200,5.0,37.0
1492903800,5.0,36.0
1492907400,5.0,33.0
1492911000,7.0,35.0
1492914600,8.0,34.0
1492918200,9.0,32.0
1492921800,7.0,34.0
1492925400,5.0,35.0
1492929000,10.0,32.0
1492932600,7.0,29.0
1492936200,7.0,20.0
1492939800,7.0,16.0
1492943400,6.0,13.0
1492947000,6.0,11.0
1492950600,4.0,19.0
1492954200,6.0,28.0
1492957800,4.0,37.0
1492961400,3.0,42.0
1492965000,3.0,45.0
1492968600,3.0,46.0
1492972200,2.0,49.0
1492975800,5.0,50.0
1492979400,4.0,53.0
1492983000,1.0,55.0
1492986600,2.0,55.0
1492990200,0.0,52.0
1492993800,2.0,41.0
1492997400,5.0,37.0
1493001000,6.0,36.0
1493004600,8.0,14.0
1493008200,12.0,17.0
1493011800,8.0,13.0
1493015400,5.0,18.0
1493019000,8.0,14.0
1493022600,6.0,8.0
1493026200,8.0,4.0
1493029800,10.0,1.0
1493033400,9.0,10.0
1493037000,7.0,20.0
1493040600,7.0,27.0
1493044200,5.0,38.0
1493047800,4.0,49.0
1493051400,3.0,52.0
1493055000,1.0,56.0
1493058600,1.0,55.0
1493062200,1.0,55.0
1493065800,1.0,54.0
1493069400,2.0,49.0
1493073000,5.0,45.0
1493076600,9.0,43.0
1493080200,7.0,43.0
1493083800,5.0,40.0
1493087400,3.0,40.0
1493091000,4.0,46.0
1493094600,5.0,50.0
1493098200,4.0,44.0
1493101800,2.0,43.0
1493105400,3.0,46.0
1493109000,2.0,44.0
1493112600,2.0,39.0
1493116200,7.0,32.0
1493119800,9.0,27.0
1493123400,4.0,26.0
1493127000,1.0,25.0
1493130600,3.0,28.0
1493134200,4.0,30.0
1493137800,4.0,30.0
1493141400,4.0,39.0
1493145000,4.0,41.0
1493148600,4.0,40.0
1493152200,5.0,37.0
1493155800,3.0,32.0
1493159400,1.0,32.0
1493163000,2.0,31.0
1493166600,5.0,30.0
1493170200,4.0,26.0
1493173800,2.0,19.0
1493177400,5.0,8.0
1493181000,4.0,4.0
1493184600,5.0,7.0
1493188200,4.0,5.0
1493191800,7.0,8.0
1493195400,6.0,3.0
1493199000,4.0,1.0
1493202600,6.0,0.0
1493206200,7.0,1.0
1493209800,7.0,4.0
1493213400,7.0,24.0
1493217000,,25.0
1493220600,,27.0
1493224200,4.0,31.0
1493227800,10.0,39.0
1493231400,7.0,46.0
1493235000,6.0,50.0
1493238600,6.0,55.0
1493242200,4.0,54.0
1493245800,2.0,53.0
1493249400,6.0,49.0
1493253000,5.0,36.0
1493256600,6.0,24.0
1493260200,8.0,13.0
1493263800,4.0,12.0
1493267400,7.0,6.0
1493271000,6.0,4.0
1493274600,5.0,2.0
1493278200,9.0,0.0
1493281800,7.0,0.0
1493285400,9.0,0.0
1493289000,8.0,1.0
1493292600,9.0,1.0
1493296200,9.0,2.0
1493299800,16.0,4.0
1493303400,12.0,28.0
1493307000,10.0,43.0
1493310600,14.0,54.0
1493314200,10.0,60.0
1493317800,9.0,59.0
1493321400,15.0,58.0
1493325000,9.0,54.0
1493328600,4.0,52.0
1493332200,10.0,51.0
1493335800,10.0,51.0
1493339400,5.0,49.0
1493343000,1.0,50.0
1493346600,5.0,39.0
1493350200,8.0,26.0
1493353800,5.0,25.0
1493357400,8.0,31.0
1493361000,7.0,28.0
1493364600,5.0,25.0
1493368200,4.0,25.0
1493371800,4.0,17.0
1493375400,12.0,3.0
1493379000,8.0,1.0
1493382600,6.0,5.0
1493386200,7.0,21.0
1493389800,8.0,31.0
1493393400,7.0,38.0
1493397000,5.0,44.0
1493400600,7.0,48.0
1493404200,6.0,51.0
1493407800,5.0,52.0
1493411400,4.0,52.0
1493415000,5.0,51.0
1493418600,7.0,48.0
1493422200,4.0,47.0
1493425800,6.0,43.0
1493429400,8.0,38.0
1493433000,6.0,42.0
1493436600,5.0,40.0
1493440200,4.0,39.0
1493443800,4.0,34.0
1493447400,6.0,32.0
1493451000,8.0,27.0
1493454600,10.0,26.0
1493458200,13.0,22.0
1493461800,12.0,17.0
1493465400,10.0,12.0
1493469000,9.0,25.0
1493472600,9.0,20.0
1493476200,8.0,31.0
1493479800,4.0,34.0
1493483400,6.0,30.0
1493487000,4.0,26.0
1493490600,3.0,25.0
1493494200,4.0,34.0
1493497800,5.0,39.0
1493501400,8.0,46.0
1493505000,6.0,49.0
1493508600,2.0,37.0
1493512200,6.0,27.0
1493515800,8.0,24.0
1493519400,6.0,26.0
1493523000,3.0,29.0
1493526600,2.0,30.0
1493530200,2.0,29.0
1493533800,6.0,26.0
1493537400,4.0,24.0
1493541000,3.0,22.0
1493544600,3.0,19.0
1493548200,3.0,16.0
1493551800,4.0,13.0
1493555400,3.0,13.0
1493559000,9.0,13.0
1493562600,21.0,18.0
1493566200,19.0,36.0
1493569800,20.0,44.0
1493573400,7.0,43.0
1493577000,9.0,43.0
1493580600,10.0,42.0
1493584200,15.0,44.0
1493587800,9.0,44.0
1493591400,7.0,45.0
1493595000,7.0,40.0
1493598600,8.0,27.0
1493602200,6.0,30.0
1493605800,18.0,26.0
