EpochTime,3.feed_3.SO2_PPM,3.feed_3.SONICWD_DEG,3.feed_3.SONICWS_MPH,3.feed_3.SIGTHETA_DEG
1477891800,0.0,344.0,2.9,43.0
1477895400,0.0,330.0,2.5,43.6
1477899000,0.0,0.0,3.1,40.9
1477902600,0.0,325.0,1.9,40.0
1477906200,0.0,347.0,1.4,45.1
1477909800,0.0,66.0,1.6,28.0
1477913400,0.0,51.0,1.7,29.4
1477917000,0.0,58.0,1.6,43.4
1477920600,0.0,55.0,1.8,65.7
1477924200,0.0,61.0,2.1,76.5
1477927800,0.0,88.0,2.6,68.3
1477931400,0.002,113.0,3.3,62.4
1477935000,0.0,118.0,2.7,71.3
1477938600,0.0,147.0,3.3,43.1
1477942200,0.0,154.0,3.1,40.3
1477945800,0.0,112.0,2.0,56.9
1477949400,0.0,71.0,2.0,22.1
1477953000,0.0,70.0,2.6,10.8
1477956600,0.0,71.0,2.2,16.4
1477960200,0.0,65.0,1.0,35.3
1477963800,0.0,65.0,1.0,45.0
1477967400,0.0,117.0,0.9,77.5
1477971000,0.0,75.0,1.2,72.0
1477974600,0.0,331.0,0.5,70.2
1477978200,0.0,2.0,0.6,77.5
1477981800,0.0,341.0,0.6,62.4
1477985400,0.0,334.0,0.6,47.9
1477989000,0.0,317.0,0.8,30.0
1477992600,0.0,305.0,0.9,33.4
1477996200,0.001,305.0,1.1,34.4
1477999800,0.002,297.0,0.7,43.9
1478003400,0.002,247.0,0.8,71.8
1478007000,0.002,152.0,1.0,51.9
1478010600,0.002,167.0,1.7,38.8
1478014200,,134.0,3.5,25.2
1478017800,0.009,135.0,3.4,35.4
1478021400,0.006,155.0,3.9,29.2
1478025000,0.005,156.0,3.4,32.3
1478028600,0.006,146.0,3.5,30.3
1478032200,0.003,216.0,3.7,46.6
1478035800,0.002,187.0,2.9,35.1
1478039400,0.005,145.0,2.7,31.3
1478043000,0.003,136.0,1.9,25.6
1478046600,0.008,129.0,1.8,39.6
1478050200,0.011,129.0,2.0,35.3
1478053800,0.004,38.0,0.8,65.5
1478057400,0.001,79.0,0.9,57.2
1478061000,0.001,98.0,1.4,69.0
1478064600,0.0,22.0,0.5,78.3
1478068200,0.0,89.0,0.8,58.2
1478071800,0.0,95.0,0.9,75.3
1478075400,0.0,137.0,1.4,40.9
1478079000,0.0,141.0,2.3,17.6
1478082600,0.0,134.0,2.5,14.3
1478086200,0.0,136.0,2.8,16.5
1478089800,0.0,128.0,2.8,16.7
1478093400,0.0,118.0,2.6,25.2
1478097000,0.001,121.0,3.2,22.9
1478100600,0.005,142.0,3.2,19.7
1478104200,0.008,184.0,1.5,57.0
1478107800,0.002,263.0,4.5,38.2
1478111400,0.001,274.0,6.0,33.8
1478115000,0.001,264.0,4.7,39.1
1478118600,0.001,253.0,5.1,35.9
1478122200,0.001,257.0,2.7,45.9
1478125800,0.001,199.0,1.6,56.1
1478129400,0.003,141.0,1.9,28.7
1478133000,0.014,122.0,2.8,19.3
1478136600,0.024,115.0,2.6,25.9
1478140200,0.016,110.0,1.7,39.1
1478143800,0.004,126.0,0.7,45.9
1478147400,0.002,136.0,1.4,29.0
1478151000,0.024,125.0,2.7,24.3
1478154600,0.048,118.0,3.1,30.0
1478158200,0.028,126.0,4.0,19.6
1478161800,0.015,151.0,3.4,30.7
1478165400,0.005,259.0,2.8,54.1
1478169000,0.002,253.0,3.0,48.1
1478172600,0.001,260.0,4.5,47.9
1478176200,0.001,189.0,3.4,42.8
1478179800,0.0,196.0,3.4,49.8
1478183400,0.0,226.0,3.4,45.6
1478187000,0.0,260.0,3.8,36.8
1478190600,0.0,270.0,4.2,33.9
1478194200,0.0,295.0,6.2,26.3
1478197800,0.0,312.0,5.3,22.4
1478201400,0.0,316.0,6.0,27.5
1478205000,0.0,319.0,6.5,28.7
1478208600,0.0,321.0,4.5,29.6
1478212200,0.0,358.0,1.8,33.6
1478215800,0.0,337.0,1.8,40.4
1478219400,0.0,328.0,1.6,40.8
1478223000,0.0,331.0,1.3,32.6
1478226600,0.0,330.0,1.4,34.0
1478230200,0.0,321.0,3.1,23.8
1478233800,0.0,326.0,2.2,26.2
1478237400,0.0,344.0,1.6,28.4
1478241000,0.0,347.0,1.4,34.0
1478244600,0.0,350.0,1.3,31.9
1478248200,0.0,11.0,1.2,31.7
1478251800,0.0,0.0,1.2,27.1
1478255400,0.0,14.0,1.2,36.9
1478259000,0.0,36.0,1.1,35.2
1478262600,0.0,358.0,1.1,35.3
1478266200,0.0,317.0,3.9,28.1
1478269800,0.0,328.0,3.5,45.8
1478273400,0.0,318.0,4.6,32.7
1478277000,0.0,312.0,4.6,35.2
1478280600,0.0,310.0,5.4,28.8
1478284200,0.0,323.0,5.3,36.9
1478287800,0.0,310.0,5.7,29.5
1478291400,0.0,321.0,4.7,39.9
1478295000,0.0,312.0,4.0,28.4
1478298600,0.0,353.0,1.4,32.9
1478302200,0.0,44.0,1.4,20.1
1478305800,0.0,61.0,1.6,20.1
1478309400,0.0,75.0,1.0,32.3
1478313000,0.0,71.0,0.7,49.1
1478316600,0.0,58.0,0.7,51.6
1478320200,0.0,76.0,0.8,42.4
1478323800,0.0,121.0,1.0,41.0
1478327400,0.0,114.0,1.2,40.4
1478331000,0.0,100.0,0.8,58.3
1478334600,0.0,124.0,2.2,22.8
1478338200,0.0,114.0,2.3,35.4
1478341800,0.0,121.0,2.5,28.6
1478345400,0.0,125.0,2.5,26.3
1478349000,0.0,128.0,2.8,23.4
1478352600,0.0,130.0,3.0,19.1
1478356200,0.002,150.0,2.6,26.0
1478359800,0.014,183.0,2.2,48.5
1478363400,0.002,271.0,3.9,39.1
1478367000,0.001,280.0,4.6,34.4
1478370600,0.0,273.0,5.0,36.8
1478374200,0.0,270.0,4.4,32.2
1478377800,0.001,267.0,4.5,38.0
1478381400,0.001,271.0,3.8,31.6
1478385000,0.001,234.0,2.2,48.5
1478388600,0.001,260.0,2.1,55.9
1478392200,0.0,20.0,1.2,50.2
1478395800,0.0,20.0,1.4,39.9
1478399400,0.0,88.0,1.0,68.8
1478403000,0.015,104.0,1.7,39.6
1478406600,0.038,109.0,1.6,35.1
1478410200,0.028,118.0,2.6,22.2
1478413800,0.052,120.0,3.2,18.4
1478417400,0.061,124.0,3.7,15.7
1478421000,0.031,124.0,3.7,16.2
1478424600,0.007,133.0,1.6,25.2
1478428200,0.004,132.0,1.5,26.5
1478431800,0.002,133.0,0.7,55.4
1478435400,0.001,137.0,2.4,20.3
1478439000,0.013,126.0,2.9,27.2
1478442600,0.022,134.0,2.6,25.1
1478446200,0.016,176.0,2.1,49.5
1478449800,0.009,196.0,2.2,67.5
1478453400,0.008,226.0,2.4,65.6
1478457000,0.006,275.0,3.0,39.4
1478460600,0.003,284.0,2.4,63.5
1478464200,0.001,318.0,3.1,42.0
1478467800,0.001,315.0,1.8,36.6
1478471400,0.002,63.0,1.4,32.5
1478475000,0.004,80.0,1.0,29.7
1478478600,0.003,27.0,0.6,55.5
1478482200,0.002,26.0,0.7,42.0
1478485800,0.003,0.0,0.6,51.3
1478489400,0.003,348.0,0.9,40.7
1478493000,0.002,357.0,0.5,43.8
1478496600,0.001,332.0,0.8,44.6
1478500200,0.001,339.0,0.8,29.3
1478503800,0.001,17.0,0.5,66.6
1478507400,0.001,94.0,0.4,81.9
1478511000,0.0,344.0,0.7,59.5
1478514600,0.0,9.0,0.8,59.6
1478518200,0.001,345.0,1.0,43.7
1478521800,0.001,23.0,0.4,66.7
1478525400,0.003,297.0,0.7,58.0
1478529000,0.005,191.0,1.3,54.3
1478532600,0.019,160.0,1.8,44.7
1478536200,0.018,164.0,2.5,55.1
1478539800,0.009,123.0,2.1,66.5
1478543400,0.008,225.0,2.4,73.2
1478547000,0.002,318.0,2.6,58.2
1478550600,0.0,121.0,2.0,64.6
1478554200,0.0,101.0,2.1,35.4
1478557800,0.001,68.0,2.3,22.5
1478561400,0.001,79.0,1.1,19.0
1478565000,0.001,59.0,0.7,48.7
1478568600,0.002,48.0,0.5,67.2
1478572200,0.001,51.0,0.5,69.1
1478575800,0.001,60.0,0.3,58.2
1478579400,0.001,343.0,0.3,69.4
1478583000,0.0,105.0,0.6,49.4
1478586600,0.0,330.0,0.6,42.8
1478590200,0.0,89.0,0.7,62.8
1478593800,0.001,347.0,0.7,65.1
1478597400,0.0,77.0,0.5,56.1
1478601000,0.0,111.0,0.7,43.5
1478604600,0.0,124.0,1.0,31.4
1478608200,0.001,146.0,0.9,47.8
1478611800,0.002,161.0,1.7,34.9
1478615400,0.005,129.0,3.2,26.1
1478619000,0.011,133.0,3.4,24.0
1478622600,0.008,145.0,1.9,61.3
1478626200,0.014,149.0,1.8,72.1
1478629800,0.003,284.0,5.7,29.6
1478633400,0.002,294.0,6.6,20.7
1478637000,0.003,277.0,3.3,29.1
1478640600,0.003,265.0,3.3,35.9
1478644200,0.002,250.0,1.5,62.8
1478647800,0.002,232.0,1.7,59.4
1478651400,0.002,298.0,3.5,27.0
1478655000,0.002,291.0,5.6,23.5
1478658600,0.001,279.0,4.4,28.1
1478662200,0.0,263.0,2.2,49.3
1478665800,0.0,259.0,1.4,55.6
1478669400,0.0,251.0,2.1,50.7
1478673000,0.0,246.0,2.4,52.1
1478676600,0.0,306.0,2.9,28.6
1478680200,0.0,314.0,4.0,18.0
1478683800,0.0,319.0,4.0,19.0
1478687400,0.0,320.0,3.0,19.6
1478691000,0.0,316.0,3.8,17.7
1478694600,0.0,313.0,5.2,22.5
1478698200,0.0,305.0,5.0,17.9
1478701800,0.0,307.0,4.2,17.8
1478705400,0.0,314.0,4.8,19.0
1478709000,0.0,316.0,6.7,19.9
1478712600,0.0,320.0,6.6,25.3
1478716200,0.0,321.0,6.4,26.2
1478719800,0.0,316.0,6.8,20.7
1478723400,0.0,316.0,6.5,21.9
1478727000,0.0,319.0,5.9,21.4
1478730600,0.0,315.0,5.9,20.5
1478734200,0.0,318.0,5.0,23.4
1478737800,0.0,318.0,4.3,22.7
1478741400,0.0,350.0,1.7,26.2
1478745000,0.0,342.0,1.6,26.0
1478748600,0.0,1.0,1.5,27.6
1478752200,0.0,6.0,1.3,51.1
1478755800,0.0,327.0,1.8,33.5
1478759400,0.0,345.0,1.1,50.0
1478763000,0.0,26.0,1.4,31.3
1478766600,0.0,299.0,1.9,31.1
1478770200,0.0,236.0,1.1,56.0
1478773800,0.0,228.0,1.0,56.1
1478777400,0.0,215.0,1.4,69.9
1478781000,0.0,171.0,1.1,63.7
1478784600,0.0,177.0,1.5,58.8
1478788200,0.001,262.0,1.9,53.2
1478791800,0.001,245.0,3.9,43.5
1478795400,0.001,255.0,5.2,38.6
1478799000,0.001,261.0,6.3,34.8
1478802600,0.001,260.0,5.8,42.8
1478806200,0.001,259.0,5.9,37.7
1478809800,0.001,265.0,5.8,32.9
1478813400,0.0,247.0,4.4,39.6
1478817000,0.001,192.0,3.3,40.2
1478820600,0.002,195.0,3.2,34.9
1478824200,0.002,190.0,3.6,38.4
1478827800,0.004,191.0,2.6,48.8
1478831400,0.003,169.0,2.4,46.3
1478835000,0.004,175.0,2.3,48.6
1478838600,0.003,256.0,2.7,60.1
1478842200,0.002,273.0,5.2,32.8
1478845800,0.002,268.0,5.7,32.1
1478849400,0.001,273.0,5.7,29.1
1478853000,0.001,280.0,5.8,28.1
1478856600,0.001,291.0,4.1,30.0
1478860200,0.001,300.0,3.2,34.9
1478863800,0.001,300.0,4.0,26.6
1478867400,0.001,294.0,3.9,22.8
1478871000,0.001,297.0,3.8,23.9
1478874600,0.001,298.0,5.8,21.3
1478878200,0.001,311.0,7.3,22.9
1478881800,0.0,312.0,8.6,20.3
1478885400,0.0,319.0,8.4,27.3
1478889000,0.0,319.0,8.3,27.9
1478892600,0.0,322.0,7.0,30.4
1478896200,0.0,313.0,9.0,20.3
1478899800,0.0,315.0,7.8,21.6
1478903400,0.0,328.0,5.0,29.6
1478907000,0.0,326.0,4.6,30.0
1478910600,0.0,331.0,2.9,31.0
1478914200,0.0,339.0,1.7,35.8
1478917800,0.0,333.0,2.5,35.7
1478921400,0.0,325.0,1.8,28.9
1478925000,0.0,314.0,2.3,25.3
1478928600,0.0,322.0,2.0,24.2
1478932200,0.0,324.0,1.4,21.8
1478935800,0.0,335.0,1.4,23.3
1478939400,0.0,10.0,1.0,46.4
1478943000,0.0,56.0,1.0,35.1
1478946600,0.0,66.0,1.0,35.0
1478950200,0.0,47.0,1.0,42.6
1478953800,0.0,55.0,1.1,38.0
1478957400,0.0,52.0,1.0,64.1
1478961000,0.0,304.0,1.7,47.4
1478964600,0.0,245.0,2.1,57.1
1478968200,0.0,289.0,3.8,32.1
1478971800,0.0,242.0,2.6,66.9
1478975400,0.0,299.0,3.6,48.9
1478979000,0.0,297.0,3.0,51.7
1478982600,0.0,298.0,2.7,52.0
1478986200,0.0,288.0,2.4,32.5
1478989800,0.0,246.0,1.5,55.1
1478993400,0.0,267.0,1.5,57.5
1478997000,0.0,53.0,1.0,46.4
1479000600,0.0,51.0,0.5,55.0
1479004200,0.0,122.0,1.1,46.2
1479007800,0.0,114.0,1.4,53.8
1479011400,0.001,133.0,1.8,29.8
1479015000,0.001,124.0,3.3,20.2
1479018600,0.001,131.0,2.6,18.3
1479022200,0.001,125.0,3.4,18.0
1479025800,0.001,123.0,3.1,16.7
1479029400,0.0,123.0,3.1,19.5
1479033000,0.001,119.0,3.2,22.0
1479036600,0.001,112.0,2.4,24.0
1479040200,0.001,130.0,2.5,21.4
1479043800,0.007,125.0,3.0,24.5
1479047400,0.015,125.0,4.3,25.2
1479051000,0.007,150.0,3.7,30.8
1479054600,0.004,187.0,2.7,43.6
1479058200,0.001,276.0,3.2,50.3
1479061800,0.001,275.0,3.5,41.7
1479065400,0.001,241.0,3.4,41.6
1479069000,0.001,251.0,3.3,35.3
1479072600,0.001,254.0,2.2,39.4
1479076200,0.001,55.0,1.0,46.3
1479079800,0.001,71.0,0.8,28.9
1479083400,0.008,49.0,0.5,50.5
1479087000,0.01,74.0,0.7,48.1
1479090600,0.007,106.0,0.7,62.5
1479094200,0.005,133.0,1.5,48.1
1479097800,0.003,139.0,2.7,25.4
1479101400,0.002,119.0,1.2,49.8
1479105000,0.001,145.0,1.9,38.3
1479108600,0.001,148.0,1.4,58.7
1479112200,0.001,137.0,2.0,35.4
1479115800,0.002,152.0,1.7,30.7
1479119400,0.001,14.0,1.0,77.4
1479123000,0.002,345.0,0.7,55.8
1479126600,0.001,129.0,1.8,46.2
1479130200,0.004,143.0,2.9,22.5
1479133800,0.015,154.0,2.5,32.3
1479137400,0.028,147.0,3.0,22.0
1479141000,0.025,141.0,2.0,71.0
1479144600,0.008,158.0,2.1,66.5
1479148200,0.008,150.0,3.8,31.0
1479151800,0.006,156.0,4.1,33.3
1479155400,0.005,165.0,3.6,30.3
1479159000,0.005,92.0,1.4,54.1
1479162600,0.003,66.0,1.4,26.2
1479166200,0.003,75.0,0.7,60.6
1479169800,0.007,65.0,0.6,51.0
1479173400,0.008,127.0,1.6,29.3
1479177000,0.005,128.0,1.5,50.0
1479180600,0.005,1.0,0.5,70.0
1479184200,0.004,84.0,0.8,69.6
1479187800,0.004,34.0,1.3,66.5
1479191400,0.005,120.0,1.5,59.4
1479195000,0.004,345.0,0.8,53.0
1479198600,0.003,18.0,0.8,38.1
1479202200,0.003,69.0,0.7,69.1
1479205800,0.002,3.0,0.5,74.7
1479209400,0.002,81.0,0.5,75.3
1479213000,0.002,332.0,0.4,70.3
1479216600,0.003,274.0,0.6,60.7
1479220200,0.012,223.0,1.3,44.0
1479223800,0.033,144.0,2.5,23.4
1479227400,0.018,234.0,1.6,70.0
1479231000,0.009,193.0,2.0,61.4
1479234600,0.004,269.0,2.1,62.1
1479238200,0.003,274.0,3.5,38.5
1479241800,0.003,267.0,2.3,37.1
1479245400,0.002,278.0,0.9,46.8
1479249000,0.002,73.0,1.4,27.1
1479252600,0.003,53.0,0.6,61.9
1479256200,0.006,92.0,0.7,36.9
1479259800,0.009,74.0,0.6,56.4
1479263400,0.008,102.0,0.9,54.5
1479267000,0.006,136.0,2.3,24.2
1479270600,0.008,143.0,2.7,17.6
1479274200,0.008,141.0,2.2,26.9
1479277800,0.009,137.0,2.3,19.4
1479281400,0.017,131.0,2.6,18.2
1479285000,0.007,141.0,2.8,16.7
1479288600,0.007,143.0,2.4,16.7
1479292200,0.014,127.0,2.7,20.3
1479295800,0.022,131.0,3.2,16.4
1479299400,0.069,123.0,3.3,20.9
1479303000,0.032,123.0,2.5,40.3
1479306600,0.036,153.0,1.9,55.6
1479310200,0.009,304.0,3.1,24.3
1479313800,0.005,306.0,4.1,22.6
1479317400,0.003,300.0,6.7,19.4
1479321000,0.004,310.0,6.8,25.3
1479324600,0.002,318.0,5.0,26.8
1479328200,0.002,312.0,5.6,22.3
1479331800,0.002,309.0,5.6,20.5
1479335400,0.001,326.0,3.1,23.2
1479339000,0.001,355.0,1.8,26.7
1479342600,0.0,357.0,1.5,23.7
1479346200,0.001,6.0,1.7,24.4
1479349800,0.0,26.0,1.3,33.8
1479353400,0.001,81.0,0.9,43.4
1479357000,0.001,51.0,0.8,54.6
1479360600,0.001,74.0,0.6,54.4
1479364200,0.001,41.0,0.4,57.2
1479367800,0.001,69.0,0.3,72.5
1479371400,0.001,122.0,1.2,52.8
1479375000,0.001,134.0,2.3,24.8
1479378600,0.001,127.0,1.9,28.9
1479382200,0.001,159.0,1.0,48.9
1479385800,0.001,144.0,1.8,22.4
1479389400,0.001,152.0,1.7,33.2
1479393000,0.001,152.0,2.5,21.3
1479396600,,159.0,2.9,25.9
1479400200,0.012,191.0,1.8,46.0
1479403800,0.015,149.0,3.2,38.0
1479407400,0.014,170.0,2.6,56.5
1479411000,0.008,148.0,2.9,55.1
1479414600,0.007,145.0,2.5,49.3
1479418200,0.004,138.0,1.8,42.8
1479421800,0.002,85.0,1.9,33.4
1479425400,0.001,90.0,0.8,45.6
1479429000,0.001,64.0,0.6,45.7
1479432600,0.001,60.0,0.5,57.3
1479436200,0.0,35.0,0.4,60.3
1479439800,0.0,109.0,0.6,49.8
1479443400,0.0,120.0,0.6,72.0
1479447000,0.0,123.0,1.0,63.5
1479450600,0.001,320.0,0.7,74.0
1479454200,0.001,318.0,0.6,52.2
1479457800,0.001,147.0,0.6,68.4
1479461400,0.0,119.0,0.5,56.6
1479465000,0.001,134.0,0.5,70.6
1479468600,0.0,133.0,1.4,45.5
1479472200,0.001,116.0,0.8,72.6
1479475800,0.001,161.0,1.6,33.8
1479479400,0.002,157.0,2.9,28.9
1479483000,0.008,122.0,3.3,31.6
1479486600,0.015,143.0,3.8,28.6
1479490200,0.01,158.0,4.1,31.1
1479493800,0.005,167.0,3.5,40.5
1479497400,0.005,182.0,3.4,40.9
1479501000,0.003,164.0,4.1,32.9
1479504600,0.003,155.0,2.7,30.1
1479508200,0.004,95.0,2.0,22.7
1479511800,0.002,99.0,1.8,25.6
1479515400,0.002,119.0,2.5,18.2
1479519000,0.002,134.0,2.3,13.9
1479522600,0.002,138.0,2.3,11.6
1479526200,0.001,145.0,3.0,12.0
1479529800,0.002,145.0,2.6,16.0
1479533400,0.001,121.0,1.1,56.3
1479537000,0.001,141.0,1.3,68.4
1479540600,0.001,158.0,2.4,40.0
1479544200,0.019,137.0,4.3,17.0
1479547800,0.037,139.0,4.0,32.2
1479551400,0.028,135.0,4.1,15.8
1479555000,0.024,139.0,3.3,31.6
1479558600,0.009,131.0,3.7,16.5
1479562200,0.036,138.0,3.9,21.4
1479565800,0.007,285.0,9.7,41.0
1479569400,0.001,288.0,8.1,23.9
1479573000,0.0,284.0,10.8,24.4
1479576600,0.0,274.0,6.5,30.9
1479580200,0.0,282.0,9.2,26.8
1479583800,0.0,274.0,7.5,29.5
1479587400,0.0,276.0,7.1,31.3
1479591000,0.0,283.0,6.9,26.1
1479594600,0.0,268.0,6.2,32.9
1479598200,0.0,278.0,6.4,27.5
1479601800,0.0,272.0,6.2,30.7
1479605400,0.0,283.0,7.7,29.0
1479609000,0.0,283.0,8.7,24.6
1479612600,0.0,286.0,8.4,24.8
1479616200,0.0,298.0,8.4,23.5
1479619800,0.0,299.0,6.9,22.1
1479623400,0.0,293.0,9.0,20.7
1479627000,0.0,287.0,9.2,23.4
1479630600,0.0,287.0,8.8,23.1
1479634200,0.0,294.0,9.4,22.7
1479637800,0.0,288.0,9.0,23.7
1479641400,0.0,284.0,10.0,23.4
1479645000,0.0,284.0,9.3,23.3
1479648600,0.0,287.0,10.2,22.7
1479652200,0.0,286.0,10.4,24.1
1479655800,0.0,286.0,11.0,24.8
1479659400,0.0,285.0,9.9,23.3
1479663000,0.0,288.0,10.2,25.3
1479666600,0.0,287.0,10.8,23.7
1479670200,0.0,290.0,9.8,23.6
1479673800,0.0,288.0,10.0,22.7
1479677400,0.0,292.0,8.5,24.3
1479681000,0.0,287.0,9.0,22.9
1479684600,0.0,291.0,8.4,22.5
1479688200,0.0,294.0,8.4,22.0
1479691800,0.0,292.0,8.2,22.7
1479695400,0.0,286.0,8.2,24.2
1479699000,0.0,289.0,7.3,23.4
1479702600,0.0,287.0,8.8,23.1
1479706200,0.0,286.0,9.1,23.4
1479709800,0.0,289.0,8.4,23.0
1479713400,0.0,289.0,8.2,22.5
1479717000,0.0,289.0,8.6,23.9
1479720600,0.0,284.0,7.9,24.3
1479724200,0.0,294.0,9.0,21.3
1479727800,0.0,292.0,8.7,23.2
1479731400,0.0,286.0,7.2,22.7
1479735000,0.0,281.0,7.9,24.7
1479738600,0.0,279.0,7.1,26.8
1479742200,0.0,283.0,7.5,25.5
1479745800,0.0,282.0,8.0,24.2
1479749400,0.0,301.0,9.2,22.3
1479753000,0.0,299.0,10.5,21.0
1479756600,0.0,299.0,10.1,22.3
1479760200,0.0,302.0,10.2,19.2
1479763800,0.0,300.0,9.5,21.1
1479767400,0.0,295.0,8.9,22.4
1479771000,0.0,286.0,7.7,23.2
1479774600,0.0,284.0,7.1,22.8
1479778200,0.0,280.0,5.5,27.1
1479781800,0.0,286.0,5.7,28.4
1479785400,0.0,288.0,6.2,25.1
1479789000,0.0,288.0,5.7,25.7
1479792600,0.0,290.0,5.2,24.5
1479796200,0.0,287.0,5.2,23.8
1479799800,0.0,295.0,3.9,23.7
1479803400,0.0,296.0,3.3,24.6
1479807000,0.0,300.0,2.2,35.0
1479810600,0.0,300.0,2.4,36.8
1479814200,0.0,299.0,2.6,26.7
1479817800,0.0,308.0,1.6,38.6
1479821400,0.0,293.0,2.4,27.4
1479825000,0.0,290.0,3.7,24.2
1479828600,0.0,292.0,5.4,24.3
1479832200,0.0,293.0,6.8,23.4
1479835800,0.0,294.0,6.6,22.7
1479839400,0.0,293.0,6.1,25.1
1479843000,0.001,295.0,5.4,22.4
1479846600,0.001,284.0,3.8,31.7
1479850200,0.001,280.0,2.8,26.4
1479853800,0.0,326.0,1.4,29.7
1479857400,0.0,60.0,1.3,28.0
1479861000,0.0,60.0,0.8,39.4
1479864600,0.0,57.0,0.7,42.7
1479868200,0.0,58.0,1.1,46.2
1479871800,0.0,93.0,1.1,41.1
1479875400,0.0,125.0,1.4,45.2
1479879000,0.0,342.0,0.5,65.9
1479882600,0.001,300.0,1.1,45.8
1479886200,0.001,5.0,0.8,56.9
1479889800,0.001,23.0,0.7,61.8
1479893400,0.001,314.0,0.9,49.8
1479897000,0.001,28.0,0.9,61.3
1479900600,0.001,323.0,1.0,44.8
1479904200,0.001,308.0,0.8,58.5
1479907800,0.002,334.0,1.2,63.5
1479911400,0.001,278.0,1.1,55.1
1479915000,0.004,103.0,2.2,67.4
1479918600,0.007,338.0,2.2,73.9
1479922200,0.005,55.0,2.6,56.9
1479925800,0.004,44.0,2.0,56.9
1479929400,0.003,87.0,2.3,68.0
1479933000,0.003,304.0,2.0,41.4
1479936600,0.003,331.0,1.3,55.3
1479940200,0.005,20.0,1.4,43.2
1479943800,0.004,50.0,2.5,69.4
1479947400,0.005,51.0,2.0,56.8
1479951000,0.004,48.0,1.3,70.8
1479954600,0.004,115.0,1.7,62.4
1479958200,0.002,171.0,1.0,74.9
1479961800,0.003,105.0,2.5,72.1
1479965400,0.002,131.0,1.7,53.7
1479969000,0.003,139.0,2.0,48.2
1479972600,0.004,126.0,2.0,53.8
1479976200,0.004,136.0,1.7,50.3
1479979800,0.001,153.0,1.8,76.7
1479983400,0.001,336.0,1.4,71.3
1479987000,0.001,112.0,1.4,82.1
1479990600,0.0,154.0,1.3,75.7
1479994200,0.0,157.0,1.6,58.1
1479997800,0.0,188.0,1.9,50.0
1480001400,0.0,207.0,2.6,39.2
1480005000,0.0,221.0,2.6,49.4
1480008600,0.0,264.0,3.4,38.3
1480012200,0.0,266.0,2.5,42.4
1480015800,0.0,259.0,3.0,36.5
1480019400,0.0,300.0,3.7,23.7
1480023000,0.0,306.0,2.2,24.4
1480026600,0.0,300.0,1.4,30.6
1480030200,0.0,289.0,2.4,33.8
1480033800,0.0,294.0,2.6,23.6
1480037400,0.0,299.0,4.2,28.3
1480041000,0.0,290.0,3.5,25.4
1480044600,0.0,281.0,3.2,27.4
1480048200,0.0,274.0,2.0,29.0
1480051800,0.0,266.0,1.0,58.7
1480055400,0.0,175.0,0.8,82.5
1480059000,0.0,72.0,1.1,65.3
1480062600,0.0,342.0,1.0,49.4
1480066200,0.0,301.0,1.2,38.4
1480069800,0.0,272.0,1.8,46.3
1480073400,0.0,298.0,2.1,21.3
1480077000,0.0,312.0,3.7,19.4
1480080600,0.0,301.0,4.5,19.7
1480084200,0.0,300.0,4.6,24.0
1480087800,0.0,292.0,4.9,22.4
1480091400,0.0,290.0,4.3,22.9
1480095000,0.0,284.0,4.0,28.1
1480098600,0.0,281.0,5.3,25.9
1480102200,0.0,258.0,4.2,40.0
1480105800,0.0,256.0,3.7,38.6
1480109400,0.0,293.0,4.6,18.4
1480113000,0.0,294.0,2.8,20.9
1480116600,0.0,301.0,2.4,25.0
1480120200,0.0,299.0,3.6,19.1
1480123800,0.0,299.0,5.2,19.5
1480127400,0.0,287.0,4.8,21.6
1480131000,0.0,277.0,4.8,24.5
1480134600,0.0,281.0,4.7,24.9
1480138200,0.0,275.0,3.8,30.5
1480141800,0.0,275.0,4.1,30.9
1480145400,0.0,271.0,3.7,33.3
1480149000,0.0,255.0,2.7,44.5
1480152600,0.0,277.0,2.7,42.8
1480156200,0.0,267.0,3.2,38.0
1480159800,0.0,274.0,3.9,31.4
1480163400,0.0,280.0,4.1,33.0
1480167000,0.0,279.0,4.2,33.4
1480170600,0.0,285.0,4.8,27.7
1480174200,0.0,286.0,5.7,26.1
1480177800,0.0,291.0,5.8,26.0
1480181400,0.0,290.0,5.3,24.0
1480185000,0.0,282.0,5.7,23.8
1480188600,0.0,295.0,5.8,24.7
1480192200,0.0,290.0,5.8,22.9
1480195800,0.0,311.0,6.6,19.2
1480199400,0.0,307.0,5.1,17.7
1480203000,0.0,293.0,3.1,21.2
1480206600,0.0,288.0,4.5,25.5
1480210200,0.0,283.0,4.6,21.0
1480213800,0.0,284.0,3.6,27.7
1480217400,0.0,287.0,4.8,21.5
1480221000,0.0,288.0,4.7,23.4
1480224600,0.0,273.0,4.1,30.1
1480228200,0.0,272.0,2.8,33.3
1480231800,0.0,293.0,2.2,30.0
1480235400,0.0,328.0,1.5,31.8
1480239000,0.0,354.0,1.3,27.2
1480242600,0.0,37.0,1.3,23.1
1480246200,0.0,61.0,1.4,55.1
1480249800,0.0,17.0,1.8,25.8
1480253400,0.0,39.0,1.3,56.2
1480257000,0.0,302.0,3.8,21.0
1480260600,0.0,298.0,5.8,20.7
1480264200,0.0,291.0,5.0,25.2
1480267800,0.0,281.0,4.8,30.1
1480271400,0.0,291.0,5.2,25.1
1480275000,0.0,277.0,3.9,35.2
