EpochTime,3.feed_3.SO2_PPM,3.feed_3.SONICWD_DEG,3.feed_3.SONICWS_MPH,3.feed_3.SIGTHETA_DEG
1506504600,0.0,116.0,0.5,64.3
1506508200,0.0,128.0,1.6,29.8
1506511800,0.0,127.0,1.7,51.6
1506515400,0.0,143.0,2.1,21.4
1506519000,0.003,135.0,3.0,25.8
1506522600,0.011,135.0,2.1,51.6
1506526200,0.008,53.0,1.9,72.0
1506529800,0.002,281.0,3.6,44.3
1506533400,0.001,267.0,3.8,42.3
1506537000,0.001,269.0,4.9,37.5
1506540600,0.001,272.0,4.5,36.9
1506544200,0.001,260.0,4.2,38.6
1506547800,0.001,305.0,3.7,32.0
1506551400,0.001,330.0,2.6,40.0
1506555000,0.001,44.0,1.4,29.8
1506558600,0.001,5.0,1.0,38.7
1506562200,0.0,331.0,4.1,43.6
1506565800,0.0,322.0,3.2,41.2
1506569400,0.0,316.0,4.5,31.0
1506573000,0.0,320.0,3.2,35.9
1506576600,0.0,322.0,4.2,34.7
1506580200,0.0,331.0,3.6,50.6
1506583800,0.0,339.0,3.0,45.8
1506587400,0.0,342.0,2.5,48.2
1506591000,0.0,333.0,2.5,52.2
1506594600,0.0,324.0,2.0,42.1
1506598200,0.0,320.0,1.4,33.2
1506601800,0.0,330.0,2.3,45.4
1506605400,0.0,339.0,3.3,50.2
1506609000,0.0,322.0,5.4,38.3
1506612600,0.0,316.0,6.7,32.5
1506616200,0.0,318.0,6.4,38.0
1506619800,0.0,309.0,6.7,28.8
1506623400,0.0,318.0,5.9,39.2
1506627000,0.0,319.0,6.4,38.2
1506630600,0.0,312.0,6.4,36.2
1506634200,0.0,334.0,4.9,44.7
1506637800,0.0,342.0,3.5,48.4
1506641400,0.0,1.0,3.8,41.2
1506645000,0.0,331.0,2.0,45.8
1506648600,0.0,325.0,1.6,46.8
1506652200,0.0,326.0,1.6,39.5
1506655800,0.0,314.0,1.3,33.3
1506659400,0.0,353.0,1.3,36.9
1506663000,0.0,60.0,0.8,46.8
1506666600,0.0,48.0,0.7,49.6
1506670200,0.0,70.0,0.8,43.7
1506673800,0.0,37.0,0.7,47.7
1506677400,0.0,46.0,0.6,51.3
1506681000,0.0,85.0,0.9,29.1
1506684600,0.0,120.0,1.5,34.5
1506688200,0.0,126.0,2.6,21.0
1506691800,0.0,128.0,3.1,28.0
1506695400,0.003,142.0,4.0,31.3
1506699000,0.002,183.0,4.3,41.0
1506702600,0.002,213.0,4.4,44.4
1506706200,0.0,268.0,4.8,44.1
1506709800,0.0,270.0,5.5,39.0
1506713400,0.0,265.0,5.3,37.9
1506717000,0.0,285.0,6.8,27.7
1506720600,0.0,279.0,6.6,30.7
1506724200,0.0,308.0,5.5,28.6
1506727800,0.0,320.0,1.7,36.7
1506731400,0.0,329.0,2.6,37.0
1506735000,0.0,336.0,1.5,35.8
1506738600,0.0,349.0,1.4,30.1
1506742200,0.0,350.0,1.6,29.7
1506745800,0.0,347.0,1.6,34.0
1506749400,0.0,330.0,2.0,29.6
1506753000,0.0,324.0,2.7,27.2
1506756600,0.0,318.0,2.6,30.4
1506760200,0.0,324.0,2.6,30.9
1506763800,0.0,337.0,1.6,34.3
1506767400,0.0,323.0,2.4,24.4
1506771000,0.0,327.0,1.8,30.0
1506774600,0.0,321.0,3.9,32.2
1506778200,0.0,324.0,4.7,41.2
1506781800,0.0,319.0,4.9,40.3
1506785400,0.0,338.0,4.8,49.5
1506789000,0.0,334.0,4.3,46.8
1506792600,0.0,336.0,4.7,52.1
1506796200,0.0,319.0,4.8,44.8
1506799800,0.0,343.0,4.5,51.1
1506803400,0.0,336.0,4.2,52.4
1506807000,0.0,309.0,4.0,32.1
1506810600,0.0,341.0,2.6,43.9
1506814200,0.0,52.0,1.9,25.7
1506817800,0.0,51.0,1.2,45.2
1506821400,0.0,44.0,0.8,45.5
1506825000,0.0,9.0,1.0,41.7
1506828600,0.0,12.0,0.8,50.7
1506832200,0.0,13.0,0.9,45.3
1506835800,0.0,50.0,0.8,56.7
1506839400,0.0,55.0,1.0,50.9
1506843000,0.0,59.0,1.0,40.5
1506846600,0.0,35.0,0.6,66.5
1506850200,0.0,50.0,0.7,68.0
1506853800,0.0,339.0,1.1,35.0
1506857400,0.0,312.0,1.0,65.4
1506861000,0.0,300.0,1.0,71.3
1506864600,0.0,95.0,2.7,45.5
1506868200,0.0,119.0,2.4,61.5
1506871800,0.0,121.0,3.4,58.7
1506875400,0.0,112.0,3.1,63.0
1506879000,0.0,107.0,3.6,73.9
1506882600,0.0,80.0,3.2,71.0
1506886200,0.0,85.0,3.2,69.8
1506889800,0.0,87.0,3.1,69.7
1506893400,0.0,101.0,2.6,57.7
1506897000,0.0,60.0,2.3,37.6
1506900600,0.0,69.0,2.0,33.2
1506904200,0.0,72.0,1.4,28.1
1506907800,0.0,32.0,0.8,52.6
1506911400,0.0,340.0,0.8,66.6
1506915000,0.0,288.0,0.9,67.4
1506918600,0.0,294.0,0.5,89.8
1506922200,0.0,346.0,0.7,64.0
1506925800,0.0,318.0,0.8,28.5
1506929400,0.0,40.0,0.5,58.7
1506933000,0.0,347.0,0.6,51.2
1506936600,0.0,355.0,0.4,62.9
1506940200,0.0,94.0,0.5,68.5
1506943800,0.0,302.0,0.5,74.2
1506947400,0.0,87.0,0.7,45.1
1506951000,0.0,301.0,1.0,54.8
1506954600,0.008,198.0,1.7,54.9
1506958200,0.008,350.0,2.0,65.8
1506961800,0.005,295.0,2.7,56.6
1506965400,0.004,336.0,2.7,68.6
1506969000,0.0,129.0,3.2,66.6
1506972600,0.0,193.0,3.2,73.7
1506976200,0.0,86.0,3.0,67.3
1506979800,0.0,76.0,2.3,63.8
1506983400,0.0,69.0,2.6,29.8
1506987000,0.0,73.0,2.9,12.3
1506990600,0.0,47.0,1.2,52.6
1506994200,0.0,317.0,0.8,59.8
1506997800,0.0,339.0,1.1,64.7
1507001400,0.0,317.0,0.8,54.2
1507005000,0.0,333.0,0.7,71.9
1507008600,0.0,329.0,0.8,59.4
1507012200,0.0,154.0,0.8,57.6
1507015800,0.0,185.0,0.6,63.8
1507019400,0.0,8.0,0.6,62.0
1507023000,0.0,73.0,0.5,65.8
1507026600,0.0,322.0,0.9,32.9
1507030200,0.0,330.0,0.6,67.2
1507033800,0.0,87.0,0.8,50.6
1507037400,0.0,144.0,2.4,24.2
1507041000,0.0,139.0,3.6,27.0
1507044600,0.0,134.0,3.8,34.6
1507048200,0.001,143.0,3.4,51.1
1507051800,0.001,164.0,3.5,54.1
1507055400,0.001,196.0,4.1,48.7
1507059000,0.002,219.0,3.8,47.7
1507062600,0.001,187.0,3.6,50.1
1507066200,0.001,198.0,4.1,36.7
1507069800,0.001,166.0,2.7,46.3
1507073400,0.0,79.0,1.4,28.4
1507077000,0.0,89.0,0.8,36.8
1507080600,0.0,79.0,0.7,55.4
1507084200,0.0,54.0,0.5,60.5
1507087800,0.0,336.0,0.5,60.7
1507091400,0.0,117.0,0.4,80.2
1507095000,0.0,131.0,1.0,45.4
1507098600,0.0,181.0,0.7,63.8
1507102200,0.0,103.0,0.4,61.0
1507105800,0.0,160.0,1.0,39.7
1507109400,0.0,159.0,2.0,27.2
1507113000,0.0,159.0,2.0,18.4
1507116600,0.0,167.0,1.3,39.3
1507120200,0.0,147.0,2.1,37.5
1507123800,0.001,139.0,3.1,26.0
1507127400,0.006,149.0,3.6,31.4
1507131000,0.001,225.0,3.1,58.4
1507134600,0.0,260.0,4.1,43.8
1507138200,0.0,251.0,4.3,45.8
1507141800,0.0,229.0,4.3,44.4
1507145400,0.001,228.0,4.5,42.0
1507149000,0.0,224.0,4.4,44.4
1507152600,0.0,250.0,4.1,39.0
1507156200,0.001,222.0,2.8,39.1
1507159800,0.006,195.0,3.4,31.8
1507163400,0.004,182.0,3.8,30.4
1507167000,0.002,176.0,3.8,26.9
1507170600,0.002,141.0,2.6,29.2
1507174200,0.003,133.0,3.0,24.8
1507177800,0.003,120.0,3.0,24.3
1507181400,0.004,114.0,2.3,26.2
1507185000,0.008,122.0,3.0,26.7
1507188600,0.004,157.0,2.9,27.3
1507192200,0.002,167.0,2.5,28.1
1507195800,0.001,144.0,1.6,57.3
1507199400,0.001,130.0,2.0,28.6
1507203000,0.002,140.0,2.6,24.5
1507206600,0.002,146.0,2.4,36.3
1507210200,0.002,188.0,2.5,38.1
1507213800,0.002,195.0,2.8,33.6
1507217400,0.001,194.0,2.7,35.9
1507221000,0.0,197.0,2.2,45.6
1507224600,0.0,259.0,3.2,43.0
1507228200,0.0,273.0,3.5,39.0
1507231800,0.0,202.0,1.9,53.2
1507235400,0.0,184.0,2.5,36.1
1507239000,0.0,181.0,2.2,39.9
1507242600,0.0,204.0,2.2,50.3
1507246200,0.0,236.0,1.1,63.9
1507249800,0.0,189.0,1.9,44.3
1507253400,0.0,174.0,1.5,44.7
1507257000,0.0,152.0,1.5,55.0
1507260600,0.0,172.0,1.2,52.3
1507264200,0.0,137.0,2.0,30.3
1507267800,0.0,165.0,2.6,31.9
1507271400,0.0,173.0,1.4,42.7
1507275000,0.0,270.0,2.2,35.9
1507278600,0.0,264.0,1.9,34.9
1507282200,0.0,265.0,1.0,48.1
1507285800,0.0,185.0,2.4,35.6
1507289400,0.0,201.0,2.1,37.1
1507293000,0.0,198.0,2.7,37.1
1507296600,0.0,169.0,2.3,44.3
1507300200,0.0,178.0,3.0,40.6
1507303800,0.0,174.0,3.1,39.6
1507307400,,154.0,3.2,31.0
1507311000,0.0,177.0,2.7,42.7
1507314600,0.0,203.0,2.8,44.2
1507318200,0.0,204.0,2.0,45.9
1507321800,0.0,206.0,1.9,49.3
1507325400,0.0,208.0,1.8,51.6
1507329000,0.0,164.0,1.2,68.3
1507332600,0.0,103.0,1.5,52.3
1507336200,0.0,113.0,1.8,32.0
1507339800,0.0,119.0,1.9,56.5
1507343400,0.0,90.0,1.1,43.3
1507347000,0.0,107.0,1.6,52.6
1507350600,0.0,107.0,1.4,48.2
1507354200,0.0,81.0,1.9,37.9
1507357800,0.0,335.0,0.5,78.5
1507361400,0.0,96.0,0.6,66.3
1507365000,0.0,127.0,0.7,53.4
1507368600,0.0,150.0,1.7,30.1
1507372200,0.0,149.0,2.2,31.9
1507375800,0.0,135.0,2.3,25.5
1507379400,0.0,134.0,3.1,22.4
1507383000,0.0,133.0,3.4,26.0
1507386600,0.002,184.0,4.0,42.5
1507390200,0.001,201.0,4.3,41.9
1507393800,0.001,205.0,4.1,41.3
1507397400,0.001,221.0,4.8,45.2
1507401000,0.001,211.0,5.8,43.4
1507404600,0.002,191.0,5.1,37.0
1507408200,0.003,200.0,4.6,39.5
1507411800,0.005,167.0,5.7,29.6
1507415400,0.006,162.0,3.5,27.1
1507419000,0.002,123.0,2.6,37.3
1507422600,0.001,133.0,1.6,51.1
1507426200,0.001,133.0,1.4,31.4
1507429800,0.001,141.0,3.9,23.5
1507433400,0.005,161.0,5.2,25.6
1507437000,0.013,164.0,6.2,26.1
1507440600,0.01,158.0,4.9,26.2
1507444200,0.003,167.0,3.2,29.7
1507447800,0.001,266.0,4.1,43.6
1507451400,0.001,166.0,5.5,25.5
1507455000,0.0,175.0,4.5,25.2
1507458600,0.0,169.0,4.9,26.2
1507462200,0.0,190.0,4.9,36.3
1507465800,0.0,266.0,4.7,33.4
1507469400,0.0,257.0,3.9,40.3
1507473000,0.0,238.0,3.3,45.0
1507476600,0.0,271.0,3.8,34.3
1507480200,0.0,262.0,2.9,44.8
1507483800,0.0,225.0,4.6,44.2
1507487400,0.0,205.0,3.5,46.1
1507491000,0.0,221.0,2.9,43.6
1507494600,0.0,279.0,1.9,44.8
1507498200,0.0,64.0,1.8,18.1
1507501800,0.0,73.0,2.3,20.4
1507505400,0.0,105.0,1.7,52.3
1507509000,0.0,77.0,2.6,62.6
1507512600,0.0,62.0,2.9,50.5
1507516200,0.0,72.0,2.4,76.5
1507519800,0.0,59.0,3.0,65.9
1507523400,0.0,91.0,3.6,40.7
1507527000,0.0,74.0,2.3,52.2
1507530600,0.001,110.0,1.8,51.8
1507534200,0.001,65.0,2.2,66.3
1507537800,0.0,99.0,3.4,37.2
1507541400,0.001,90.0,2.0,43.5
1507545000,0.0,143.0,3.8,30.9
1507548600,0.0,186.0,5.0,31.4
1507552200,0.0,219.0,2.9,46.1
1507555800,0.0,251.0,3.2,47.4
1507559400,0.0,254.0,4.3,42.9
1507563000,0.0,260.0,5.2,38.4
1507566600,0.0,285.0,6.7,26.6
1507570200,0.0,288.0,6.1,23.2
1507573800,0.0,284.0,5.7,25.8
1507577400,0.0,289.0,5.2,22.9
1507581000,0.0,294.0,3.9,26.5
1507584600,0.0,298.0,3.8,22.7
1507588200,0.0,346.0,2.2,29.8
1507591800,0.0,39.0,1.1,17.8
1507595400,0.0,31.0,0.9,28.8
1507599000,0.0,318.0,1.4,37.0
1507602600,0.0,1.0,1.7,31.6
1507606200,0.0,36.0,1.5,21.9
1507609800,0.0,15.0,1.2,34.3
1507613400,0.0,43.0,1.2,28.1
1507617000,0.0,14.0,1.0,41.5
1507620600,0.0,59.0,1.2,21.5
1507624200,0.0,63.0,1.0,30.4
1507627800,0.0,62.0,1.3,21.5
1507631400,0.0,43.0,1.3,29.1
1507635000,0.0,355.0,2.0,54.2
1507638600,0.0,40.0,1.6,47.9
1507642200,0.0,50.0,1.1,64.9
1507645800,0.0,327.0,1.6,63.3
1507649400,0.0,291.0,2.3,48.5
1507653000,0.002,272.0,2.0,66.1
1507656600,0.004,117.0,2.5,68.0
1507660200,0.002,240.0,2.7,56.1
1507663800,0.008,347.0,3.2,49.2
1507667400,0.004,20.0,2.4,67.3
1507671000,0.001,59.0,1.5,32.8
1507674600,0.002,65.0,1.8,19.6
1507678200,0.001,49.0,1.2,28.0
1507681800,0.0,53.0,0.8,53.2
1507685400,0.0,53.0,0.9,58.3
1507689000,0.0,61.0,0.7,61.8
1507692600,0.0,108.0,0.9,52.0
1507696200,0.0,319.0,1.3,61.0
1507699800,0.0,354.0,1.2,69.6
1507703400,0.0,4.0,1.7,61.3
1507707000,0.0,61.0,1.4,44.8
1507710600,0.0,52.0,0.9,67.7
1507714200,0.0,84.0,1.7,81.7
1507717800,0.0,285.0,1.4,64.8
1507721400,0.0,108.0,1.5,62.8
1507725000,0.0,17.0,1.1,61.4
1507728600,0.0,198.0,1.4,73.7
1507732200,0.0,152.0,2.1,46.0
1507735800,0.0,156.0,3.8,27.5
1507739400,0.0,178.0,4.0,35.4
1507743000,0.0,172.0,4.4,26.5
1507746600,0.0,199.0,3.3,37.5
1507750200,0.0,254.0,3.7,44.7
1507753800,0.0,290.0,3.4,26.7
1507757400,0.0,319.0,1.6,57.7
1507761000,0.0,46.0,2.0,25.4
1507764600,0.0,41.0,2.1,54.1
1507768200,0.0,39.0,1.8,38.5
1507771800,0.0,32.0,1.3,48.5
1507775400,0.0,14.0,1.5,59.5
1507779000,0.0,323.0,1.7,51.7
1507782600,0.0,334.0,1.8,33.0
1507786200,0.0,335.0,1.7,38.8
1507789800,0.0,329.0,2.3,44.0
1507793400,0.0,313.0,1.3,48.3
1507797000,0.0,42.0,2.1,35.8
1507800600,0.0,59.0,2.9,25.5
1507804200,0.0,317.0,1.1,53.4
1507807800,0.0,283.0,2.1,40.5
1507811400,0.0,266.0,1.6,39.8
1507815000,0.0,237.0,2.7,42.7
1507818600,0.0,259.0,2.5,35.6
1507822200,0.0,168.0,1.9,47.2
1507825800,0.0,130.0,1.6,46.6
1507829400,0.0,112.0,1.4,58.2
1507833000,0.0,92.0,2.2,66.3
1507836600,0.0,116.0,4.4,40.3
1507840200,0.0,113.0,3.9,43.6
1507843800,0.0,122.0,4.8,35.2
1507847400,0.0,118.0,4.4,34.9
1507851000,0.0,119.0,4.8,28.2
1507854600,0.0,117.0,5.0,31.2
1507858200,0.0,115.0,4.5,33.4
1507861800,0.0,102.0,3.8,34.6
1507865400,0.0,101.0,3.7,32.5
1507869000,0.0,98.0,3.7,32.3
1507872600,0.0,99.0,4.0,31.3
1507876200,0.0,99.0,4.1,34.3
1507879800,0.0,98.0,4.3,31.7
1507883400,0.0,112.0,4.2,29.5
1507887000,0.0,116.0,3.9,30.4
1507890600,0.0,106.0,3.7,30.8
1507894200,0.0,99.0,3.7,31.4
1507897800,0.0,106.0,3.2,36.5
1507901400,0.0,142.0,4.1,28.9
1507905000,0.0,153.0,4.3,30.0
1507908600,0.001,151.0,4.4,29.6
1507912200,0.0,145.0,4.3,30.6
1507915800,0.0,163.0,3.9,54.0
1507919400,0.001,147.0,4.2,37.6
1507923000,0.001,146.0,3.3,39.9
1507926600,0.0,140.0,3.6,31.8
1507930200,0.0,140.0,4.6,27.9
1507933800,0.0,91.0,3.9,30.8
1507937400,0.0,102.0,3.8,30.4
1507941000,0.0,92.0,3.6,29.5
1507944600,0.0,76.0,2.8,31.9
1507948200,0.0,81.0,3.4,30.4
1507951800,0.0,81.0,2.5,35.2
1507955400,0.0,97.0,1.7,52.2
1507959000,0.0,356.0,0.9,77.6
1507962600,0.0,32.0,0.7,58.9
1507966200,0.0,56.0,0.5,52.2
1507969800,0.0,90.0,0.4,67.6
1507973400,0.0,96.0,0.4,62.4
1507977000,0.0,322.0,0.4,81.0
1507980600,0.0,148.0,0.8,46.5
1507984200,0.0,137.0,1.4,62.1
1507987800,0.0,152.0,2.3,35.3
1507991400,0.0,149.0,3.3,37.2
1507995000,0.004,156.0,2.3,50.1
1507998600,0.005,139.0,3.0,46.4
1508002200,0.002,134.0,2.9,61.2
1508005800,0.005,209.0,2.9,64.4
1508009400,0.003,215.0,3.3,48.4
1508013000,0.002,215.0,2.7,52.5
1508016600,0.002,174.0,3.1,35.8
1508020200,0.001,110.0,2.0,43.8
1508023800,0.0,66.0,1.0,35.4
1508027400,0.0,93.0,0.7,31.9
1508031000,0.0,130.0,1.7,25.8
1508034600,0.001,136.0,1.9,22.7
1508038200,0.0,136.0,2.4,22.1
1508041800,0.0,136.0,3.5,18.4
1508045400,0.0,136.0,2.9,15.7
1508049000,0.0,129.0,3.9,19.3
1508052600,0.001,126.0,4.2,20.5
1508056200,0.003,136.0,4.2,17.2
1508059800,0.006,137.0,3.6,18.8
1508063400,0.009,130.0,3.7,21.3
1508067000,0.011,147.0,4.5,22.0
1508070600,0.007,162.0,5.5,24.3
1508074200,0.002,172.0,6.0,30.3
1508077800,0.002,195.0,5.8,37.0
1508081400,0.002,212.0,5.5,45.3
1508085000,0.001,231.0,6.0,44.4
1508088600,0.001,255.0,6.4,40.3
1508092200,0.001,239.0,6.4,41.2
1508095800,0.001,229.0,6.3,43.8
1508099400,0.001,205.0,7.1,40.0
1508103000,0.001,215.0,6.8,39.0
1508106600,0.001,263.0,8.1,33.5
1508110200,0.0,307.0,8.2,19.6
1508113800,0.0,310.0,6.5,19.0
1508117400,0.0,310.0,7.5,20.9
1508121000,0.0,311.0,7.4,19.4
1508124600,0.0,300.0,5.5,22.7
1508128200,0.0,292.0,6.0,23.1
1508131800,0.0,301.0,5.1,22.8
1508135400,0.0,327.0,4.8,37.2
1508139000,0.0,315.0,4.9,26.9
1508142600,0.0,326.0,5.2,34.2
1508146200,0.0,315.0,3.5,29.0
1508149800,0.0,309.0,3.3,23.3
1508153400,0.0,312.0,3.7,26.1
1508157000,0.0,310.0,4.1,24.5
1508160600,0.0,319.0,4.2,34.0
1508164200,0.0,322.0,4.9,35.7
1508167800,0.0,323.0,6.9,34.9
1508171400,0.0,320.0,6.2,37.5
1508175000,0.0,326.0,6.0,34.9
1508178600,0.0,300.0,8.1,21.4
1508182200,0.0,306.0,7.0,28.7
1508185800,0.0,326.0,5.7,34.7
1508189400,0.0,311.0,6.6,25.6
1508193000,0.0,317.0,5.0,27.3
1508196600,0.0,348.0,3.1,39.0
1508200200,0.0,356.0,1.9,38.1
1508203800,0.0,54.0,1.2,33.4
1508207400,0.0,66.0,1.2,26.2
1508211000,0.0,72.0,1.4,30.3
1508214600,0.0,76.0,1.2,33.2
1508218200,0.0,72.0,1.0,34.6
1508221800,0.0,61.0,0.8,50.0
1508225400,0.0,67.0,0.9,38.4
1508229000,0.0,71.0,0.7,57.6
1508232600,0.0,125.0,1.7,45.5
1508236200,0.0,109.0,2.5,28.8
1508239800,0.0,103.0,2.4,27.8
1508243400,0.0,131.0,2.6,23.3
1508247000,0.0,140.0,3.5,22.7
1508250600,0.002,134.0,3.0,32.3
1508254200,0.002,152.0,4.3,25.3
1508257800,0.001,211.0,3.6,59.9
1508261400,0.0,245.0,4.2,43.5
1508265000,0.0,254.0,4.1,43.2
1508268600,0.0,248.0,4.0,45.3
1508272200,0.0,256.0,4.2,44.9
1508275800,0.0,233.0,3.8,44.7
1508279400,0.0,203.0,2.6,38.3
1508283000,0.001,200.0,2.8,35.2
1508286600,0.001,174.0,2.1,40.5
1508290200,0.001,127.0,1.9,30.0
1508293800,0.006,109.0,2.0,30.5
1508297400,0.009,127.0,1.9,27.6
1508301000,0.002,132.0,2.2,25.0
1508304600,0.001,127.0,3.2,18.1
1508308200,0.0,121.0,2.5,35.4
1508311800,0.0,112.0,0.5,79.4
1508315400,0.0,134.0,1.4,39.7
1508319000,0.0,143.0,1.4,37.6
1508322600,0.0,133.0,1.3,27.9
1508326200,0.0,154.0,1.9,26.3
1508329800,0.0,149.0,1.9,21.7
1508333400,0.0,145.0,2.9,21.0
1508337000,0.008,135.0,2.6,32.9
1508340600,0.011,143.0,2.3,43.8
1508344200,0.007,171.0,2.9,56.0
1508347800,0.003,167.0,3.3,54.4
1508351400,0.004,150.0,3.5,45.7
1508355000,0.003,151.0,3.8,41.8
1508358600,0.003,168.0,3.6,39.1
1508362200,0.001,220.0,3.0,39.5
1508365800,0.0,0.0,1.5,39.2
1508369400,0.001,57.0,1.0,33.8
1508373000,0.001,65.0,0.7,42.9
1508376600,0.002,114.0,0.9,30.1
1508380200,0.0,114.0,0.6,65.1
1508383800,0.0,145.0,1.0,62.2
1508387400,0.0,194.0,0.6,82.2
1508391000,0.0,295.0,0.6,62.5
1508394600,0.0,129.0,0.8,49.2
1508398200,0.0,136.0,0.8,60.5
1508401800,0.0,161.0,1.1,50.9
1508405400,0.0,150.0,1.0,42.4
1508409000,0.0,150.0,1.7,29.1
1508412600,0.0,152.0,2.4,21.5
1508416200,0.0,137.0,3.5,20.1
1508419800,0.003,126.0,3.3,25.9
1508423400,0.002,162.0,4.1,27.6
1508427000,0.001,189.0,4.9,38.0
1508430600,0.0,223.0,5.3,45.3
1508434200,0.0,246.0,6.0,44.9
1508437800,0.0,223.0,5.4,43.7
1508441400,0.0,256.0,5.6,36.0
1508445000,0.0,226.0,5.5,41.8
1508448600,0.0,217.0,3.8,44.4
1508452200,0.0,209.0,2.3,40.8
1508455800,0.0,210.0,2.3,50.3
1508459400,0.002,176.0,2.1,52.2
1508463000,0.002,152.0,2.3,37.5
1508466600,0.001,134.0,1.8,54.2
1508470200,0.001,73.0,1.4,39.1
1508473800,0.001,73.0,1.3,47.7
1508477400,0.001,87.0,1.3,32.2
1508481000,0.0,100.0,1.3,46.1
1508484600,0.0,101.0,0.9,58.0
1508488200,0.0,104.0,0.6,69.5
1508491800,0.0,69.0,0.6,68.9
1508495400,0.0,21.0,0.4,51.3
1508499000,0.0,65.0,0.4,68.4
1508502600,0.0,354.0,0.7,61.7
1508506200,0.001,341.0,1.1,69.5
1508509800,0.001,291.0,2.6,26.5
1508513400,0.001,329.0,3.3,43.8
1508517000,,297.0,3.6,40.4
1508520600,0.0,248.0,2.7,66.0
1508524200,0.001,252.0,2.8,55.3
1508527800,0.001,272.0,2.9,51.4
1508531400,0.0,274.0,2.7,32.6
1508535000,0.0,294.0,1.7,39.3
1508538600,0.0,69.0,1.6,37.3
1508542200,0.0,66.0,0.8,41.0
1508545800,0.0,71.0,0.6,49.1
1508549400,0.0,81.0,0.6,64.9
1508553000,0.0,61.0,0.5,79.5
1508556600,0.0,337.0,0.5,66.8
1508560200,0.0,159.0,0.5,76.4
1508563800,0.0,358.0,0.6,62.5
1508567400,0.0,163.0,0.6,70.7
1508571000,0.0,156.0,0.7,66.5
1508574600,0.0,19.0,0.5,59.9
1508578200,0.0,154.0,1.0,29.9
1508581800,0.0,218.0,0.4,75.0
1508585400,0.0,271.0,0.6,63.7
1508589000,0.0,158.0,1.0,34.8
1508592600,0.0,168.0,1.9,25.5
1508596200,0.003,155.0,1.2,54.5
1508599800,0.017,185.0,2.6,31.3
1508603400,0.005,174.0,3.3,37.1
1508607000,0.005,189.0,2.5,50.1
1508610600,0.002,202.0,2.5,45.2
1508614200,0.001,210.0,2.3,48.6
1508617800,0.002,152.0,2.2,45.0
1508621400,0.0,76.0,1.7,40.3
1508625000,0.0,72.0,1.2,33.9
1508628600,0.0,74.0,1.1,23.9
1508632200,0.0,77.0,1.0,46.3
1508635800,0.0,110.0,1.0,60.8
1508639400,0.0,105.0,0.7,67.3
1508643000,0.0,90.0,0.9,53.5
1508646600,0.0,110.0,0.9,48.6
1508650200,0.0,89.0,0.8,55.9
1508653800,0.0,342.0,0.4,76.0
1508657400,0.0,343.0,0.4,75.2
1508661000,0.0,108.0,0.6,71.0
1508664600,0.0,337.0,0.7,64.0
1508668200,0.0,330.0,0.6,83.9
1508671800,0.0,149.0,0.8,42.6
1508675400,0.0,129.0,0.6,64.1
1508679000,0.0,160.0,1.2,25.8
1508682600,0.002,155.0,2.2,29.1
1508686200,0.004,151.0,3.4,32.0
1508689800,0.003,169.0,4.2,33.0
1508693400,0.003,184.0,3.8,42.4
1508697000,0.003,191.0,3.7,52.1
1508700600,0.003,163.0,4.6,38.7
1508704200,0.004,157.0,3.8,31.2
1508707800,0.0,108.0,2.4,30.0
1508711400,0.0,69.0,1.9,33.6
1508715000,0.0,110.0,2.2,48.1
1508718600,0.0,103.0,2.0,35.0
1508722200,0.0,102.0,3.3,32.3
1508725800,0.0,118.0,2.5,31.6
1508729400,0.0,115.0,2.4,30.6
1508733000,0.0,127.0,3.1,22.9
1508736600,0.0,128.0,3.3,25.0
1508740200,0.0,125.0,3.3,25.5
1508743800,0.0,115.0,3.9,27.6
1508747400,0.0,114.0,3.7,28.6
1508751000,0.0,95.0,3.6,29.7
1508754600,0.0,106.0,3.1,34.5
1508758200,0.0,107.0,2.7,37.1
1508761800,0.0,98.0,2.1,41.4
1508765400,0.0,96.0,2.8,50.6
1508769000,0.0,113.0,3.7,49.1
1508772600,0.0,113.0,4.3,32.6
1508776200,0.0,103.0,6.2,32.1
1508779800,0.0,130.0,5.8,30.8
1508783400,0.0,127.0,5.4,31.4
1508787000,0.0,106.0,5.1,33.8
1508790600,0.0,119.0,4.7,35.9
1508794200,0.0,127.0,4.5,37.2
1508797800,0.0,148.0,5.2,43.2
1508801400,0.0,234.0,3.7,46.4
1508805000,0.0,153.0,4.2,29.9
1508808600,0.0,106.0,4.4,34.8
1508812200,0.0,131.0,4.0,35.4
1508815800,0.001,151.0,4.1,24.2
1508819400,0.001,155.0,4.5,23.0
1508823000,0.001,166.0,5.7,26.5
1508826600,0.001,168.0,4.2,29.2
1508830200,0.001,223.0,3.5,42.5
1508833800,0.001,206.0,4.7,38.1
1508837400,0.0,202.0,4.6,39.1
1508841000,0.0,184.0,3.7,34.1
1508844600,0.0,223.0,4.0,39.6
1508848200,0.0,274.0,3.3,25.9
1508851800,0.0,252.0,2.7,38.4
1508855400,0.0,186.0,5.2,34.4
1508859000,0.001,193.0,6.4,35.4
1508862600,0.001,215.0,5.9,42.4
1508866200,0.001,212.0,6.4,40.8
1508869800,0.001,213.0,5.7,45.1
1508873400,0.001,217.0,5.3,46.3
1508877000,0.001,217.0,6.1,37.8
1508880600,0.0,216.0,5.1,44.6
1508884200,0.0,238.0,4.5,43.3
1508887800,0.0,199.0,4.2,37.6
