EpochTime,3.feed_29.PM25_UG_M3..3.feed_29.PM25T_UG_M3
1520357400,5
1520361000,6
1520364600,11
1520368200,8
1520371800,8
1520375400,7
1520379000,8
1520382600,6
1520386200,7
1520389800,8
1520393400,5
1520397000,5
1520400600,6
1520404200,6
1520407800,5
1520411400,6
1520415000,8
1520418600,9
1520422200,9
1520425800,6
1520429400,6
1520433000,3
1520436600,3
1520440200,2
1520443800,1
1520447400,2
1520451000,4
1520454600,2
1520458200,6
1520461800,4
1520465400,6
1520469000,3
1520472600,3
1520476200,3
1520479800,1
1520483400,2
1520487000,3
1520490600,2
1520494200,1
1520497800,2
1520501400,3
1520505000,3
1520508600,4
1520512200,3
1520515800,1
1520519400,0
1520523000,0
1520526600,1
1520530200,1
1520533800,2
1520537400,2
1520541000,3
1520544600,6
1520548200,5
1520551800,5
1520555400,3
1520559000,2
1520562600,3
1520566200,3
1520569800,3
1520573400,4
1520577000,3
1520580600,2
1520584200,3
1520587800,4
1520591400,4
1520595000,5
1520598600,4
1520602200,3
1520605800,4
1520609400,3
1520613000,4
1520616600,2
1520620200,2
1520623800,2
1520627400,5
1520631000,4
1520634600,5
1520638200,6
1520641800,6
1520645400,6
1520649000,6
1520652600,6
1520656200,7
1520659800,13
1520663400,19
1520667000,13
1520670600,16
1520674200,27
1520677800,35
1520681400,36
1520685000,28
1520688600,4
1520692200,5
1520695800,0
1520699400,2
1520703000,2
1520706600,2
1520710200,3
1520713800,4
1520717400,3
1520721000,6
1520724600,7
1520728200,5
1520731800,6
1520735400,6
1520739000,6
1520742600,5
1520746200,4
1520749800,4
1520753400,5
1520757000,5
1520760600,5
1520764200,7
1520767800,7
1520771400,14
1520775000,5
1520778600,2
1520782200,0
1520785800,0
1520789400,2
1520793000,2
1520796600,3
1520800200,3
1520803800,3
1520807400,4
1520811000,4
1520814600,6
1520818200,5
1520821800,5
1520825400,4
1520829000,5
1520832600,2
1520836200,4
1520839800,5
1520843400,4
1520847000,3
1520850600,4
1520854200,5
1520857800,4
1520861400,6
1520865000,6
1520868600,6
1520872200,7
1520875800,11
1520879400,5
1520883000,4
1520886600,7
1520890200,5
1520893800,6
1520897400,8
1520901000,6
1520904600,3
1520908200,4
1520911800,4
1520915400,4
1520919000,3
1520922600,4
1520926200,5
1520929800,5
1520933400,4
1520937000,5
1520940600,4
1520944200,4
1520947800,3
1520951400,5
1520955000,3
1520958600,4
1520962200,3
1520965800,3
1520969400,7
1520973000,0
1520976600,9
1520980200,3
1520983800,5
1520987400,6
1520991000,4
1520994600,4
1520998200,3
1521001800,3
1521005400,5
1521009000,5
1521012600,4
1521016200,3
1521019800,3
1521023400,4
1521027000,4
1521030600,3
1521034200,3
1521037800,4
1521041400,4
1521045000,4
1521048600,3
1521052200,3
1521055800,3
1521059400,2
1521063000,5
1521066600,3
1521070200,3
1521073800,4
1521077400,4
1521081000,4
1521084600,4
1521088200,5
1521091800,3
1521095400,5
1521099000,4
1521102600,5
1521106200,9
1521109800,6
1521113400,7
1521117000,7
1521120600,5
1521127800,3
1521131400,4
1521135000,5
1521138600,5
1521142200,5
1521145800,5
1521149400,4
1521153000,7
1521156600,7
1521160200,5
1521163800,3
1521167400,4
1521171000,4
1521174600,3
1521178200,4
1521181800,7
1521185400,5
1521189000,3
1521192600,4
1521196200,6
1521199800,6
1521203400,5
1521207000,5
1521210600,5
1521214200,4
1521217800,4
1521221400,3
1521225000,3
1521228600,3
1521232200,4
1521235800,3
1521239400,5
1521243000,7
1521246600,8
1521250200,6
1521253800,7
1521257400,6
1521261000,7
1521264600,7
1521268200,6
1521271800,6
1521275400,19
1521279000,18
1521282600,12
1521286200,9
1521289800,11
1521293400,10
1521297000,22
1521300600,23
1521304200,12
1521307800,7
1521311400,7
1521315000,6
1521318600,4
1521322200,3
1521325800,8
1521329400,6
1521333000,7
1521336600,8
1521340200,9
1521343800,8
1521347400,7
1521351000,5
1521354600,30
1521358200,49
1521361800,33
1521365400,47
1521369000,49
1521372600,43
1521376200,49
1521379800,25
1521383400,7
1521387000,3
1521390600,1
1521394200,0
1521397800,0
1521401400,0
1521405000,2
1521408600,2
1521412200,3
1521415800,4
1521419400,4
1521423000,4
1521426600,37
1521430200,47
1521433800,58
1521437400,23
1521441000,28
1521444600,51
1521448200,28
1521451800,18
1521455400,11
1521459000,15
1521462600,12
1521466200,8
1521469800,2
1521473400,3
1521477000,2
1521480600,4
1521498600,-2
1521502200,-1
1521505800,-1
1521509400,-1
1521513000,0
1521516600,1
1521520200,1
1521523800,1
1521527400,0
1521531000,0
1521534600,1
1521538200,0
1521541800,1
1521545400,2
1521549000,3
1521552600,1
1521556200,2
1521559800,2
1521563400,2
1521567000,1
1521570600,0
1521574200,0
1521577800,0
1521581400,1
1521585000,2
1521588600,1
1521592200,2
1521595800,2
1521599400,2
1521603000,2
1521606600,1
1521610200,0
1521613800,2
1521617400,2
1521621000,2
1521624600,1
1521628200,1
1521631800,1
1521635400,2
1521639000,2
1521642600,2
1521646200,3
1521649800,2
1521653400,2
1521657000,2
1521660600,6
1521664200,5
1521667800,5
1521671400,4
1521675000,4
1521678600,4
1521682200,4
1521685800,3
1521689400,3
1521693000,3
1521696600,3
1521700200,3
1521703800,2
1521707400,4
1521711000,5
1521714600,4
1521718200,5
1521721800,4
1521725400,2
1521729000,3
1521732600,3
1521736200,2
1521739800,2
1521743400,1
1521747000,2
1521750600,3
1521754200,3
1521757800,3
1521761400,5
1521765000,4
1521768600,3
1521772200,5
1521775800,5
1521779400,4
1521783000,5
1521786600,5
1521790200,3
1521793800,5
1521797400,18
1521801000,8
1521804600,16
1521808200,33
1521811800,8
1521815400,2
1521819000,1
1521822600,3
1521826200,2
1521829800,4
1521833400,3
1521837000,3
1521840600,4
1521844200,4
1521847800,4
1521851400,4
1521855000,5
1521858600,5
1521862200,5
1521865800,3
1521869400,4
1521873000,3
1521876600,4
1521880200,4
1521883800,4
1521887400,4
1521891000,6
1521894600,3
1521898200,5
1521901800,4
1521905400,3
1521909000,4
1521912600,3
1521916200,2
1521919800,2
1521923400,3
1521927000,3
1521930600,4
1521934200,4
1521937800,6
1521941400,4
1521945000,5
1521948600,2
1521952200,4
1521955800,4
1521959400,5
1521963000,3
1521966600,2
1521970200,4
1521973800,4
1521977400,4
1521981000,3
1521984600,2
1521988200,1
1521991800,3
1521995400,1
1521999000,2
1522002600,2
1522006200,1
1522009800,4
1522013400,4
1522017000,4
1522020600,6
1522024200,5
1522027800,7
1522031400,6
1522035000,5
1522038600,4
1522042200,5
1522045800,4
1522049400,5
1522053000,5
1522056600,5
1522060200,5
1522063800,6
1522067400,3
1522071000,4
1522074600,3
1522078200,2
1522081800,1
1522085400,3
1522089000,2
1522092600,4
1522096200,3
1522099800,3
1522103400,5
1522107000,4
1522110600,4
1522114200,5
1522117800,3
1522121400,2
1522125000,5
1522128600,3
1522132200,3
1522135800,2
1522139400,4
1522143000,5
1522146600,6
1522150200,7
1522153800,6
1522157400,6
1522161000,5
1522164600,2
1522168200,4
1522171800,2
1522175400,3
1522179000,3
1522182600,4
1522186200,6
1522189800,7
1522193400,13
1522197000,17
1522200600,19
1522204200,12
1522207800,16
1522211400,16
1522215000,18
1522218600,14
1522222200,32
1522225800,28
1522229400,27
1522233000,30
1522236600,30
1522240200,12
1522243800,22
1522247400,9
1522251000,4
1522254600,4
1522258200,8
1522261800,4
1522265400,6
1522269000,7
1522272600,8
1522276200,6
1522279800,5
1522283400,5
1522287000,6
1522290600,4
1522294200,4
1522297800,3
1522301400,3
1522305000,4
1522308600,3
1522312200,7
1522315800,19
1522319400,19
1522323000,14
1522326600,14
1522330200,14
1522333800,14
1522337400,14
1522341000,10
1522344600,14
1522348200,12
1522351800,8
1522355400,10
1522359000,9
1522362600,12
1522366200,13
1522369800,12
1522373400,7
1522377000,9
1522380600,12
1522384200,3
1522387800,2
1522391400,1
1522395000,1
1522398600,2
1522402200,2
1522405800,2
1522409400,2
1522413000,3
1522416600,3
1522420200,4
1522423800,4
1522427400,3
1522431000,4
1522434600,5
1522438200,2
1522441800,5
1522445400,5
1522449000,5
1522452600,5
1522456200,5
1522459800,5
1522463400,5
1522467000,8
1522470600,7
1522474200,13
1522477800,28
1522481400,42
1522485000,35
1522488600,25
1522492200,36
1522495800,18
1522499400,4
1522503000,2
1522506600,2
1522510200,11
1522513800,4
1522517400,4
1522521000,6
1522524600,3
1522528200,5
1522531800,4
1522535400,5
1522539000,8
1522542600,10
1522546200,6
1522549800,6
1522553400,3
1522557000,3
1522560600,4
1522564200,4
1522567800,4
1522571400,4
1522575000,5
1522578600,5
1522582200,7
1522585800,6
1522589400,6
1522593000,5
1522596600,3
1522600200,5
1522603800,5
1522607400,3
1522611000,3
1522614600,5
1522618200,4
1522621800,4
1522625400,4
1522629000,4
1522632600,3
1522636200,4
1522639800,6
1522643400,3
1522647000,2
1522650600,0
1522654200,3
1522657800,3
1522661400,5
1522665000,3
1522668600,5
1522672200,5
1522675800,3
1522679400,4
1522683000,4
1522686600,3
1522690200,4
1522693800,11
1522697400,8
1522701000,9
1522704600,10
1522708200,10
1522711800,9
1522715400,8
1522719000,7
1522722600,7
1522726200,8
1522729800,9
1522733400,10
1522737000,10
1522740600,10
1522744200,9
1522747800,8
1522751400,11
1522755000,11
1522758600,9
1522762200,15
1522765800,28
1522769400,28
1522773000,5
1522776600,14
1522780200,14
1522783800,9
1522787400,6
1522791000,6
1522794600,2
1522798200,4
1522801800,8
1522805400,3
1522809000,3
1522812600,9
1522816200,5
1522819800,9
1522823400,15
1522827000,8
1522830600,13
1522834200,15
1522837800,8
1522841400,5
1522845000,5
1522848600,5
1522852200,1
1522859400,5
1522863000,4
1522866600,3
1522870200,4
1522873800,5
1522877400,7
1522881000,6
1522884600,7
1522888200,5
1522891800,5
1522895400,5
1522899000,3
1522902600,3
1522906200,3
1522909800,3
1522913400,4
1522917000,3
1522920600,4
1522924200,3
1522927800,4
1522931400,5
1522935000,2
1522938600,5
1522942200,3
1522945800,3
1522949400,3
1522953000,4
1522960200,1
1522963800,3
1522967400,2
1522971000,2
1522974600,3
1522978200,3
1522981800,3
1522985400,5
1522989000,10
1522992600,9
1522996200,5
1522999800,4
1523003400,3
1523007000,2
1523010600,5
1523014200,5
1523017800,11
1523021400,12
1523025000,7
1523028600,4
1523032200,5
1523035800,4
1523039400,4
1523043000,3
1523046600,6
1523050200,6
1523053800,8
1523057400,7
1523061000,7
1523064600,7
1523068200,7
1523071800,4
1523075400,5
1523079000,5
1523082600,5
1523086200,5
1523089800,4
1523093400,4
1523097000,3
1523100600,4
1523104200,2
1523107800,3
1523111400,3
1523115000,3
1523118600,2
1523122200,3
1523125800,4
1523129400,4
1523133000,3
1523136600,5
1523140200,5
1523143800,6
1523147400,5
1523151000,6
1523154600,8
1523158200,14
1523161800,14
1523165400,8
1523169000,6
1523172600,7
1523176200,10
1523179800,11
1523183400,7
1523187000,6
1523190600,4
1523194200,3
1523197800,5
1523201400,6
1523205000,5
1523208600,4
1523212200,7
1523215800,6
1523219400,6
1523223000,8
1523226600,8
1523230200,9
1523233800,7
1523237400,7
1523241000,4
1523244600,4
1523248200,4
1523251800,3
1523255400,4
1523259000,4
1523262600,4
1523266200,5
1523269800,4
1523273400,5
1523277000,3
1523280600,4
1523284200,6
1523287800,7
1523291400,7
1523295000,6
1523298600,7
1523302200,7
1523305800,7
1523309400,9
1523313000,10
1523316600,11
1523320200,12
1523323800,10
1523327400,11
1523331000,11
1523334600,8
1523338200,8
1523341800,7
1523345400,7
1523349000,7
1523352600,7
1523356200,7
1523359800,5
1523363400,6
1523367000,5
1523370600,3
1523374200,6
1523377800,7
1523381400,4
1523385000,5
1523388600,5
1523392200,6
1523395800,5
1523399400,7
1523403000,9
1523406600,9
1523410200,10
1523413800,8
1523417400,13
1523421000,33
1523424600,46
1523428200,50
1523431800,37
1523435400,36
1523439000,27
1523442600,29
1523446200,19
1523449800,13
1523453400,9
1523457000,5
1523460600,4
1523464200,4
1523467800,4
1523471400,5
1523475000,3
1523478600,4
1523482200,5
1523485800,6
1523489400,6
1523493000,7
1523496600,8
1523500200,7
1523503800,8
1523507400,11
1523511000,24
1523514600,34
1523518200,29
1523521800,30
1523525400,34
1523529000,20
1523532600,12
1523536200,9
1523539800,15
1523543400,12
1523547000,8
1523550600,5
1523554200,6
1523557800,8
1523561400,11
1523565000,10
1523568600,10
1523572200,10
1523575800,9
1523579400,9
1523583000,8
1523586600,15
1523590200,21
1523593800,31
1523597400,38
1523601000,40
1523604600,50
1523608200,52
1523611800,39
1523615400,22
1523619000,16
1523622600,13
1523626200,12
1523629800,14
1523633400,16
1523637000,13
1523640600,14
1523644200,14
1523647800,15
1523651400,16
1523655000,12
1523658600,12
1523662200,12
1523665800,12
1523669400,14
1523673000,34
1523676600,50
1523680200,52
1523683800,52
1523687400,38
1523691000,65
1523694600,69
1523698200,44
1523701800,36
1523705400,28
1523709000,33
1523712600,34
1523716200,23
1523719800,22
1523723400,16
1523727000,13
1523730600,13
1523734200,14
1523737800,14
1523741400,12
1523745000,15
1523748600,15
1523752200,16
1523755800,18
1523759400,18
1523763000,15
1523766600,14
1523770200,12
1523773800,10
1523777400,7
1523781000,5
1523784600,6
1523788200,6
1523791800,6
1523795400,7
1523799000,9
1523802600,12
1523806200,11
1523809800,9
1523813400,13
1523817000,14
1523820600,16
1523824200,13
1523827800,9
1523831400,10
1523835000,0
1523838600,-2
1523842200,-1
1523845800,-1
1523849400,4
1523853000,1
1523856600,-1
1523860200,0
1523867400,0
1523871000,2
1523874600,2
1523878200,4
1523881800,1
1523885400,2
1523889000,2
1523892600,1
1523896200,0
1523899800,0
1523903400,2
1523907000,3
1523910600,5
1523914200,3
1523917800,3
1523921400,3
1523925000,3
1523928600,2
1523932200,3
1523935800,3
1523939400,1
1523943000,2
1523946600,3
1523950200,0
1523953800,1
1523957400,2
1523961000,1
1523964600,1
1523968200,1
1523971800,0
1523975400,1
1523979000,2
1523982600,1
1523986200,3
1523989800,2
1523993400,0
1523997000,4
1524000600,7
1524004200,4
1524007800,5
1524011400,5
1524015000,5
1524018600,4
1524022200,4
1524025800,4
1524029400,4
1524033000,8
1524036600,3
1524040200,3
1524043800,4
1524047400,4
1524051000,5
1524054600,4
1524058200,5
1524061800,2
1524065400,4
1524069000,3
1524072600,3
1524076200,4
1524079800,4
1524083400,4
1524087000,5
1524090600,8
1524094200,6
1524097800,7
1524101400,6
1524105000,5
1524108600,13
1524112200,13
1524115800,8
1524119400,5
1524123000,7
1524126600,6
1524130200,6
1524133800,9
1524137400,5
1524141000,6
1524144600,4
1524148200,3
1524151800,3
1524155400,4
1524159000,4
1524162600,5
1524166200,4
1524169800,3
1524173400,5
1524177000,7
1524180600,6
1524184200,6
1524187800,7
1524191400,5
1524195000,4
1524198600,6
1524202200,4
1524205800,4
1524209400,4
1524213000,5
1524216600,8
1524220200,5
1524223800,4
1524227400,4
1524231000,5
1524238200,3
1524241800,3
1524245400,3
1524249000,4
1524252600,2
1524256200,4
1524259800,3
1524263400,4
1524267000,6
1524270600,6
1524274200,5
1524277800,4
1524281400,5
1524285000,5
1524288600,5
1524292200,6
1524295800,9
1524299400,7
1524303000,12
1524306600,60
1524310200,48
1524313800,6
1524317400,5
1524321000,5
1524324600,1
1524328200,2
1524331800,3
1524335400,2
1524339000,6
1524342600,5
1524346200,6
1524349800,6
1524353400,9
1524357000,10
1524360600,7
1524364200,11
1524367800,13
1524371400,20
1524375000,16
1524378600,11
1524382200,12
1524385800,5
1524389400,5
1524393000,4
1524396600,4
1524400200,2
1524403800,3
1524407400,5
1524411000,4
1524414600,7
1524418200,6
1524421800,6
1524425400,5
1524429000,6
1524432600,7
1524436200,6
1524439800,7
1524443400,6
1524447000,9
1524450600,8
1524454200,9
1524457800,9
1524461400,8
1524465000,9
1524468600,9
1524472200,9
1524475800,8
1524479400,8
1524483000,8
1524486600,8
1524490200,6
1524493800,5
1524497400,7
1524501000,6
1524511800,5
1524515400,6
1524519000,6
1524522600,4
1524526200,6
1524529800,7
1524533400,9
1524537000,6
1524540600,9
1524544200,8
1524547800,5
1524551400,4
1524555000,4
1524558600,2
1524562200,2
1524565800,3
1524569400,6
1524573000,6
1524576600,5
1524580200,5
1524583800,5
1524587400,3
1524591000,3
1524594600,0
1524598200,1
1524601800,2
1524605400,3
1524609000,3
1524612600,3
1524616200,3
1524619800,2
1524623400,0
1524627000,1
1524630600,1
1524634200,2
1524637800,1
1524641400,1
1524645000,2
1524648600,1
1524652200,3
1524655800,2
1524659400,3
1524663000,1
1524666600,5
1524670200,7
1524673800,5
1524677400,4
1524681000,3
1524684600,5
1524688200,7
1524691800,3
1524695400,2
1524699000,1
1524702600,6
1524706200,4
1524709800,4
1524713400,3
1524717000,2
1524720600,5
1524724200,7
1524727800,9
1524731400,8
1524735000,4
1524738600,3
1524742200,1
1524745800,2
1524749400,3
1524753000,3
1524756600,4
1524760200,4
1524763800,1
1524767400,4
1524771000,2
1524774600,3
1524778200,4
1524781800,5
1524785400,6
1524789000,9
1524792600,9
1524796200,7
1524799800,12
1524803400,12
1524807000,13
1524810600,13
1524814200,13
1524817800,14
1524821400,7
1524825000,8
1524828600,9
1524832200,12
1524835800,12
1524839400,14
1524843000,4
1524846600,3
1524850200,8
1524853800,7
1524857400,7
1524861000,7
1524864600,13
1524868200,10
1524871800,14
1524875400,14
1524879000,9
1524882600,9
1524886200,9
1524889800,34
1524893400,41
1524897000,31
1524900600,33
1524904200,27
1524907800,34
1524911400,12
1524915000,12
1524918600,13
1524922200,9
1524925800,10
1524929400,10
1524933000,8
1524936600,12
1524940200,8
1524943800,5
1524947400,8
1524951000,6
1524954600,7
1524958200,11
1524961800,4
1524965400,7
1524969000,6
1524972600,6
1524976200,4
1524979800,7
1524983400,6
1524987000,6
1524990600,4
1524994200,3
1524997800,4
1525001400,5
1525005000,4
1525008600,5
1525012200,5
1525015800,5
1525019400,3
1525023000,4
1525026600,4
1525030200,4
1525033800,5
1525037400,4
1525041000,2
1525044600,5
1525048200,6
1525051800,5
1525055400,5
1525059000,7
1525062600,10
1525066200,17
1525069800,23
1525073400,39
1525077000,44
1525080600,48
1525084200,48
1525087800,45
1525091400,19
1525095000,9
1525098600,2
1525102200,1
1525105800,2
1525109400,2
1525113000,4
1525116600,4
1525120200,5
1525123800,7
1525127400,6
1525131000,7
1525134600,8
1525138200,7
1525141800,27
1525145400,47
1525149000,39
1525152600,39
1525156200,36
1525159800,47
1525163400,34
1525167000,28
1525170600,28
1525174200,53
1525177800,58
1525181400,21
1525185000,11
1525188600,5
1525192200,3
1525195800,5
1525199400,3
1525203000,3
1525206600,6
1525210200,5
1525213800,7
1525217400,8
1525221000,7
1525224600,21
1525228200,48
1525231800,53
1525235400,44
1525239000,53
1525242600,57
1525246200,35
1525249800,60
1525253400,54
1525257000,42
1525260600,35
1525264200,36
1525267800,22
1525271400,17
1525275000,14
1525278600,9
1525282200,9
1525285800,10
1525289400,7
1525293000,10
1525296600,12
1525300200,10
1525303800,11
1525307400,12
1525311000,13
1525314600,24
1525318200,18
1525321800,16
1525325400,22
1525329000,29
1525332600,23
1525336200,22
1525339800,33
1525343400,33
1525347000,17
1525350600,15
1525354200,11
1525357800,11
1525361400,11
1525365000,11
1525368600,12
1525372200,10
1525375800,11
1525379400,13
1525383000,19
1525386600,7
1525390200,11
1525393800,26
1525397400,9
1525401000,10
1525404600,8
1525408200,11
1525411800,11
1525415400,8
1525419000,7
1525422600,10
1525426200,19
1525429800,29
1525433400,37
1525437000,12
1525440600,7
1525444200,10
1525447800,11
1525451400,8
1525455000,8
1525458600,12
1525462200,10
1525465800,11
1525469400,12
1525473000,19
1525476600,8
1525480200,8
1525483800,-1
1525487400,0
1525491000,1
1525494600,3
1525498200,3
1525501800,5
1525505400,2
1525509000,2
1525512600,3
1525516200,4
1525519800,3
1525523400,2
1525527000,1
1525530600,2
1525534200,0
1525537800,4
1525541400,4
1525545000,6
1525548600,6
1525552200,8
1525555800,9
1525559400,7
1525563000,5
1525566600,4
1525570200,7
1525573800,5
1525577400,5
1525581000,4
1525584600,3
1525588200,4
1525591800,4
1525595400,3
1525599000,2
1525602600,3
1525606200,2
1525609800,2
1525613400,2
1525617000,4
1525620600,5
1525624200,8
1525627800,8
1525631400,6
1525635000,3
1525638600,0
1525642200,0
1525645800,3
1525649400,7
1525653000,5
1525656600,9
1525660200,11
1525663800,9
1525667400,20
1525671000,22
1525674600,8
1525678200,10
1525681800,8
1525685400,6
1525689000,7
1525692600,6
1525696200,6
1525699800,14
1525703400,6
1525707000,5
1525710600,6
1525714200,5
1525717800,7
1525721400,7
1525725000,9
1525728600,9
1525732200,10
1525735800,11
1525739400,12
1525743000,11
1525746600,11
1525750200,10
1525753800,12
1525757400,13
1525761000,12
1525764600,12
1525768200,11
1525771800,11
1525775400,11
1525779000,10
1525782600,6
1525786200,8
1525789800,11
1525793400,8
1525797000,5
1525800600,3
1525804200,8
1525807800,7
1525811400,7
1525815000,7
1525818600,10
1525822200,10
1525825800,10
1525829400,12
1525833000,13
1525836600,11
1525840200,31
1525843800,16
1525847400,40
1525851000,52
1525854600,35
1525858200,48
1525861800,16
1525865400,12
1525869000,27
1525872600,19
1525876200,12
1525879800,8
1525883400,6
1525887000,5
1525890600,7
1525894200,7
1525897800,7
1525901400,8
1525905000,7
1525908600,11
1525912200,9
1525915800,7
1525919400,8
1525923000,8
1525926600,7
1525930200,15
1525933800,18
1525937400,16
1525941000,20
1525944600,14
1525948200,19
1525951800,18
1525955400,18
1525959000,16
1525962600,14
1525966200,13
1525969800,12
1525973400,8
1525977000,7
1525980600,10
1525984200,0
1525987800,6
1525991400,10
1525995000,10
1525998600,12
1526002200,11
1526005800,10
1526009400,8
1526013000,8
1526016600,8
1526020200,9
1526023800,6
1526027400,5
1526031000,6
1526034600,4
1526038200,5
1526041800,4
1526045400,5
1526049000,1
1526052600,6
1526056200,9
1526059800,3
1526063400,6
1526067000,6
1526070600,6
1526074200,5
1526077800,4
1526081400,6
1526085000,4
1526088600,5
1526092200,5
1526095800,8
1526099400,8
1526103000,9
1526106600,10
1526110200,6
1526113800,6
1526117400,6
1526121000,10
1526124600,27
1526128200,45
1526131800,28
1526135400,14
1526139000,12
1526142600,12
1526146200,12
1526149800,15
1526153400,25
1526157000,14
1526160600,19
1526164200,11
1526167800,13
1526171400,18
1526175000,15
1526178600,9
1526182200,11
1526185800,10
1526189400,12
1526193000,12
1526196600,9
1526200200,7
1526203800,9
1526207400,11
1526211000,10
1526214600,16
1526218200,7
1526221800,6
1526225400,8
1526229000,10
1526232600,16
1526236200,19
1526239800,25
1526243400,19
1526247000,22
1526250600,23
1526254200,19
1526257800,18
1526261400,19
1526265000,15
1526268600,13
1526272200,13
1526275800,11
1526279400,12
1526283000,12
1526286600,17
1526290200,20
1526293800,13
1526297400,21
1526301000,26
1526304600,14
1526308200,14
1526311800,11
1526315400,10
1526319000,13
1526322600,12
1526326200,0
1526329800,1
1526333400,6
1526337000,5
1526340600,5
1526344200,5
1526347800,6
1526351400,4
1526355000,4
1526358600,2
1526362200,1
1526365800,2
1526369400,2
1526373000,4
1526376600,17
1526380200,22
1526383800,16
1526387400,22
1526391000,19
1526394600,17
1526398200,10
1526401800,12
1526405400,10
1526409000,7
1526412600,4
1526416200,9
1526419800,2
1526423400,7
1526427000,8
1526430600,9
1526434200,8
1526437800,9
1526441400,6
1526445000,6
1526448600,5
1526452200,7
1526455800,6
1526459400,8
1526463000,8
1526466600,9
1526470200,8
1526473800,9
1526477400,8
1526481000,7
1526484600,9
1526488200,8
1526491800,6
1526495400,7
1526499000,7
1526502600,8
1526506200,9
1526509800,5
1526513400,13
1526517000,15
1526520600,8
1526524200,3
1526527800,4
1526531400,5
1526535000,5
1526538600,5
1526542200,5
1526545800,5
1526549400,5
1526553000,5
1526556600,5
1526560200,5
1526563800,6
1526567400,8
1526571000,8
1526574600,4
1526578200,5
1526581800,3
1526585400,5
1526589000,3
1526592600,7
1526596200,8
1526599800,6
1526603400,5
1526607000,4
1526610600,4
1526614200,5
1526617800,5
1526621400,5
1526625000,3
1526628600,4
1526632200,5
1526635800,6
1526639400,6
1526643000,5
1526646600,8
1526650200,7
1526653800,8
1526657400,5
1526661000,5
1526664600,4
1526668200,8
1526671800,4
1526675400,3
1526679000,4
1526682600,3
1526686200,3
1526689800,2
1526693400,2
1526697000,0
1526700600,2
1526704200,0
1526707800,0
1526711400,0
1526715000,0
1526718600,0
1526722200,0
1526725800,0
1526729400,1
1526733000,0
1526736600,1
1526740200,0
1526743800,1
1526747400,2
1526751000,6
1526754600,10
1526758200,14
1526761800,7
1526765400,8
1526769000,19
1526772600,12
1526776200,10
1526779800,22
1526783400,7
1526787000,13
1526790600,11
1526794200,14
1526797800,6
1526801400,7
1526805000,8
1526808600,7
1526812200,9
1526815800,8
1526819400,8
1526823000,5
1526826600,4
1526830200,7
1526833800,7
1526837400,3
1526841000,8
1526844600,5
1526848200,4
1526851800,2
1526855400,4
1526859000,4
1526862600,5
1526866200,3
1526869800,5
1526873400,6
1526877000,5
1526880600,5
1526884200,6
1526887800,6
1526891400,5
1526895000,6
1526898600,6
1526902200,6
1526905800,7
1526909400,6
1526913000,4
1526916600,4
1526920200,4
1526923800,3
1526927400,6
1526931000,7
1526934600,5
1526938200,10
1526941800,5
1526945400,12
1526949000,8
1526952600,11
1526956200,14
1526959800,21
1526963400,20
1526967000,12
1526970600,11
1526974200,11
1526977800,8
1526981400,7
1526985000,8
1526988600,8
1526992200,7
1526995800,7
1526999400,10
1527003000,9
1527006600,5
1527010200,6
1527013800,5
1527017400,6
1527021000,7
1527024600,10
1527028200,11
1527031800,15
1527035400,4
1527039000,15
1527042600,17
1527046200,4
1527049800,4
1527053400,3
1527057000,6
1527060600,7
1527064200,10
1527067800,9
1527071400,10
1527075000,9
1527078600,8
1527082200,6
1527085800,7
1527089400,3
1527093000,3
1527096600,4
1527100200,4
1527103800,4
1527107400,3
1527111000,5
1527114600,5
1527118200,8
1527121800,6
1527125400,7
1527129000,9
1527132600,17
1527136200,42
1527139800,34
1527143400,34
1527147000,30
1527150600,35
1527154200,27
1527157800,15
1527161400,11
1527165000,13
1527168600,16
1527172200,12
1527175800,8
1527179400,10
1527183000,10
1527186600,16
1527190200,27
1527193800,16
1527197400,15
1527201000,14
1527204600,14
1527208200,10
1527211800,20
1527215400,56
1527219000,83
1527222600,61
1527226200,52
1527229800,48
1527233400,34
1527237000,38
1527240600,42
1527244200,24
1527247800,14
1527251400,21
1527255000,22
1527258600,12
1527262200,10
1527265800,11
1527269400,9
1527273000,3
1527276600,5
1527280200,2
1527283800,9
1527287400,7
1527291000,8
1527294600,9
1527298200,11
1527305400,64
1527309000,52
1527312600,36
1527316200,25
1527319800,27
1527323400,45
1527327000,32
1527330600,44
1527334200,43
1527337800,33
1527341400,21
1527345000,6
1527348600,0
1527352200,3
1527355800,9
1527359400,8
1527363000,10
1527366600,14
1527370200,23
1527373800,22
1527377400,26
1527381000,23
1527384600,24
1527388200,16
1527391800,10
1527395400,7
1527399000,6
1527402600,7
1527406200,2
1527409800,4
1527413400,11
1527417000,15
1527420600,15
1527424200,12
1527427800,17
1527431400,11
1527435000,12
1527438600,12
1527453000,5
1527456600,9
1527460200,7
1527463800,12
1527467400,10
1527471000,17
1527474600,53
1527478200,40
1527481800,34
1527485400,23
1527489000,23
1527492600,22
1527496200,25
1527499800,26
1527503400,26
1527507000,37
1527510600,28
1527514200,40
1527517800,27
1527521400,15
1527525000,12
1527528600,14
1527532200,7
1527535800,6
1527539400,13
1527543000,10
1527546600,9
1527550200,16
1527553800,11
1527557400,15
1527561000,50
1527564600,25
1527568200,22
1527571800,15
1527575400,17
1527579000,15
