EpochTime,3.feed_27.NO_PPB,3.feed_27.NOY_PPB,3.feed_27.CO_PPB,3.feed_27.SO2_PPB
1480185000,1.3,6.5,160.0,0.1
1480188600,1.1,6.5,161.1,0.1
1480192200,0.9,6.1,164.1,0.1
1480195800,0.6,5.5,157.8,0.8
1480199400,0.5,8.3,176.8,0.4
1480203000,0.6,9.9,189.6,0.1
1480206600,0.6,8.0,174.8,0.2
1480210200,0.5,7.3,169.1,0.1
1480213800,0.7,8.0,169.2,
1480217400,0.8,7.5,171.2,
1480221000,0.9,7.6,167.2,
1480224600,0.8,8.2,,
1480228200,,,169.3,
1480231800,1.0,7.7,156.7,
1480235400,0.9,9.6,165.0,
1480239000,1.8,15.1,174.2,
1480242600,5.5,28.0,220.4,
1480246200,5.1,27.9,263.8,
1480249800,4.5,25.3,232.0,
1480253400,12.9,32.2,212.5,
1480257000,8.0,20.7,203.9,
1480260600,2.8,8.9,154.3,
1480264200,1.6,5.7,149.8,
1480267800,1.4,4.8,152.3,
1480271400,1.2,4.3,142.3,
1480275000,1.5,5.9,151.3,
1480278600,1.3,7.1,159.3,
1480282200,1.3,10.2,187.0,
1480285800,2.9,20.4,219.3,
1480289400,11.4,36.6,407.3,
1480293000,12.0,39.1,435.9,
1480296600,21.9,46.7,444.5,
1480300200,26.8,50.3,471.9,
1480303800,26.0,48.1,493.8,
1480307400,27.3,48.2,506.2,
1480311000,31.8,52.0,,
1480314600,,,485.3,
1480318200,32.3,50.5,466.0,
1480321800,34.9,53.1,476.9,
1480325400,37.5,55.0,484.3,
1480329000,37.7,54.9,508.0,
1480332600,61.1,80.5,599.1,
1480336200,68.2,87.9,602.3,
1480339800,56.1,75.5,575.2,
