EpochTime,3.feed_27.NO_PPB,3.feed_27.NOY_PPB,3.feed_27.CO_PPB,3.feed_27.SO2_PPB
1502364600,12.7,23.3,332.3,0.1
1502368200,17.9,31.3,441.9,0.5
1502371800,7.9,23.9,325.0,3.3
1502375400,4.8,17.8,209.3,4.4
1502379000,2.5,12.1,192.3,2.5
1502382600,1.6,10.2,186.9,1.1
1502386200,0.6,6.7,175.7,0.9
1502389800,0.9,7.1,172.6,0.7
1502393400,0.5,5.3,167.0,0.7
1502397000,0.3,4.6,166.7,0.9
1502400600,0.2,5.5,170.1,0.6
1502404200,0.2,5.2,181.6,0.9
1502407800,0.1,5.9,196.5,0.9
1502411400,0.0,4.5,176.9,0.8
1502415000,0.0,5.2,200.8,0.1
1502418600,0.0,8.5,403.8,0.2
1502422200,0.0,5.6,284.7,0.4
1502425800,0.0,4.4,231.7,0.3
1502429400,0.0,7.9,,0.2
1502433000,,,285.8,0.2
1502436600,0.0,10.1,227.2,
1502440200,0.0,8.9,191.1,0.2
1502443800,0.2,12.3,207.5,0.1
1502447400,1.8,15.2,221.9,0.1
1502451000,2.8,14.7,243.9,0.2
1502454600,3.7,13.7,245.5,0.3
1502458200,3.4,12.0,231.4,0.4
1502461800,3.6,12.2,234.9,0.5
1502465400,2.4,8.8,220.6,0.4
1502469000,0.5,4.6,191.5,0.3
1502472600,0.2,2.9,173.2,0.3
1502476200,0.2,2.9,163.3,0.2
1502479800,0.1,2.9,162.6,0.4
1502483400,0.1,2.9,162.6,0.6
1502487000,0.1,3.5,174.2,0.7
1502490600,0.0,3.2,184.6,0.8
1502494200,0.0,4.0,182.4,0.3
1502497800,0.0,9.7,221.9,0.0
1502501400,0.0,6.9,208.5,0.0
1502505000,0.1,12.9,267.1,0.0
1502508600,0.0,13.0,294.7,0.0
1502512200,0.2,16.0,265.0,0.0
1502515800,0.0,14.4,,1.0
1502519400,,,285.9,0.9
1502523000,0.7,14.6,269.4,
1502526600,0.0,12.4,263.2,0.5
1502530200,1.9,15.5,303.1,0.3
1502533800,6.6,21.4,370.1,0.3
1502537400,9.7,23.0,460.5,0.3
1502541000,7.6,20.8,433.2,0.5
1502544600,1.8,9.7,234.7,0.7
1502548200,1.6,9.5,230.4,0.8
1502551800,0.9,6.5,218.6,1.4
1502555400,0.2,3.4,188.7,0.8
1502559000,0.2,2.6,168.6,0.8
1502562600,0.2,3.2,158.5,0.8
1502566200,0.1,2.0,153.8,0.9
1502569800,0.1,1.7,142.3,1.1
1502573400,0.0,1.1,137.8,0.5
1502577000,0.0,1.2,138.6,0.1
1502580600,0.0,1.6,144.0,0.1
1502584200,0.0,2.7,174.5,0.1
1502587800,0.0,5.7,228.9,0.2
1502591400,0.0,7.9,288.2,0.2
1502595000,0.0,9.7,357.9,0.1
1502598600,0.0,13.2,363.0,0.1
1502602200,0.0,10.6,,0.0
1502605800,,,363.5,0.1
1502609400,0.0,7.1,335.3,
1502613000,0.0,7.1,348.8,0.0
1502616600,0.1,6.8,317.8,0.0
1502620200,0.3,7.7,317.9,0.0
1502623800,2.8,10.6,301.6,0.0
1502627400,1.6,6.3,239.9,0.1
1502631000,0.5,2.1,177.0,0.0
1502634600,0.3,1.6,165.5,0.0
1502638200,0.2,1.2,153.8,0.0
1502641800,0.0,0.7,144.9,0.0
1502645400,0.0,0.7,142.2,0.0
1502649000,0.0,0.7,141.5,0.0
1502652600,0.0,0.7,142.5,0.0
1502656200,0.0,0.6,144.6,0.0
1502659800,0.0,0.6,142.7,0.0
1502663400,0.0,1.0,138.7,0.0
1502667000,0.0,0.6,140.7,0.0
1502670600,0.0,4.7,227.4,0.0
1502674200,0.1,17.4,323.4,0.1
1502677800,0.0,12.6,292.5,0.0
1502681400,0.0,10.0,313.2,0.0
1502685000,0.0,9.4,289.9,0.0
1502688600,0.2,9.9,,0.0
1502692200,,,266.4,0.0
1502695800,0.5,8.9,245.3,
1502699400,1.1,10.7,234.5,0.0
1502703000,1.0,10.3,249.0,0.0
1502706600,1.7,11.4,253.1,0.0
1502710200,5.0,15.0,271.2,0.1
1502713800,10.9,21.3,324.2,0.3
1502717400,10.9,21.5,328.7,0.4
1502721000,15.0,28.6,387.4,0.7
1502724600,13.8,29.1,418.4,1.2
1502728200,9.3,25.2,393.6,2.3
1502731800,3.6,17.5,322.0,2.1
1502735400,0.9,7.2,204.0,1.2
1502739000,0.4,4.6,186.3,0.5
1502742600,0.2,3.9,183.4,0.2
1502746200,0.2,3.8,187.7,0.2
1502749800,0.2,3.7,195.3,0.2
1502753400,0.1,5.2,193.9,0.2
1502757000,0.0,5.0,209.5,0.2
1502760600,0.0,6.3,194.2,0.3
1502764200,0.0,5.2,176.5,0.3
1502767800,0.0,4.7,174.9,0.3
1502771400,0.0,5.4,172.3,0.3
1502775000,0.0,5.9,,0.2
1502778600,,,186.7,0.2
1502782200,0.3,8.1,203.6,
1502785800,0.1,7.8,194.0,0.1
1502789400,2.8,13.1,210.4,0.1
1502793000,16.0,26.9,291.1,0.3
1502796600,22.7,32.2,427.7,0.4
1502800200,27.6,39.3,590.7,0.9
1502803800,18.3,34.8,481.2,2.9
1502807400,4.4,17.7,302.6,7.3
1502811000,1.4,10.7,271.9,6.4
1502814600,0.4,7.4,255.4,3.1
1502818200,0.2,5.6,193.5,1.0
1502821800,0.1,4.0,178.0,0.5
1502825400,0.1,3.6,174.4,0.3
1502829000,0.0,2.9,166.0,0.2
1502832600,0.0,2.7,167.0,0.3
1502836200,0.0,2.4,163.9,0.4
1502839800,0.0,3.8,179.3,0.8
1502843400,0.0,5.8,227.8,0.7
1502847000,0.0,9.8,278.0,0.5
1502850600,0.0,3.0,196.5,0.3
1502854200,,2.7,179.7,0.2
1502857800,,3.2,186.3,0.1
1502861400,0.0,6.0,,0.1
1502865000,,,210.8,0.0
1502868600,0.0,6.6,202.0,
1502872200,0.0,6.6,194.7,0.0
1502875800,,6.3,196.1,0.0
1502879400,0.1,9.1,216.7,0.0
1502883000,0.7,9.4,216.1,0.1
1502886600,1.0,8.3,212.9,0.2
1502890200,0.9,6.3,178.4,0.7
1502893800,0.5,3.9,167.1,0.4
1502897400,0.2,3.0,161.3,0.1
1502901000,0.1,2.8,181.9,0.1
1502904600,0.0,2.3,155.8,0.0
1502908200,0.0,1.9,145.0,0.0
1502911800,0.0,2.1,152.7,0.0
1502915400,0.0,2.2,157.7,0.4
1502919000,0.0,2.5,159.0,0.5
1502922600,0.0,2.2,160.8,0.4
1502926200,0.0,2.7,164.4,0.1
1502929800,0.0,2.7,172.6,0.1
1502933400,0.0,7.7,250.5,0.0
1502937000,0.0,9.9,278.8,0.1
1502940600,0.0,8.7,270.5,0.1
1502944200,0.0,12.3,271.0,0.0
1502947800,0.0,12.1,,0.0
1502951400,,,233.8,0.0
1502955000,0.1,12.0,226.9,
1502958600,0.1,12.1,226.5,0.1
1502962200,1.1,13.6,235.6,0.0
1502965800,3.4,16.1,270.2,0.1
1502969400,11.1,23.1,310.4,0.3
1502973000,17.3,31.2,440.6,0.8
1502976600,9.0,25.5,431.0,3.2
1502980200,3.7,16.0,276.5,2.5
1502983800,0.7,6.7,211.9,0.7
1502987400,0.2,3.6,190.9,0.4
1502991000,0.2,3.3,186.5,0.3
1502994600,0.2,3.1,178.9,0.2
1502998200,0.2,2.6,165.7,0.2
1503001800,0.2,4.2,199.2,0.2
1503005400,0.6,5.6,218.4,0.2
1503009000,0.2,4.6,190.3,0.3
1503012600,0.1,3.8,146.0,0.1
1503016200,0.1,5.1,171.2,0.2
1503019800,0.2,6.7,168.2,0.1
1503023400,0.0,2.2,118.6,0.1
1503027000,0.0,3.5,113.8,0.0
1503030600,0.0,3.5,105.3,0.2
1503034200,0.0,3.7,,0.2
1503037800,,,93.8,0.1
1503041400,0.0,1.7,91.2,
1503045000,0.0,2.1,92.2,0.1
1503048600,0.0,3.8,99.6,0.0
1503052200,0.2,6.0,117.2,0.0
1503055800,1.7,9.9,153.3,0.1
1503059400,1.5,9.5,150.3,0.1
1503063000,1.7,10.3,162.3,0.1
1503066600,2.9,11.9,175.5,0.1
1503070200,1.7,8.1,156.8,0.1
1503073800,1.1,6.0,147.7,0.2
1503077400,0.2,3.0,129.8,0.2
1503081000,0.2,2.7,127.2,0.2
1503084600,0.2,3.0,140.4,0.2
1503088200,0.1,2.5,144.5,0.2
1503091800,0.0,1.7,149.7,0.2
1503095400,0.1,1.8,148.5,0.1
1503099000,0.0,2.5,167.0,0.1
1503102600,0.0,6.4,207.8,0.1
1503106200,0.0,5.2,202.9,0.1
1503109800,0.0,6.9,232.1,0.0
1503113400,0.0,7.1,259.3,0.1
1503117000,0.3,11.6,242.0,0.2
1503120600,0.0,6.1,,0.2
1503124200,,,213.7,0.3
1503127800,0.0,9.4,224.5,
1503131400,0.0,10.0,200.5,0.2
1503135000,0.0,7.1,193.8,0.2
1503138600,0.2,9.1,202.3,0.2
1503142200,1.6,12.2,223.2,0.2
1503145800,1.8,8.2,211.8,0.5
1503149400,1.3,6.1,202.5,0.4
1503153000,0.5,3.2,177.9,0.4
1503156600,0.8,4.1,176.2,1.2
1503160200,0.8,4.4,180.6,1.8
1503163800,0.2,2.2,170.0,0.4
1503167400,0.2,2.1,168.0,0.3
1503171000,0.1,2.2,175.7,0.4
1503174600,0.0,1.2,154.0,0.2
1503178200,0.0,4.4,176.1,0.0
1503181800,0.2,5.0,193.6,0.0
1503185400,0.1,5.0,205.3,0.0
1503189000,0.0,7.0,227.1,0.0
1503192600,3.4,21.2,271.8,0.0
1503196200,0.0,11.2,273.8,0.0
1503199800,0.0,11.7,309.8,0.0
1503203400,0.0,11.9,340.5,0.0
1503207000,0.3,12.5,,0.0
1503210600,,,377.5,0.0
1503214200,0.3,12.0,434.0,
1503217800,1.2,13.6,602.0,0.1
1503221400,0.5,14.3,587.7,0.0
1503225000,0.5,12.4,602.3,0.0
1503228600,5.1,17.5,1037.4,0.0
1503232200,8.7,21.5,2199.1,0.1
1503235800,5.7,16.5,1852.0,2.3
1503239400,3.6,11.3,1007.7,2.9
1503243000,2.1,9.1,774.7,4.2
1503246600,0.7,4.7,300.0,2.9
1503250200,0.5,4.9,201.1,3.0
1503253800,0.4,5.1,215.9,4.2
1503257400,0.0,2.7,212.1,0.7
1503261000,0.1,2.8,210.1,0.3
1503264600,0.0,2.2,199.9,0.2
1503268200,0.1,3.4,195.3,0.2
1503271800,0.0,2.5,201.2,0.2
1503275400,0.3,11.8,371.8,0.3
1503279000,0.0,12.0,464.6,0.6
1503282600,0.0,11.8,413.7,0.6
1503286200,0.0,13.4,429.9,0.3
1503289800,0.0,12.5,413.6,0.2
1503293400,0.0,12.4,,0.2
1503297000,,,373.9,0.1
1503300600,0.7,10.9,343.3,
1503304200,1.7,14.1,334.8,0.1
1503307800,1.9,12.7,347.8,0.1
1503311400,9.5,20.3,413.5,0.2
1503315000,18.1,29.1,591.3,0.5
1503318600,24.0,40.6,702.2,1.9
1503322200,7.1,24.6,377.0,1.7
1503325800,1.8,9.5,238.5,0.7
1503329400,0.9,6.6,233.3,0.4
1503333000,0.3,5.3,220.2,0.6
1503336600,0.1,3.7,195.0,0.9
1503340200,0.1,4.6,201.3,1.0
1503343800,0.2,4.4,209.1,0.7
1503347400,0.2,4.1,227.3,0.8
1503351000,0.2,4.3,225.2,0.7
1503354600,0.0,3.9,219.9,1.0
1503358200,0.0,4.8,231.2,1.2
1503361800,0.0,5.4,235.6,1.3
1503365400,0.0,5.4,240.1,1.0
1503369000,0.0,5.4,239.6,1.0
1503372600,0.0,5.5,231.8,0.8
1503376200,0.6,12.0,224.4,0.5
1503379800,0.0,7.8,,0.3
1503383400,,,220.5,0.2
1503387000,0.0,9.6,207.2,
1503390600,0.0,6.6,201.1,0.3
1503394200,0.2,10.0,215.8,0.6
1503397800,0.6,11.1,232.4,0.3
1503401400,1.5,12.8,255.2,0.3
1503405000,2.1,10.4,242.1,0.6
1503408600,1.1,6.9,234.1,1.0
1503412200,0.6,5.1,225.3,1.5
1503415800,0.3,3.9,212.7,0.8
1503419400,0.2,3.5,208.0,0.8
1503423000,0.1,3.3,200.8,
1503426600,0.1,4.7,,
1503430200,0.4,5.8,193.7,0.1
1503433800,0.0,5.5,201.7,0.1
1503437400,0.3,3.7,177.9,0.3
1503441000,0.2,4.4,174.8,0.7
1503444600,0.0,4.4,177.0,0.9
1503448200,0.0,5.9,174.1,1.3
1503451800,0.0,5.2,166.6,0.8
1503455400,0.0,6.4,173.3,0.5
1503459000,0.0,5.6,154.4,0.5
1503462600,-0.1,1.0,127.8,0.5
1503466200,0.0,2.1,,0.2
1503469800,,,130.8,0.2
1503473400,0.0,2.2,129.8,
1503477000,0.0,2.7,132.3,0.1
1503480600,0.0,2.7,137.3,0.0
1503484200,1.5,11.7,181.2,0.1
1503487800,4.6,16.8,222.1,0.1
1503491400,2.3,8.1,191.9,0.1
1503495000,1.4,5.1,162.5,0.4
1503498600,0.8,3.4,146.1,0.5
1503502200,0.4,2.4,139.5,0.4
1503505800,0.3,2.3,137.8,0.6
1503509400,0.1,1.6,142.0,0.7
1503513000,0.2,2.0,142.3,1.8
1503516600,0.2,2.1,144.0,0.9
1503520200,0.2,1.7,153.8,0.2
1503523800,0.1,2.3,151.7,0.3
1503527400,0.0,2.0,152.2,0.2
1503531000,0.0,3.7,164.9,0.3
1503534600,0.0,6.1,194.0,0.5
1503538200,0.0,6.3,204.4,0.2
1503541800,0.0,7.9,238.1,0.2
1503545400,0.0,9.9,260.1,0.2
1503549000,0.0,12.4,277.3,0.2
1503552600,0.0,9.3,,0.1
1503556200,,,236.6,0.1
1503559800,0.0,7.7,230.4,
1503563400,0.1,7.8,230.9,0.1
1503567000,1.8,12.4,274.1,0.1
1503570600,10.8,21.7,357.4,0.2
1503574200,20.8,31.3,655.9,0.4
1503577800,17.3,27.3,1052.4,0.7
1503581400,,,1262.9,3.8
1503585000,,,717.8,3.6
1503588600,3.5,15.3,521.5,3.4
1503592200,1.9,10.4,305.1,1.4
1503595800,0.4,4.9,226.6,0.8
1503599400,0.3,4.4,205.1,0.9
1503603000,1.1,5.7,222.6,1.0
1503606600,0.1,3.2,190.7,0.6
1503610200,0.1,2.4,181.4,0.3
1503613800,0.2,2.9,178.8,0.2
1503617400,0.0,4.4,191.5,0.1
1503621000,0.2,4.8,197.5,0.1
1503624600,0.0,3.9,187.1,0.0
1503628200,0.0,2.6,173.2,0.0
1503631800,0.0,2.3,167.9,0.0
1503635400,0.0,4.2,175.9,0.0
1503639000,0.0,2.8,,0.0
1503642600,,,195.1,0.0
1503646200,0.0,7.7,202.8,
1503649800,0.0,7.6,216.7,0.0
1503653400,0.3,8.6,219.1,0.0
1503657000,0.7,12.2,224.9,0.0
1503660600,10.0,22.6,278.6,0.1
1503664200,10.1,20.4,280.7,0.2
1503667800,6.8,15.4,256.3,0.3
1503671400,6.0,14.1,235.9,0.4
1503675000,1.0,4.0,158.7,0.2
1503678600,0.4,2.6,157.8,0.1
1503682200,0.2,2.2,161.2,0.0
1503685800,0.1,2.2,167.8,0.0
1503689400,0.3,3.6,183.8,0.0
1503693000,0.4,3.2,178.1,0.0
1503696600,0.2,2.4,172.3,0.0
1503700200,0.0,1.9,177.8,0.0
1503703800,0.0,2.8,178.4,0.0
1503707400,0.0,6.7,264.3,0.0
1503711000,0.0,9.2,319.0,0.0
1503714600,0.1,10.9,345.8,0.0
1503718200,0.0,11.8,389.5,0.0
1503721800,0.1,9.8,362.4,0.0
1503725400,0.1,8.5,,0.0
1503729000,,,302.3,0.0
1503732600,0.2,7.1,293.2,
1503736200,0.0,6.2,261.0,0.0
1503739800,0.3,6.1,242.1,0.0
1503743400,0.4,6.2,237.1,0.0
1503747000,1.9,6.8,233.9,0.0
1503750600,3.2,7.5,215.0,0.0
1503754200,2.6,5.9,191.3,0.1
1503757800,2.9,7.3,208.9,0.8
1503761400,1.8,5.8,180.8,2.7
1503765000,0.3,2.2,161.9,1.2
1503768600,0.0,1.1,155.2,0.4
1503772200,0.0,1.1,154.9,0.0
1503775800,0.0,1.1,158.9,0.0
1503779400,0.1,1.0,157.6,0.0
1503783000,0.0,0.7,154.1,0.0
1503786600,0.0,1.3,163.2,0.0
1503790200,0.0,3.1,228.8,0.0
1503793800,0.0,7.9,348.2,0.2
1503797400,0.0,12.0,382.5,0.1
1503801000,0.0,10.6,392.7,0.1
1503804600,0.0,10.8,442.3,0.0
1503808200,0.0,8.6,388.3,0.0
1503811800,0.0,6.0,,0.0
1503815400,,,314.3,0.0
1503819000,0.0,5.8,274.1,
1503822600,0.0,5.7,252.3,0.0
1503826200,0.0,7.3,229.8,0.0
1503829800,0.0,4.9,222.6,0.0
1503833400,0.5,5.2,220.3,0.0
1503837000,0.9,4.9,212.3,0.1
1503840600,1.2,4.5,204.9,0.3
1503844200,0.8,3.7,238.0,0.5
1503847800,0.5,4.0,272.4,1.3
1503851400,0.1,2.2,216.5,0.6
1503855000,0.2,2.7,197.3,0.8
1503858600,0.0,1.9,202.0,0.4
1503862200,0.0,1.8,210.2,0.4
1503865800,0.2,2.5,209.4,0.3
1503869400,0.1,2.2,213.7,0.2
1503873000,0.0,2.2,198.2,0.1
1503876600,0.0,3.7,218.6,0.1
1503880200,0.0,4.7,232.3,0.1
1503883800,0.0,4.3,210.2,0.1
1503887400,0.0,3.4,200.1,0.0
1503891000,0.0,3.5,205.2,0.0
1503894600,0.0,3.7,243.4,0.2
1503898200,0.0,3.0,,0.1
1503901800,,,195.3,0.1
1503905400,0.0,3.8,201.8,
1503909000,0.0,4.8,248.3,0.9
1503912600,0.0,6.0,267.6,1.0
1503916200,0.0,9.8,225.2,0.4
1503919800,0.6,12.4,260.1,0.3
1503923400,1.3,10.4,340.7,1.8
1503927000,1.4,7.5,250.5,1.2
1503930600,0.8,4.5,194.5,0.4
1503934200,,,205.9,
1503937800,0.6,3.2,227.2,
1503941400,0.4,3.2,211.0,0.7
1503945000,0.4,2.9,205.7,0.5
1503948600,0.3,2.8,188.1,0.3
1503952200,0.4,3.0,178.5,0.1
1503955800,0.3,2.9,176.8,0.2
1503959400,0.2,3.6,189.0,0.2
1503963000,0.0,3.0,202.1,0.6
1503966600,0.0,4.8,184.2,0.0
1503970200,0.0,3.7,180.5,0.0
1503973800,0.0,4.1,185.3,0.1
1503977400,0.0,4.7,191.0,0.3
1503981000,0.0,4.0,167.3,0.2
1503984600,0.0,3.3,,0.3
1503988200,,,159.6,0.3
1503991800,0.0,3.1,155.3,
1503995400,0.0,2.9,184.4,0.5
1503999000,0.0,4.0,162.5,0.1
1504002600,0.0,5.8,182.3,0.0
1504006200,0.7,9.1,217.2,0.0
1504009800,1.7,8.9,234.9,0.1
1504013400,1.2,5.4,253.6,0.4
1504017000,1.4,5.7,330.8,2.1
1504020600,0.9,4.4,279.3,1.6
1504024200,0.8,3.8,206.1,0.7
1504027800,0.5,3.1,177.0,0.1
1504031400,0.3,2.3,166.4,0.1
1504035000,0.3,2.6,168.5,0.1
1504038600,0.2,2.8,175.9,0.1
1504042200,0.6,4.0,174.6,0.0
1504045800,0.3,3.7,177.8,0.3
1504049400,0.1,3.1,168.2,0.1
1504053000,0.1,4.0,181.4,0.0
1504056600,0.0,5.4,193.5,0.0
1504060200,0.0,4.7,191.0,0.0
1504063800,0.0,5.6,197.0,0.0
1504067400,0.0,6.2,189.6,0.0
1504071000,0.0,7.3,,0.0
1504074600,,,192.2,0.0
1504078200,0.2,8.4,188.2,
1504081800,0.6,9.4,187.1,0.0
1504085400,1.3,9.8,205.3,0.0
1504089000,5.2,14.2,238.6,0.0
1504092600,10.7,18.4,280.5,0.2
1504096200,15.9,24.4,346.8,0.3
1504099800,17.2,29.1,425.9,0.7
1504103400,8.9,21.0,354.0,1.3
1504107000,3.3,12.1,250.9,1.0
1504110600,2.4,10.6,233.1,0.7
1504114200,0.9,6.7,197.3,0.5
1504117800,0.6,5.7,189.3,0.4
1504121400,0.4,4.4,183.4,0.3
1504125000,0.1,3.2,184.9,0.2
1504128600,0.1,3.2,185.3,0.3
1504132200,0.0,3.8,187.5,0.4
1504135800,0.0,5.3,189.8,1.8
1504139400,0.0,7.8,223.4,4.0
1504143000,0.0,11.0,260.7,3.1
1504146600,0.0,10.5,257.1,1.8
1504150200,0.0,11.3,278.9,1.0
1504153800,0.0,13.6,266.5,0.7
1504157400,0.0,13.8,,0.4
1504161000,,,247.5,0.3
1504164600,0.0,17.4,239.6,
1504168200,0.0,17.8,236.7,0.2
1504171800,0.5,21.0,260.6,0.1
1504175400,4.2,26.0,299.5,0.2
1504179000,9.8,31.6,360.3,0.3
1504182600,5.5,24.5,319.2,0.5
1504186200,4.2,17.9,287.1,0.9
1504189800,2.8,13.7,249.6,1.8
1504193400,1.2,8.6,224.6,1.9
1504197000,0.3,4.7,197.3,1.2
1504200600,0.4,5.2,205.2,0.4
1504204200,0.3,4.7,200.7,0.2
1504207800,0.3,3.1,189.8,0.1
1504211400,0.2,2.1,155.4,0.1
1504215000,0.1,2.2,156.6,0.1
1504218600,0.1,1.8,152.2,0.0
1504222200,0.0,2.3,157.6,0.1
1504225800,0.0,3.7,173.1,0.1
1504229400,0.0,2.8,173.5,0.1
1504233000,0.0,3.9,176.2,0.1
1504236600,0.0,2.4,158.8,0.1
1504240200,0.0,1.5,141.5,0.0
1504243800,0.0,1.5,,0.1
1504247400,,,148.1,0.0
1504251000,0.0,2.0,136.6,
1504254600,0.0,2.3,131.2,0.1
1504258200,0.0,2.9,134.3,0.0
1504261800,0.7,4.5,140.7,0.0
1504265400,1.0,7.0,158.9,0.0
1504269000,1.3,5.8,154.3,0.4
1504272600,1.3,3.9,145.8,0.6
1504276200,1.0,2.5,136.7,0.2
1504279800,0.5,1.8,131.3,0.0
1504283400,0.4,1.5,130.3,0.0
1504287000,0.4,1.6,135.3,0.0
1504290600,0.3,1.6,129.5,0.2
1504294200,0.5,2.5,144.5,0.8
1504297800,0.6,4.2,162.1,0.6
1504301400,0.2,3.0,159.5,0.1
1504305000,0.1,4.3,170.5,0.0
1504308600,0.1,4.2,180.7,0.0
1504312200,0.0,4.0,183.9,0.1
1504315800,0.0,3.8,179.0,0.5
1504319400,0.0,3.7,169.0,0.6
1504323000,0.0,3.0,161.7,0.5
1504326600,0.0,2.3,159.0,0.5
1504330200,0.0,2.0,,0.5
1504333800,,,146.5,0.4
1504337400,0.0,2.4,142.9,
1504341000,0.0,2.0,140.7,0.3
1504344600,0.0,1.9,141.2,0.1
1504348200,0.0,3.3,149.2,0.3
1504351800,0.1,2.7,154.0,0.3
1504355400,0.1,3.1,162.8,0.2
1504359000,0.5,4.0,181.9,0.1
1504362600,0.8,5.2,200.5,0.1
1504366200,0.7,3.6,196.4,0.1
1504369800,0.6,2.7,217.4,0.6
1504373400,0.3,1.9,205.6,0.7
1504377000,0.3,2.1,173.5,0.2
1504380600,0.2,2.5,177.2,0.1
1504384200,0.3,3.3,196.6,0.0
1504387800,0.3,4.0,203.4,0.0
1504391400,0.3,4.8,275.4,0.0
1504395000,0.0,5.0,276.7,0.0
1504398600,0.0,5.0,244.6,0.0
1504402200,0.0,4.0,212.6,0.0
1504405800,0.1,4.1,196.0,0.0
1504409400,0.2,6.9,200.2,0.0
1504413000,0.5,9.3,204.9,0.1
1504416600,0.2,5.9,,0.2
1504420200,,,180.3,0.2
1504423800,0.2,4.7,166.7,
1504427400,0.0,2.1,160.6,0.2
1504431000,0.0,2.4,160.8,0.1
1504434600,0.0,2.8,160.3,0.1
1504438200,0.1,3.4,163.6,0.0
1504441800,0.4,3.2,167.6,0.1
1504445400,0.5,2.9,169.2,0.2
1504449000,0.4,2.3,164.3,0.2
1504452600,0.5,2.8,168.7,0.3
1504456200,0.4,2.2,165.9,0.3
1504459800,0.2,1.7,163.9,0.2
1504463400,0.2,1.5,165.6,0.2
1504467000,0.1,1.4,168.4,0.4
1504470600,0.1,1.5,171.0,1.0
1504474200,0.1,1.1,168.2,0.7
1504477800,0.0,0.9,164.7,0.3
1504481400,0.0,2.9,205.2,0.1
1504485000,0.0,5.0,256.5,0.1
1504488600,0.0,5.8,236.2,0.1
1504492200,0.0,4.1,220.3,0.1
1504495800,0.0,6.9,249.1,0.1
1504499400,0.2,11.9,310.6,0.1
1504503000,0.7,11.6,,0.1
1504506600,,,329.5,0.1
1504510200,0.0,9.9,313.1,
1504513800,0.1,9.9,290.8,0.0
1504517400,0.0,9.6,264.6,0.0
1504521000,0.6,11.7,298.2,0.0
1504524600,3.0,13.7,327.7,0.1
1504528200,5.9,16.4,276.8,0.2
1504531800,2.0,7.2,205.1,0.5
1504535400,0.8,4.1,188.9,0.8
1504539000,0.3,2.8,189.7,0.7
1504542600,0.1,2.2,189.7,0.6
1504546200,0.1,2.0,195.1,0.8
1504549800,0.0,2.0,199.6,0.6
1504553400,0.0,1.8,196.6,0.4
1504557000,0.1,1.6,185.0,0.3
1504560600,0.0,1.8,187.0,0.5
1504564200,0.0,1.9,186.0,0.5
1504567800,0.0,1.9,194.6,0.8
1504571400,0.0,2.8,193.7,0.5
1504575000,0.0,2.1,185.8,0.3
1504578600,0.0,1.4,172.9,0.2
1504582200,0.0,1.4,174.6,0.4
1504585800,0.0,1.1,170.6,0.6
1504589400,0.0,1.4,,1.0
1504593000,,,216.6,0.5
1504596600,0.0,3.4,315.0,
1504600200,0.0,3.7,293.6,0.2
1504603800,0.0,2.3,185.9,0.2
1504607400,0.6,5.6,219.5,0.2
1504611000,0.2,7.3,274.2,0.1
1504614600,0.4,8.4,326.7,0.1
1504618200,0.4,7.8,337.8,0.2
1504621800,0.6,7.6,326.8,0.1
1504625400,0.6,6.9,278.7,0.1
1504629000,0.9,6.2,247.7,0.2
1504632600,0.4,4.4,262.5,0.4
1504636200,0.4,3.3,273.3,0.3
1504639800,0.5,4.0,225.6,0.5
1504643400,0.2,2.7,243.5,0.4
1504647000,0.3,4.2,239.9,1.5
1504650600,0.1,3.2,242.6,0.3
1504654200,0.1,5.8,276.1,0.3
1504657800,0.0,5.6,263.8,0.3
1504661400,0.0,3.4,228.1,0.2
1504665000,0.0,4.2,237.6,0.1
1504668600,0.0,4.6,250.5,0.1
1504672200,0.0,5.4,270.3,0.1
1504675800,0.0,7.4,,0.1
1504679400,,,264.3,0.1
1504683000,0.0,6.1,252.5,
1504686600,0.0,6.8,261.4,0.1
1504690200,0.6,12.2,292.5,0.1
1504693800,6.9,18.5,318.3,0.2
1504697400,5.4,18.9,307.1,0.2
1504701000,4.2,14.8,280.2,0.3
1504704600,5.2,15.0,282.9,0.5
1504708200,3.8,12.0,263.8,0.7
1504711800,3.7,14.4,265.7,1.5
1504715400,2.8,9.7,236.9,1.7
1504719000,0.8,4.8,208.4,0.9
1504722600,0.3,4.1,203.8,1.2
1504726200,0.6,4.3,206.1,1.2
1504729800,0.3,2.7,183.1,0.8
1504733400,0.2,2.1,172.1,0.2
1504737000,0.0,2.9,185.0,0.2
1504740600,0.1,4.8,199.3,0.5
1504744200,0.0,4.9,204.2,0.3
1504747800,0.0,3.8,176.4,0.3
1504751400,0.0,1.3,150.5,0.2
1504755000,0.0,2.7,169.1,0.5
1504758600,0.0,3.6,171.0,0.3
1504762200,0.0,6.7,,0.1
1504765800,,,201.5,0.1
1504769400,0.3,11.4,196.8,
1504773000,0.1,10.0,199.6,0.1
1504776600,0.2,10.8,203.8,0.1
1504780200,1.2,12.5,209.0,0.1
1504783800,3.4,13.3,235.9,0.2
1504787400,4.5,10.6,224.5,0.3
1504791000,5.8,11.1,221.9,0.5
1504794600,3.1,6.1,,
1504798200,,,158.3,
1504801800,,,171.5,0.8
1504805400,1.5,3.0,144.6,0.2
1504809000,1.3,2.8,152.0,0.1
1504812600,1.1,2.6,151.4,0.1
1504816200,0.6,2.2,156.4,0.2
